,Prediction,value_count,NCTId
0,Completed,1,NCT00000102
1,Completed,1,NCT00000119
2,Completed,1,NCT00000187
3,Completed,1,NCT00000188
4,Completed,1,NCT00000189
5,Completed,1,NCT00000191
6,Completed,1,NCT00000192
7,Terminated,1,NCT00000193
8,Terminated,1,NCT00000194
9,Terminated,1,NCT00000195
10,Terminated,1,NCT00000196
11,Completed,1,NCT00000197
12,Completed,1,NCT00000200
13,Completed,1,NCT00000201
14,Completed,1,NCT00000202
15,Completed,1,NCT00000203
16,Completed,1,NCT00000204
17,Terminated,1,NCT00000206
18,Completed,1,NCT00000208
19,Completed,1,NCT00000209
20,Completed,1,NCT00000210
21,Completed,1,NCT00000211
22,Completed,1,NCT00000212
23,Completed,1,NCT00000213
24,Completed,1,NCT00000214
25,Completed,1,NCT00000215
26,Completed,1,NCT00000217
27,Completed,1,NCT00000223
28,Completed,1,NCT00000225
29,Completed,1,NCT00000226
30,Completed,1,NCT00000227
31,Completed,1,NCT00000228
32,Completed,1,NCT00000229
33,Completed,1,NCT00000230
34,Completed,1,NCT00000231
35,Terminated,1,NCT00000232
36,Completed,1,NCT00000233
37,Terminated,1,NCT00000234
38,Completed,1,NCT00000235
39,Completed,1,NCT00000236
40,Completed,1,NCT00000237
41,Completed,1,NCT00000238
42,Completed,1,NCT00000239
43,Terminated,1,NCT00000240
44,Completed,1,NCT00000241
45,Completed,1,NCT00000242
46,Completed,1,NCT00000244
47,Completed,1,NCT00000245
48,Completed,1,NCT00000246
49,Completed,1,NCT00000249
50,Completed,1,NCT00000250
51,Completed,1,NCT00000251
52,Completed,1,NCT00000252
53,Completed,1,NCT00000254
54,Completed,1,NCT00000255
55,Completed,1,NCT00000261
56,Completed,1,NCT00000266
57,Completed,1,NCT00000267
58,Completed,1,NCT00000269
59,Completed,1,NCT00000271
60,Completed,1,NCT00000273
61,Completed,1,NCT00000274
62,Completed,1,NCT00000275
63,Completed,1,NCT00000277
64,Completed,1,NCT00000278
65,Completed,1,NCT00000279
66,Completed,1,NCT00000281
67,Completed,1,NCT00000282
68,Completed,1,NCT00000284
69,Completed,1,NCT00000286
70,Completed,1,NCT00000288
71,Completed,1,NCT00000289
72,Completed,1,NCT00000291
73,Completed,1,NCT00000294
74,Completed,1,NCT00000295
75,Completed,1,NCT00000296
76,Completed,1,NCT00000297
77,Completed,1,NCT00000298
78,Completed,1,NCT00000299
79,Completed,1,NCT00000301
80,Completed,1,NCT00000303
81,Completed,1,NCT00000304
82,Completed,1,NCT00000306
83,Completed,1,NCT00000307
84,Completed,1,NCT00000308
85,Completed,1,NCT00000309
86,Completed,1,NCT00000310
87,Completed,1,NCT00000314
88,Completed,1,NCT00000317
89,Completed,1,NCT00000318
90,Completed,1,NCT00000319
91,Completed,1,NCT00000320
92,Completed,1,NCT00000322
93,Completed,1,NCT00000324
94,Terminated,1,NCT00000326
95,Terminated,1,NCT00000327
96,Terminated,1,NCT00000328
97,Completed,1,NCT00000329
98,Terminated,1,NCT00000330
99,Completed,1,NCT00000331
100,Completed,1,NCT00000332
101,Completed,1,NCT00000333
102,Completed,1,NCT00000334
103,Completed,1,NCT00000335
104,Completed,1,NCT00000336
105,Completed,1,NCT00000341
106,Completed,1,NCT00000342
107,Completed,1,NCT00000344
108,Completed,1,NCT00000347
109,Completed,1,NCT00000352
110,Completed,1,NCT00000353
111,Completed,1,NCT00000356
112,Completed,1,NCT00000357
113,Completed,1,NCT00000359
114,Completed,1,NCT00000390
115,Completed,1,NCT00000392
116,Completed,1,NCT00000395
117,Completed,1,NCT00000398
118,Completed,1,NCT00000399
119,Completed,1,NCT00000400
120,Completed,1,NCT00000401
121,Completed,1,NCT00000402
122,Completed,1,NCT00000404
123,Completed,1,NCT00000405
124,Completed,1,NCT00000406
125,Completed,1,NCT00000407
126,Completed,1,NCT00000413
127,Completed,1,NCT00000415
128,Completed,1,NCT00000417
129,Completed,1,NCT00000418
130,Completed,1,NCT00000421
131,Completed,1,NCT00000422
132,Completed,1,NCT00000423
133,Completed,1,NCT00000424
134,Completed,1,NCT00000426
135,Completed,1,NCT00000429
136,Completed,1,NCT00000433
137,Completed,1,NCT00000434
138,Completed,1,NCT00000435
139,Completed,1,NCT00000439
140,Completed,1,NCT00000440
141,Completed,1,NCT00000443
142,Completed,1,NCT00000446
143,Completed,1,NCT00000451
144,Completed,1,NCT00000457
145,Completed,1,NCT00000458
146,Completed,1,NCT00000625
147,Completed,1,NCT00000626
148,Completed,1,NCT00000641
149,Completed,1,NCT00000643
150,Completed,1,NCT00000644
151,Completed,1,NCT00000653
152,Completed,1,NCT00000654
153,Completed,1,NCT00000655
154,Completed,1,NCT00000657
155,Completed,1,NCT00000659
156,Completed,1,NCT00000671
157,Completed,1,NCT00000672
158,Completed,1,NCT00000678
159,Completed,1,NCT00000679
160,Completed,1,NCT00000687
161,Completed,1,NCT00000691
162,Completed,1,NCT00000712
163,Completed,1,NCT00000716
164,Completed,1,NCT00000747
165,Completed,1,NCT00000752
166,Completed,1,NCT00000754
167,Completed,1,NCT00000766
168,Completed,1,NCT00000770
169,Completed,1,NCT00000771
170,Completed,1,NCT00000776
171,Completed,1,NCT00000781
172,Completed,1,NCT00000789
173,Completed,1,NCT00000790
174,Completed,1,NCT00000791
175,Completed,1,NCT00000793
176,Completed,1,NCT00000794
177,Completed,1,NCT00000801
178,Completed,1,NCT00000803
179,Completed,1,NCT00000807
180,Completed,1,NCT00000811
181,Completed,1,NCT00000815
182,Completed,1,NCT00000819
183,Completed,1,NCT00000820
184,Completed,1,NCT00000823
185,Completed,1,NCT00000825
186,Completed,1,NCT00000831
187,Completed,1,NCT00000836
188,Completed,1,NCT00000838
189,Completed,1,NCT00000842
190,Completed,1,NCT00000848
191,Completed,1,NCT00000850
192,Completed,1,NCT00000851
193,Completed,1,NCT00000863
194,Completed,1,NCT00000867
195,Completed,1,NCT00000870
196,Completed,1,NCT00000871
197,Completed,1,NCT00000872
198,Completed,1,NCT00000880
199,Completed,1,NCT00000882
200,Completed,1,NCT00000885
201,Completed,1,NCT00000891
202,Completed,1,NCT00000912
203,Completed,1,NCT00000913
204,Completed,1,NCT00000916
205,Completed,1,NCT00000918
206,Completed,1,NCT00000921
207,Completed,1,NCT00000924
208,Completed,1,NCT00000925
209,Completed,1,NCT00000939
210,Completed,1,NCT00000940
211,Completed,1,NCT00000953
212,Completed,1,NCT00000963
213,Completed,1,NCT00000975
214,Completed,1,NCT00000979
215,Completed,1,NCT00000981
216,Completed,1,NCT00000982
217,Completed,1,NCT00000983
218,Completed,1,NCT00000990
219,Completed,1,NCT00000996
220,Completed,1,NCT00001004
221,Completed,1,NCT00001025
222,Completed,1,NCT00001029
223,Completed,1,NCT00001031
224,Completed,1,NCT00001032
225,Completed,1,NCT00001034
226,Completed,1,NCT00001039
227,Completed,1,NCT00001040
228,Completed,1,NCT00001045
229,Completed,1,NCT00001048
230,Completed,1,NCT00001057
231,Completed,1,NCT00001058
232,Completed,1,NCT00001059
233,Completed,1,NCT00001061
234,Completed,1,NCT00001063
235,Completed,1,NCT00001065
236,Completed,1,NCT00001066
237,Completed,1,NCT00001067
238,Completed,1,NCT00001068
239,Completed,1,NCT00001079
240,Completed,1,NCT00001081
241,Completed,1,NCT00001083
242,Completed,1,NCT00001084
243,Completed,1,NCT00001085
244,Completed,1,NCT00001086
245,Completed,1,NCT00001087
246,Completed,1,NCT00001094
247,Completed,1,NCT00001095
248,Completed,1,NCT00001114
249,Completed,1,NCT00001122
250,Completed,1,NCT00001132
251,Completed,1,NCT00001144
252,Completed,1,NCT00001145
253,Completed,1,NCT00001146
254,Completed,1,NCT00001151
255,Completed,1,NCT00001155
256,Completed,1,NCT00001165
257,Completed,1,NCT00001181
258,Completed,1,NCT00001188
259,Completed,1,NCT00001189
260,Completed,1,NCT00001190
261,Completed,1,NCT00001191
262,Completed,1,NCT00001193
263,Completed,1,NCT00001197
264,Completed,1,NCT00001202
265,Completed,1,NCT00001212
266,Completed,1,NCT00001213
267,Completed,1,NCT00001221
268,Completed,1,NCT00001228
269,Completed,1,NCT00001237
270,Completed,1,NCT00001239
271,Completed,1,NCT00001250
272,Completed,1,NCT00001253
273,Completed,1,NCT00001256
274,Completed,1,NCT00001261
275,Completed,1,NCT00001262
276,Completed,1,NCT00001266
277,Completed,1,NCT00001280
278,Completed,1,NCT00001282
279,Completed,1,NCT00001287
280,Completed,1,NCT00001304
281,Completed,1,NCT00001311
282,Completed,1,NCT00001318
283,Completed,1,NCT00001335
284,Completed,1,NCT00001337
285,Completed,1,NCT00001339
286,Completed,1,NCT00001343
287,Completed,1,NCT00001344
288,Completed,1,NCT00001354
289,Completed,1,NCT00001357
290,Completed,1,NCT00001359
291,Completed,1,NCT00001365
292,Completed,1,NCT00001379
293,Completed,1,NCT00001384
294,Completed,1,NCT00001402
295,Completed,1,NCT00001407
296,Completed,1,NCT00001416
297,Completed,1,NCT00001421
298,Completed,1,NCT00001422
299,Completed,1,NCT00001426
300,Completed,1,NCT00001427
301,Completed,1,NCT00001428
302,Completed,1,NCT00001430
303,Completed,1,NCT00001437
304,Completed,1,NCT00001438
305,Completed,1,NCT00001446
306,Completed,1,NCT00001450
307,Completed,1,NCT00001457
308,Completed,1,NCT00001474
309,Completed,1,NCT00001475
310,Completed,1,NCT00001481
311,Completed,1,NCT00001482
312,Completed,1,NCT00001483
313,Completed,1,NCT00001487
314,Completed,1,NCT00001493
315,Completed,1,NCT00001498
316,Completed,1,NCT00001499
317,Completed,1,NCT00001509
318,Completed,1,NCT00001521
319,Completed,1,NCT00001524
320,Completed,1,NCT00001545
321,Completed,1,NCT00001563
322,Completed,1,NCT00001564
323,Terminated,1,NCT00001566
324,Completed,1,NCT00001567
325,Completed,1,NCT00001568
326,Completed,1,NCT00001575
327,Completed,1,NCT00001586
328,Completed,1,NCT00001596
329,Completed,1,NCT00001598
330,Completed,1,NCT00001599
331,Completed,1,NCT00001626
332,Completed,1,NCT00001631
333,Completed,1,NCT00001633
334,Completed,1,NCT00001637
335,Completed,1,NCT00001662
336,Completed,1,NCT00001669
337,Completed,1,NCT00001677
338,Completed,1,NCT00001680
339,Completed,1,NCT00001685
340,Completed,1,NCT00001688
341,Completed,1,NCT00001698
342,Terminated,1,NCT00001703
343,Completed,1,NCT00001705
344,Completed,1,NCT00001716
345,Completed,1,NCT00001720
346,Completed,1,NCT00001723
347,Completed,1,NCT00001724
348,Completed,1,NCT00001725
349,Completed,1,NCT00001728
350,Completed,1,NCT00001731
351,Completed,1,NCT00001749
352,Completed,1,NCT00001750
353,Completed,1,NCT00001752
354,Completed,1,NCT00001758
355,Completed,1,NCT00001781
356,Completed,1,NCT00001783
357,Completed,1,NCT00001784
358,Completed,1,NCT00001785
359,Completed,1,NCT00001789
360,Completed,1,NCT00001797
361,Completed,1,NCT00001805
362,Completed,1,NCT00001827
363,Terminated,1,NCT00001832
364,Completed,1,NCT00001839
365,Completed,1,NCT00001848
366,Completed,1,NCT00001849
367,Completed,1,NCT00001857
368,Completed,1,NCT00001860
369,Completed,1,NCT00001862
370,Completed,1,NCT00001863
371,Completed,1,NCT00001865
372,Completed,1,NCT00001866
373,Completed,1,NCT00001870
374,Completed,1,NCT00001873
375,Completed,1,NCT00001877
376,Completed,1,NCT00001880
377,Completed,1,NCT00001886
378,Completed,1,NCT00001889
379,Completed,1,NCT00001890
380,Completed,1,NCT00001893
381,Completed,1,NCT00001894
382,Completed,1,NCT00001901
383,Completed,1,NCT00001905
384,Completed,1,NCT00001909
385,Completed,1,NCT00001925
386,Completed,1,NCT00001929
387,Completed,1,NCT00001930
388,Completed,1,NCT00001931
389,Completed,1,NCT00001933
390,Completed,1,NCT00001934
391,Completed,1,NCT00001941
392,Completed,1,NCT00001951
393,Completed,1,NCT00001954
394,Completed,1,NCT00001955
395,Completed,1,NCT00001956
396,Completed,1,NCT00001958
397,Completed,1,NCT00001959
398,Completed,1,NCT00001960
399,Completed,1,NCT00001961
400,Completed,1,NCT00001962
401,Completed,1,NCT00001964
402,Completed,1,NCT00001965
403,Completed,1,NCT00001966
404,Completed,1,NCT00001984
405,Completed,1,NCT00001989
406,Completed,1,NCT00001993
407,Completed,1,NCT00001996
408,Completed,1,NCT00002003
409,Completed,1,NCT00002079
410,Completed,1,NCT00002086
411,Terminated,1,NCT00002088
412,Completed,1,NCT00002099
413,Completed,1,NCT00002106
414,Completed,1,NCT00002110
415,Completed,1,NCT00002126
416,Completed,1,NCT00002127
417,Completed,1,NCT00002131
418,Completed,1,NCT00002150
419,Completed,1,NCT00002151
420,Completed,1,NCT00002152
421,Completed,1,NCT00002154
422,Completed,1,NCT00002156
423,Completed,1,NCT00002160
424,Completed,1,NCT00002162
425,Completed,1,NCT00002167
426,Completed,1,NCT00002169
427,Completed,1,NCT00002170
428,Completed,1,NCT00002171
429,Completed,1,NCT00002184
430,Completed,1,NCT00002185
431,Completed,1,NCT00002189
432,Completed,1,NCT00002190
433,Completed,1,NCT00002192
434,Completed,1,NCT00002210
435,Completed,1,NCT00002212
436,Completed,1,NCT00002213
437,Completed,1,NCT00002219
438,Completed,1,NCT00002221
439,Completed,1,NCT00002225
440,Completed,1,NCT00002227
441,Completed,1,NCT00002228
442,Completed,1,NCT00002233
443,Completed,1,NCT00002234
444,Completed,1,NCT00002235
445,Completed,1,NCT00002239
446,Completed,1,NCT00002240
447,Completed,1,NCT00002241
448,Completed,1,NCT00002259
449,Completed,1,NCT00002265
450,Completed,1,NCT00002300
451,Completed,1,NCT00002314
452,Completed,1,NCT00002322
453,Completed,1,NCT00002324
454,Completed,1,NCT00002332
455,Completed,1,NCT00002333
456,Completed,1,NCT00002347
457,Completed,1,NCT00002348
458,Completed,1,NCT00002356
459,Completed,1,NCT00002357
460,Completed,1,NCT00002361
461,Completed,1,NCT00002364
462,Completed,1,NCT00002379
463,Completed,1,NCT00002395
464,Completed,1,NCT00002399
465,Completed,1,NCT00002412
466,Terminated,1,NCT00002414
467,Completed,1,NCT00002415
468,Completed,1,NCT00002418
469,Completed,1,NCT00002419
470,Completed,1,NCT00002420
471,Completed,1,NCT00002423
472,Completed,1,NCT00002424
473,Completed,1,NCT00002435
474,Completed,1,NCT00002437
475,Completed,1,NCT00002440
476,Completed,1,NCT00002442
477,Completed,1,NCT00002451
478,Completed,1,NCT00002452
479,Completed,1,NCT00002454
480,Completed,1,NCT00002458
481,Completed,1,NCT00002461
482,Completed,1,NCT00002463
483,Completed,1,NCT00002465
484,Completed,1,NCT00002466
485,Completed,1,NCT00002470
486,Completed,1,NCT00002471
487,Completed,1,NCT00002472
488,Completed,1,NCT00002474
489,Completed,1,NCT00002475
490,Completed,1,NCT00002478
491,Completed,1,NCT00002479
492,Completed,1,NCT00002481
493,Completed,1,NCT00002482
494,Completed,1,NCT00002489
495,Completed,1,NCT00002492
496,Completed,1,NCT00002494
497,Completed,1,NCT00002501
498,Completed,1,NCT00002502
499,Completed,1,NCT00002504
500,Completed,1,NCT00002505
501,Completed,1,NCT00002506
502,Completed,1,NCT00002508
503,Completed,1,NCT00002509
504,Completed,1,NCT00002510
505,Completed,1,NCT00002515
506,Completed,1,NCT00002521
507,Completed,1,NCT00002522
508,Completed,1,NCT00002524
509,Completed,1,NCT00002533
510,Completed,1,NCT00002535
511,Completed,1,NCT00002538
512,Completed,1,NCT00002547
513,Completed,1,NCT00002552
514,Completed,1,NCT00002553
515,Completed,1,NCT00002558
516,Completed,1,NCT00002559
517,Completed,1,NCT00002560
518,Completed,1,NCT00002562
519,Completed,1,NCT00002567
520,Completed,1,NCT00002571
521,Completed,1,NCT00002574
522,Completed,1,NCT00002577
523,Completed,1,NCT00002578
524,Completed,1,NCT00002585
525,Completed,1,NCT00002586
526,Completed,1,NCT00002589
527,Completed,1,NCT00002590
528,Completed,1,NCT00002592
529,Completed,1,NCT00002594
530,Completed,1,NCT00002595
531,Completed,1,NCT00002598
532,Completed,1,NCT00002601
533,Completed,1,NCT00002602
534,Completed,1,NCT00002609
535,Completed,1,NCT00002619
536,Completed,1,NCT00002621
537,Completed,1,NCT00002624
538,Completed,1,NCT00002627
539,Completed,1,NCT00002628
540,Completed,1,NCT00002630
541,Completed,1,NCT00002632
542,Completed,1,NCT00002634
543,Completed,1,NCT00002635
544,Completed,1,NCT00002637
545,Completed,1,NCT00002638
546,Completed,1,NCT00002639
547,Terminated,1,NCT00002642
548,Completed,1,NCT00002643
549,Completed,1,NCT00002650
550,Completed,1,NCT00002652
551,Completed,1,NCT00002655
552,Completed,1,NCT00002656
553,Completed,1,NCT00002657
554,Completed,1,NCT00002663
555,Terminated,1,NCT00002664
556,Completed,1,NCT00002665
557,Completed,1,NCT00002671
558,Completed,1,NCT00002673
559,Completed,1,NCT00002674
560,Completed,1,NCT00002675
561,Completed,1,NCT00002676
562,Completed,1,NCT00002679
563,Completed,1,NCT00002680
564,Completed,1,NCT00002681
565,Completed,1,NCT00002682
566,Completed,1,NCT00002684
567,Completed,1,NCT00002689
568,Completed,1,NCT00002691
569,Completed,1,NCT00002697
570,Completed,1,NCT00002704
571,Completed,1,NCT00002714
572,Completed,1,NCT00002715
573,Completed,1,NCT00002718
574,Completed,1,NCT00002725
575,Completed,1,NCT00002733
576,Completed,1,NCT00002735
577,Completed,1,NCT00002738
578,Completed,1,NCT00002745
579,Completed,1,NCT00002749
580,Completed,1,NCT00002751
581,Completed,1,NCT00002752
582,Completed,1,NCT00002756
583,Completed,1,NCT00002768
584,Completed,1,NCT00002773
585,Completed,1,NCT00002774
586,Completed,1,NCT00002775
587,Completed,1,NCT00002778
588,Completed,1,NCT00002779
589,Terminated,1,NCT00002780
590,Completed,1,NCT00002783
591,Completed,1,NCT00002785
592,Completed,1,NCT00002786
593,Completed,1,NCT00002791
594,Completed,1,NCT00002792
595,Completed,1,NCT00002794
596,Terminated,1,NCT00002796
597,Completed,1,NCT00002800
598,Completed,1,NCT00002804
599,Completed,1,NCT00002805
600,Completed,1,NCT00002806
601,Completed,1,NCT00002809
602,Completed,1,NCT00002810
603,Completed,1,NCT00002813
604,Completed,1,NCT00002814
605,Completed,1,NCT00002817
606,Completed,1,NCT00002825
607,Completed,1,NCT00002826
608,Completed,1,NCT00002829
609,Completed,1,NCT00002831
610,Completed,1,NCT00002832
611,Completed,1,NCT00002833
612,Completed,1,NCT00002837
613,Completed,1,NCT00002838
614,Completed,1,NCT00002842
615,Completed,1,NCT00002844
616,Completed,1,NCT00002845
617,Completed,1,NCT00002846
618,Completed,1,NCT00002847
619,Completed,1,NCT00002849
620,Completed,1,NCT00002860
621,Completed,1,NCT00002865
622,Completed,1,NCT00002873
623,Completed,1,NCT00002876
624,Completed,1,NCT00002879
625,Completed,1,NCT00002880
626,Completed,1,NCT00002889
627,Completed,1,NCT00002907
628,Completed,1,NCT00002908
629,Completed,1,NCT00002914
630,Completed,1,NCT00002917
631,Completed,1,NCT00002919
632,Completed,1,NCT00002921
633,Completed,1,NCT00002922
634,Completed,1,NCT00002925
635,Completed,1,NCT00002928
636,Completed,1,NCT00002930
637,Completed,1,NCT00002931
638,Completed,1,NCT00002932
639,Completed,1,NCT00002933
640,Completed,1,NCT00002934
641,Completed,1,NCT00002935
642,Completed,1,NCT00002937
643,Completed,1,NCT00002938
644,Completed,1,NCT00002940
645,Completed,1,NCT00002941
646,Completed,1,NCT00002943
647,Completed,1,NCT00002950
648,Completed,1,NCT00002951
649,Completed,1,NCT00002952
650,Completed,1,NCT00002955
651,Completed,1,NCT00002963
652,Completed,1,NCT00002964
653,Completed,1,NCT00002965
654,Completed,1,NCT00002969
655,Completed,1,NCT00002970
656,Completed,1,NCT00002973
657,Completed,1,NCT00002974
658,Completed,1,NCT00002975
659,Completed,1,NCT00002982
660,Completed,1,NCT00002984
661,Completed,1,NCT00002993
662,Completed,1,NCT00002996
663,Completed,1,NCT00002997
664,Completed,1,NCT00002998
665,Completed,1,NCT00003001
666,Completed,1,NCT00003007
667,Completed,1,NCT00003008
668,Completed,1,NCT00003017
669,Completed,1,NCT00003018
670,Completed,1,NCT00003019
671,Completed,1,NCT00003035
672,Completed,1,NCT00003037
673,Completed,1,NCT00003039
674,Completed,1,NCT00003040
675,Completed,1,NCT00003041
676,Completed,1,NCT00003042
677,Completed,1,NCT00003044
678,Completed,1,NCT00003048
679,Completed,1,NCT00003050
680,Completed,1,NCT00003054
681,Completed,1,NCT00003055
682,Completed,1,NCT00003058
683,Completed,1,NCT00003064
684,Completed,1,NCT00003065
685,Completed,1,NCT00003066
686,Completed,1,NCT00003067
687,Completed,1,NCT00003068
688,Completed,1,NCT00003072
689,Completed,1,NCT00003076
690,Completed,1,NCT00003077
691,Completed,1,NCT00003084
692,Completed,1,NCT00003085
693,Completed,1,NCT00003086
694,Completed,1,NCT00003087
695,Completed,1,NCT00003089
696,Completed,1,NCT00003090
697,Completed,1,NCT00003091
698,Completed,1,NCT00003094
699,Completed,1,NCT00003097
700,Completed,1,NCT00003099
701,Completed,1,NCT00003101
702,Completed,1,NCT00003102
703,Completed,1,NCT00003103
704,Completed,1,NCT00003104
705,Completed,1,NCT00003105
706,Completed,1,NCT00003110
707,Completed,1,NCT00003111
708,Completed,1,NCT00003113
709,Completed,1,NCT00003114
710,Completed,1,NCT00003116
711,Completed,1,NCT00003123
712,Completed,1,NCT00003124
713,Completed,1,NCT00003125
714,Completed,1,NCT00003127
715,Completed,1,NCT00003129
716,Completed,1,NCT00003130
717,Completed,1,NCT00003131
718,Completed,1,NCT00003134
719,Completed,1,NCT00003135
720,Completed,1,NCT00003136
721,Completed,1,NCT00003137
722,Completed,1,NCT00003143
723,Completed,1,NCT00003145
724,Completed,1,NCT00003146
725,Completed,1,NCT00003149
726,Completed,1,NCT00003153
727,Completed,1,NCT00003154
728,Completed,1,NCT00003156
729,Completed,1,NCT00003158
730,Completed,1,NCT00003160
731,Completed,1,NCT00003163
732,Completed,1,NCT00003171
733,Completed,1,NCT00003172
734,Completed,1,NCT00003173
735,Completed,1,NCT00003176
736,Completed,1,NCT00003178
737,Completed,1,NCT00003179
738,Completed,1,NCT00003181
739,Completed,1,NCT00003182
740,Completed,1,NCT00003183
741,Completed,1,NCT00003185
742,Completed,1,NCT00003187
743,Completed,1,NCT00003192
744,Completed,1,NCT00003193
745,Completed,1,NCT00003195
746,Completed,1,NCT00003199
747,Completed,1,NCT00003202
748,Completed,1,NCT00003203
749,Completed,1,NCT00003205
750,Completed,1,NCT00003206
751,Completed,1,NCT00003210
752,Completed,1,NCT00003211
753,Completed,1,NCT00003219
754,Completed,1,NCT00003220
755,Completed,1,NCT00003222
756,Completed,1,NCT00003223
757,Terminated,1,NCT00003225
758,Completed,1,NCT00003229
759,Completed,1,NCT00003234
760,Completed,1,NCT00003236
761,Completed,1,NCT00003237
762,Completed,1,NCT00003238
763,Completed,1,NCT00003239
764,Completed,1,NCT00003241
765,Completed,1,NCT00003245
766,Completed,1,NCT00003248
767,Completed,1,NCT00003251
768,Completed,1,NCT00003253
769,Completed,1,NCT00003254
770,Completed,1,NCT00003256
771,Completed,1,NCT00003257
772,Completed,1,NCT00003264
773,Completed,1,NCT00003269
774,Completed,1,NCT00003270
775,Completed,1,NCT00003273
776,Completed,1,NCT00003274
777,Completed,1,NCT00003276
778,Completed,1,NCT00003278
779,Completed,1,NCT00003281
780,Completed,1,NCT00003283
781,Completed,1,NCT00003284
782,Completed,1,NCT00003292
783,Completed,1,NCT00003296
784,Completed,1,NCT00003297
785,Terminated,1,NCT00003298
786,Completed,1,NCT00003301
787,Completed,1,NCT00003305
788,Completed,1,NCT00003307
789,Completed,1,NCT00003308
790,Completed,1,NCT00003309
791,Completed,1,NCT00003311
792,Completed,1,NCT00003312
793,Completed,1,NCT00003316
794,Terminated,1,NCT00003323
795,Completed,1,NCT00003326
796,Completed,1,NCT00003327
797,Completed,1,NCT00003332
798,Completed,1,NCT00003334
799,Completed,1,NCT00003335
800,Completed,1,NCT00003336
801,Completed,1,NCT00003338
802,Completed,1,NCT00003339
803,Completed,1,NCT00003340
804,Completed,1,NCT00003344
805,Completed,1,NCT00003345
806,Completed,1,NCT00003346
807,Completed,1,NCT00003351
808,Completed,1,NCT00003352
809,Completed,1,NCT00003353
810,Completed,1,NCT00003356
811,Completed,1,NCT00003361
812,Completed,1,NCT00003362
813,Completed,1,NCT00003369
814,Completed,1,NCT00003379
815,Completed,1,NCT00003386
816,Completed,1,NCT00003388
817,Completed,1,NCT00003390
818,Terminated,1,NCT00003392
819,Completed,1,NCT00003394
820,Completed,1,NCT00003396
821,Completed,1,NCT00003397
822,Completed,1,NCT00003399
823,Completed,1,NCT00003400
824,Completed,1,NCT00003401
825,Completed,1,NCT00003402
826,Completed,1,NCT00003405
827,Completed,1,NCT00003406
828,Completed,1,NCT00003407
829,Completed,1,NCT00003408
830,Completed,1,NCT00003413
831,Completed,1,NCT00003415
832,Completed,1,NCT00003416
833,Completed,1,NCT00003417
834,Completed,1,NCT00003425
835,Completed,1,NCT00003428
836,Completed,1,NCT00003432
837,Completed,1,NCT00003433
838,Completed,1,NCT00003441
839,Completed,1,NCT00003443
840,Completed,1,NCT00003449
841,Terminated,1,NCT00003452
842,Completed,1,NCT00003453
843,Terminated,1,NCT00003454
844,Terminated,1,NCT00003455
845,Completed,1,NCT00003456
846,Completed,1,NCT00003457
847,Completed,1,NCT00003458
848,Completed,1,NCT00003459
849,Completed,1,NCT00003460
850,Completed,1,NCT00003461
851,Completed,1,NCT00003464
852,Completed,1,NCT00003465
853,Completed,1,NCT00003466
854,Completed,1,NCT00003467
855,Completed,1,NCT00003468
856,Completed,1,NCT00003469
857,Completed,1,NCT00003470
858,Completed,1,NCT00003471
859,Completed,1,NCT00003472
860,Completed,1,NCT00003473
861,Completed,1,NCT00003474
862,Completed,1,NCT00003475
863,Completed,1,NCT00003476
864,Completed,1,NCT00003477
865,Completed,1,NCT00003478
866,Completed,1,NCT00003479
867,Completed,1,NCT00003483
868,Terminated,1,NCT00003485
869,Completed,1,NCT00003486
870,Completed,1,NCT00003487
871,Terminated,1,NCT00003489
872,Completed,1,NCT00003490
873,Terminated,1,NCT00003491
874,Terminated,1,NCT00003492
875,Completed,1,NCT00003493
876,Terminated,1,NCT00003494
877,Terminated,1,NCT00003495
878,Terminated,1,NCT00003496
879,Terminated,1,NCT00003497
880,Terminated,1,NCT00003498
881,Completed,1,NCT00003499
882,Terminated,1,NCT00003500
883,Terminated,1,NCT00003501
884,Completed,1,NCT00003502
885,Terminated,1,NCT00003505
886,Completed,1,NCT00003508
887,Terminated,1,NCT00003509
888,Terminated,1,NCT00003511
889,Terminated,1,NCT00003512
890,Terminated,1,NCT00003513
891,Completed,1,NCT00003514
892,Terminated,1,NCT00003515
893,Terminated,1,NCT00003516
894,Completed,1,NCT00003517
895,Completed,1,NCT00003518
896,Terminated,1,NCT00003520
897,Terminated,1,NCT00003521
898,Terminated,1,NCT00003522
899,Completed,1,NCT00003523
900,Terminated,1,NCT00003524
901,Terminated,1,NCT00003525
902,Terminated,1,NCT00003526
903,Terminated,1,NCT00003530
904,Terminated,1,NCT00003531
905,Terminated,1,NCT00003532
906,Terminated,1,NCT00003533
907,Terminated,1,NCT00003534
908,Completed,1,NCT00003535
909,Completed,1,NCT00003536
910,Completed,1,NCT00003537
911,Completed,1,NCT00003539
912,Completed,1,NCT00003540
913,Completed,1,NCT00003541
914,Completed,1,NCT00003542
915,Completed,1,NCT00003544
916,Completed,1,NCT00003545
917,Completed,1,NCT00003546
918,Completed,1,NCT00003549
919,Completed,1,NCT00003551
920,Completed,1,NCT00003552
921,Completed,1,NCT00003553
922,Completed,1,NCT00003554
923,Completed,1,NCT00003557
924,Completed,1,NCT00003560
925,Completed,1,NCT00003561
926,Completed,1,NCT00003562
927,Completed,1,NCT00003565
