,Prediction,value_count,NCTId
4064,Completed,1,NCT03094429
4065,Completed,1,NCT03094637
4066,Completed,1,NCT03094832
4067,Completed,1,NCT03095066
4068,Completed,1,NCT03095118
4069,Completed,1,NCT03095248
4070,Completed,1,NCT03095287
4071,Completed,1,NCT03095313
4072,Terminated,1,NCT03095352
4073,Terminated,1,NCT03095612
4074,Completed,1,NCT03096782
4075,Terminated,1,NCT03096808
4076,Terminated,1,NCT03097328
4077,Completed,1,NCT03097575
4078,Completed,1,NCT03098420
4079,Completed,1,NCT03098550
4080,Completed,1,NCT03098563
4081,Completed,1,NCT03098797
4082,Terminated,1,NCT03098836
4083,Completed,1,NCT03099005
4084,Terminated,1,NCT03099265
4085,Completed,1,NCT03099304
4086,Completed,1,NCT03099356
4087,Terminated,1,NCT03099486
4088,Terminated,1,NCT03099499
4089,Completed,1,NCT03100149
4090,Completed,1,NCT03101085
4091,Completed,1,NCT03101163
4092,Terminated,1,NCT03101254
4093,Terminated,1,NCT03101566
4094,Completed,1,NCT03101748
4095,Completed,1,NCT03102047
4096,Terminated,1,NCT03102242
4097,Completed,1,NCT03103490
4098,Completed,1,NCT03103750
4099,Completed,1,NCT03103893
4100,Completed,1,NCT03104270
4101,Completed,1,NCT03104439
4102,Completed,1,NCT03104491
4103,Completed,1,NCT03104699
4104,Completed,1,NCT03105336
4105,Completed,1,NCT03106740
4106,Completed,1,NCT03106844
4107,Completed,1,NCT03106948
4108,Completed,1,NCT03107182
4109,Terminated,1,NCT03107416
4110,Completed,1,NCT03107871
4111,Completed,1,NCT03108066
4112,Completed,1,NCT03108131
4113,Completed,1,NCT03108495
4114,Completed,1,NCT03109288
4115,Completed,1,NCT03109847
4116,Completed,1,NCT03110107
4117,Completed,1,NCT03110133
4118,Terminated,1,NCT03110926
4119,Completed,1,NCT03110978
4120,Completed,1,NCT03111381
4121,Completed,1,NCT03111732
4122,Completed,1,NCT03111810
4123,Terminated,1,NCT03112590
4124,Completed,1,NCT03112681
4125,Completed,1,NCT03112863
4126,Completed,1,NCT03113409
4127,Completed,1,NCT03113422
4128,Completed,1,NCT03113487
4129,Terminated,1,NCT03113500
4130,Completed,1,NCT03113825
4131,Completed,1,NCT03113968
4132,Completed,1,NCT03113994
4133,Terminated,1,NCT03114527
4134,Completed,1,NCT03114865
4135,Completed,1,NCT03115333
4136,Completed,1,NCT03115489
4137,Completed,1,NCT03115567
4138,Terminated,1,NCT03115801
4139,Completed,1,NCT03116113
4140,Terminated,1,NCT03116529
4141,Completed,1,NCT03116945
4142,Completed,1,NCT03117309
4143,Completed,1,NCT03117751
4144,Completed,1,NCT03117998
4145,Terminated,1,NCT03118466
4146,Completed,1,NCT03118570
4147,Completed,1,NCT03118674
4148,Completed,1,NCT03121001
4149,Completed,1,NCT03121014
4150,Terminated,1,NCT03121352
4151,Completed,1,NCT03121534
4152,Completed,1,NCT03122301
4153,Terminated,1,NCT03122509
4154,Terminated,1,NCT03122522
4155,Terminated,1,NCT03122717
4156,Completed,1,NCT03123068
4157,Completed,1,NCT03123588
4158,Terminated,1,NCT03123783
4159,Completed,1,NCT03125642
4160,Terminated,1,NCT03125928
4161,Completed,1,NCT03126019
4162,Completed,1,NCT03126110
4163,Completed,1,NCT03126331
4164,Completed,1,NCT03126630
4165,Completed,1,NCT03126968
4166,Completed,1,NCT03127774
4167,Completed,1,NCT03128008
4168,Terminated,1,NCT03128034
4169,Completed,1,NCT03128359
4170,Completed,1,NCT03128879
4171,Completed,1,NCT03128996
4172,Completed,1,NCT03129126
4173,Completed,1,NCT03129295
4174,Completed,1,NCT03129360
4175,Terminated,1,NCT03130439
4176,Completed,1,NCT03130959
4177,Completed,1,NCT03131570
4178,Completed,1,NCT03131908
4179,Completed,1,NCT03132155
4180,Completed,1,NCT03132532
4181,Completed,1,NCT03132636
4182,Completed,1,NCT03132675
4183,Terminated,1,NCT03133221
4184,Completed,1,NCT03133793
4185,Completed,1,NCT03135535
4186,Terminated,1,NCT03136055
4187,Completed,1,NCT03136146
4188,Completed,1,NCT03136185
4189,Completed,1,NCT03136406
4190,Completed,1,NCT03136965
4191,Completed,1,NCT03137082
4192,Terminated,1,NCT03137121
4193,Completed,1,NCT03137537
4194,Terminated,1,NCT03137771
4195,Completed,1,NCT03137888
4196,Terminated,1,NCT03138161
4197,Terminated,1,NCT03138720
4198,Completed,1,NCT03138889
4199,Terminated,1,NCT03139916
4200,Terminated,1,NCT03140280
4201,Completed,1,NCT03140670
4202,Terminated,1,NCT03141034
4203,Terminated,1,NCT03141359
4204,Terminated,1,NCT03141671
4205,Completed,1,NCT03141684
4206,Completed,1,NCT03141983
4207,Completed,1,NCT03142191
4208,Completed,1,NCT03142568
4209,Completed,1,NCT03142919
4210,Completed,1,NCT03144674
4211,Completed,1,NCT03144687
4212,Completed,1,NCT03144804
4213,Completed,1,NCT03145558
4214,Completed,1,NCT03146650
4215,Terminated,1,NCT03146962
4216,Terminated,1,NCT03147287
4217,Completed,1,NCT03147612
4218,Terminated,1,NCT03147885
4219,Completed,1,NCT03148275
4220,Terminated,1,NCT03148327
4221,Completed,1,NCT03148795
4222,Completed,1,NCT03148899
4223,Completed,1,NCT03149003
4224,Terminated,1,NCT03149029
4225,Completed,1,NCT03149055
4226,Completed,1,NCT03149549
4227,Completed,1,NCT03149770
4228,Completed,1,NCT03149783
4229,Terminated,1,NCT03149822
4230,Terminated,1,NCT03150004
4231,Completed,1,NCT03150173
4232,Completed,1,NCT03150511
4233,Completed,1,NCT03150810
4234,Completed,1,NCT03150862
4235,Completed,1,NCT03151304
4236,Completed,1,NCT03151967
4237,Completed,1,NCT03152058
4238,Completed,1,NCT03152409
4239,Terminated,1,NCT03152786
4240,Completed,1,NCT03153111
4241,Completed,1,NCT03153202
4242,Completed,1,NCT03153319
4243,Terminated,1,NCT03153982
4244,Completed,1,NCT03154619
4245,Completed,1,NCT03155620
4246,Completed,1,NCT03157128
4247,Terminated,1,NCT03158064
4248,Completed,1,NCT03158129
4249,Completed,1,NCT03158805
4250,Completed,1,NCT03158974
4251,Completed,1,NCT03159702
4252,Completed,1,NCT03160079
4253,Completed,1,NCT03161028
4254,Terminated,1,NCT03161223
4255,Terminated,1,NCT03161379
4256,Completed,1,NCT03161483
4257,Completed,1,NCT03161522
4258,Completed,1,NCT03162224
4259,Terminated,1,NCT03162536
4260,Completed,1,NCT03163511
4261,Completed,1,NCT03163667
4262,Completed,1,NCT03164057
4263,Completed,1,NCT03164265
4264,Completed,1,NCT03164460
4265,Terminated,1,NCT03164772
4266,Completed,1,NCT03165591
4267,Completed,1,NCT03165994
4268,Completed,1,NCT03166306
4269,Completed,1,NCT03167203
4270,Completed,1,NCT03167255
4271,Completed,1,NCT03167437
4272,Terminated,1,NCT03167619
4273,Completed,1,NCT03168061
4274,Completed,1,NCT03168438
4275,Terminated,1,NCT03168464
4276,Completed,1,NCT03169231
4277,Terminated,1,NCT03170206
4278,Completed,1,NCT03170882
4279,Terminated,1,NCT03170960
4280,Terminated,1,NCT03171025
4281,Completed,1,NCT03171714
4282,Completed,1,NCT03172026
4283,Completed,1,NCT03172624
4284,Terminated,1,NCT03172754
4285,Completed,1,NCT03172975
4286,Completed,1,NCT03173560
4287,Completed,1,NCT03173924
4288,Completed,1,NCT03173937
4289,Completed,1,NCT03173950
4290,Completed,1,NCT03174197
4291,Terminated,1,NCT03174275
4292,Terminated,1,NCT03174353
4293,Completed,1,NCT03175224
4294,Completed,1,NCT03175367
4295,Terminated,1,NCT03175432
4296,Completed,1,NCT03175978
4297,Completed,1,NCT03176173
4298,Completed,1,NCT03176953
4299,Completed,1,NCT03178149
4300,Completed,1,NCT03178487
4301,Completed,1,NCT03178552
4302,Completed,1,NCT03178773
4303,Completed,1,NCT03179163
4304,Terminated,1,NCT03179410
4305,Completed,1,NCT03179436
4306,Completed,1,NCT03179761
4307,Terminated,1,NCT03179904
4308,Completed,1,NCT03179917
4309,Terminated,1,NCT03179930
4310,Completed,1,NCT03179943
4311,Terminated,1,NCT03179995
4312,Completed,1,NCT03180294
4313,Completed,1,NCT03180502
4314,Completed,1,NCT03180528
4315,Completed,1,NCT03180684
4316,Completed,1,NCT03181100
4317,Completed,1,NCT03181399
4318,Completed,1,NCT03181516
4319,Completed,1,NCT03181529
4320,Completed,1,NCT03181867
4321,Completed,1,NCT03181893
4322,Completed,1,NCT03182751
4323,Completed,1,NCT03184038
4324,Completed,1,NCT03184454
4325,Completed,1,NCT03184571
4326,Terminated,1,NCT03184870
4327,Completed,1,NCT03185819
4328,Completed,1,NCT03186534
4329,Completed,1,NCT03186638
4330,Terminated,1,NCT03187262
4331,Completed,1,NCT03187795
4332,Completed,1,NCT03188432
4333,Completed,1,NCT03188666
4334,Completed,1,NCT03189173
4335,Completed,1,NCT03189238
4336,Completed,1,NCT03189433
4337,Terminated,1,NCT03189446
4338,Completed,1,NCT03190174
4339,Terminated,1,NCT03190265
4340,Terminated,1,NCT03190824
4341,Completed,1,NCT03190915
4342,Completed,1,NCT03190941
4343,Completed,1,NCT03190967
4344,Completed,1,NCT03191864
4345,Completed,1,NCT03192397
4346,Terminated,1,NCT03192462
4347,Completed,1,NCT03193190
4348,Terminated,1,NCT03193216
4349,Terminated,1,NCT03193437
4350,Terminated,1,NCT03193853
4351,Completed,1,NCT03194542
4352,Completed,1,NCT03194555
4353,Completed,1,NCT03194672
4354,Completed,1,NCT03194685
4355,Terminated,1,NCT03194867
4356,Completed,1,NCT03194906
4357,Completed,1,NCT03196076
4358,Completed,1,NCT03196427
4359,Completed,1,NCT03197493
4360,Completed,1,NCT03197506
4361,Completed,1,NCT03197662
4362,Terminated,1,NCT03198026
4363,Completed,1,NCT03198364
4364,Completed,1,NCT03199469
4365,Completed,1,NCT03200340
4366,Completed,1,NCT03200717
4367,Terminated,1,NCT03200847
4368,Completed,1,NCT03201250
4369,Completed,1,NCT03201445
4370,Completed,1,NCT03201458
4371,Completed,1,NCT03202082
4372,Completed,1,NCT03202303
4373,Terminated,1,NCT03202316
4374,Terminated,1,NCT03202628
4375,Terminated,1,NCT03202940
4376,Terminated,1,NCT03203473
4377,Completed,1,NCT03203642
4378,Completed,1,NCT03203850
4379,Completed,1,NCT03204123
4380,Completed,1,NCT03204188
4381,Completed,1,NCT03204786
4382,Completed,1,NCT03204812
4383,Completed,1,NCT03205046
4384,Completed,1,NCT03205345
4385,Completed,1,NCT03205423
4386,Completed,1,NCT03206047
4387,Completed,1,NCT03206060
4388,Completed,1,NCT03206073
4389,Completed,1,NCT03206086
4390,Terminated,1,NCT03206203
4391,Completed,1,NCT03206723
4392,Completed,1,NCT03207256
4393,Completed,1,NCT03207347
4394,Completed,1,NCT03207464
4395,Terminated,1,NCT03207555
4396,Completed,1,NCT03207815
4397,Completed,1,NCT03207867
4398,Completed,1,NCT03208257
4399,Completed,1,NCT03210662
4400,Terminated,1,NCT03210714
4401,Terminated,1,NCT03211416
4402,Completed,1,NCT03211988
4403,Completed,1,NCT03212170
4404,Completed,1,NCT03212274
4405,Completed,1,NCT03213002
4406,Terminated,1,NCT03213041
4407,Completed,1,NCT03213158
4408,Completed,1,NCT03213652
4409,Completed,1,NCT03213678
4410,Completed,1,NCT03213691
4411,Completed,1,NCT03213704
4412,Terminated,1,NCT03214250
4413,Completed,1,NCT03214562
4414,Completed,1,NCT03214666
4415,Terminated,1,NCT03215030
4416,Completed,1,NCT03215511
4417,Completed,1,NCT03215719
4418,Completed,1,NCT03215927
4419,Completed,1,NCT03216356
4420,Terminated,1,NCT03217071
4421,Completed,1,NCT03217136
4422,Completed,1,NCT03217188
4423,Completed,1,NCT03217422
4424,Completed,1,NCT03217747
4425,Completed,1,NCT03217838
4426,Completed,1,NCT03218384
4427,Completed,1,NCT03218683
4428,Completed,1,NCT03218969
4429,Completed,1,NCT03219333
4430,Completed,1,NCT03219359
4431,Completed,1,NCT03219372
4432,Terminated,1,NCT03219476
4433,Completed,1,NCT03220035
4434,Completed,1,NCT03220113
4435,Terminated,1,NCT03220646
4436,Completed,1,NCT03220776
4437,Completed,1,NCT03220854
4438,Completed,1,NCT03221257
4439,Completed,1,NCT03221400
4440,Terminated,1,NCT03222076
4441,Completed,1,NCT03222349
4442,Completed,1,NCT03222492
4443,Completed,1,NCT03222531
4444,Completed,1,NCT03222570
4445,Completed,1,NCT03222609
4446,Completed,1,NCT03222973
4447,Completed,1,NCT03223220
4448,Completed,1,NCT03223649
4449,Terminated,1,NCT03223779
4450,Completed,1,NCT03223883
4451,Completed,1,NCT03224000
4452,Terminated,1,NCT03224507
4453,Completed,1,NCT03224585
4454,Terminated,1,NCT03224767
4455,Completed,1,NCT03225287
4456,Terminated,1,NCT03225547
4457,Terminated,1,NCT03225664
4458,Terminated,1,NCT03225716
4459,Completed,1,NCT03226249
4460,Completed,1,NCT03226418
4461,Completed,1,NCT03226678
4462,Terminated,1,NCT03228186
4463,Completed,1,NCT03228667
4464,Completed,1,NCT03229408
4465,Completed,1,NCT03229447
4466,Completed,1,NCT03229499
4467,Completed,1,NCT03229551
4468,Completed,1,NCT03230097
4469,Completed,1,NCT03230318
4470,Completed,1,NCT03230838
4471,Completed,1,NCT03231306
4472,Terminated,1,NCT03231735
4473,Completed,1,NCT03231878
4474,Completed,1,NCT03232138
4475,Completed,1,NCT03233204
4476,Completed,1,NCT03233347
4477,Completed,1,NCT03233724
4478,Completed,1,NCT03234309
4479,Completed,1,NCT03234361
4480,Terminated,1,NCT03235544
4481,Completed,1,NCT03236428
4482,Completed,1,NCT03236792
4483,Completed,1,NCT03237286
4484,Terminated,1,NCT03237377
4485,Completed,1,NCT03237611
4486,Completed,1,NCT03237780
4487,Completed,1,NCT03238157
4488,Terminated,1,NCT03238248
4489,Completed,1,NCT03238300
4490,Terminated,1,NCT03238495
4491,Terminated,1,NCT03239340
4492,Terminated,1,NCT03239392
4493,Completed,1,NCT03239977
4494,Terminated,1,NCT03240016
4495,Completed,1,NCT03241030
4496,Terminated,1,NCT03241186
4497,Terminated,1,NCT03241745
4498,Completed,1,NCT03242772
4499,Terminated,1,NCT03242824
4500,Completed,1,NCT03242915
4501,Completed,1,NCT03243552
4502,Completed,1,NCT03244059
4503,Completed,1,NCT03244072
4504,Completed,1,NCT03245151
4505,Terminated,1,NCT03245541
4506,Completed,1,NCT03245827
4507,Completed,1,NCT03246906
4508,Terminated,1,NCT03246958
4509,Completed,1,NCT03247088
4510,Terminated,1,NCT03247712
4511,Completed,1,NCT03248167
4512,Completed,1,NCT03248492
4513,Terminated,1,NCT03248570
4514,Terminated,1,NCT03250273
4515,Completed,1,NCT03250676
4516,Completed,1,NCT03250923
4517,Completed,1,NCT03250975
4518,Terminated,1,NCT03251027
4519,Completed,1,NCT03251144
4520,Completed,1,NCT03251508
4521,Completed,1,NCT03251924
4522,Completed,1,NCT03252522
4523,Completed,1,NCT03252587
4524,Completed,1,NCT03252600
4525,Completed,1,NCT03252756
4526,Completed,1,NCT03252847
4527,Completed,1,NCT03253263
4528,Completed,1,NCT03253913
4529,Completed,1,NCT03253926
4530,Terminated,1,NCT03254394
4531,Completed,1,NCT03254927
4532,Completed,1,NCT03255018
4533,Completed,1,NCT03255473
4534,Terminated,1,NCT03256045
4535,Completed,1,NCT03256487
4536,Completed,1,NCT03257163
4537,Completed,1,NCT03257631
4538,Terminated,1,NCT03257722
4539,Terminated,1,NCT03258008
4540,Terminated,1,NCT03258554
4541,Completed,1,NCT03258567
4542,Completed,1,NCT03258905
4543,Completed,1,NCT03259035
4544,Completed,1,NCT03259165
4545,Terminated,1,NCT03259425
4546,Completed,1,NCT03259867
4547,Completed,1,NCT03260920
4548,Completed,1,NCT03262116
4549,Completed,1,NCT03262441
4550,Terminated,1,NCT03262779
4551,Terminated,1,NCT03263429
4552,Completed,1,NCT03263559
4553,Terminated,1,NCT03263572
4554,Terminated,1,NCT03263650
4555,Terminated,1,NCT03264131
4556,Terminated,1,NCT03264404
4557,Completed,1,NCT03264872
4558,Completed,1,NCT03264989
4559,Completed,1,NCT03265288
4560,Completed,1,NCT03265431
4561,Completed,1,NCT03265808
4562,Completed,1,NCT03266627
4563,Completed,1,NCT03266640
4564,Completed,1,NCT03266653
4565,Completed,1,NCT03267108
4566,Terminated,1,NCT03267186
4567,Completed,1,NCT03267277
4568,Completed,1,NCT03267498
4569,Completed,1,NCT03267680
4570,Terminated,1,NCT03268603
4571,Terminated,1,NCT03269526
4572,Completed,1,NCT03269669
4573,Completed,1,NCT03269695
4574,Completed,1,NCT03270059
4575,Completed,1,NCT03270956
4576,Completed,1,NCT03271047
4577,Terminated,1,NCT03272217
4578,Terminated,1,NCT03272334
4579,Completed,1,NCT03272347
4580,Completed,1,NCT03272399
4581,Completed,1,NCT03273062
4582,Completed,1,NCT03273712
4583,Completed,1,NCT03274258
4584,Completed,1,NCT03274414
4585,Terminated,1,NCT03274661
4586,Completed,1,NCT03275064
4587,Completed,1,NCT03275402
4588,Completed,1,NCT03276676
4589,Completed,1,NCT03277170
4590,Terminated,1,NCT03277638
4591,Completed,1,NCT03277703
4592,Terminated,1,NCT03277729
4593,Completed,1,NCT03278106
4594,Terminated,1,NCT03278626
4595,Completed,1,NCT03278782
4596,Completed,1,NCT03279250
4597,Completed,1,NCT03279263
4598,Completed,1,NCT03279471
4599,Terminated,1,NCT03279692
4600,Completed,1,NCT03280563
4601,Terminated,1,NCT03280979
4602,Completed,1,NCT03281369
4603,Terminated,1,NCT03281811
4604,Completed,1,NCT03282123
4605,Completed,1,NCT03282344
4606,Terminated,1,NCT03282396
4607,Completed,1,NCT03282916
4608,Completed,1,NCT03283371
4609,Terminated,1,NCT03283761
4610,Completed,1,NCT03284385
4611,Completed,1,NCT03284424
4612,Completed,1,NCT03284541
4613,Completed,1,NCT03284957
4614,Terminated,1,NCT03285321
4615,Terminated,1,NCT03285412
4616,Terminated,1,NCT03286530
4617,Terminated,1,NCT03286556
4618,Completed,1,NCT03287271
4619,Completed,1,NCT03287336
4620,Completed,1,NCT03287414
4621,Completed,1,NCT03287765
4622,Terminated,1,NCT03287817
4623,Completed,1,NCT03288103
4624,Completed,1,NCT03288324
4625,Terminated,1,NCT03288493
4626,Completed,1,NCT03288545
4627,Completed,1,NCT03289039
4628,Completed,1,NCT03289143
4629,Completed,1,NCT03289299
4630,Completed,1,NCT03289910
4631,Completed,1,NCT03290534
4632,Terminated,1,NCT03290950
4633,Terminated,1,NCT03291054
4634,Completed,1,NCT03291847
4635,Terminated,1,NCT03292133
4636,Completed,1,NCT03292458
4637,Completed,1,NCT03292588
4638,Completed,1,NCT03292731
4639,Completed,1,NCT03292861
4640,Terminated,1,NCT03294304
4641,Completed,1,NCT03294941
4642,Completed,1,NCT03295396
4643,Completed,1,NCT03295734
4644,Completed,1,NCT03296345
4645,Completed,1,NCT03297424
4646,Completed,1,NCT03298087
4647,Completed,1,NCT03298334
4648,Completed,1,NCT03298815
4649,Completed,1,NCT03299166
4650,Completed,1,NCT03300557
4651,Completed,1,NCT03301038
4652,Completed,1,NCT03301168
4653,Completed,1,NCT03301350
4654,Completed,1,NCT03301415
4655,Completed,1,NCT03301467
4656,Completed,1,NCT03301532
4657,Completed,1,NCT03302156
4658,Completed,1,NCT03302858
4659,Completed,1,NCT03302910
4660,Completed,1,NCT03303339
4661,Completed,1,NCT03303469
4662,Completed,1,NCT03303989
4663,Terminated,1,NCT03304080
4664,Terminated,1,NCT03304418
4665,Completed,1,NCT03304639
4666,Completed,1,NCT03304717
4667,Completed,1,NCT03304821
4668,Terminated,1,NCT03305445
4669,Terminated,1,NCT03306615
4670,Completed,1,NCT03307616
4671,Completed,1,NCT03307980
4672,Terminated,1,NCT03308396
4673,Completed,1,NCT03308578
4674,Completed,1,NCT03308942
4675,Terminated,1,NCT03309111
4676,Completed,1,NCT03309878
4677,Terminated,1,NCT03310619
4678,Completed,1,NCT03310632
4679,Completed,1,NCT03310879
4680,Completed,1,NCT03310905
4681,Completed,1,NCT03310957
4682,Terminated,1,NCT03311126
4683,Completed,1,NCT03311269
4684,Completed,1,NCT03311334
4685,Completed,1,NCT03311503
4686,Completed,1,NCT03311555
4687,Completed,1,NCT03311854
4688,Completed,1,NCT03312023
4689,Completed,1,NCT03312400
4690,Terminated,1,NCT03312972
4691,Completed,1,NCT03313804
4692,Completed,1,NCT03314181
4693,Terminated,1,NCT03314935
4694,Completed,1,NCT03314974
4695,Terminated,1,NCT03315026
4696,Completed,1,NCT03315039
4697,Completed,1,NCT03315078
4698,Completed,1,NCT03315130
4699,Completed,1,NCT03315182
4700,Terminated,1,NCT03315754
4701,Completed,1,NCT03315871
4702,Completed,1,NCT03316222
4703,Completed,1,NCT03316560
4704,Completed,1,NCT03316573
4705,Terminated,1,NCT03316586
4706,Terminated,1,NCT03316859
4707,Terminated,1,NCT03317158
4708,Completed,1,NCT03317392
4709,Completed,1,NCT03317496
4710,Completed,1,NCT03317899
4711,Terminated,1,NCT03318497
4712,Completed,1,NCT03318523
4713,Completed,1,NCT03318939
4714,Terminated,1,NCT03319537
4715,Terminated,1,NCT03319745
4716,Completed,1,NCT03320018
4717,Completed,1,NCT03320174
4718,Completed,1,NCT03320330
4719,Completed,1,NCT03320850
4720,Terminated,1,NCT03321188
4721,Completed,1,NCT03321630
4722,Completed,1,NCT03321656
4723,Completed,1,NCT03321734
4724,Completed,1,NCT03321747
4725,Completed,1,NCT03321760
4726,Completed,1,NCT03321981
4727,Terminated,1,NCT03322384
4728,Completed,1,NCT03322540
4729,Completed,1,NCT03322566
4730,Completed,1,NCT03322995
4731,Terminated,1,NCT03323151
4732,Terminated,1,NCT03323398
4733,Completed,1,NCT03323463
4734,Completed,1,NCT03324425
4735,Completed,1,NCT03324802
4736,Completed,1,NCT03324984
4737,Completed,1,NCT03325101
4738,Terminated,1,NCT03325166
4739,Completed,1,NCT03325322
4740,Terminated,1,NCT03325816
4741,Completed,1,NCT03326063
4742,Completed,1,NCT03326102
4743,Completed,1,NCT03326128
4744,Completed,1,NCT03326193
4745,Completed,1,NCT03326336
4746,Completed,1,NCT03326583
4747,Completed,1,NCT03327064
4748,Completed,1,NCT03328026
4749,Completed,1,NCT03328507
4750,Terminated,1,NCT03329248
4751,Completed,1,NCT03329378
4752,Completed,1,NCT03330197
4753,Completed,1,NCT03330405
4754,Completed,1,NCT03330795
4755,Terminated,1,NCT03330821
4756,Completed,1,NCT03330847
4757,Completed,1,NCT03331198
4758,Terminated,1,NCT03331250
4759,Completed,1,NCT03331302
4760,Completed,1,NCT03331341
4761,Completed,1,NCT03331861
4762,Terminated,1,NCT03332017
4763,Completed,1,NCT03332095
4764,Completed,1,NCT03332238
4765,Terminated,1,NCT03332498
4766,Completed,1,NCT03333486
4767,Completed,1,NCT03333590
4768,Terminated,1,NCT03333616
4769,Completed,1,NCT03334409
4770,Completed,1,NCT03334617
4771,Terminated,1,NCT03335033
4772,Terminated,1,NCT03335267
4773,Completed,1,NCT03335774
4774,Completed,1,NCT03336216
4775,Completed,1,NCT03336242
4776,Completed,1,NCT03336398
4777,Completed,1,NCT03336866
4778,Completed,1,NCT03337087
4779,Completed,1,NCT03337113
4780,Completed,1,NCT03337698
4781,Completed,1,NCT03337724
4782,Completed,1,NCT03338790
4783,Terminated,1,NCT03338959
4784,Completed,1,NCT03339128
4785,Completed,1,NCT03339258
4786,Completed,1,NCT03340675
4787,Completed,1,NCT03340974
4788,Completed,1,NCT03341078
4789,Terminated,1,NCT03341936
4790,Completed,1,NCT03341962
4791,Terminated,1,NCT03342196
4792,Completed,1,NCT03342404
4793,Completed,1,NCT03342937
4794,Terminated,1,NCT03344211
4795,Terminated,1,NCT03344536
4796,Completed,1,NCT03344965
4797,Terminated,1,NCT03345134
4798,Terminated,1,NCT03345420
4799,Completed,1,NCT03345485
4800,Completed,1,NCT03345550
4801,Completed,1,NCT03345576
4802,Terminated,1,NCT03346135
4803,Completed,1,NCT03346434
4804,Completed,1,NCT03347110
4805,Completed,1,NCT03347123
4806,Terminated,1,NCT03347617
4807,Completed,1,NCT03347708
4808,Terminated,1,NCT03347838
4809,Completed,1,NCT03348748
4810,Completed,1,NCT03348930
4811,Completed,1,NCT03349528
4812,Completed,1,NCT03351244
4813,Completed,1,NCT03351777
4814,Completed,1,NCT03352427
4815,Completed,1,NCT03352557
4816,Completed,1,NCT03353597
4817,Completed,1,NCT03353675
4818,Completed,1,NCT03354143
4819,Completed,1,NCT03354611
4820,Completed,1,NCT03354728
4821,Completed,1,NCT03355053
4822,Completed,1,NCT03355300
4823,Completed,1,NCT03355365
4824,Completed,1,NCT03355482
4825,Terminated,1,NCT03355560
4826,Completed,1,NCT03355573
4827,Terminated,1,NCT03355976
4828,Completed,1,NCT03357224
4829,Completed,1,NCT03359161
4830,Terminated,1,NCT03359174
4831,Completed,1,NCT03359356
4832,Completed,1,NCT03359538
4833,Completed,1,NCT03359785
4834,Completed,1,NCT03359863
4835,Completed,1,NCT03359954
4836,Completed,1,NCT03360721
4837,Terminated,1,NCT03360890
4838,Completed,1,NCT03361189
4839,Terminated,1,NCT03361306
4840,Completed,1,NCT03361345
4841,Completed,1,NCT03361410
4842,Terminated,1,NCT03361735
4843,Completed,1,NCT03361748
4844,Completed,1,NCT03362515
4845,Completed,1,NCT03363165
4846,Completed,1,NCT03363373
4847,Completed,1,NCT03363659
4848,Completed,1,NCT03363763
4849,Completed,1,NCT03363776
4850,Completed,1,NCT03363893
4851,Completed,1,NCT03364153
4852,Completed,1,NCT03364231
4853,Terminated,1,NCT03364270
4854,Completed,1,NCT03364686
4855,Terminated,1,NCT03365752
4856,Completed,1,NCT03365882
4857,Completed,1,NCT03366103
4858,Completed,1,NCT03366142
4859,Completed,1,NCT03366155
4860,Terminated,1,NCT03366220
4861,Terminated,1,NCT03366766
4862,Completed,1,NCT03366844
4863,Terminated,1,NCT03367156
4864,Completed,1,NCT03367403
4865,Completed,1,NCT03367546
4866,Terminated,1,NCT03367715
4867,Completed,1,NCT03367819
4868,Terminated,1,NCT03367871
4869,Completed,1,NCT03367910
4870,Completed,1,NCT03367923
4871,Completed,1,NCT03367988
4872,Terminated,1,NCT03368729
4873,Completed,1,NCT03368742
4874,Completed,1,NCT03368963
4875,Completed,1,NCT03369223
4876,Completed,1,NCT03369236
4877,Completed,1,NCT03370120
4878,Completed,1,NCT03370172
4879,Completed,1,NCT03370276
4880,Completed,1,NCT03370510
4881,Terminated,1,NCT03370718
4882,Completed,1,NCT03370887
4883,Completed,1,NCT03370991
4884,Completed,1,NCT03371251
4885,Completed,1,NCT03371719
4886,Completed,1,NCT03371979
4887,Completed,1,NCT03372057
4888,Completed,1,NCT03372733
4889,Completed,1,NCT03373227
4890,Completed,1,NCT03373461
4891,Terminated,1,NCT03373604
4892,Completed,1,NCT03373760
4893,Completed,1,NCT03373903
4894,Completed,1,NCT03373968
4895,Terminated,1,NCT03374332
4896,Completed,1,NCT03375047
4897,Completed,1,NCT03375164
4898,Completed,1,NCT03375307
4899,Completed,1,NCT03375788
4900,Terminated,1,NCT03376477
4901,Completed,1,NCT03376555
4902,Terminated,1,NCT03376659
4903,Completed,1,NCT03376854
4904,Completed,1,NCT03376984
4905,Terminated,1,NCT03377023
4906,Completed,1,NCT03377179
4907,Completed,1,NCT03377361
4908,Completed,1,NCT03377387
4909,Completed,1,NCT03377556
4910,Completed,1,NCT03378466
4911,Completed,1,NCT03378531
4912,Completed,1,NCT03379051
4913,Completed,1,NCT03379428
4914,Completed,1,NCT03380000
4915,Completed,1,NCT03380026
4916,Terminated,1,NCT03380377
4917,Completed,1,NCT03380962
4918,Completed,1,NCT03381170
4919,Terminated,1,NCT03381274
4920,Completed,1,NCT03381625
4921,Completed,1,NCT03381833
4922,Completed,1,NCT03382340
4923,Completed,1,NCT03382561
