,NCTId,0-50,51-100,101-200,201-500,501-1000,1001-10000,10000plus
3238,NCT01852656,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3239,NCT03037021,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3240,NCT01099384,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3241,NCT02417714,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3242,NCT01175629,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3243,NCT01166386,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3244,NCT02713321,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3245,NCT03688412,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3246,NCT03602391,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3247,NCT01943682,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3248,NCT02945787,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3249,NCT04067804,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3250,NCT00540540,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3251,NCT03213184,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3252,NCT01070082,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3253,NCT03671746,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3254,NCT01826448,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3255,NCT04103593,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3256,NCT01131312,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3257,NCT03206736,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3258,NCT04442152,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3259,NCT02694627,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3260,NCT00323570,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3261,NCT01864460,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3262,NCT03077945,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3263,NCT00022997,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3264,NCT00883350,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3265,NCT04273191,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3266,NCT04063813,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3267,NCT00911820,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3268,NCT00837161,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3269,NCT01347164,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3270,NCT01492257,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3271,NCT00796705,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3272,NCT00469079,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3273,NCT03233724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3274,NCT00079820,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3275,NCT01390233,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3276,NCT02118012,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3277,NCT02263326,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3278,NCT03411863,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3279,NCT01661764,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3280,NCT02354716,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3281,NCT00411762,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3282,NCT01253811,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3283,NCT01751620,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3284,NCT01310179,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3285,NCT00375960,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3286,NCT01054924,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3287,NCT00291044,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3288,NCT02194725,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3289,NCT00855374,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3290,NCT00855296,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3291,NCT01516801,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3292,NCT00836303,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3293,NCT00341835,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3294,NCT01416467,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3295,NCT03287765,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3296,NCT04587258,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3297,NCT00001659,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3298,NCT00813605,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3299,NCT03889418,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3300,NCT00754390,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3301,NCT02610465,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3302,NCT01117571,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3303,NCT03196297,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3304,NCT00556842,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3305,NCT04398628,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3306,NCT03049904,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3307,NCT01837498,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3308,NCT00001908,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3309,NCT03399370,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3310,NCT01391858,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3311,NCT01136642,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3312,NCT01678625,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3313,NCT03781115,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3314,NCT01856907,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3315,NCT02739893,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3316,NCT04312165,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3317,NCT04098900,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3318,NCT03490045,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3319,NCT03173950,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3320,NCT00585689,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3321,NCT04046055,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3322,NCT03543735,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3323,NCT01812824,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3324,NCT00469339,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3325,NCT00413621,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3326,NCT03520387,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3327,NCT00763698,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3328,NCT01714102,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3329,NCT00114621,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3330,NCT01027611,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3331,NCT03767231,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3332,NCT02974764,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3333,NCT04161040,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3334,NCT01789814,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3335,NCT00454506,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3336,NCT00005924,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3337,NCT00454467,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3338,NCT02290106,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3339,NCT01578317,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3340,NCT00988169,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3341,NCT00990262,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3342,NCT00700804,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3343,NCT00620763,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3344,NCT01323114,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3345,NCT01116323,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3346,NCT04608188,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3347,NCT00345475,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3348,NCT04422600,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3349,NCT01620489,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3350,NCT01096771,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3351,NCT00394329,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3352,NCT00805246,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3353,NCT04022434,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3354,NCT00918996,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3355,NCT01445327,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3356,NCT01917812,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3357,NCT02039882,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3358,NCT02460991,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3359,NCT03736603,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3360,NCT00454948,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3361,NCT00319332,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3362,NCT00459992,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3363,NCT00005112,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3364,NCT01864057,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3365,NCT00319839,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3366,NCT03519074,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3367,NCT00811057,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3368,NCT00112047,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3369,NCT02213068,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3370,NCT02226835,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3371,NCT01320150,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3372,NCT00459446,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3373,NCT03221192,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3374,NCT03634306,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3375,NCT00464971,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3376,NCT00730704,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3377,NCT01212003,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3378,NCT01998802,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3379,NCT03523780,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3380,NCT00592046,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3381,NCT01966224,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3382,NCT01901276,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3383,NCT04381481,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3384,NCT00672009,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3385,NCT02405039,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3386,NCT01392573,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3387,NCT03267914,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3388,NCT04461405,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3389,NCT01611402,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3390,NCT02774317,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3391,NCT04070573,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3392,NCT02177006,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3393,NCT02116712,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3394,NCT04413708,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3395,NCT03643783,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3396,NCT01597596,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3397,NCT00300534,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3398,NCT03974061,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3399,NCT01740596,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3400,NCT01817660,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3401,NCT00646451,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3402,NCT03738462,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3403,NCT00678132,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3404,NCT01152580,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3405,NCT03022929,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3406,NCT01923389,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3407,NCT01058148,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3408,NCT03465072,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3409,NCT02465463,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3410,NCT02861898,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3411,NCT03187080,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3412,NCT04408352,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3413,NCT04133376,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3414,NCT00485251,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3415,NCT01440634,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3416,NCT00187018,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3417,NCT00072813,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3418,NCT02180139,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3419,NCT03060291,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3420,NCT00339235,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3421,NCT02433769,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3422,NCT02607124,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3423,NCT01613833,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3424,NCT03338257,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3425,NCT03329001,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3426,NCT00917501,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3427,NCT02833922,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3428,NCT01852955,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3429,NCT01880034,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3430,NCT01375686,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3431,NCT01938222,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3432,NCT02997293,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3433,NCT03225131,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3434,NCT04526158,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3435,NCT04377204,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3436,NCT02775461,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3437,NCT03723655,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3438,NCT03177941,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3439,NCT01128764,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3440,NCT00758615,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3441,NCT03184792,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3442,NCT04552691,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3443,NCT01787812,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3444,NCT03027440,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3445,NCT01764685,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3446,NCT00358761,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3447,NCT03217201,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3448,NCT00238472,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3449,NCT03891381,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3450,NCT00675584,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3451,NCT01780129,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3452,NCT03180242,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3453,NCT01045447,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3454,NCT00137696,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3455,NCT01284127,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3456,NCT00307398,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3457,NCT03282669,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3458,NCT00566995,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3459,NCT03161470,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3460,NCT00465192,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3461,NCT01586767,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3462,NCT00581061,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3463,NCT00493051,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3464,NCT00311506,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3465,NCT00542581,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3466,NCT01997723,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3467,NCT02775565,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3468,NCT00366587,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3469,NCT00324155,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3470,NCT00572039,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3471,NCT02985801,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3472,NCT02367287,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3473,NCT01766102,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3474,NCT00050856,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3475,NCT02078934,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3476,NCT01831765,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3477,NCT04345562,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3478,NCT00013910,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3479,NCT00308958,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3480,NCT00506597,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3481,NCT02341950,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3482,NCT01636999,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3483,NCT00359411,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3484,NCT00487760,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3485,NCT02880540,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3486,NCT01215721,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3487,NCT01482962,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3488,NCT03201159,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3489,NCT00184054,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3490,NCT01648140,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3491,NCT00256789,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3492,NCT01509690,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3493,NCT03231592,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3494,NCT00581269,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3495,NCT02122445,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3496,NCT01982825,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3497,NCT01502592,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3498,NCT03686618,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3499,NCT04420156,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3500,NCT04434352,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3501,NCT01230021,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3502,NCT01276782,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3503,NCT00579150,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3504,NCT02989701,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3505,NCT02021149,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3506,NCT02352389,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3507,NCT01439477,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3508,NCT00119574,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3509,NCT00380380,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3510,NCT01425099,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3511,NCT01082237,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3512,NCT01704573,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3513,NCT03560271,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3514,NCT00451022,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3515,NCT01491607,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3516,NCT00396253,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3517,NCT00982228,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3518,NCT03219359,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3519,NCT03981835,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3520,NCT03818737,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3521,NCT01212289,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3522,NCT00278928,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3523,NCT00280826,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3524,NCT00845052,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3525,NCT03455530,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3526,NCT04075162,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3527,NCT01386424,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3528,NCT00266461,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3529,NCT01588158,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3530,NCT03009968,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3531,NCT01072123,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3532,NCT01388439,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3533,NCT01965756,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3534,NCT00115973,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3535,NCT01730911,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3536,NCT02561286,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3537,NCT00005766,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3538,NCT00238498,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3539,NCT00150046,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3540,NCT00268957,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3541,NCT00252109,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3542,NCT02146781,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3543,NCT02882620,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3544,NCT03520530,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3545,NCT02565420,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3546,NCT01616628,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3547,NCT02969369,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3548,NCT02158884,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3549,NCT00156520,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3550,NCT01941277,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3551,NCT01212978,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3552,NCT03736486,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3553,NCT03201029,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3554,NCT01410669,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3555,NCT01518478,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3556,NCT01810354,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3557,NCT03652740,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3558,NCT02795624,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3559,NCT04069832,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3560,NCT01117168,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3561,NCT03251989,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3562,NCT01178320,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3563,NCT03786471,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3564,NCT02190253,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3565,NCT01566500,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3566,NCT02021604,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3567,NCT00492596,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3568,NCT00657826,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3569,NCT00847288,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3570,NCT00999154,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3571,NCT04262791,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3572,NCT02404012,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3573,NCT01045707,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3574,NCT04598295,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3575,NCT00846573,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3576,NCT04005924,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3577,NCT01389726,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3578,NCT04144062,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3579,NCT03253783,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3580,NCT01866722,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3581,NCT01162122,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3582,NCT01256203,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3583,NCT04428112,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3584,NCT01506544,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3585,NCT01586858,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3586,NCT00396032,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3587,NCT00486902,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3588,NCT03860259,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3589,NCT01299064,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3590,NCT00773279,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3591,NCT04043130,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3592,NCT03361800,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3593,NCT00001162,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3594,NCT02026297,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3595,NCT02021344,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3596,NCT00443313,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3597,NCT04570579,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3598,NCT02511054,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3599,NCT01171027,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3600,NCT04496466,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3601,NCT01707069,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3602,NCT01533480,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3603,NCT00727636,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3604,NCT04306445,1.0,0.0,0.0,0.0,0.0,0.0,0.0
