,NCTId,0-50,51-100,101-200,201-500,501-1000,1001-10000,10000plus
5485,NCT03551080,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5486,NCT03533556,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5487,NCT02067039,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5488,NCT00595504,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5489,NCT01333865,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5490,NCT02040142,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5491,NCT03501420,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5492,NCT04027946,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5493,NCT00466206,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5494,NCT04266093,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5495,NCT00156390,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5496,NCT01528878,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5497,NCT02866721,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5498,NCT03451773,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5499,NCT01677195,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5500,NCT02286141,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5501,NCT00498355,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5502,NCT03538639,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5503,NCT03532776,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5504,NCT04011059,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5505,NCT03716440,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5506,NCT03487692,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5507,NCT02335905,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5508,NCT00340795,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5509,NCT00926250,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5510,NCT00340600,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5511,NCT01040949,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5512,NCT04567238,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5513,NCT03294473,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5514,NCT03152760,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5515,NCT02759744,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5516,NCT02986802,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5517,NCT02057289,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5518,NCT01110005,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5519,NCT01553461,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5520,NCT02307929,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5521,NCT03175536,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5522,NCT01243437,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5523,NCT03478852,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5524,NCT03517397,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5525,NCT01443728,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5526,NCT00164294,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5527,NCT04592978,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5528,NCT02592070,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5529,NCT04396873,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5530,NCT04036006,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5531,NCT02362425,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5532,NCT00441077,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5533,NCT00223080,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5534,NCT02339493,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5535,NCT01466088,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5536,NCT02243033,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5537,NCT03860818,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5538,NCT01160458,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5539,NCT03839589,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5540,NCT00628615,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5541,NCT01402674,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5542,NCT02346162,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5543,NCT02789176,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5544,NCT03246100,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5545,NCT02408159,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5546,NCT04492592,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5547,NCT01956058,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5548,NCT00579943,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5549,NCT02236273,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5550,NCT04145323,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5551,NCT01957501,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5552,NCT01448291,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5553,NCT03253744,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5554,NCT01147120,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5555,NCT01211418,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5556,NCT02927821,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5557,NCT01462552,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5558,NCT03020719,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5559,NCT03429322,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5560,NCT01157117,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5561,NCT03579108,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5562,NCT01611194,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5563,NCT01084733,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5564,NCT01991249,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5565,NCT00738725,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5566,NCT00473642,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5567,NCT02907983,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5568,NCT01992874,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5569,NCT02938130,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5570,NCT01458132,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5571,NCT02360007,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5572,NCT02440061,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5573,NCT01034579,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5574,NCT03478865,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5575,NCT02546479,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5576,NCT02359994,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5577,NCT03294551,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5578,NCT03505567,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5579,NCT02771847,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5580,NCT03194906,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5581,NCT03671655,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5582,NCT02364518,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5583,NCT03612271,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5584,NCT02070328,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5585,NCT01380795,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5586,NCT00923728,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5587,NCT01221038,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5588,NCT00001536,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5589,NCT03158740,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5590,NCT02851706,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5591,NCT03552978,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5592,NCT03625349,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5593,NCT03478878,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5594,NCT02600819,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5595,NCT01948544,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5596,NCT00536185,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5597,NCT03071744,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5598,NCT00821236,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5599,NCT02829554,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5600,NCT04170803,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5601,NCT03733080,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5602,NCT01134510,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5603,NCT03542812,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5604,NCT00401414,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5605,NCT02759185,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5606,NCT01769430,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5607,NCT02265120,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5608,NCT02475707,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5609,NCT03786120,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5610,NCT00682773,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5611,NCT03259893,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5612,NCT01694784,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5613,NCT01152684,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5614,NCT01591733,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5615,NCT02494167,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5616,NCT01602913,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5617,NCT00339300,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5618,NCT03759236,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5619,NCT02237885,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5620,NCT01291277,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5621,NCT01031342,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5622,NCT01006824,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5623,NCT00573924,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5624,NCT01847495,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5625,NCT01955408,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5626,NCT03107546,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5627,NCT00352924,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5628,NCT03746769,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5629,NCT00076557,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5630,NCT01410084,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5631,NCT04132700,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5632,NCT03440450,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5633,NCT03098082,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5634,NCT00958022,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5635,NCT00823381,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5636,NCT00680693,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5637,NCT03822403,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5638,NCT02255162,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5639,NCT03326401,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5640,NCT02393365,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5641,NCT03579225,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5642,NCT04103164,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5643,NCT02627599,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5644,NCT01500525,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5645,NCT02655458,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5646,NCT01145209,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5647,NCT02442739,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5648,NCT03048786,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5649,NCT03114410,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5650,NCT04251208,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5651,NCT02683187,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5652,NCT04603521,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5653,NCT01177579,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5654,NCT00785200,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5655,NCT02489396,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5656,NCT02795806,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5657,NCT02792426,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5658,NCT01365819,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5659,NCT01836445,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5660,NCT00489931,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5661,NCT03226054,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5662,NCT02287428,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5663,NCT01873131,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5664,NCT01744782,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5665,NCT03231579,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5666,NCT01674075,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5667,NCT02836288,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5668,NCT00080366,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5669,NCT04311736,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5670,NCT02262832,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5671,NCT00275587,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5672,NCT03813628,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5673,NCT04296942,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5674,NCT03913676,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5675,NCT00958061,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5676,NCT00081354,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5677,NCT00681993,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5678,NCT04087304,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5679,NCT00722761,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5680,NCT03350217,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5681,NCT03409367,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5682,NCT04535180,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5683,NCT00923936,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5684,NCT02175329,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5685,NCT03933085,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5686,NCT00788346,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5687,NCT00722800,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5688,NCT00302042,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5689,NCT01343654,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5690,NCT04540952,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5691,NCT02244463,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5692,NCT00101868,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5693,NCT03707080,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5694,NCT03789097,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5695,NCT04475172,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5696,NCT02994108,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5697,NCT04330235,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5698,NCT03089684,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5699,NCT01646541,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5700,NCT01794949,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5701,NCT01837524,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5702,NCT03052530,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5703,NCT04241471,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5704,NCT04240483,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5705,NCT01278355,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5706,NCT00341757,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5707,NCT03267563,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5708,NCT01091857,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5709,NCT00326495,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5710,NCT02206893,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5711,NCT02958267,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5712,NCT03249779,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5713,NCT03834025,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5714,NCT00001781,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5715,NCT02000739,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5716,NCT02352116,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5717,NCT03723928,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5718,NCT00440336,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5719,NCT03541187,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5720,NCT04428632,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5721,NCT01574937,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5722,NCT00379743,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5723,NCT03928067,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5724,NCT00655967,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5725,NCT04432272,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5726,NCT00599209,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5727,NCT01906437,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5728,NCT03775096,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5729,NCT01195220,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5730,NCT03080493,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5731,NCT02789215,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5732,NCT04394247,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5733,NCT02602223,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5734,NCT02739464,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5735,NCT01987830,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5736,NCT02147522,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5737,NCT00989183,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5738,NCT00876434,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5739,NCT00339573,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5740,NCT04418518,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5741,NCT01014533,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5742,NCT00774371,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5743,NCT03716505,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5744,NCT01860352,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5745,NCT02796859,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5746,NCT01322568,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5747,NCT02188563,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5748,NCT00000362,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5749,NCT02427061,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5750,NCT00417742,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5751,NCT03860077,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5752,NCT03881020,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5753,NCT00237094,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5754,NCT00208988,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5755,NCT01191788,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5756,NCT01995812,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5757,NCT00254176,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5758,NCT02236390,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5759,NCT03848221,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5760,NCT01874886,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5761,NCT03711747,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5762,NCT02874573,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5763,NCT00100399,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5764,NCT00923247,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5765,NCT03184025,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5766,NCT04028960,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5767,NCT02044484,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5768,NCT02281760,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5769,NCT03266003,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5770,NCT02484248,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5771,NCT03882437,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5772,NCT03828708,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5773,NCT02559219,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5774,NCT03336255,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5775,NCT04504604,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5776,NCT01480193,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5777,NCT00273910,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5778,NCT01841983,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5779,NCT00721149,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5780,NCT00595166,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5781,NCT00338845,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5782,NCT00098384,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5783,NCT00156351,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5784,NCT03067649,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5785,NCT03634527,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5786,NCT02454010,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5787,NCT02368145,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5788,NCT04603794,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5789,NCT02284685,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5790,NCT03361384,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5791,NCT02769078,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5792,NCT02483650,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5793,NCT03913715,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5794,NCT01378065,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5795,NCT02185599,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5796,NCT00299481,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5797,NCT04073901,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5798,NCT01365975,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5799,NCT01328197,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5800,NCT00694551,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5801,NCT01073579,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5802,NCT03198156,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5803,NCT00341952,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5804,NCT02175030,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5805,NCT01967654,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5806,NCT03980808,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5807,NCT04173806,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5808,NCT02249182,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5809,NCT02553291,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5810,NCT00792519,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5811,NCT03581565,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5812,NCT03111550,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5813,NCT04358549,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5814,NCT03194685,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5815,NCT04378101,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5816,NCT02496962,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5817,NCT03654053,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5818,NCT01272284,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5819,NCT00651794,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5820,NCT01395914,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5821,NCT01387282,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5822,NCT01280344,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5823,NCT00622193,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5824,NCT01387269,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5825,NCT00219817,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5826,NCT04515069,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5827,NCT04181034,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5828,NCT03411577,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5829,NCT00525954,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5830,NCT04316429,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5831,NCT00140634,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5832,NCT04463264,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5833,NCT04132739,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5834,NCT04495634,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5835,NCT01659411,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5836,NCT02081391,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5837,NCT01601847,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5838,NCT02140177,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5839,NCT02412982,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5840,NCT02830945,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5841,NCT02796651,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5842,NCT01627314,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5843,NCT01003262,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5844,NCT00778544,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5845,NCT01480219,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5846,NCT00291161,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5847,NCT01793090,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5848,NCT00778414,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5849,NCT02297126,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5850,NCT03164616,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5851,NCT00221247,0.0,1.0,0.0,0.0,0.0,0.0,0.0
