NCTId,tb27_0,tb27_NonProbabilitySample,tb27_ProbabilitySample
NCT00271115,1,0,0
NCT00271154,1,0,0
NCT00271167,1,0,0
NCT00271180,0,1,0
NCT00271193,1,0,0
NCT00271206,1,0,0
NCT00271219,1,0,0
NCT00271232,1,0,0
NCT00271245,1,0,0
NCT00271362,1,0,0
NCT00271375,1,0,0
NCT00271388,1,0,0
NCT00271492,1,0,0
NCT00271505,1,0,0
NCT00271518,1,0,0
NCT00271531,0,1,0
NCT00271544,1,0,0
NCT00271570,1,0,0
NCT00271583,1,0,0
NCT00271596,1,0,0
NCT00271609,1,0,0
NCT00271622,0,1,0
NCT00271700,1,0,0
NCT00271739,1,0,0
NCT00271765,1,0,0
NCT00271804,1,0,0
NCT00271830,1,0,0
NCT00271843,1,0,0
NCT00271856,1,0,0
NCT00271882,0,1,0
NCT00271908,0,1,0
NCT00271921,1,0,0
NCT00271934,1,0,0
NCT00271947,1,0,0
NCT00271960,1,0,0
NCT00271999,1,0,0
NCT00272038,1,0,0
NCT00272168,1,0,0
NCT00272181,1,0,0
NCT00272194,1,0,0
NCT00272220,1,0,0
NCT00272233,1,0,0
NCT00272259,1,0,0
NCT00272272,1,0,0
NCT00272311,1,0,0
NCT00272324,1,0,0
NCT00272337,1,0,0
NCT00272350,1,0,0
NCT00272363,1,0,0
NCT00272376,1,0,0
NCT00272402,1,0,0
NCT00272493,1,0,0
NCT00272519,1,0,0
NCT00272545,1,0,0
NCT00272610,1,0,0
NCT00272636,1,0,0
NCT00272649,1,0,0
NCT00272766,1,0,0
NCT00272779,1,0,0
NCT00272792,1,0,0
NCT00272805,1,0,0
NCT00272818,0,1,0
NCT00272844,1,0,0
NCT00272857,1,0,0
NCT00272870,1,0,0
NCT00272883,0,1,0
NCT00272909,1,0,0
NCT00272922,1,0,0
NCT00272935,1,0,0
NCT00272961,1,0,0
NCT00272987,1,0,0
NCT00273039,1,0,0
NCT00273052,1,0,0
NCT00273143,0,0,1
NCT00273156,1,0,0
NCT00273169,0,0,1
NCT00273182,0,1,0
NCT00273195,1,0,0
NCT00273208,1,0,0
NCT00273234,1,0,0
NCT00273273,0,1,0
NCT00273286,1,0,0
NCT00273299,1,0,0
NCT00273312,1,0,0
NCT00273325,0,1,0
NCT00273338,1,0,0
NCT00273351,1,0,0
NCT00273364,1,0,0
NCT00273377,1,0,0
NCT00273403,1,0,0
NCT00273429,1,0,0
NCT00273442,1,0,0
NCT00273455,1,0,0
NCT00273546,1,0,0
NCT00273559,0,1,0
NCT00273585,1,0,0
NCT00273611,1,0,0
NCT00273637,1,0,0
NCT00273650,1,0,0
NCT00273689,1,0,0
NCT00273702,1,0,0
NCT00273715,1,0,0
NCT00273754,1,0,0
NCT00273793,1,0,0
NCT00273806,1,0,0
NCT00273819,1,0,0
NCT00273832,1,0,0
NCT00273845,1,0,0
NCT00273884,1,0,0
NCT00273897,1,0,0
NCT00273910,1,0,0
NCT00273936,1,0,0
NCT00274157,1,0,0
NCT00274170,1,0,0
NCT00274209,0,1,0
NCT00274248,1,0,0
NCT00274261,1,0,0
NCT00274287,1,0,0
NCT00274300,1,0,0
NCT00274313,1,0,0
NCT00274326,1,0,0
NCT00274339,1,0,0
NCT00274352,1,0,0
NCT00274391,1,0,0
NCT00274404,1,0,0
NCT00274417,1,0,0
NCT00274469,1,0,0
NCT00274495,1,0,0
NCT00274508,1,0,0
NCT00274521,1,0,0
NCT00274534,1,0,0
NCT00274547,1,0,0
NCT00274560,1,0,0
NCT00274599,1,0,0
NCT00274625,1,0,0
NCT00274638,1,0,0
NCT00274651,1,0,0
NCT00274677,1,0,0
NCT00274690,1,0,0
NCT00274755,1,0,0
NCT00274768,1,0,0
NCT00274781,1,0,0
NCT00274794,1,0,0
NCT00274820,1,0,0
NCT00274833,1,0,0
NCT00274846,1,0,0
NCT00274924,1,0,0
NCT00274937,1,0,0
NCT00275002,1,0,0
NCT00275028,1,0,0
NCT00275067,1,0,0
NCT00275093,1,0,0
NCT00275145,1,0,0
NCT00275158,1,0,0
NCT00275197,1,0,0
NCT00275223,1,0,0
NCT00275249,1,0,0
NCT00275262,1,0,0
NCT00275275,1,0,0
NCT00275288,0,1,0
NCT00275301,1,0,0
NCT00275314,1,0,0
NCT00275327,0,1,0
NCT00275366,1,0,0
NCT00275379,1,0,0
NCT00275392,1,0,0
NCT00275405,1,0,0
NCT00275431,1,0,0
NCT00275444,1,0,0
NCT00275509,1,0,0
NCT00275522,1,0,0
NCT00275535,1,0,0
NCT00275548,1,0,0
NCT00275561,1,0,0
NCT00275574,1,0,0
NCT00275587,0,1,0
NCT00275600,1,0,0
NCT00275613,1,0,0
NCT00275639,1,0,0
NCT00275652,1,0,0
NCT00275665,1,0,0
NCT00275678,1,0,0
NCT00275691,0,0,1
NCT00275704,1,0,0
NCT00275717,0,1,0
NCT00275743,1,0,0
NCT00275769,1,0,0
NCT00275795,1,0,0
NCT00275834,1,0,0
NCT00276003,1,0,0
NCT00276055,1,0,0
NCT00276068,1,0,0
NCT00276081,1,0,0
NCT00276120,0,0,1
NCT00276146,1,0,0
NCT00276159,1,0,0
NCT00276172,1,0,0
NCT00276237,1,0,0
NCT00276250,1,0,0
NCT00276289,1,0,0
NCT00276302,1,0,0
NCT00276393,1,0,0
NCT00276406,1,0,0
NCT00276419,1,0,0
NCT00276432,1,0,0
NCT00276523,1,0,0
NCT00276536,1,0,0
NCT00276549,1,0,0
NCT00276575,1,0,0
NCT00276588,1,0,0
NCT00276601,1,0,0
NCT00276614,1,0,0
NCT00276627,1,0,0
NCT00276744,1,0,0
NCT00276757,1,0,0
NCT00276770,1,0,0
NCT00276783,1,0,0
NCT00276822,1,0,0
NCT00276835,1,0,0
NCT00276861,1,0,0
NCT00276874,1,0,0
NCT00276887,1,0,0
NCT00276900,1,0,0
NCT00276913,1,0,0
NCT00276939,1,0,0
NCT00276965,1,0,0
NCT00277004,0,0,1
NCT00277017,1,0,0
NCT00277043,1,0,0
NCT00277056,0,1,0
NCT00277069,1,0,0
NCT00277082,0,0,1
NCT00277095,1,0,0
NCT00277108,1,0,0
NCT00277147,1,0,0
NCT00277173,1,0,0
NCT00277212,1,0,0
NCT00277225,1,0,0
NCT00277238,1,0,0
NCT00277277,1,0,0
NCT00277290,1,0,0
NCT00277303,1,0,0
NCT00277316,1,0,0
NCT00277329,1,0,0
NCT00277355,1,0,0
NCT00277381,1,0,0
NCT00277407,1,0,0
NCT00277420,1,0,0
NCT00277433,0,0,1
NCT00277446,1,0,0
NCT00277472,1,0,0
NCT00277498,1,0,0
NCT00277524,0,1,0
NCT00277563,1,0,0
NCT00277641,1,0,0
NCT00277654,1,0,0
NCT00277667,1,0,0
NCT00277706,1,0,0
NCT00277745,0,1,0
NCT00277758,1,0,0
NCT00277771,1,0,0
NCT00277784,0,1,0
NCT00277797,1,0,0
NCT00277810,1,0,0
NCT00277823,1,0,0
NCT00277836,1,0,0
NCT00277849,1,0,0
NCT00277875,1,0,0
NCT00277901,0,1,0
NCT00277914,1,0,0
NCT00277927,0,1,0
NCT00277940,0,1,0
NCT00277953,1,0,0
NCT00277966,1,0,0
NCT00277992,1,0,0
NCT00278005,0,1,0
NCT00278109,1,0,0
NCT00278122,1,0,0
NCT00278135,1,0,0
NCT00278148,1,0,0
NCT00278161,1,0,0
NCT00278174,1,0,0
NCT00278187,1,0,0
NCT00278200,1,0,0
NCT00278226,1,0,0
NCT00278278,1,0,0
NCT00278304,1,0,0
NCT00278330,1,0,0
NCT00278343,1,0,0
NCT00278369,1,0,0
NCT00278382,1,0,0
NCT00278395,1,0,0
NCT00278434,1,0,0
NCT00278447,1,0,0
NCT00278473,1,0,0
NCT00278486,1,0,0
NCT00278512,1,0,0
NCT00278525,1,0,0
NCT00278538,1,0,0
NCT00278551,1,0,0
NCT00278564,1,0,0
NCT00278577,1,0,0
NCT00278590,1,0,0
NCT00278603,1,0,0
NCT00278616,1,0,0
NCT00278629,1,0,0
NCT00278642,1,0,0
NCT00278772,1,0,0
NCT00278785,1,0,0
NCT00278811,1,0,0
NCT00278824,1,0,0
NCT00278837,1,0,0
NCT00278902,1,0,0
NCT00278915,1,0,0
NCT00278928,1,0,0
NCT00278941,1,0,0
NCT00278954,1,0,0
NCT00278967,1,0,0
NCT00278993,1,0,0
NCT00279045,1,0,0
NCT00279097,1,0,0
NCT00279110,1,0,0
NCT00279162,1,0,0
NCT00279201,1,0,0
NCT00279214,1,0,0
NCT00279266,1,0,0
NCT00279279,1,0,0
NCT00279292,1,0,0
NCT00279305,1,0,0
NCT00279318,0,1,0
NCT00279370,0,1,0
NCT00279409,1,0,0
NCT00279422,1,0,0
NCT00279435,1,0,0
NCT00279461,1,0,0
NCT00279487,1,0,0
NCT00279500,1,0,0
NCT00279591,1,0,0
NCT00279617,1,0,0
NCT00279630,1,0,0
NCT00279643,1,0,0
NCT00279669,0,1,0
NCT00279682,1,0,0
NCT00279695,0,1,0
NCT00279708,1,0,0
NCT00279734,1,0,0
NCT00279760,1,0,0
NCT00279773,1,0,0
NCT00279786,0,0,1
NCT00279799,1,0,0
NCT00279825,1,0,0
NCT00279838,1,0,0
NCT00279851,1,0,0
NCT00279864,0,1,0
NCT00279877,1,0,0
NCT00279890,1,0,0
NCT00279903,1,0,0
NCT00279916,1,0,0
NCT00279929,1,0,0
NCT00279942,1,0,0
NCT00279955,0,1,0
NCT00279968,1,0,0
NCT00279981,1,0,0
NCT00280020,1,0,0
NCT00280033,1,0,0
NCT00280072,1,0,0
NCT00280085,1,0,0
NCT00280137,0,1,0
NCT00280150,1,0,0
NCT00280163,0,1,0
NCT00280176,1,0,0
NCT00280189,0,1,0
NCT00280202,0,1,0
NCT00280228,1,0,0
NCT00280241,1,0,0
NCT00280267,1,0,0
NCT00280280,1,0,0
NCT00280293,1,0,0
NCT00280306,0,1,0
NCT00280345,1,0,0
NCT00280358,1,0,0
NCT00280371,1,0,0
NCT00280423,1,0,0
NCT00280436,1,0,0
NCT00280488,1,0,0
NCT00280527,0,1,0
NCT00280540,1,0,0
NCT00280566,1,0,0
NCT00280631,1,0,0
NCT00280670,1,0,0
NCT00280683,1,0,0
NCT00280735,1,0,0
NCT00280748,1,0,0
NCT00280761,0,1,0
NCT00280774,1,0,0
NCT00280787,1,0,0
NCT00280813,1,0,0
NCT00280826,1,0,0
NCT00280839,1,0,0
NCT00280865,1,0,0
NCT00280904,0,1,0
NCT00280917,1,0,0
NCT00280930,1,0,0
NCT00280943,1,0,0
NCT00280956,1,0,0
NCT00280995,1,0,0
NCT00281008,1,0,0
NCT00281073,1,0,0
NCT00281099,1,0,0
NCT00281125,1,0,0
NCT00281151,0,1,0
NCT00281190,0,1,0
NCT00281203,0,1,0
NCT00281216,0,1,0
NCT00281229,0,1,0
NCT00281242,0,1,0
NCT00281255,1,0,0
NCT00281294,1,0,0
NCT00281307,1,0,0
NCT00281463,1,0,0
NCT00281489,1,0,0
NCT00281502,1,0,0
NCT00281528,1,0,0
NCT00281541,1,0,0
NCT00281554,1,0,0
NCT00281580,1,0,0
NCT00281593,1,0,0
NCT00281606,1,0,0
NCT00281619,0,0,1
NCT00281632,1,0,0
NCT00281671,1,0,0
NCT00281736,1,0,0
NCT00281749,1,0,0
NCT00281788,1,0,0
NCT00281801,0,1,0
NCT00281814,0,1,0
NCT00281827,1,0,0
NCT00281840,1,0,0
NCT00281853,0,0,1
NCT00281866,1,0,0
NCT00281879,1,0,0
NCT00281944,1,0,0
NCT00281957,1,0,0
NCT00281970,1,0,0
NCT00281996,1,0,0
NCT00282009,1,0,0
NCT00282022,1,0,0
NCT00282048,1,0,0
NCT00282087,1,0,0
NCT00282113,1,0,0
NCT00282126,1,0,0
NCT00282139,1,0,0
NCT00282191,0,0,1
NCT00282230,1,0,0
NCT00282243,1,0,0
NCT00282256,1,0,0
NCT00282282,1,0,0
NCT00282295,1,0,0
NCT00282308,1,0,0
NCT00282373,1,0,0
NCT00282399,1,0,0
NCT00282412,1,0,0
NCT00282425,1,0,0
NCT00282438,1,0,0
NCT00282464,1,0,0
NCT00282503,1,0,0
NCT00282516,1,0,0
NCT00282529,1,0,0
NCT00282568,1,0,0
NCT00282581,1,0,0
NCT00282594,1,0,0
NCT00282607,1,0,0
NCT00282620,1,0,0
NCT00282633,1,0,0
NCT00282659,1,0,0
NCT00282672,1,0,0
NCT00282698,1,0,0
NCT00282711,0,0,1
NCT00282750,1,0,0
NCT00282776,1,0,0
NCT00282802,0,0,1
NCT00282815,1,0,0
NCT00282828,1,0,0
NCT00282841,1,0,0
NCT00282854,0,1,0
NCT00282867,1,0,0
NCT00282893,1,0,0
NCT00282906,1,0,0
NCT00282932,1,0,0
NCT00282984,1,0,0
NCT00282997,1,0,0
NCT00283010,1,0,0
NCT00283049,1,0,0
NCT00283062,1,0,0
NCT00283075,1,0,0
NCT00283088,1,0,0
NCT00283101,1,0,0
NCT00283114,1,0,0
NCT00283153,1,0,0
NCT00283166,1,0,0
NCT00283192,1,0,0
NCT00283205,1,0,0
NCT00283231,1,0,0
NCT00283244,1,0,0
NCT00283257,1,0,0
NCT00283283,1,0,0
NCT00283296,1,0,0
NCT00283309,1,0,0
NCT00283322,0,0,1
NCT00283335,1,0,0
NCT00283348,0,0,1
NCT00283361,1,0,0
NCT00283374,1,0,0
NCT00283387,1,0,0
NCT00283400,1,0,0
NCT00283413,1,0,0
NCT00283452,1,0,0
NCT00283478,1,0,0
NCT00283530,0,1,0
NCT00283543,1,0,0
NCT00283556,1,0,0
NCT00283569,0,1,0
NCT00283582,1,0,0
NCT00283595,1,0,0
NCT00283608,0,0,1
NCT00283621,1,0,0
NCT00283634,1,0,0
NCT00283647,1,0,0
NCT00283673,1,0,0
NCT00283686,1,0,0
NCT00283712,1,0,0
NCT00283738,1,0,0
NCT00283751,1,0,0
NCT00283777,1,0,0
NCT00283790,1,0,0
NCT00283803,1,0,0
NCT00283816,1,0,0
NCT00283829,1,0,0
NCT00283842,1,0,0
NCT00283855,1,0,0
NCT00283868,0,0,1
NCT00283881,1,0,0
NCT00283894,1,0,0
NCT00283907,1,0,0
NCT00283920,1,0,0
NCT00283998,1,0,0
NCT00284011,1,0,0
NCT00284063,1,0,0
NCT00284128,1,0,0
NCT00284141,1,0,0
NCT00284154,1,0,0
NCT00284167,1,0,0
NCT00284180,1,0,0
NCT00284206,1,0,0
NCT00284245,0,1,0
NCT00284453,0,0,1
NCT00284466,1,0,0
NCT00284505,1,0,0
NCT00284531,1,0,0
NCT00284570,0,1,0
NCT00284583,1,0,0
NCT00284739,1,0,0
NCT00284752,1,0,0
NCT00284791,1,0,0
NCT00284804,1,0,0
NCT00284817,1,0,0
NCT00284830,1,0,0
NCT00284895,1,0,0
NCT00284908,1,0,0
NCT00284960,1,0,0
NCT00284986,1,0,0
NCT00284999,1,0,0
NCT00285012,1,0,0
NCT00285090,1,0,0
NCT00285103,1,0,0
NCT00285194,1,0,0
NCT00285207,1,0,0
NCT00285220,1,0,0
NCT00285233,1,0,0
NCT00285246,0,1,0
NCT00285259,1,0,0
NCT00285324,1,0,0
NCT00285337,1,0,0
NCT00285363,1,0,0
NCT00285376,1,0,0
NCT00285415,1,0,0
NCT00285428,1,0,0
NCT00285467,1,0,0
NCT00285506,1,0,0
NCT00285532,0,0,1
NCT00285545,0,1,0
NCT00285558,1,0,0
NCT00285571,1,0,0
NCT00285584,1,0,0
NCT00285610,0,1,0
NCT00285636,0,1,0
NCT00285649,1,0,0
NCT00285675,1,0,0
NCT00285727,1,0,0
NCT00285740,1,0,0
NCT00285766,1,0,0
NCT00285779,1,0,0
NCT00285792,1,0,0
NCT00285818,1,0,0
NCT00285831,1,0,0
NCT00285844,1,0,0
NCT00285857,1,0,0
NCT00285870,0,1,0
NCT00285883,1,0,0
NCT00285922,1,0,0
NCT00285935,1,0,0
NCT00286026,1,0,0
NCT00286052,1,0,0
NCT00286078,1,0,0
NCT00286143,1,0,0
NCT00286156,1,0,0
NCT00286182,1,0,0
NCT00286221,1,0,0
NCT00286234,1,0,0
NCT00286247,1,0,0
NCT00286286,1,0,0
NCT00286325,1,0,0
NCT00286390,1,0,0
NCT00286403,1,0,0
NCT00286416,1,0,0
NCT00286429,1,0,0
NCT00286442,1,0,0
NCT00286455,1,0,0
NCT00286468,1,0,0
NCT00286481,1,0,0
NCT00286494,1,0,0
NCT00286598,1,0,0
NCT00286611,0,1,0
NCT00286624,1,0,0
NCT00286637,0,1,0
NCT00286676,1,0,0
NCT00286689,1,0,0
NCT00286728,1,0,0
NCT00286741,1,0,0
NCT00286754,1,0,0
NCT00286767,1,0,0
NCT00286780,1,0,0
NCT00286793,1,0,0
NCT00286806,1,0,0
NCT00286845,0,1,0
NCT00286871,1,0,0
NCT00286923,1,0,0
NCT00286949,1,0,0
NCT00286988,1,0,0
NCT00287027,1,0,0
NCT00287040,1,0,0
NCT00287053,1,0,0
NCT00287066,1,0,0
NCT00287222,1,0,0
NCT00287235,1,0,0
NCT00287248,1,0,0
NCT00287287,1,0,0
NCT00287313,1,0,0
NCT00287326,1,0,0
NCT00287339,1,0,0
NCT00287352,1,0,0
NCT00287365,1,0,0
NCT00287378,1,0,0
NCT00287391,1,0,0
NCT00287404,1,0,0
NCT00287443,1,0,0
NCT00287456,1,0,0
NCT00287469,1,0,0
NCT00287482,1,0,0
NCT00287495,1,0,0
NCT00287521,1,0,0
NCT00287547,1,0,0
NCT00287573,1,0,0
NCT00287586,1,0,0
NCT00287599,0,0,1
NCT00287612,1,0,0
NCT00287651,1,0,0
NCT00287716,1,0,0
NCT00287729,1,0,0
NCT00287781,1,0,0
NCT00287820,1,0,0
NCT00287833,1,0,0
NCT00287859,1,0,0
NCT00287872,1,0,0
NCT00287898,1,0,0
NCT00287911,1,0,0
NCT00287937,1,0,0
NCT00287963,1,0,0
NCT00287989,1,0,0
NCT00288015,1,0,0
NCT00288028,1,0,0
NCT00288041,1,0,0
NCT00288054,1,0,0
NCT00288067,1,0,0
NCT00288080,1,0,0
NCT00288093,1,0,0
NCT00288106,0,1,0
NCT00288119,0,1,0
NCT00288132,1,0,0
NCT00288145,1,0,0
NCT00288158,1,0,0
NCT00288171,1,0,0
NCT00288184,1,0,0
NCT00288236,1,0,0
NCT00288262,1,0,0
NCT00288275,0,1,0
NCT00288288,0,1,0
NCT00288301,1,0,0
NCT00288327,1,0,0
NCT00288340,1,0,0
NCT00288353,1,0,0
NCT00288366,1,0,0
NCT00288418,1,0,0
NCT00288444,1,0,0
NCT00288509,1,0,0
NCT00288574,1,0,0
NCT00288587,1,0,0
NCT00288613,0,1,0
NCT00288626,1,0,0
NCT00288652,1,0,0
NCT00288704,1,0,0
NCT00288795,1,0,0
NCT00288808,1,0,0
NCT00288860,1,0,0
NCT00288873,1,0,0
NCT00288886,1,0,0
NCT00288899,1,0,0
NCT00288912,1,0,0
NCT00288938,1,0,0
NCT00288990,0,1,0
NCT00289016,1,0,0
NCT00289029,1,0,0
NCT00289042,1,0,0
NCT00289068,0,1,0
NCT00289081,1,0,0
NCT00289094,1,0,0
NCT00289107,1,0,0
NCT00289120,1,0,0
NCT00289133,1,0,0
NCT00289146,0,0,1
NCT00289198,1,0,0
NCT00289211,1,0,0
NCT00289276,1,0,0
NCT00289289,1,0,0
NCT00289302,1,0,0
NCT00289315,1,0,0
NCT00289328,1,0,0
NCT00289341,1,0,0
NCT00289367,1,0,0
NCT00289471,0,0,1
NCT00289497,1,0,0
NCT00289523,0,0,1
NCT00289536,1,0,0
NCT00289549,1,0,0
NCT00289562,1,0,0
NCT00289588,1,0,0
NCT00289601,1,0,0
NCT00289614,1,0,0
NCT00289627,1,0,0
NCT00289640,1,0,0
NCT00289666,0,1,0
NCT00289783,1,0,0
NCT00289861,1,0,0
NCT00289939,1,0,0
NCT00289965,1,0,0
NCT00290004,1,0,0
NCT00290017,1,0,0
NCT00290134,1,0,0
NCT00290147,1,0,0
NCT00290160,1,0,0
NCT00290186,1,0,0
NCT00290199,1,0,0
NCT00290238,1,0,0
NCT00290251,1,0,0
NCT00290290,1,0,0
NCT00290316,1,0,0
NCT00290407,1,0,0
NCT00290433,1,0,0
NCT00290459,0,1,0
NCT00290472,1,0,0
NCT00290498,1,0,0
NCT00290511,1,0,0
NCT00290537,1,0,0
NCT00290589,1,0,0
NCT00290615,1,0,0
NCT00290628,1,0,0
NCT00290641,1,0,0
NCT00290654,1,0,0
NCT00290680,1,0,0
NCT00290693,1,0,0
NCT00290706,1,0,0
NCT00290719,1,0,0
NCT00290732,1,0,0
NCT00290745,1,0,0
NCT00290758,1,0,0
NCT00290771,1,0,0
NCT00290810,1,0,0
NCT00290862,1,0,0
NCT00290901,1,0,0
NCT00290940,1,0,0
NCT00291044,0,1,0
NCT00291057,1,0,0
NCT00291083,0,1,0
NCT00291096,0,1,0
NCT00291109,1,0,0
NCT00291122,1,0,0
NCT00291135,1,0,0
NCT00291161,1,0,0
NCT00291174,0,1,0
NCT00291187,1,0,0
NCT00291200,0,0,1
NCT00291213,1,0,0
NCT00291226,1,0,0
NCT00291265,1,0,0
NCT00291278,1,0,0
NCT00291330,1,0,0
NCT00291356,1,0,0
NCT00291512,1,0,0
NCT00291525,1,0,0
NCT00291551,1,0,0
NCT00291564,1,0,0
NCT00291590,1,0,0
NCT00291694,1,0,0
NCT00291707,1,0,0
NCT00291772,1,0,0
NCT00292097,1,0,0
NCT00292110,1,0,0
NCT00292136,1,0,0
NCT00292240,1,0,0
NCT00292292,1,0,0
NCT00292318,1,0,0
NCT00292370,1,0,0
NCT00292396,1,0,0
NCT00292422,1,0,0
NCT00292474,1,0,0
NCT00292487,1,0,0
NCT00292513,1,0,0
NCT00292552,0,0,1
NCT00292578,1,0,0
NCT00292591,1,0,0
NCT00292656,1,0,0
NCT00292786,1,0,0
NCT00292864,1,0,0
NCT00292903,1,0,0
NCT00292929,1,0,0
NCT00292942,1,0,0
NCT00292955,1,0,0
NCT00292968,1,0,0
NCT00292981,1,0,0
NCT00292994,1,0,0
NCT00293020,1,0,0
NCT00293033,1,0,0
NCT00293059,1,0,0
NCT00293098,1,0,0
NCT00293111,1,0,0
NCT00293137,1,0,0
NCT00293150,1,0,0
NCT00293163,1,0,0
NCT00293176,1,0,0
NCT00293202,1,0,0
NCT00293280,1,0,0
NCT00293293,1,0,0
NCT00293319,1,0,0
NCT00293332,1,0,0
NCT00293345,1,0,0
NCT00293371,1,0,0
NCT00293384,1,0,0
NCT00293397,1,0,0
NCT00293410,1,0,0
NCT00293423,1,0,0
NCT00293436,1,0,0
NCT00293462,1,0,0
NCT00293475,1,0,0
NCT00293488,1,0,0
NCT00293501,1,0,0
NCT00293540,1,0,0
NCT00293553,1,0,0
NCT00293579,1,0,0
NCT00293631,1,0,0
NCT00293657,1,0,0
NCT00293683,1,0,0
NCT00293735,1,0,0
NCT00293748,1,0,0
NCT00293852,1,0,0
NCT00293878,1,0,0
NCT00293891,1,0,0
NCT00293917,1,0,0
NCT00293930,1,0,0
NCT00293956,0,0,1
NCT00293969,1,0,0
NCT00293982,1,0,0
NCT00294021,0,1,0
NCT00294034,1,0,0
NCT00294047,1,0,0
NCT00294060,0,1,0
NCT00294086,1,0,0
NCT00294099,1,0,0
NCT00294112,1,0,0
NCT00294125,1,0,0
NCT00294190,1,0,0
NCT00294203,1,0,0
NCT00294242,1,0,0
NCT00294255,1,0,0
NCT00294281,1,0,0
NCT00294307,0,1,0
NCT00294346,1,0,0
NCT00294398,1,0,0
NCT00294450,1,0,0
NCT00294502,1,0,0
NCT00294515,1,0,0
NCT00294541,1,0,0
NCT00294554,1,0,0
NCT00294619,1,0,0
NCT00294632,1,0,0
NCT00294645,1,0,0
NCT00294658,1,0,0
NCT00294671,1,0,0
NCT00294684,1,0,0
NCT00294697,0,0,1
NCT00294710,1,0,0
NCT00294723,1,0,0
NCT00294736,1,0,0
NCT00294762,1,0,0
NCT00294866,1,0,0
NCT00294931,1,0,0
NCT00294996,1,0,0
NCT00295048,1,0,0
NCT00295061,1,0,0
NCT00295074,1,0,0
NCT00295087,0,1,0
NCT00295100,1,0,0
NCT00295139,1,0,0
NCT00295165,1,0,0
NCT00295178,1,0,0
NCT00295204,1,0,0
NCT00295217,1,0,0
NCT00295230,0,0,1
NCT00295243,1,0,0
NCT00295256,1,0,0
NCT00295282,1,0,0
NCT00295295,1,0,0
NCT00295308,1,0,0
NCT00295373,1,0,0
NCT00295477,1,0,0
NCT00295503,1,0,0
NCT00295568,1,0,0
NCT00295581,1,0,0
NCT00295633,1,0,0
NCT00295685,1,0,0
NCT00295750,1,0,0
NCT00295763,1,0,0
NCT00295776,1,0,0
NCT00295802,1,0,0
NCT00295815,1,0,0
NCT00295828,1,0,0
NCT00295841,1,0,0
NCT00295854,1,0,0
NCT00295867,1,0,0
NCT00295893,1,0,0
NCT00295906,1,0,0
NCT00295919,1,0,0
NCT00295932,1,0,0
NCT00295945,0,1,0
NCT00295958,1,0,0
NCT00295971,1,0,0
NCT00295984,1,0,0
NCT00295997,1,0,0
NCT00296023,1,0,0
NCT00296036,1,0,0
NCT00296049,1,0,0
NCT00296062,1,0,0
NCT00296088,0,0,1
NCT00296101,1,0,0
NCT00296114,0,1,0
NCT00296127,1,0,0
NCT00296140,1,0,0
NCT00296205,1,0,0
NCT00296218,1,0,0
NCT00296231,1,0,0
NCT00296244,1,0,0
NCT00296270,1,0,0
NCT00296283,1,0,0
NCT00296296,1,0,0
NCT00296374,1,0,0
NCT00296400,1,0,0
NCT00296413,0,1,0
NCT00296426,1,0,0
NCT00296439,1,0,0
NCT00296452,1,0,0
NCT00296465,1,0,0
NCT00296491,1,0,0
NCT00296504,1,0,0
NCT00296530,1,0,0
NCT00296543,0,1,0
NCT00296582,1,0,0
NCT00296634,1,0,0
NCT00296647,1,0,0
NCT00296660,0,1,0
NCT00296673,1,0,0
NCT00296686,1,0,0
NCT00296699,1,0,0
NCT00296712,1,0,0
NCT00296725,1,0,0
NCT00296764,0,1,0
NCT00296777,1,0,0
NCT00296790,1,0,0
NCT00296803,1,0,0
NCT00296816,1,0,0
NCT00297011,1,0,0
NCT00297037,1,0,0
NCT00297050,1,0,0
NCT00297089,1,0,0
NCT00297102,1,0,0
NCT00297115,1,0,0
NCT00297167,1,0,0
NCT00297180,1,0,0
NCT00297206,1,0,0
NCT00297219,1,0,0
NCT00297284,1,0,0
NCT00297414,0,1,0
NCT00297427,1,0,0
NCT00297440,1,0,0
NCT00297453,1,0,0
NCT00297466,1,0,0
NCT00297479,1,0,0
NCT00297492,1,0,0
NCT00297505,1,0,0
NCT00297596,1,0,0
NCT00297700,1,0,0
NCT00297713,1,0,0
NCT00297739,1,0,0
NCT00297765,1,0,0
NCT00297817,1,0,0
NCT00297830,1,0,0
NCT00297856,0,0,1
NCT00297869,1,0,0
NCT00297895,1,0,0
NCT00297908,1,0,0
NCT00297934,1,0,0
NCT00297947,1,0,0
NCT00298064,1,0,0
NCT00298077,0,1,0
NCT00298090,0,1,0
NCT00298103,0,1,0
NCT00298116,0,0,1
NCT00298155,1,0,0
NCT00298168,1,0,0
NCT00298181,1,0,0
NCT00298207,1,0,0
NCT00298246,1,0,0
NCT00298272,1,0,0
NCT00298285,1,0,0
NCT00298298,1,0,0
NCT00298350,1,0,0
NCT00298363,1,0,0
NCT00298467,1,0,0
NCT00298480,1,0,0
NCT00298545,1,0,0
NCT00298558,1,0,0
NCT00298571,1,0,0
NCT00298610,1,0,0
NCT00298636,1,0,0
NCT00298649,1,0,0
NCT00298675,1,0,0
NCT00298740,1,0,0
NCT00298766,1,0,0
NCT00298779,1,0,0
NCT00298792,1,0,0
NCT00298805,0,1,0
NCT00298818,0,1,0
NCT00298857,1,0,0
NCT00298883,1,0,0
NCT00298896,1,0,0
NCT00298922,1,0,0
