NCTId,tb27_0,tb27_NonProbabilitySample,tb27_ProbabilitySample
NCT01483677,1,0,0
NCT01483690,1,0,0
NCT01483703,0,1,0
NCT01483742,1,0,0
NCT01483807,1,0,0
NCT01483820,1,0,0
NCT01483846,1,0,0
NCT01483872,1,0,0
NCT01483898,1,0,0
NCT01483924,1,0,0
NCT01483937,1,0,0
NCT01483963,1,0,0
NCT01483976,1,0,0
NCT01484002,0,1,0
NCT01484015,1,0,0
NCT01484028,1,0,0
NCT01484041,1,0,0
NCT01484054,1,0,0
NCT01484093,1,0,0
NCT01484106,1,0,0
NCT01484119,1,0,0
NCT01484132,1,0,0
NCT01484145,1,0,0
NCT01484184,1,0,0
NCT01484275,1,0,0
NCT01484314,1,0,0
NCT01484353,1,0,0
NCT01484366,1,0,0
NCT01484392,0,1,0
NCT01484405,1,0,0
NCT01484431,1,0,0
NCT01484457,1,0,0
NCT01484470,1,0,0
NCT01484496,1,0,0
NCT01484522,0,1,0
NCT01484535,1,0,0
NCT01484548,1,0,0
NCT01484561,1,0,0
NCT01484600,1,0,0
NCT01484626,1,0,0
NCT01484639,1,0,0
NCT01484652,1,0,0
NCT01484665,1,0,0
NCT01484678,0,1,0
NCT01484691,1,0,0
NCT01484717,1,0,0
NCT01484730,0,1,0
NCT01484769,0,1,0
NCT01484808,0,0,1
NCT01484873,1,0,0
NCT01484886,1,0,0
NCT01484925,0,0,1
NCT01484938,1,0,0
NCT01484951,1,0,0
NCT01484964,1,0,0
NCT01484977,1,0,0
NCT01485003,0,1,0
NCT01485016,0,1,0
NCT01485042,1,0,0
NCT01485055,1,0,0
NCT01485107,1,0,0
NCT01485120,1,0,0
NCT01485146,1,0,0
NCT01485172,1,0,0
NCT01485250,1,0,0
NCT01485289,0,1,0
NCT01485341,1,0,0
NCT01485354,1,0,0
NCT01485367,1,0,0
NCT01485380,1,0,0
NCT01485393,1,0,0
NCT01485419,0,1,0
NCT01485484,0,1,0
NCT01485536,1,0,0
NCT01485588,1,0,0
NCT01485627,1,0,0
NCT01485666,0,0,1
NCT01485718,1,0,0
NCT01485731,1,0,0
NCT01485744,1,0,0
NCT01485757,1,0,0
NCT01485770,1,0,0
NCT01485783,0,1,0
NCT01485796,1,0,0
NCT01485835,1,0,0
NCT01485848,1,0,0
NCT01485861,1,0,0
NCT01485874,1,0,0
NCT01485965,1,0,0
NCT01485991,1,0,0
NCT01486017,1,0,0
NCT01486030,0,0,1
NCT01486043,1,0,0
NCT01486056,0,1,0
NCT01486147,1,0,0
NCT01486199,1,0,0
NCT01486238,1,0,0
NCT01486264,1,0,0
NCT01486277,1,0,0
NCT01486290,1,0,0
NCT01486316,1,0,0
NCT01486342,0,1,0
NCT01486407,0,1,0
NCT01486433,1,0,0
NCT01486446,1,0,0
NCT01486524,0,1,0
NCT01486602,1,0,0
NCT01486654,1,0,0
NCT01486758,1,0,0
NCT01486771,1,0,0
NCT01486784,1,0,0
NCT01486810,1,0,0
NCT01486849,1,0,0
NCT01486927,1,0,0
NCT01487005,0,1,0
NCT01487031,1,0,0
NCT01487044,1,0,0
NCT01487070,1,0,0
NCT01487083,1,0,0
NCT01487109,1,0,0
NCT01487148,0,1,0
NCT01487161,1,0,0
NCT01487174,1,0,0
NCT01487239,1,0,0
NCT01487252,1,0,0
NCT01487265,1,0,0
NCT01487343,0,1,0
NCT01487434,1,0,0
NCT01487447,1,0,0
NCT01487460,1,0,0
NCT01487486,0,1,0
NCT01487499,1,0,0
NCT01487525,1,0,0
NCT01487538,1,0,0
NCT01487577,1,0,0
NCT01487668,1,0,0
NCT01487785,1,0,0
NCT01487811,1,0,0
NCT01487863,1,0,0
NCT01487928,1,0,0
NCT01487954,1,0,0
NCT01487967,1,0,0
NCT01488006,0,0,1
NCT01488019,1,0,0
NCT01488045,1,0,0
NCT01488097,1,0,0
NCT01488123,1,0,0
NCT01488149,0,1,0
NCT01488227,1,0,0
NCT01488279,1,0,0
NCT01488292,1,0,0
NCT01488318,1,0,0
NCT01488357,0,1,0
NCT01488370,1,0,0
NCT01488409,1,0,0
NCT01488422,1,0,0
NCT01488448,1,0,0
NCT01488487,1,0,0
NCT01488513,1,0,0
NCT01488539,1,0,0
NCT01488552,1,0,0
NCT01488630,1,0,0
NCT01488708,1,0,0
NCT01488721,0,0,1
NCT01488734,1,0,0
NCT01488747,1,0,0
NCT01488786,1,0,0
NCT01488877,1,0,0
NCT01488890,1,0,0
NCT01488929,1,0,0
NCT01488981,1,0,0
NCT01489007,0,1,0
NCT01489046,1,0,0
NCT01489059,1,0,0
NCT01489098,0,1,0
NCT01489111,1,0,0
NCT01489163,1,0,0
NCT01489176,1,0,0
NCT01489189,1,0,0
NCT01489215,1,0,0
NCT01489254,1,0,0
NCT01489306,1,0,0
NCT01489319,1,0,0
NCT01489345,1,0,0
NCT01489358,1,0,0
NCT01489371,1,0,0
NCT01489410,1,0,0
NCT01489436,1,0,0
NCT01489462,1,0,0
NCT01489475,0,1,0
NCT01489514,0,0,1
NCT01489527,1,0,0
NCT01489579,1,0,0
NCT01489644,1,0,0
NCT01489722,1,0,0
NCT01489800,1,0,0
NCT01489813,1,0,0
NCT01489839,0,1,0
NCT01489865,1,0,0
NCT01489917,1,0,0
NCT01489930,1,0,0
NCT01489943,1,0,0
NCT01489956,1,0,0
NCT01489969,1,0,0
NCT01489995,1,0,0
NCT01490034,1,0,0
NCT01490060,1,0,0
NCT01490073,1,0,0
NCT01490086,1,0,0
NCT01490151,1,0,0
NCT01490164,0,1,0
NCT01490177,1,0,0
NCT01490216,1,0,0
NCT01490307,1,0,0
NCT01490320,1,0,0
NCT01490333,1,0,0
NCT01490346,0,1,0
NCT01490450,1,0,0
NCT01490502,1,0,0
NCT01490619,1,0,0
NCT01490632,1,0,0
NCT01490658,1,0,0
NCT01490697,1,0,0
NCT01490723,1,0,0
NCT01490749,1,0,0
NCT01490762,1,0,0
NCT01490775,1,0,0
NCT01490866,1,0,0
NCT01490879,1,0,0
NCT01490892,1,0,0
NCT01490905,1,0,0
NCT01490931,1,0,0
NCT01490983,1,0,0
NCT01491022,1,0,0
NCT01491035,1,0,0
NCT01491334,0,0,1
NCT01491529,1,0,0
NCT01491555,0,1,0
NCT01491594,1,0,0
NCT01491607,1,0,0
NCT01491620,1,0,0
NCT01491633,1,0,0
NCT01491646,0,1,0
NCT01491672,1,0,0
NCT01491698,1,0,0
NCT01491737,1,0,0
NCT01491750,1,0,0
NCT01491763,1,0,0
NCT01491776,0,1,0
NCT01491789,1,0,0
NCT01491828,1,0,0
NCT01491841,1,0,0
NCT01491880,1,0,0
NCT01491893,1,0,0
NCT01491919,1,0,0
NCT01491932,1,0,0
NCT01491945,1,0,0
NCT01491958,1,0,0
NCT01491971,1,0,0
NCT01491997,1,0,0
NCT01492036,0,1,0
NCT01492049,1,0,0
NCT01492062,1,0,0
NCT01492088,1,0,0
NCT01492101,1,0,0
NCT01492140,1,0,0
NCT01492231,0,0,1
NCT01492244,0,1,0
NCT01492257,1,0,0
NCT01492309,1,0,0
NCT01492322,0,1,0
NCT01492335,1,0,0
NCT01492348,1,0,0
NCT01492361,1,0,0
NCT01492374,1,0,0
NCT01492400,1,0,0
NCT01492413,1,0,0
NCT01492426,1,0,0
NCT01492465,1,0,0
NCT01492504,0,1,0
NCT01492517,1,0,0
NCT01492530,1,0,0
NCT01492569,1,0,0
NCT01492582,1,0,0
NCT01492673,1,0,0
NCT01492699,1,0,0
NCT01492738,1,0,0
NCT01492764,0,0,1
NCT01492816,1,0,0
NCT01492842,0,1,0
NCT01492868,0,1,0
NCT01492881,1,0,0
NCT01492894,1,0,0
NCT01492907,1,0,0
NCT01492933,1,0,0
NCT01492972,1,0,0
NCT01493024,1,0,0
NCT01493050,1,0,0
NCT01493154,1,0,0
NCT01493219,0,1,0
NCT01493258,1,0,0
NCT01493271,1,0,0
NCT01493310,1,0,0
NCT01493349,0,1,0
NCT01493362,0,1,0
NCT01493505,1,0,0
NCT01493518,1,0,0
NCT01493531,1,0,0
NCT01493557,1,0,0
NCT01493596,1,0,0
NCT01493687,1,0,0
NCT01493726,1,0,0
NCT01493765,0,1,0
NCT01493778,1,0,0
NCT01493804,1,0,0
NCT01493817,0,1,0
NCT01493843,1,0,0
NCT01493869,1,0,0
NCT01494012,1,0,0
NCT01494025,1,0,0
NCT01494077,0,0,1
NCT01494103,1,0,0
NCT01494142,0,1,0
NCT01494155,1,0,0
NCT01494233,1,0,0
NCT01494259,1,0,0
NCT01494272,0,0,1
NCT01494298,0,0,1
NCT01494311,1,0,0
NCT01494324,1,0,0
NCT01494350,1,0,0
NCT01494376,1,0,0
NCT01494467,1,0,0
NCT01494506,1,0,0
NCT01494519,1,0,0
NCT01494532,1,0,0
NCT01494571,0,1,0
NCT01494584,1,0,0
NCT01494597,1,0,0
NCT01494649,1,0,0
NCT01494662,1,0,0
NCT01494688,1,0,0
NCT01494701,1,0,0
NCT01494766,1,0,0
NCT01494792,0,1,0
NCT01494844,1,0,0
NCT01494896,0,1,0
NCT01494909,1,0,0
NCT01494922,1,0,0
NCT01494935,1,0,0
NCT01494987,1,0,0
NCT01495065,1,0,0
NCT01495130,1,0,0
NCT01495156,1,0,0
NCT01495169,1,0,0
NCT01495182,1,0,0
NCT01495195,1,0,0
NCT01495208,1,0,0
NCT01495221,1,0,0
NCT01495286,1,0,0
NCT01495299,0,0,1
NCT01495312,1,0,0
NCT01495338,1,0,0
NCT01495364,1,0,0
NCT01495390,0,1,0
NCT01495403,1,0,0
NCT01495429,1,0,0
NCT01495442,1,0,0
NCT01495481,1,0,0
NCT01495494,1,0,0
NCT01495572,1,0,0
NCT01495585,1,0,0
NCT01495598,1,0,0
NCT01495611,0,1,0
NCT01495624,1,0,0
NCT01495637,1,0,0
NCT01495663,1,0,0
NCT01495702,1,0,0
NCT01495728,1,0,0
NCT01495780,1,0,0
NCT01495793,1,0,0
NCT01495819,1,0,0
NCT01495845,1,0,0
NCT01495858,1,0,0
NCT01495871,1,0,0
NCT01495910,1,0,0
NCT01495923,1,0,0
NCT01495962,1,0,0
NCT01495975,1,0,0
NCT01495988,1,0,0
NCT01496014,0,1,0
NCT01496066,1,0,0
NCT01496079,0,1,0
NCT01496118,1,0,0
NCT01496131,1,0,0
NCT01496157,1,0,0
NCT01496183,1,0,0
NCT01496209,1,0,0
NCT01496274,1,0,0
NCT01496287,1,0,0
NCT01496313,1,0,0
NCT01496352,1,0,0
NCT01496365,1,0,0
NCT01496378,1,0,0
NCT01496417,1,0,0
NCT01496430,1,0,0
NCT01496443,1,0,0
NCT01496456,1,0,0
NCT01496469,1,0,0
NCT01496495,1,0,0
NCT01496534,1,0,0
NCT01496573,0,1,0
NCT01496586,1,0,0
NCT01496599,0,1,0
NCT01496612,1,0,0
NCT01496625,0,1,0
NCT01496677,1,0,0
NCT01496729,1,0,0
NCT01496742,1,0,0
NCT01496755,1,0,0
NCT01496794,0,1,0
NCT01496807,1,0,0
NCT01496846,1,0,0
NCT01496872,0,1,0
NCT01496885,0,1,0
NCT01496898,0,1,0
NCT01496976,1,0,0
NCT01497015,1,0,0
NCT01497028,0,0,1
NCT01497054,0,1,0
NCT01497067,1,0,0
NCT01497093,1,0,0
NCT01497106,1,0,0
NCT01497158,1,0,0
NCT01497171,1,0,0
NCT01497184,1,0,0
NCT01497223,1,0,0
NCT01497249,1,0,0
NCT01497275,1,0,0
NCT01497301,1,0,0
NCT01497314,1,0,0
NCT01497327,1,0,0
NCT01497366,1,0,0
NCT01497392,1,0,0
NCT01497405,1,0,0
NCT01497431,1,0,0
NCT01497444,1,0,0
NCT01497470,1,0,0
NCT01497483,1,0,0
NCT01497496,1,0,0
NCT01497509,1,0,0
NCT01497600,1,0,0
NCT01497613,1,0,0
NCT01497626,1,0,0
NCT01497652,1,0,0
NCT01497665,1,0,0
NCT01497678,1,0,0
NCT01497691,1,0,0
NCT01497704,1,0,0
NCT01497730,0,1,0
NCT01497756,1,0,0
NCT01497808,1,0,0
NCT01497821,1,0,0
NCT01497860,1,0,0
NCT01497886,1,0,0
NCT01497899,1,0,0
NCT01497925,1,0,0
NCT01497938,1,0,0
NCT01498120,1,0,0
NCT01498159,1,0,0
NCT01498185,1,0,0
NCT01498224,1,0,0
NCT01498263,0,1,0
NCT01498276,0,1,0
NCT01498289,1,0,0
NCT01498328,1,0,0
NCT01498393,1,0,0
NCT01498406,1,0,0
NCT01498445,1,0,0
NCT01498458,1,0,0
NCT01498484,1,0,0
NCT01498497,0,1,0
NCT01498510,1,0,0
NCT01498536,1,0,0
NCT01498549,1,0,0
NCT01498575,1,0,0
NCT01498588,1,0,0
NCT01498640,1,0,0
NCT01498692,1,0,0
NCT01498705,0,1,0
NCT01498718,1,0,0
NCT01498744,1,0,0
NCT01498783,1,0,0
NCT01498861,1,0,0
NCT01498874,1,0,0
NCT01498952,1,0,0
NCT01498978,1,0,0
NCT01498991,1,0,0
NCT01499017,1,0,0
NCT01499030,1,0,0
NCT01499043,1,0,0
NCT01499082,1,0,0
NCT01499095,1,0,0
NCT01499134,1,0,0
NCT01499147,1,0,0
NCT01499160,1,0,0
NCT01499173,1,0,0
NCT01499199,1,0,0
NCT01499251,1,0,0
NCT01499277,1,0,0
NCT01499290,1,0,0
NCT01499303,1,0,0
NCT01499355,1,0,0
NCT01499381,0,0,1
NCT01499394,0,1,0
NCT01499420,1,0,0
NCT01499563,1,0,0
NCT01499615,0,1,0
NCT01499654,1,0,0
NCT01499680,0,0,1
NCT01499706,1,0,0
NCT01499719,0,1,0
NCT01499732,0,1,0
NCT01499758,1,0,0
NCT01499771,1,0,0
NCT01499849,1,0,0
NCT01499862,1,0,0
NCT01499888,1,0,0
NCT01499940,1,0,0
NCT01500057,1,0,0
NCT01500083,1,0,0
NCT01500096,1,0,0
NCT01500109,1,0,0
NCT01500135,1,0,0
NCT01500161,1,0,0
NCT01500187,1,0,0
NCT01500200,1,0,0
NCT01500213,1,0,0
NCT01500226,1,0,0
NCT01500278,1,0,0
NCT01500304,1,0,0
NCT01500317,1,0,0
NCT01500356,1,0,0
NCT01500369,1,0,0
NCT01500408,1,0,0
NCT01500434,1,0,0
NCT01500447,0,1,0
NCT01500473,1,0,0
NCT01500512,0,1,0
NCT01500525,0,1,0
NCT01500538,1,0,0
NCT01500551,1,0,0
NCT01500629,1,0,0
NCT01500655,1,0,0
NCT01500681,0,1,0
NCT01500720,1,0,0
NCT01500733,1,0,0
NCT01500746,1,0,0
NCT01500772,1,0,0
NCT01500876,1,0,0
NCT01500902,1,0,0
NCT01500980,1,0,0
NCT01501006,0,1,0
NCT01501084,1,0,0
NCT01501123,1,0,0
NCT01501318,1,0,0
NCT01501383,1,0,0
NCT01501487,1,0,0
NCT01501513,1,0,0
NCT01501539,1,0,0
NCT01501656,0,1,0
NCT01501799,1,0,0
NCT01501864,1,0,0
NCT01501877,1,0,0
NCT01501903,1,0,0
NCT01501929,1,0,0
NCT01502007,1,0,0
NCT01502020,1,0,0
NCT01502033,1,0,0
NCT01502072,1,0,0
NCT01502085,1,0,0
NCT01502124,1,0,0
NCT01502150,0,1,0
NCT01502228,1,0,0
NCT01502280,1,0,0
NCT01502293,1,0,0
NCT01502306,1,0,0
NCT01502319,0,0,1
NCT01502345,1,0,0
NCT01502358,1,0,0
NCT01502410,1,0,0
NCT01502436,0,0,1
NCT01502449,1,0,0
NCT01502475,0,1,0
NCT01502488,1,0,0
NCT01502527,1,0,0
NCT01502592,1,0,0
NCT01502605,1,0,0
NCT01502631,1,0,0
NCT01502644,1,0,0
NCT01502670,1,0,0
NCT01502683,1,0,0
NCT01502709,1,0,0
NCT01502735,1,0,0
NCT01502748,1,0,0
NCT01502761,1,0,0
NCT01502787,1,0,0
NCT01502800,1,0,0
NCT01502813,1,0,0
NCT01502839,0,1,0
NCT01502852,0,1,0
NCT01502865,0,1,0
NCT01502891,1,0,0
NCT01502917,1,0,0
NCT01502956,1,0,0
NCT01502995,1,0,0
NCT01503008,1,0,0
NCT01503021,1,0,0
NCT01503086,1,0,0
NCT01503125,0,1,0
NCT01503164,1,0,0
NCT01503177,1,0,0
NCT01503190,0,1,0
NCT01503229,1,0,0
NCT01503242,1,0,0
NCT01503294,0,1,0
NCT01503307,0,1,0
NCT01503333,1,0,0
NCT01503411,0,1,0
NCT01503515,1,0,0
NCT01503554,1,0,0
NCT01503619,0,1,0
NCT01503632,1,0,0
NCT01503853,1,0,0
NCT01503866,1,0,0
NCT01503892,1,0,0
NCT01503944,1,0,0
NCT01504061,1,0,0
NCT01504126,1,0,0
NCT01504152,0,1,0
NCT01504204,1,0,0
NCT01504217,0,0,1
NCT01504295,1,0,0
NCT01504308,1,0,0
NCT01504373,1,0,0
NCT01504399,0,1,0
NCT01504438,1,0,0
NCT01504477,1,0,0
NCT01504490,1,0,0
NCT01504542,1,0,0
NCT01504568,1,0,0
NCT01504646,1,0,0
NCT01504659,1,0,0
NCT01504711,1,0,0
NCT01504763,1,0,0
NCT01504776,1,0,0
NCT01504789,1,0,0
NCT01504802,0,1,0
NCT01504841,1,0,0
NCT01504854,1,0,0
NCT01504867,1,0,0
NCT01504880,0,1,0
NCT01504906,1,0,0
NCT01504919,1,0,0
NCT01504932,1,0,0
NCT01504945,1,0,0
NCT01504958,1,0,0
NCT01505049,0,1,0
NCT01505062,1,0,0
NCT01505088,1,0,0
NCT01505101,1,0,0
NCT01505114,1,0,0
NCT01505140,1,0,0
NCT01505153,1,0,0
NCT01505166,1,0,0
NCT01505179,1,0,0
NCT01505244,1,0,0
NCT01505257,1,0,0
NCT01505296,1,0,0
NCT01505374,1,0,0
NCT01505452,0,1,0
NCT01505465,1,0,0
NCT01505478,0,1,0
NCT01505530,1,0,0
NCT01505569,1,0,0
NCT01505608,1,0,0
NCT01505621,0,0,1
NCT01505660,1,0,0
NCT01505673,1,0,0
NCT01505725,1,0,0
NCT01505764,1,0,0
NCT01505868,1,0,0
NCT01505933,1,0,0
NCT01506037,1,0,0
NCT01506050,1,0,0
NCT01506089,1,0,0
NCT01506141,1,0,0
NCT01506154,1,0,0
NCT01506206,0,1,0
NCT01506232,0,1,0
NCT01506297,0,1,0
NCT01506323,1,0,0
NCT01506349,1,0,0
NCT01506401,1,0,0
NCT01506427,1,0,0
NCT01506440,0,1,0
NCT01506453,1,0,0
NCT01506479,1,0,0
NCT01506518,0,0,1
NCT01506531,1,0,0
NCT01506544,1,0,0
NCT01506570,1,0,0
NCT01506583,0,1,0
NCT01506596,1,0,0
NCT01506609,1,0,0
NCT01506661,1,0,0
NCT01506700,0,1,0
NCT01506726,1,0,0
NCT01506791,1,0,0
NCT01506856,1,0,0
NCT01506908,1,0,0
NCT01506934,1,0,0
NCT01506960,1,0,0
NCT01506973,1,0,0
NCT01507090,0,0,1
NCT01507116,0,1,0
NCT01507129,0,1,0
NCT01507142,0,1,0
NCT01507155,1,0,0
NCT01507168,1,0,0
NCT01507181,1,0,0
NCT01507194,1,0,0
NCT01507207,1,0,0
NCT01507220,1,0,0
NCT01507233,1,0,0
NCT01507246,1,0,0
NCT01507402,1,0,0
NCT01507428,1,0,0
NCT01507532,1,0,0
NCT01507545,1,0,0
NCT01507558,1,0,0
NCT01507584,1,0,0
NCT01507610,1,0,0
NCT01507662,1,0,0
NCT01507675,0,1,0
NCT01507688,1,0,0
NCT01507753,1,0,0
NCT01507818,1,0,0
NCT01507831,1,0,0
NCT01507909,0,1,0
NCT01507948,1,0,0
NCT01507987,0,0,1
NCT01508013,1,0,0
NCT01508026,1,0,0
NCT01508078,0,1,0
NCT01508104,1,0,0
NCT01508117,1,0,0
NCT01508130,0,0,1
NCT01508182,1,0,0
NCT01508195,1,0,0
NCT01508221,1,0,0
NCT01508273,1,0,0
NCT01508312,1,0,0
NCT01508338,1,0,0
NCT01508351,0,1,0
NCT01508390,1,0,0
NCT01508455,1,0,0
NCT01508598,0,1,0
NCT01508637,1,0,0
NCT01508650,1,0,0
NCT01508676,1,0,0
NCT01508689,1,0,0
NCT01508702,1,0,0
NCT01508715,1,0,0
NCT01508741,1,0,0
NCT01508780,1,0,0
NCT01508793,1,0,0
NCT01508832,1,0,0
NCT01508845,1,0,0
NCT01508910,1,0,0
NCT01508936,1,0,0
NCT01508962,0,1,0
NCT01508975,1,0,0
NCT01508988,1,0,0
NCT01509040,1,0,0
NCT01509066,1,0,0
NCT01509079,1,0,0
NCT01509183,1,0,0
NCT01509287,0,1,0
NCT01509339,1,0,0
NCT01509352,1,0,0
NCT01509404,1,0,0
NCT01509417,1,0,0
NCT01509547,1,0,0
NCT01509573,1,0,0
NCT01509586,1,0,0
NCT01509599,1,0,0
NCT01509638,1,0,0
NCT01509664,1,0,0
NCT01509690,1,0,0
NCT01509768,0,1,0
NCT01509794,1,0,0
NCT01509807,1,0,0
NCT01509846,1,0,0
NCT01509911,1,0,0
NCT01509950,1,0,0
NCT01509976,1,0,0
NCT01510054,0,0,1
NCT01510067,0,0,1
NCT01510119,1,0,0
NCT01510158,1,0,0
NCT01510184,1,0,0
NCT01510262,1,0,0
NCT01510327,1,0,0
NCT01510353,1,0,0
NCT01510379,1,0,0
NCT01510392,0,1,0
NCT01510405,0,1,0
NCT01510418,0,1,0
NCT01510431,1,0,0
NCT01510483,1,0,0
NCT01510561,1,0,0
NCT01510587,1,0,0
NCT01510626,1,0,0
NCT01510665,1,0,0
NCT01510678,1,0,0
NCT01510704,1,0,0
NCT01510756,1,0,0
NCT01510769,1,0,0
NCT01510821,1,0,0
NCT01510834,1,0,0
NCT01510912,1,0,0
NCT01511016,1,0,0
NCT01511029,1,0,0
NCT01511042,0,1,0
NCT01511055,1,0,0
NCT01511068,1,0,0
NCT01511081,1,0,0
NCT01511107,1,0,0
NCT01511185,1,0,0
NCT01511198,1,0,0
NCT01511211,1,0,0
NCT01511302,1,0,0
NCT01511315,1,0,0
NCT01511354,0,1,0
NCT01511380,1,0,0
NCT01511393,0,1,0
NCT01511432,1,0,0
NCT01511458,0,1,0
NCT01511497,1,0,0
NCT01511510,1,0,0
NCT01511523,1,0,0
NCT01511536,1,0,0
NCT01511562,1,0,0
NCT01511588,0,1,0
NCT01511614,1,0,0
NCT01511640,1,0,0
NCT01511653,0,0,1
NCT01511679,0,1,0
NCT01511783,1,0,0
NCT01511900,1,0,0
NCT01511913,0,1,0
NCT01511939,1,0,0
NCT01511978,1,0,0
NCT01512095,1,0,0
NCT01512121,0,1,0
NCT01512134,1,0,0
NCT01512147,1,0,0
NCT01512160,1,0,0
NCT01512251,1,0,0
NCT01512264,1,0,0
NCT01512303,1,0,0
NCT01512394,1,0,0
NCT01512589,1,0,0
NCT01512771,0,1,0
NCT01512797,1,0,0
NCT01512810,1,0,0
NCT01512888,1,0,0
NCT01512940,1,0,0
NCT01512979,1,0,0
NCT01513031,1,0,0
NCT01513083,1,0,0
NCT01513148,1,0,0
NCT01513200,1,0,0
NCT01513213,0,1,0
NCT01513317,1,0,0
NCT01513343,1,0,0
NCT01513395,1,0,0
NCT01513447,1,0,0
NCT01513473,1,0,0
NCT01513499,1,0,0
NCT01513512,1,0,0
NCT01513603,1,0,0
NCT01513668,1,0,0
NCT01513681,1,0,0
NCT01513720,1,0,0
NCT01513733,1,0,0
NCT01513746,0,1,0
NCT01513759,1,0,0
NCT01513863,1,0,0
NCT01513902,1,0,0
NCT01513954,0,1,0
NCT01514045,0,1,0
NCT01514058,1,0,0
NCT01514071,1,0,0
NCT01514084,0,1,0
NCT01514097,0,1,0
NCT01514123,1,0,0
NCT01514149,1,0,0
NCT01514162,1,0,0
NCT01514175,1,0,0
NCT01514188,1,0,0
NCT01514201,1,0,0
NCT01514266,1,0,0
NCT01514279,1,0,0
NCT01514292,1,0,0
NCT01514305,0,1,0
NCT01514318,0,1,0
NCT01514357,1,0,0
NCT01514383,1,0,0
NCT01514396,1,0,0
NCT01514422,1,0,0
NCT01514461,1,0,0
NCT01514513,1,0,0
NCT01514539,1,0,0
NCT01514552,1,0,0
NCT01514565,0,0,1
NCT01514578,1,0,0
NCT01514591,0,1,0
NCT01514630,1,0,0
NCT01514643,0,1,0
NCT01514656,1,0,0
NCT01514669,0,1,0
NCT01514682,1,0,0
NCT01514747,0,1,0
NCT01514760,1,0,0
NCT01514773,0,1,0
NCT01514786,1,0,0
NCT01514864,1,0,0
NCT01514929,1,0,0
NCT01514968,1,0,0
NCT01514981,1,0,0
NCT01515007,1,0,0
NCT01515046,1,0,0
NCT01515072,1,0,0
NCT01515085,0,1,0
NCT01515098,1,0,0
NCT01515124,1,0,0
NCT01515137,1,0,0
NCT01515176,1,0,0
NCT01515189,1,0,0
NCT01515254,1,0,0
NCT01515306,1,0,0
NCT01515332,0,1,0
NCT01515384,1,0,0
NCT01515410,1,0,0
NCT01515423,1,0,0
NCT01515436,1,0,0
NCT01515475,1,0,0
NCT01515488,1,0,0
NCT01515501,1,0,0
NCT01515514,0,1,0
NCT01515527,1,0,0
NCT01515540,1,0,0
NCT01515566,1,0,0
NCT01515618,1,0,0
NCT01515631,0,1,0
NCT01515657,1,0,0
NCT01515761,1,0,0
NCT01515787,1,0,0
NCT01515800,1,0,0
NCT01515813,1,0,0
NCT01515839,1,0,0
NCT01515865,1,0,0
NCT01515930,1,0,0
NCT01515943,1,0,0
NCT01515956,1,0,0
NCT01515969,1,0,0
NCT01515995,1,0,0
NCT01516047,1,0,0
NCT01516073,1,0,0
NCT01516086,1,0,0
NCT01516125,0,1,0
NCT01516177,0,1,0
NCT01516190,1,0,0
NCT01516216,1,0,0
NCT01516255,1,0,0
NCT01516281,0,1,0
NCT01516307,1,0,0
NCT01516320,1,0,0
NCT01516333,1,0,0
NCT01516346,1,0,0
NCT01516372,1,0,0
NCT01516398,0,1,0
NCT01516411,1,0,0
NCT01516476,1,0,0
NCT01516489,1,0,0
NCT01516515,1,0,0
NCT01516541,1,0,0
NCT01516632,1,0,0
NCT01516684,1,0,0
NCT01516697,1,0,0
NCT01516736,1,0,0
NCT01516749,1,0,0
NCT01516762,1,0,0
NCT01516788,1,0,0
NCT01516801,1,0,0
NCT01516853,0,1,0
NCT01516866,0,1,0
NCT01516879,1,0,0
NCT01516892,1,0,0
NCT01516905,0,1,0
NCT01516918,1,0,0
NCT01516957,1,0,0
NCT01517035,1,0,0
NCT01517048,1,0,0
NCT01517074,1,0,0
NCT01517087,0,1,0
NCT01517100,1,0,0
NCT01517113,1,0,0
NCT01517152,1,0,0
NCT01517165,1,0,0
NCT01517243,1,0,0
NCT01517269,1,0,0
NCT01517295,1,0,0
NCT01517334,1,0,0
NCT01517360,1,0,0
NCT01517373,1,0,0
NCT01517399,1,0,0
NCT01517412,1,0,0
NCT01517425,0,1,0
NCT01517451,1,0,0
NCT01517464,1,0,0
NCT01517516,0,0,1
NCT01517529,0,1,0
NCT01517581,0,1,0
NCT01517659,1,0,0
NCT01517672,1,0,0
NCT01517685,1,0,0
NCT01517698,1,0,0
NCT01517711,1,0,0
NCT01517763,1,0,0
NCT01517802,1,0,0
NCT01517841,0,1,0
NCT01517867,1,0,0
NCT01517880,1,0,0
NCT01517893,1,0,0
NCT01517906,1,0,0
NCT01517919,1,0,0
NCT01517945,0,1,0
NCT01517958,0,1,0
NCT01517971,0,0,1
NCT01517984,1,0,0
NCT01518088,1,0,0
NCT01518153,1,0,0
NCT01518270,0,1,0
NCT01518309,1,0,0
NCT01518322,0,1,0
NCT01518335,1,0,0
NCT01518348,1,0,0
NCT01518374,1,0,0
NCT01518400,0,1,0
NCT01518413,1,0,0
NCT01518465,1,0,0
NCT01518478,1,0,0
NCT01518491,1,0,0
NCT01518504,1,0,0
NCT01518699,1,0,0
NCT01518712,1,0,0
NCT01518725,1,0,0
NCT01518738,1,0,0
NCT01518777,1,0,0
NCT01518790,1,0,0
NCT01518868,1,0,0
