,NCTId,CollaboratorClass
1231,NCT03615599,OTHER
9159,NCT04451382,OTHER
9158,NCT04452201,OTHER
5835,NCT01659411,OTHER
5858,NCT01128166,OTHER
7496,NCT00615641,OTHER
5861,NCT01241253,OTHER
7495,NCT03605888,OTHER
8769,NCT02754557,OTHER
5883,NCT01337063,OTHER
5883,NCT01337063,OTHER
5881,NCT02844543,OTHER
5880,NCT02236663,OTHER
5880,NCT02236663,OTHER
5880,NCT02236663,OTHER
1181,NCT02543931,OTHER
7491,NCT01052584,OTHER
9179,NCT04424576,OTHER
1183,NCT01375036,OTHER
1184,NCT03467737,OTHER
9177,NCT04426838,OTHER
5876,NCT02139397,OTHER
9176,NCT04427202,OTHER
1189,NCT03532230,OTHER
1190,NCT01157897,OTHER
5876,NCT02139397,OTHER
5872,NCT00221507,OTHER
9176,NCT04427202,OTHER
9176,NCT04427202,OTHER
9176,NCT04427202,OTHER
7493,NCT00213083,OTHER
9175,NCT04428580,OTHER
9174,NCT04429568,OTHER
7494,NCT00153777,OTHER
7495,NCT03605888,OTHER
7502,NCT02515149,OTHER
9153,NCT04459416,OTHER
1010,NCT02641158,OTHER
5778,NCT01841983,OTHER
9129,NCT04480346,OTHER
5796,NCT00299481,OTHER
1289,NCT03341754,OTHER
5796,NCT00299481,OTHER
5796,NCT00299481,OTHER
5796,NCT00299481,OTHER
7515,NCT01428830,OTHER
5790,NCT03361384,OTHER
5790,NCT03361384,OTHER
5783,NCT00156351,OTHER
5782,NCT00098384,OTHER
7519,NCT00513500,OTHER
5778,NCT01841983,OTHER
5778,NCT01841983,OTHER
9153,NCT04459416,OTHER
5778,NCT01841983,OTHER
5778,NCT01841983,OTHER
5778,NCT01841983,OTHER
9117,NCT04486560,OTHER
5774,NCT03336255,OTHER
5774,NCT03336255,OTHER
5774,NCT03336255,OTHER
1317,NCT04494490,OTHER
7521,NCT00379158,OTHER
9114,NCT04491175,OTHER
9113,NCT04494698,OTHER
5769,NCT03266003,OTHER
7522,NCT00336245,OTHER
5796,NCT00299481,OTHER
1284,NCT01007188,OTHER
9131,NCT04479943,OTHER
5796,NCT00299481,OTHER
9152,NCT04460872,OTHER
9152,NCT04460872,OTHER
9152,NCT04460872,OTHER
5828,NCT03411577,OTHER
5828,NCT03411577,OTHER
1254,NCT01605669,OTHER
7506,NCT04579328,OTHER
1258,NCT04501419,OTHER
5815,NCT04378101,OTHER
5815,NCT04378101,OTHER
1265,NCT04010162,OTHER
9136,NCT04477642,OTHER
1267,NCT03185728,OTHER
1267,NCT03185728,OTHER
5815,NCT04378101,OTHER
7509,NCT03510286,OTHER
1269,NCT04111263,OTHER
9136,NCT04477642,OTHER
5811,NCT03581565,OTHER
5810,NCT00792519,OTHER
5810,NCT00792519,OTHER
5809,NCT02553291,OTHER
7510,NCT03431558,OTHER
7511,NCT03127397,OTHER
1278,NCT01292395,OTHER
7512,NCT02271737,OTHER
7513,NCT01924546,OTHER
5883,NCT01337063,OTHER
5883,NCT01337063,OTHER
5883,NCT01337063,OTHER
9241,NCT04364282,OTHER
7466,NCT00657787,OTHER
1050,NCT03021824,OTHER
1050,NCT03021824,OTHER
1050,NCT03021824,OTHER
9249,NCT04354467,OTHER
6240,NCT02421666,OTHER
7470,NCT00902798,OTHER
1056,NCT00904878,OTHER
7471,NCT00783770,OTHER
9244,NCT04359108,OTHER
1062,NCT01078246,OTHER
6229,NCT04562012,OTHER
9241,NCT04364282,OTHER
9241,NCT04364282,OTHER
1170,NCT02660073,OTHER
9241,NCT04364282,OTHER
9239,NCT04365543,OTHER
9238,NCT04367246,OTHER
6229,NCT04562012,OTHER
7473,NCT00446979,OTHER
1072,NCT04406714,OTHER
9235,NCT04370002,OTHER
6220,NCT03030716,OTHER
7475,NCT01304407,OTHER
1080,NCT01411839,OTHER
1081,NCT01603550,OTHER
9231,NCT04374305,OTHER
6215,NCT03787485,OTHER
9252,NCT04353206,OTHER
7466,NCT00657787,OTHER
9254,NCT04350359,OTHER
9254,NCT04350359,OTHER
1010,NCT02641158,OTHER
1010,NCT02641158,OTHER
1010,NCT02641158,OTHER
1010,NCT02641158,OTHER
1010,NCT02641158,OTHER
1010,NCT02641158,OTHER
1010,NCT02641158,OTHER
1010,NCT02641158,OTHER
1010,NCT02641158,OTHER
1010,NCT02641158,OTHER
1011,NCT03293901,OTHER
9269,NCT04340622,OTHER
9269,NCT04340622,OTHER
1016,NCT00978484,OTHER
1016,NCT00978484,OTHER
6281,NCT00337181,OTHER
6280,NCT00349713,OTHER
6279,NCT00358332,OTHER
6276,NCT00460525,OTHER
1025,NCT01771575,OTHER
9264,NCT04342689,OTHER
9264,NCT04342689,OTHER
1030,NCT04004715,OTHER
6267,NCT01080716,OTHER
1035,NCT00936845,OTHER
7463,NCT02320903,OTHER
1040,NCT03364361,OTHER
1084,NCT01720277,OTHER
1088,NCT01815268,OTHER
1088,NCT01815268,OTHER
9201,NCT04400903,OTHER
7487,NCT02903602,OTHER
1137,NCT01540474,OTHER
5931,NCT01213914,OTHER
5931,NCT01213914,OTHER
5931,NCT01213914,OTHER
5931,NCT01213914,OTHER
5931,NCT01213914,OTHER
9192,NCT04409236,OTHER
5931,NCT01213914,OTHER
5931,NCT01213914,OTHER
1146,NCT02592941,OTHER
5930,NCT04169412,OTHER
5929,NCT00270439,OTHER
1149,NCT04342806,OTHER
5928,NCT01672541,OTHER
9187,NCT04414982,OTHER
1157,NCT03599739,OTHER
9187,NCT04414982,OTHER
1159,NCT02874222,OTHER
5928,NCT01672541,OTHER
1161,NCT03202680,OTHER
7489,NCT02725255,OTHER
9185,NCT04417699,OTHER
1164,NCT01427673,OTHER
5921,NCT02139722,OTHER
1166,NCT01532622,OTHER
7490,NCT01235247,OTHER
5936,NCT04261842,OTHER
5938,NCT02319967,OTHER
6206,NCT04517396,OTHER
5938,NCT02319967,OTHER
6201,NCT01055990,OTHER
6201,NCT01055990,OTHER
6197,NCT02045784,OTHER
1096,NCT01982474,OTHER
6195,NCT01249625,OTHER
6195,NCT01249625,OTHER
6195,NCT01249625,OTHER
7479,NCT02169882,OTHER
9222,NCT04379843,OTHER
7482,NCT03585361,OTHER
5971,NCT04162847,OTHER
5971,NCT04162847,OTHER
5971,NCT04162847,OTHER
5967,NCT02632552,OTHER
5955,NCT04255953,OTHER
5955,NCT04255953,OTHER
9211,NCT04388488,OTHER
5955,NCT04255953,OTHER
7484,NCT03429257,OTHER
5947,NCT00542204,OTHER
5942,NCT03725332,OTHER
5938,NCT02319967,OTHER
5938,NCT02319967,OTHER
5938,NCT02319967,OTHER
5938,NCT02319967,OTHER
1128,NCT01605864,OTHER
5938,NCT02319967,OTHER
9561,NCT04088123,OTHER
9563,NCT04087096,OTHER
5766,NCT04028960,OTHER
7333,NCT01902810,OTHER
149,NCT02988934,OTHER
9934,NCT03805438,OTHER
7092,NCT04476901,OTHER
7090,NCT01679938,OTHER
154,NCT01112917,OTHER
7090,NCT01679938,OTHER
157,NCT04281290,OTHER
7089,NCT00109616,OTHER
7086,NCT03354351,OTHER
7086,NCT03354351,OTHER
7085,NCT02176928,OTHER
7332,NCT02587351,OTHER
7083,NCT00109551,OTHER
9925,NCT03812614,OTHER
9906,NCT03825588,OTHER
9925,NCT03812614,OTHER
9924,NCT03813524,OTHER
9922,NCT03814473,OTHER
7077,NCT04241133,OTHER
9920,NCT03817970,OTHER
9920,NCT03817970,OTHER
9919,NCT03818087,OTHER
9913,NCT03820609,OTHER
7075,NCT02733614,OTHER
7074,NCT03866837,OTHER
7074,NCT03866837,OTHER
9908,NCT03823742,OTHER
7073,NCT01096251,OTHER
7331,NCT04565366,OTHER
7329,NCT01301053,OTHER
7115,NCT00111163,OTHER
7115,NCT00111163,OTHER
9950,NCT03796559,OTHER
7317,NCT00822692,OTHER
7179,NCT00162461,OTHER
7178,NCT00651872,OTHER
7176,NCT01780701,OTHER
122,NCT03688126,OTHER
7175,NCT02764983,OTHER
7174,NCT02877732,OTHER
7173,NCT02765672,OTHER
7318,NCT04233944,OTHER
9943,NCT03801369,OTHER
7168,NCT02667353,OTHER
129,NCT03699709,OTHER
129,NCT03699709,OTHER
7318,NCT04233944,OTHER
7166,NCT03865680,OTHER
7324,NCT02666859,OTHER
7325,NCT01838863,OTHER
7144,NCT03992274,OTHER
7144,NCT03992274,OTHER
7144,NCT03992274,OTHER
7143,NCT01538407,OTHER
9940,NCT03803553,OTHER
7327,NCT01455324,OTHER
138,NCT03965195,OTHER
138,NCT03965195,OTHER
7328,NCT01309347,OTHER
9906,NCT03825588,OTHER
9904,NCT03828370,OTHER
9839,NCT03874351,OTHER
6916,NCT02301702,OTHER
9871,NCT03849937,OTHER
9870,NCT03850600,OTHER
9870,NCT03850600,OTHER
6932,NCT03767699,OTHER
9866,NCT03854916,OTHER
7340,NCT02668276,OTHER
6928,NCT04120363,OTHER
9864,NCT03856034,OTHER
6925,NCT03762772,OTHER
6923,NCT03370991,OTHER
6922,NCT01829620,OTHER
9859,NCT03863327,OTHER
7341,NCT01996826,OTHER
7341,NCT01996826,OTHER
7335,NCT02582957,OTHER
9850,NCT03866005,OTHER
7342,NCT01866735,OTHER
9847,NCT03867344,OTHER
9847,NCT03867344,OTHER
9847,NCT03867344,OTHER
9846,NCT03867539,OTHER
7342,NCT01866735,OTHER
6909,NCT04442620,OTHER
9843,NCT03869216,OTHER
6908,NCT04589676,OTHER
9842,NCT03873259,OTHER
6907,NCT00782392,OTHER
9840,NCT03874052,OTHER
6991,NCT01594008,OTHER
7002,NCT02186093,OTHER
7002,NCT02186093,OTHER
9875,NCT03848923,OTHER
7018,NCT01992263,OTHER
7337,NCT00947596,OTHER
9898,NCT03833245,OTHER
9897,NCT03833349,OTHER
9897,NCT03833349,OTHER
9896,NCT03833713,OTHER
7014,NCT03462758,OTHER
9893,NCT03837353,OTHER
9892,NCT03837522,OTHER
9891,NCT03838367,OTHER
9888,NCT03840798,OTHER
9888,NCT03840798,OTHER
9888,NCT03840798,OTHER
9887,NCT03841513,OTHER
9885,NCT03842254,OTHER
9885,NCT03842254,OTHER
9884,NCT03842670,OTHER
7002,NCT02186093,OTHER
7002,NCT02186093,OTHER
9880,NCT03845465,OTHER
7002,NCT02186093,OTHER
9878,NCT03847467,OTHER
9878,NCT03847467,OTHER
9878,NCT03847467,OTHER
7002,NCT02186093,OTHER
7002,NCT02186093,OTHER
7002,NCT02186093,OTHER
7229,NCT04330326,OTHER
7229,NCT04330326,OTHER
112,NCT00796315,OTHER
7269,NCT03052010,OTHER
7280,NCT02562872,OTHER
7275,NCT04071600,OTHER
48,NCT04587245,OTHER
7314,NCT01307280,OTHER
9984,NCT03773419,OTHER
9982,NCT03774654,OTHER
9982,NCT03774654,OTHER
7270,NCT03154307,OTHER
7269,NCT03052010,OTHER
55,NCT00666380,OTHER
56,NCT01287247,OTHER
57,NCT04163341,OTHER
9981,NCT03775590,OTHER
7269,NCT03052010,OTHER
7229,NCT04330326,OTHER
7268,NCT02993458,OTHER
9980,NCT03776539,OTHER
7268,NCT02993458,OTHER
65,NCT00385047,OTHER
7268,NCT02993458,OTHER
7267,NCT02938975,OTHER
7266,NCT01399138,OTHER
7265,NCT01888848,OTHER
7265,NCT01888848,OTHER
68,NCT01154296,OTHER
68,NCT01154296,OTHER
68,NCT01154296,OTHER
68,NCT01154296,OTHER
44,NCT01290393,OTHER
43,NCT02787538,OTHER
43,NCT02787538,OTHER
7281,NCT02025413,OTHER
2,NCT02801266,OTHER
7308,NCT02319447,OTHER
7308,NCT02319447,OTHER
4,NCT00312702,OTHER
5,NCT00312663,OTHER
9996,NCT03768206,OTHER
9995,NCT03768310,OTHER
9995,NCT03768310,OTHER
7301,NCT03623022,OTHER
7298,NCT02946736,OTHER
9993,NCT03769727,OTHER
7298,NCT02946736,OTHER
7297,NCT02071446,OTHER
7296,NCT03767894,OTHER
21,NCT03995745,OTHER
9990,NCT03770832,OTHER
9990,NCT03770832,OTHER
9990,NCT03770832,OTHER
7294,NCT00632060,OTHER
7293,NCT00599508,OTHER
7291,NCT02825654,OTHER
7290,NCT03079999,OTHER
9989,NCT03771235,OTHER
31,NCT04562636,OTHER
7284,NCT01175993,OTHER
9988,NCT03771638,OTHER
39,NCT04021030,OTHER
68,NCT01154296,OTHER
68,NCT01154296,OTHER
68,NCT01154296,OTHER
7249,NCT01232881,OTHER
7248,NCT01549899,OTHER
7247,NCT01749215,OTHER
89,NCT02882100,OTHER
89,NCT02882100,OTHER
7246,NCT01750268,OTHER
7245,NCT02773446,OTHER
7244,NCT03211884,OTHER
7244,NCT03211884,OTHER
7243,NCT03358563,OTHER
94,NCT03266497,OTHER
94,NCT03266497,OTHER
96,NCT02569632,OTHER
97,NCT02069925,OTHER
7242,NCT04561765,OTHER
7242,NCT04561765,OTHER
7240,NCT02191267,OTHER
9959,NCT03792698,OTHER
7239,NCT04453943,OTHER
103,NCT01235260,OTHER
7238,NCT01398319,OTHER
7237,NCT01434173,OTHER
7315,NCT03144427,OTHER
109,NCT01927835,OTHER
109,NCT01927835,OTHER
7229,NCT04330326,OTHER
7229,NCT04330326,OTHER
7229,NCT04330326,OTHER
7249,NCT01232881,OTHER
84,NCT00573976,OTHER
68,NCT01154296,OTHER
84,NCT00573976,OTHER
7264,NCT02075307,OTHER
7263,NCT04589377,OTHER
9976,NCT03779269,OTHER
9975,NCT03779997,OTHER
7261,NCT01761396,OTHER
7260,NCT01779427,OTHER
7314,NCT01307280,OTHER
7256,NCT00248300,OTHER
9972,NCT03781986,OTHER
9971,NCT03782493,OTHER
80,NCT02971709,OTHER
9971,NCT03782493,OTHER
84,NCT00573976,OTHER
84,NCT00573976,OTHER
84,NCT00573976,OTHER
84,NCT00573976,OTHER
84,NCT00573976,OTHER
84,NCT00573976,OTHER
84,NCT00573976,OTHER
84,NCT00573976,OTHER
84,NCT00573976,OTHER
84,NCT00573976,OTHER
84,NCT00573976,OTHER
84,NCT00573976,OTHER
84,NCT00573976,OTHER
84,NCT00573976,OTHER
84,NCT00573976,OTHER
6905,NCT01751230,OTHER
6904,NCT02011789,OTHER
6594,NCT01326481,OTHER
7369,NCT01967680,OTHER
6699,NCT02816346,OTHER
6696,NCT03339258,OTHER
6694,NCT03529487,OTHER
6693,NCT03833674,OTHER
6692,NCT03867357,OTHER
9664,NCT04014400,OTHER
6684,NCT03619369,OTHER
9659,NCT04016233,OTHER
6679,NCT04171960,OTHER
6677,NCT01911390,OTHER
7367,NCT01623492,OTHER
7369,NCT01967680,OTHER
9654,NCT04017936,OTHER
9651,NCT04019197,OTHER
6653,NCT03378167,OTHER
9648,NCT04021771,OTHER
7370,NCT02123251,OTHER
7370,NCT02123251,OTHER
6664,NCT03090815,OTHER
9640,NCT04026711,OTHER
6657,NCT02418962,OTHER
9636,NCT04033237,OTHER
6657,NCT02418962,OTHER
6657,NCT02418962,OTHER
9635,NCT04036396,OTHER
9635,NCT04036396,OTHER
9635,NCT04036396,OTHER
6656,NCT00164671,OTHER
9672,NCT04002882,OTHER
6707,NCT01959022,OTHER
9673,NCT04002440,OTHER
6708,NCT01716338,OTHER
6739,NCT03302299,OTHER
6739,NCT03302299,OTHER
6738,NCT01942811,OTHER
9698,NCT03984994,OTHER
9696,NCT03985852,OTHER
9695,NCT03989492,OTHER
9694,NCT03990389,OTHER
6733,NCT00234806,OTHER
9693,NCT03990558,OTHER
9692,NCT03991169,OTHER
7365,NCT02289287,OTHER
6730,NCT01043718,OTHER
6729,NCT00273351,OTHER
6727,NCT00315250,OTHER
6726,NCT00387075,OTHER
6722,NCT00556764,OTHER
6718,NCT01158001,OTHER
6717,NCT01168687,OTHER
9683,NCT03997916,OTHER
6716,NCT01184547,OTHER
6715,NCT01186315,OTHER
6714,NCT01391832,OTHER
6712,NCT01410721,OTHER
9678,NCT04000880,OTHER
9677,NCT04001946,OTHER
6711,NCT01425476,OTHER
6710,NCT01632709,OTHER
6653,NCT03378167,OTHER
7374,NCT04372797,OTHER
6901,NCT02263001,OTHER
9578,NCT04075682,OTHER
6615,NCT04130984,OTHER
6615,NCT04130984,OTHER
6615,NCT04130984,OTHER
6615,NCT04130984,OTHER
6615,NCT04130984,OTHER
6615,NCT04130984,OTHER
6615,NCT04130984,OTHER
6615,NCT04130984,OTHER
6615,NCT04130984,OTHER
9581,NCT04073212,OTHER
9580,NCT04073914,OTHER
6615,NCT04130984,OTHER
9578,NCT04075682,OTHER
9578,NCT04075682,OTHER
7375,NCT01049516,OTHER
6615,NCT04130984,OTHER
6615,NCT04130984,OTHER
6611,NCT02832401,OTHER
9575,NCT04079179,OTHER
9575,NCT04079179,OTHER
6611,NCT02832401,OTHER
6607,NCT00290186,OTHER
9571,NCT04081272,OTHER
9568,NCT04083859,OTHER
6602,NCT01480804,OTHER
6600,NCT02383472,OTHER
6599,NCT03547869,OTHER
6598,NCT03992183,OTHER
6615,NCT04130984,OTHER
9593,NCT04059107,OTHER
6619,NCT01509573,OTHER
9596,NCT04057365,OTHER
9628,NCT04038697,OTHER
6645,NCT02187224,OTHER
9625,NCT04039087,OTHER
9625,NCT04039087,OTHER
7376,NCT00756600,OTHER
6638,NCT00151359,OTHER
6637,NCT00254072,OTHER
9617,NCT04047277,OTHER
9616,NCT04047420,OTHER
6634,NCT03551483,OTHER
6630,NCT03033602,OTHER
9610,NCT04049643,OTHER
9609,NCT04049669,OTHER
9609,NCT04049669,OTHER
6629,NCT04168450,OTHER
6628,NCT04549532,OTHER
6627,NCT03167658,OTHER
6627,NCT03167658,OTHER
6627,NCT03167658,OTHER
6626,NCT00710502,OTHER
7376,NCT00756600,OTHER
9601,NCT04055623,OTHER
9601,NCT04055623,OTHER
9600,NCT04056013,OTHER
7378,NCT02907697,OTHER
6619,NCT01509573,OTHER
6619,NCT01509573,OTHER
9702,NCT03982342,OTHER
6739,NCT03302299,OTHER
7364,NCT04063592,OTHER
6814,NCT03939507,OTHER
9805,NCT03899181,OTHER
7349,NCT00639795,OTHER
6846,NCT00718393,OTHER
6827,NCT01903330,OTHER
6826,NCT00394264,OTHER
6823,NCT03052452,OTHER
9790,NCT03910114,OTHER
6821,NCT02222532,OTHER
7353,NCT03385304,OTHER
6818,NCT04176328,OTHER
7354,NCT00788398,OTHER
7355,NCT03386539,OTHER
9783,NCT03914573,OTHER
9781,NCT03916809,OTHER
7363,NCT03447860,OTHER
9781,NCT03916809,OTHER
9780,NCT03916822,OTHER
6814,NCT03939507,OTHER
6813,NCT03366532,OTHER
9774,NCT03922529,OTHER
6799,NCT03063385,OTHER
6799,NCT03063385,OTHER
9771,NCT03926741,OTHER
9771,NCT03926741,OTHER
9770,NCT03927053,OTHER
9769,NCT03927105,OTHER
6798,NCT03030703,OTHER
9767,NCT03928288,OTHER
6863,NCT00760851,OTHER
6867,NCT03852628,OTHER
6869,NCT01183520,OTHER
6870,NCT00730587,OTHER
6900,NCT04336397,OTHER
6898,NCT03545217,OTHER
9836,NCT03875209,OTHER
6895,NCT01257581,OTHER
6895,NCT01257581,OTHER
6894,NCT02118454,OTHER
9832,NCT03876223,OTHER
9831,NCT03877003,OTHER
6893,NCT01178840,OTHER
9827,NCT03880656,OTHER
6892,NCT01825226,OTHER
9824,NCT03881267,OTHER
6887,NCT02228265,OTHER
7345,NCT02518893,OTHER
9820,NCT03882359,OTHER
6881,NCT04360044,OTHER
9818,NCT03883581,OTHER
9818,NCT03883581,OTHER
7346,NCT03492021,OTHER
9814,NCT03887429,OTHER
7347,NCT02877680,OTHER
6872,NCT02679937,OTHER
9813,NCT03890107,OTHER
9813,NCT03890107,OTHER
6871,NCT03649191,OTHER
6871,NCT03649191,OTHER
6871,NCT03649191,OTHER
7360,NCT01132937,OTHER
9765,NCT03929237,OTHER
9765,NCT03929237,OTHER
9734,NCT03954977,OTHER
6754,NCT03883009,OTHER
6754,NCT03883009,OTHER
9730,NCT03961633,OTHER
6754,NCT03883009,OTHER
9724,NCT03964454,OTHER
9724,NCT03964454,OTHER
6753,NCT03085953,OTHER
6752,NCT03762291,OTHER
9722,NCT03966872,OTHER
9721,NCT03967093,OTHER
6751,NCT03156088,OTHER
6750,NCT01711411,OTHER
9718,NCT03971799,OTHER
9718,NCT03971799,OTHER
9717,NCT03972228,OTHER
9716,NCT03975465,OTHER
9716,NCT03975465,OTHER
6750,NCT01711411,OTHER
6750,NCT01711411,OTHER
9711,NCT03978598,OTHER
9709,NCT03979885,OTHER
9709,NCT03979885,OTHER
6749,NCT01844102,OTHER
6749,NCT01844102,OTHER
6747,NCT03953911,OTHER
6743,NCT03221777,OTHER
6743,NCT03221777,OTHER
6757,NCT00074633,OTHER
6758,NCT01385046,OTHER
6787,NCT00932061,OTHER
6759,NCT01667276,OTHER
6784,NCT01505478,OTHER
9761,NCT03933540,OTHER
9761,NCT03933540,OTHER
6783,NCT01611935,OTHER
6782,NCT01614444,OTHER
9758,NCT03936465,OTHER
6781,NCT02115646,OTHER
9757,NCT03936985,OTHER
9757,NCT03936985,OTHER
9756,NCT03937453,OTHER
6780,NCT02204098,OTHER
6774,NCT03342482,OTHER
9753,NCT03938103,OTHER
6773,NCT03409133,OTHER
9752,NCT03938974,OTHER
6772,NCT03440554,OTHER
9751,NCT03940508,OTHER
6771,NCT03564782,OTHER
6770,NCT03564795,OTHER
6767,NCT04255498,OTHER
9746,NCT03943238,OTHER
9746,NCT03943238,OTHER
6764,NCT04416412,OTHER
9743,NCT03945474,OTHER
9740,NCT03948139,OTHER
6760,NCT01452503,OTHER
9737,NCT03951883,OTHER
9112,NCT04494945,OTHER
5883,NCT01337063,OTHER
5766,NCT04028960,OTHER
5437,NCT04160975,OTHER
5440,NCT02530619,OTHER
2008,NCT03323008,OTHER
8832,NCT03995667,OTHER
7653,NCT04113135,OTHER
8961,NCT03718104,OTHER
1682,NCT04003454,OTHER
1682,NCT04003454,OTHER
1682,NCT04003454,OTHER
1682,NCT04003454,OTHER
1682,NCT04003454,OTHER
1682,NCT04003454,OTHER
1683,NCT01865123,OTHER
7655,NCT02816294,OTHER
1683,NCT01865123,OTHER
8961,NCT03718104,OTHER
8961,NCT03718104,OTHER
8960,NCT03595748,OTHER
5437,NCT04160975,OTHER
1688,NCT03947593,OTHER
1688,NCT03947593,OTHER
8955,NCT02290223,OTHER
5432,NCT03551184,OTHER
8953,NCT04606966,OTHER
8953,NCT04606966,OTHER
1680,NCT00973674,OTHER
2010,NCT00282126,OTHER
5518,NCT01110005,OTHER
1665,NCT00555750,OTHER
1654,NCT00889772,OTHER
1654,NCT00889772,OTHER
1654,NCT00889772,OTHER
5473,NCT03944616,OTHER
5460,NCT00992264,OTHER
5456,NCT01868672,OTHER
1663,NCT03575468,OTHER
5456,NCT01868672,OTHER
1663,NCT03575468,OTHER
5456,NCT01868672,OTHER
7658,NCT02512445,OTHER
8829,NCT02871921,OTHER
7610,NCT02032277,OTHER
8968,NCT03185546,OTHER
5453,NCT00662051,OTHER
8967,NCT03032159,OTHER
7656,NCT03272074,OTHER
8829,NCT02871921,OTHER
7608,NCT00263341,OTHER
1672,NCT03536676,OTHER
5447,NCT02194088,OTHER
8830,NCT02823262,OTHER
7610,NCT02032277,OTHER
5443,NCT00391365,OTHER
5432,NCT03551184,OTHER
5432,NCT03551184,OTHER
5241,NCT02019524,OTHER
5246,NCT01893112,OTHER
5406,NCT00636779,OTHER
8940,NCT01878175,OTHER
5406,NCT00636779,OTHER
5406,NCT00636779,OTHER
5406,NCT00636779,OTHER
5245,NCT02534376,OTHER
5406,NCT00636779,OTHER
5406,NCT00636779,OTHER
1993,NCT03252951,OTHER
5406,NCT00636779,OTHER
5246,NCT01893112,OTHER
1732,NCT03511937,OTHER
5432,NCT03551184,OTHER
1733,NCT03529214,OTHER
5405,NCT02839915,OTHER
5405,NCT02839915,OTHER
8932,NCT03951064,OTHER
1742,NCT01781949,OTHER
1742,NCT01781949,OTHER
1742,NCT01781949,OTHER
7620,NCT02990793,OTHER
5251,NCT01996384,OTHER
8840,NCT00960765,OTHER
8931,NCT03895021,OTHER
5243,NCT03743337,OTHER
5406,NCT00636779,OTHER
5243,NCT03743337,OTHER
7619,NCT01339689,OTHER
8953,NCT04606966,OTHER
5432,NCT03551184,OTHER
7613,NCT03464409,OTHER
7614,NCT01851629,OTHER
8951,NCT03197454,OTHER
8951,NCT03197454,OTHER
8950,NCT03900949,OTHER
8950,NCT03900949,OTHER
8949,NCT02459327,OTHER
5420,NCT03815214,OTHER
8949,NCT02459327,OTHER
7652,NCT03672461,OTHER
8948,NCT04571502,OTHER
8836,NCT02325128,OTHER
7615,NCT01360736,OTHER
7615,NCT01360736,OTHER
1998,NCT03711630,OTHER
5415,NCT00948701,OTHER
5414,NCT02157597,OTHER
5414,NCT02157597,OTHER
7615,NCT01360736,OTHER
5412,NCT04429789,OTHER
7618,NCT03005418,OTHER
1654,NCT00889772,OTHER
1654,NCT00889772,OTHER
1654,NCT00889772,OTHER
7660,NCT00681694,OTHER
1610,NCT03593356,OTHER
8861,NCT00967083,OTHER
8997,NCT04592783,OTHER
5499,NCT01677195,OTHER
5499,NCT01677195,OTHER
1614,NCT04540081,OTHER
1615,NCT01582802,OTHER
8996,NCT04593693,OTHER
5497,NCT02866721,OTHER
8994,NCT04594902,OTHER
5497,NCT02866721,OTHER
1619,NCT01555554,OTHER
5215,NCT00686426,OTHER
5491,NCT03501420,OTHER
1621,NCT04049162,OTHER
7598,NCT01925963,OTHER
5487,NCT02067039,OTHER
7660,NCT00681694,OTHER
5487,NCT02067039,OTHER
5487,NCT02067039,OTHER
5215,NCT00686426,OTHER
8991,NCT04597957,OTHER
5486,NCT03533556,OTHER
2037,NCT03055429,OTHER
1610,NCT03593356,OTHER
1610,NCT03593356,OTHER
1610,NCT03593356,OTHER
1610,NCT03593356,OTHER
1595,NCT03820414,OTHER
5516,NCT02986802,OTHER
1596,NCT00832871,OTHER
5199,NCT04334278,OTHER
5199,NCT04334278,OTHER
8815,NCT02290639,OTHER
2051,NCT00142792,OTHER
5203,NCT03119363,OTHER
5203,NCT03119363,OTHER
7661,NCT04230967,OTHER
2048,NCT01110538,OTHER
5513,NCT03294473,OTHER
2047,NCT03341078,OTHER
2044,NCT00563901,OTHER
2044,NCT00563901,OTHER
7660,NCT00681694,OTHER
2042,NCT01630551,OTHER
7595,NCT04545424,OTHER
5212,NCT04458545,OTHER
5500,NCT02286141,OTHER
1610,NCT03593356,OTHER
1610,NCT03593356,OTHER
1610,NCT03593356,OTHER
8822,NCT02905929,OTHER
5485,NCT03551080,OTHER
1654,NCT00889772,OTHER
1654,NCT00889772,OTHER
2021,NCT02291133,OTHER
2020,NCT02352259,OTHER
2020,NCT02352259,OTHER
8976,NCT04437069,OTHER
1652,NCT01574677,OTHER
2020,NCT02352259,OTHER
1652,NCT01574677,OTHER
1653,NCT03814096,OTHER
1654,NCT00889772,OTHER
1654,NCT00889772,OTHER
1654,NCT00889772,OTHER
1654,NCT00889772,OTHER
5485,NCT03551080,OTHER
8826,NCT01671475,OTHER
1654,NCT00889772,OTHER
1654,NCT00889772,OTHER
1654,NCT00889772,OTHER
5222,NCT04184843,OTHER
7658,NCT02512445,OTHER
1654,NCT00889772,OTHER
1654,NCT00889772,OTHER
1654,NCT00889772,OTHER
8829,NCT02871921,OTHER
1654,NCT00889772,OTHER
2021,NCT02291133,OTHER
7601,NCT02420353,OTHER
2022,NCT01321892,OTHER
8981,NCT04606030,OTHER
8989,NCT04598321,OTHER
8989,NCT04598321,OTHER
8822,NCT02905929,OTHER
7660,NCT00681694,OTHER
5222,NCT04184843,OTHER
5485,NCT03551080,OTHER
5485,NCT03551080,OTHER
5485,NCT03551080,OTHER
5222,NCT04184843,OTHER
5222,NCT04184843,OTHER
5222,NCT04184843,OTHER
5222,NCT04184843,OTHER
7598,NCT01925963,OTHER
