,NCTId,LeadSponsorClass
6071,NCT02006368,OTHER
6070,NCT02011542,OTHER
6069,NCT02019927,OTHER
6068,NCT02023996,OTHER
6067,NCT02025179,OTHER
7372,NCT03952182,OTHER
6065,NCT02058680,OTHER
6064,NCT02104713,OTHER
6063,NCT02168114,OTHER
6061,NCT02240329,OTHER
6050,NCT02574546,OTHER
6060,NCT02303964,OTHER
6059,NCT02317640,OTHER
7373,NCT01170546,OTHER
6057,NCT02339220,OTHER
6056,NCT02353026,OTHER
6055,NCT02357836,OTHER
6054,NCT02378025,OTHER
6053,NCT02391025,OTHER
7374,NCT04372797,OTHER
6051,NCT02535949,OTHER
6024,NCT03266965,OTHER
6023,NCT03276195,OTHER
6022,NCT03366844,OTHER
5984,NCT04249544,OTHER
5994,NCT03927404,OTHER
5993,NCT03984487,OTHER
5992,NCT04001790,OTHER
5991,NCT04024878,OTHER
5990,NCT04051242,OTHER
5989,NCT04136548,OTHER
5988,NCT04140708,OTHER
5987,NCT04144257,OTHER
7382,NCT00970944,OTHER
5985,NCT04232670,OTHER
5983,NCT04275973,OTHER
6021,NCT03387553,OTHER
5982,NCT04293016,OTHER
5981,NCT04356859,OTHER
5980,NCT04363164,OTHER
5979,NCT04512105,OTHER
5978,NCT04515212,OTHER
5977,NCT04517994,OTHER
5976,NCT04571008,OTHER
5975,NCT04587583,OTHER
5974,NCT04589611,OTHER
5973,NCT01871051,OTHER
5995,NCT03921658,OTHER
5996,NCT03900845,OTHER
7381,NCT00751946,OTHER
5998,NCT03873610,OTHER
6020,NCT03390335,OTHER
6019,NCT03402035,OTHER
6018,NCT03418129,OTHER
6017,NCT03423394,OTHER
6016,NCT03463239,OTHER
6015,NCT03530163,OTHER
6014,NCT03535688,OTHER
7378,NCT02907697,OTHER
6012,NCT03552705,OTHER
7379,NCT02504931,OTHER
6010,NCT03621085,OTHER
6009,NCT03668873,OTHER
6007,NCT03686813,OTHER
6006,NCT03708276,OTHER
6005,NCT03719495,OTHER
6004,NCT03763643,OTHER
6003,NCT03769259,OTHER
6002,NCT03789396,OTHER
6001,NCT03803332,OTHER
6000,NCT03851406,OTHER
5999,NCT03861390,OTHER
7370,NCT02123251,OTHER
7369,NCT01967680,OTHER
6075,NCT01847469,OTHER
6145,NCT00815672,OTHER
6155,NCT00656019,OTHER
6154,NCT00714727,OTHER
6153,NCT00716469,OTHER
6152,NCT00720096,OTHER
7348,NCT02689713,OTHER
6150,NCT00743821,OTHER
6149,NCT00749203,OTHER
6148,NCT00760708,OTHER
6147,NCT00763009,OTHER
6146,NCT00807820,OTHER
6144,NCT00839696,OTHER
6132,NCT01041534,OTHER
6143,NCT00851253,OTHER
6142,NCT00852644,OTHER
6141,NCT00853528,OTHER
7349,NCT00639795,OTHER
6139,NCT00896649,OTHER
6138,NCT00904423,OTHER
7350,NCT00595491,OTHER
6136,NCT00972439,OTHER
6135,NCT00975559,OTHER
6134,NCT00986986,OTHER
6157,NCT00647790,OTHER
6158,NCT00636441,OTHER
6159,NCT00636090,OTHER
6160,NCT00591864,OTHER
6183,NCT00122369,OTHER
6182,NCT00186108,OTHER
6181,NCT00206453,OTHER
6180,NCT00253994,OTHER
7347,NCT02877680,OTHER
6177,NCT00337961,OTHER
6175,NCT00386620,OTHER
6174,NCT00404170,OTHER
6173,NCT00405678,OTHER
6172,NCT00409968,OTHER
6171,NCT00410059,OTHER
6170,NCT00411632,OTHER
6169,NCT00419510,OTHER
6168,NCT00426959,OTHER
6167,NCT00527982,OTHER
6166,NCT00541164,OTHER
6165,NCT00582140,OTHER
6164,NCT00582569,OTHER
6163,NCT00583024,OTHER
6162,NCT00583752,OTHER
6161,NCT00589966,OTHER
6133,NCT01000077,OTHER
6131,NCT01075035,OTHER
6078,NCT01822301,OTHER
6090,NCT01645722,OTHER
6103,NCT01459172,OTHER
6102,NCT01466127,OTHER
6101,NCT01501656,OTHER
7359,NCT02008877,OTHER
7361,NCT03962712,OTHER
6096,NCT01564407,OTHER
7364,NCT04063592,OTHER
7365,NCT02289287,OTHER
6092,NCT01633892,OTHER
6091,NCT01638481,OTHER
6089,NCT01648166,OTHER
6130,NCT01077089,OTHER
6088,NCT01673594,OTHER
6087,NCT01701388,OTHER
6086,NCT01714349,OTHER
7366,NCT04602806,OTHER
6084,NCT01751737,OTHER
6083,NCT01758224,OTHER
6082,NCT01760785,OTHER
6081,NCT01763931,OTHER
6080,NCT01810276,OTHER
6079,NCT01820455,OTHER
6104,NCT01448694,OTHER
7357,NCT00096720,OTHER
6106,NCT01447186,OTHER
6107,NCT01433302,OTHER
6129,NCT01111682,OTHER
7351,NCT03138564,OTHER
6127,NCT01140373,OTHER
6125,NCT01212731,OTHER
6124,NCT01264471,OTHER
7353,NCT03385304,OTHER
6122,NCT01269164,OTHER
6121,NCT01281267,OTHER
7354,NCT00788398,OTHER
6119,NCT01305811,OTHER
6118,NCT01310192,OTHER
6117,NCT01320059,OTHER
6116,NCT01322503,OTHER
6115,NCT01339208,OTHER
6114,NCT01345591,OTHER
7355,NCT03386539,OTHER
7356,NCT01670877,OTHER
6111,NCT01372644,OTHER
6110,NCT01373489,OTHER
6109,NCT01390064,OTHER
6108,NCT01419613,OTHER
5972,NCT03029884,OTHER
5971,NCT04162847,OTHER
5970,NCT02477124,OTHER
7448,NCT01653535,OTHER
5811,NCT03581565,OTHER
5810,NCT00792519,OTHER
5809,NCT02553291,OTHER
5807,NCT04173806,OTHER
5806,NCT03980808,OTHER
5805,NCT01967654,OTHER
5804,NCT02175030,OTHER
5802,NCT03198156,OTHER
7447,NCT01434771,OTHER
5800,NCT00694551,OTHER
5797,NCT04073901,OTHER
5783,NCT00156351,OTHER
7449,NCT02878382,OTHER
7450,NCT01487434,OTHER
5793,NCT03913715,OTHER
5792,NCT02483650,OTHER
5790,NCT03361384,OTHER
5789,NCT02284685,OTHER
5788,NCT04603794,OTHER
5787,NCT02368145,OTHER
7453,NCT01826760,OTHER
5785,NCT03634527,OTHER
7444,NCT02045511,OTHER
7443,NCT00675714,OTHER
5815,NCT04378101,OTHER
5816,NCT02496962,OTHER
5843,NCT01003262,OTHER
7427,NCT02345434,OTHER
7428,NCT02216812,OTHER
5840,NCT02830945,OTHER
5839,NCT02412982,OTHER
5837,NCT01601847,OTHER
7429,NCT03207152,OTHER
7430,NCT02630225,OTHER
5834,NCT04495634,OTHER
5833,NCT04132739,OTHER
5830,NCT04316429,OTHER
5828,NCT03411577,OTHER
5827,NCT04181034,OTHER
5826,NCT04515069,OTHER
7434,NCT01628718,OTHER
7435,NCT02656017,OTHER
7436,NCT03177577,OTHER
7438,NCT04043182,OTHER
7439,NCT04302649,OTHER
5819,NCT00651794,OTHER
7441,NCT02832778,OTHER
5784,NCT03067649,OTHER
5781,NCT00338845,OTHER
7424,NCT01768650,OTHER
5735,NCT01987830,OTHER
5749,NCT02427061,OTHER
5747,NCT02188563,OTHER
5745,NCT02796859,OTHER
5744,NCT01860352,OTHER
7460,NCT01363245,OTHER
5742,NCT00774371,OTHER
5741,NCT01014533,OTHER
5740,NCT04418518,OTHER
5737,NCT00989183,OTHER
5736,NCT02147522,OTHER
5734,NCT02739464,OTHER
5780,NCT00595166,OTHER
5733,NCT02602223,OTHER
7461,NCT01583127,OTHER
5731,NCT02789215,OTHER
5730,NCT03080493,OTHER
5729,NCT01195220,OTHER
5728,NCT03775096,OTHER
5727,NCT01906437,OTHER
5726,NCT00599209,OTHER
5725,NCT04432272,OTHER
5724,NCT00655967,OTHER
5750,NCT00417742,OTHER
5751,NCT03860077,OTHER
5752,NCT03881020,OTHER
5754,NCT00208988,OTHER
7455,NCT03282110,OTHER
5778,NCT01841983,OTHER
5776,NCT01480193,OTHER
5775,NCT04504604,OTHER
5774,NCT03336255,OTHER
5773,NCT02559219,OTHER
5772,NCT03828708,OTHER
7456,NCT04360681,OTHER
5770,NCT02484248,OTHER
7457,NCT02791945,OTHER
7458,NCT01672710,OTHER
5766,NCT04028960,OTHER
5765,NCT03184025,OTHER
5762,NCT02874573,OTHER
5761,NCT03711747,OTHER
5760,NCT01874886,OTHER
5759,NCT03848221,OTHER
5758,NCT02236390,OTHER
5757,NCT00254176,OTHER
5756,NCT01995812,OTHER
5755,NCT01191788,OTHER
7426,NCT02467933,OTHER
5847,NCT01793090,OTHER
5968,NCT02367521,OTHER
5927,NCT02798458,OTHER
5938,NCT02319967,OTHER
7391,NCT04094298,OTHER
7392,NCT01611350,OTHER
5935,NCT00397696,OTHER
5934,NCT03121027,OTHER
7393,NCT00737893,OTHER
5932,NCT02181062,OTHER
5931,NCT01213914,OTHER
5930,NCT04169412,OTHER
5929,NCT00270439,OTHER
7395,NCT03758846,OTHER
7399,NCT04020471,OTHER
7396,NCT01158976,OTHER
7397,NCT03567421,OTHER
5923,NCT01803048,OTHER
5921,NCT02139722,OTHER
5920,NCT04021342,OTHER
5919,NCT01086475,OTHER
5918,NCT01177488,OTHER
5917,NCT01205646,OTHER
5916,NCT01239680,OTHER
5915,NCT01292876,OTHER
5939,NCT00643721,OTHER
5941,NCT00633087,OTHER
5942,NCT03725332,OTHER
5943,NCT01673828,OTHER
7384,NCT00865553,OTHER
5966,NCT00847574,OTHER
5965,NCT01078909,OTHER
5964,NCT02949115,OTHER
5963,NCT01559688,OTHER
5961,NCT04073225,OTHER
7386,NCT02553148,OTHER
5959,NCT00962403,OTHER
5958,NCT00183833,OTHER
5957,NCT02267187,OTHER
5955,NCT04255953,OTHER
7388,NCT01554891,OTHER
5952,NCT00480779,OTHER
5951,NCT01652079,OTHER
5950,NCT03526146,OTHER
5949,NCT01011348,OTHER
5948,NCT00161252,OTHER
5947,NCT00542204,OTHER
5946,NCT04210076,OTHER
5945,NCT03685058,OTHER
5944,NCT01564524,OTHER
5914,NCT01434004,OTHER
7401,NCT01670708,OTHER
7423,NCT03276572,OTHER
7414,NCT02374060,OTHER
5880,NCT02236663,OTHER
5878,NCT00392873,OTHER
5877,NCT01941862,OTHER
5876,NCT02139397,OTHER
5874,NCT04307420,OTHER
5873,NCT01435512,OTHER
5872,NCT00221507,OTHER
7411,NCT04387019,OTHER
7413,NCT04060017,OTHER
5867,NCT04227405,OTHER
7416,NCT03503097,OTHER
5911,NCT01773655,OTHER
7417,NCT01426555,OTHER
5861,NCT01241253,OTHER
5859,NCT02759328,OTHER
7419,NCT03713970,OTHER
5856,NCT01818791,OTHER
7420,NCT00201006,OTHER
5852,NCT00808353,OTHER
5851,NCT00221247,OTHER
7422,NCT02629068,OTHER
5849,NCT02297126,OTHER
5881,NCT02844543,OTHER
5883,NCT01337063,OTHER
5884,NCT02749968,OTHER
7406,NCT01416948,OTHER
5910,NCT01794078,OTHER
7403,NCT03379220,OTHER
5907,NCT01928849,OTHER
5906,NCT02006433,OTHER
5905,NCT02198833,OTHER
5904,NCT02307916,OTHER
5903,NCT02325414,OTHER
5902,NCT02632422,OTHER
5900,NCT03433261,OTHER
5899,NCT04302181,OTHER
5898,NCT00951171,OTHER
5897,NCT03030794,OTHER
5896,NCT01845636,OTHER
5895,NCT04446442,OTHER
7405,NCT01194024,OTHER
5893,NCT03453554,OTHER
5892,NCT01947179,OTHER
5890,NCT01477450,OTHER
5889,NCT01477710,OTHER
5888,NCT01628224,OTHER
5887,NCT01709786,OTHER
3290,NCT00855296,OTHER
3546,NCT01616628,OTHER
1693,NCT01782898,OTHER
8768,NCT02559869,OTHER
8763,NCT04179721,OTHER
8764,NCT03261661,OTHER
1436,NCT01465503,OTHER
8765,NCT00280748,OTHER
1434,NCT01792791,OTHER
1433,NCT01264952,OTHER
1432,NCT03140488,OTHER
8766,NCT04034004,OTHER
8767,NCT03354585,OTHER
8769,NCT02754557,OTHER
1440,NCT02204176,OTHER
8771,NCT03377855,OTHER
8772,NCT02041923,OTHER
8773,NCT01440907,OTHER
8775,NCT01616797,OTHER
1420,NCT02419157,OTHER
1419,NCT03981952,OTHER
8777,NCT02146326,OTHER
1417,NCT00286390,OTHER
1415,NCT02544334,OTHER
1439,NCT02045706,OTHER
8762,NCT04481568,OTHER
8800,NCT00589459,OTHER
8755,NCT00903695,OTHER
1465,NCT00694174,OTHER
8748,NCT02140021,OTHER
8749,NCT01982435,OTHER
8751,NCT03932773,OTHER
8752,NCT02819141,OTHER
8753,NCT04458194,OTHER
8754,NCT03183050,OTHER
1456,NCT03400475,OTHER
1455,NCT01342029,OTHER
8756,NCT02487485,OTHER
8761,NCT01825252,OTHER
8757,NCT00596284,OTHER
1451,NCT01002885,OTHER
1450,NCT01952028,OTHER
8758,NCT03564522,OTHER
1448,NCT00509444,OTHER
1447,NCT00764322,OTHER
1446,NCT02829086,OTHER
1444,NCT00809445,OTHER
8760,NCT01513343,OTHER
8779,NCT03212677,OTHER
8780,NCT01802944,OTHER
1412,NCT02280733,OTHER
1372,NCT03479541,OTHER
1383,NCT02030522,OTHER
1382,NCT04453293,OTHER
1379,NCT00907972,OTHER
8788,NCT02431494,OTHER
1377,NCT03746847,OTHER
1376,NCT00299741,OTHER
1375,NCT03255161,OTHER
8789,NCT03947983,OTHER
8790,NCT03300297,OTHER
8792,NCT03283553,OTHER
1411,NCT02406534,OTHER
1369,NCT03993002,OTHER
8794,NCT02150681,OTHER
1366,NCT02478788,OTHER
1365,NCT02015390,OTHER
8795,NCT00183339,OTHER
8796,NCT03852030,OTHER
1362,NCT04163172,OTHER
8798,NCT01992432,OTHER
1359,NCT02867059,OTHER
1384,NCT03237364,OTHER
1386,NCT02908932,OTHER
1387,NCT00844493,OTHER
1388,NCT02940717,OTHER
1410,NCT02156336,OTHER
1408,NCT02151955,OTHER
1407,NCT03430310,OTHER
8782,NCT03135756,OTHER
1404,NCT00655811,OTHER
1402,NCT03620786,OTHER
1401,NCT00372606,OTHER
1400,NCT00652574,OTHER
8783,NCT02061423,OTHER
1398,NCT00412087,OTHER
1397,NCT00289315,OTHER
1396,NCT03594292,OTHER
1395,NCT03904186,OTHER
8784,NCT03750409,OTHER
8785,NCT04123223,OTHER
1392,NCT03713918,OTHER
8786,NCT03395314,OTHER
1390,NCT00539357,OTHER
1389,NCT02898779,OTHER
1466,NCT00880035,OTHER
1467,NCT01093885,OTHER
1468,NCT00938405,OTHER
8714,NCT00072995,OTHER
8712,NCT01834794,OTHER
1545,NCT03264898,OTHER
1544,NCT04382625,OTHER
1543,NCT00598247,OTHER
1542,NCT00667147,OTHER
8713,NCT04221997,OTHER
1540,NCT00633516,OTHER
1539,NCT00629330,OTHER
1538,NCT01294124,OTHER
8715,NCT04154618,OTHER
1523,NCT00183911,OTHER
1535,NCT00257816,OTHER
1534,NCT03566095,OTHER
1533,NCT02406391,OTHER
1532,NCT03395964,OTHER
1531,NCT03261882,OTHER
1529,NCT03912194,OTHER
8718,NCT00058045,OTHER
1526,NCT02375256,OTHER
1525,NCT00183859,OTHER
1547,NCT02542046,OTHER
1549,NCT02617940,OTHER
1550,NCT02963376,OTHER
8710,NCT00004263,OTHER
1574,NCT01557868,OTHER
8698,NCT03384836,OTHER
1571,NCT02846116,OTHER
1568,NCT02209259,OTHER
1567,NCT04255251,OTHER
1566,NCT04098250,OTHER
8701,NCT04118972,OTHER
8702,NCT00938964,OTHER
8704,NCT02963090,OTHER
1561,NCT01949844,OTHER
8705,NCT02295059,OTHER
1559,NCT03931395,OTHER
8706,NCT00482274,OTHER
8707,NCT03758625,OTHER
8708,NCT01941810,OTHER
8709,NCT02022423,OTHER
1554,NCT02955238,OTHER
1553,NCT02228967,OTHER
1552,NCT02911285,OTHER
1524,NCT00159471,OTHER
1522,NCT00159432,OTHER
1469,NCT04345757,OTHER
8734,NCT02958969,OTHER
1495,NCT00881478,OTHER
8728,NCT03722316,OTHER
1492,NCT03155841,OTHER
1490,NCT01884090,OTHER
1488,NCT01560754,OTHER
1487,NCT01714531,OTHER
8731,NCT02982070,OTHER
8732,NCT00896701,OTHER
8733,NCT00831766,OTHER
8735,NCT01678079,OTHER
1521,NCT00159445,OTHER
8736,NCT03315663,OTHER
1480,NCT00916695,OTHER
8737,NCT03126981,OTHER
8738,NCT02896010,OTHER
8739,NCT02496780,OTHER
8740,NCT01954576,OTHER
8741,NCT02395341,OTHER
8744,NCT01566890,OTHER
8746,NCT02665143,OTHER
1496,NCT02348853,OTHER
8725,NCT00025389,OTHER
8724,NCT00039468,OTHER
1500,NCT02425345,OTHER
1520,NCT00183742,OTHER
1519,NCT00183898,OTHER
1518,NCT02725905,OTHER
1516,NCT03700281,OTHER
8720,NCT00006018,OTHER
1514,NCT00183885,OTHER
1513,NCT04406441,OTHER
1512,NCT03713333,OTHER
8721,NCT00004930,OTHER
1510,NCT00183846,OTHER
1509,NCT00159484,OTHER
8722,NCT04524104,OTHER
1507,NCT02601092,OTHER
1506,NCT01651533,OTHER
1505,NCT01047735,OTHER
1504,NCT04369729,OTHER
1503,NCT00640692,OTHER
8723,NCT02189889,OTHER
1501,NCT01148563,OTHER
8799,NCT03170206,OTHER
1355,NCT00417599,OTHER
1576,NCT01207167,OTHER
1173,NCT04542915,OTHER
8926,NCT02470754,OTHER
1184,NCT03467737,OTHER
8928,NCT00555425,OTHER
1181,NCT02543931,OTHER
1179,NCT01769456,OTHER
1178,NCT01772823,OTHER
8931,NCT03895021,OTHER
1175,NCT02891421,OTHER
8932,NCT03951064,OTHER
1168,NCT02032459,OTHER
8925,NCT04068662,OTHER
1167,NCT01570998,OTHER
1166,NCT01532622,OTHER
8935,NCT03635905,OTHER
8937,NCT03434769,OTHER
1161,NCT03202680,OTHER
8938,NCT03890029,OTHER
8939,NCT04475718,OTHER
8941,NCT01511107,OTHER
1157,NCT03599739,OTHER
1187,NCT02895997,OTHER
1189,NCT03532230,OTHER
8802,NCT01647438,OTHER
8903,NCT00122486,OTHER
8894,NCT02754687,OTHER
8897,NCT01797159,OTHER
8899,NCT01721798,OTHER
8900,NCT01594632,OTHER
1218,NCT03491397,OTHER
1217,NCT00183807,OTHER
8901,NCT00570440,OTHER
8902,NCT00122512,OTHER
1214,NCT01161290,OTHER
8904,NCT00120770,OTHER
8922,NCT03859011,OTHER
1209,NCT01558583,OTHER
8906,NCT02564341,OTHER
8908,NCT00323635,OTHER
8909,NCT03609671,OTHER
1204,NCT03674970,OTHER
8911,NCT00248612,OTHER
8918,NCT00968500,OTHER
8920,NCT02165735,OTHER
8921,NCT03687086,OTHER
8943,NCT03935048,OTHER
8944,NCT03869970,OTHER
8945,NCT02743039,OTHER
8973,NCT02422485,OTHER
1122,NCT04538482,OTHER
8966,NCT03149185,OTHER
8967,NCT03032159,OTHER
8968,NCT03185546,OTHER
1118,NCT04394104,OTHER
1117,NCT02863458,OTHER
8969,NCT03370614,OTHER
1114,NCT01841957,OTHER
8971,NCT04182334,OTHER
8974,NCT02002819,OTHER
8946,NCT01743976,OTHER
1106,NCT03174769,OTHER
8976,NCT04437069,OTHER
1102,NCT01783652,OTHER
8978,NCT04608773,OTHER
1100,NCT04308746,OTHER
1096,NCT01982474,OTHER
8982,NCT04605965,OTHER
1094,NCT01517841,OTHER
8984,NCT04605198,OTHER
8965,NCT02728076,OTHER
1124,NCT04576832,OTHER
8964,NCT03233594,OTHER
1127,NCT03073343,OTHER
8947,NCT03762161,OTHER
1149,NCT04342806,OTHER
8948,NCT04571502,OTHER
1147,NCT01538459,OTHER
8949,NCT02459327,OTHER
8950,NCT03900949,OTHER
1143,NCT01024686,OTHER
1142,NCT00049439,OTHER
1141,NCT00414518,OTHER
8953,NCT04606966,OTHER
8954,NCT04331366,OTHER
8955,NCT02290223,OTHER
8956,NCT03611660,OTHER
1135,NCT01782014,OTHER
8958,NCT03410823,OTHER
8960,NCT03595748,OTHER
8961,NCT03718104,OTHER
8962,NCT04066894,OTHER
1128,NCT01605864,OTHER
8892,NCT01748994,OTHER
1228,NCT03940300,OTHER
1230,NCT02818413,OTHER
1311,NCT02794116,OTHER
1323,NCT02387203,OTHER
8821,NCT03137082,OTHER
1321,NCT04589416,OTHER
1320,NCT03088111,OTHER
8822,NCT02905929,OTHER
1316,NCT02207608,OTHER
1314,NCT04156373,OTHER
1313,NCT04017624,OTHER
8827,NCT02853149,OTHER
8829,NCT02871921,OTHER
8837,NCT03784846,OTHER
1308,NCT04274959,OTHER
1307,NCT01632761,OTHER
8830,NCT02823262,OTHER
1305,NCT04374201,OTHER
1304,NCT03530020,OTHER
8831,NCT03727815,OTHER
1302,NCT02105896,OTHER
8832,NCT03995667,OTHER
8836,NCT02325128,OTHER
8820,NCT01330420,OTHER
8819,NCT01448447,OTHER
8816,NCT02787434,OTHER
8815,NCT02290639,OTHER
1352,NCT03788408,OTHER
8804,NCT01659814,OTHER
1350,NCT01198964,OTHER
8806,NCT01693874,OTHER
8807,NCT02535572,OTHER
1345,NCT04565860,OTHER
8809,NCT01283295,OTHER
8810,NCT03136094,OTHER
1342,NCT03734237,OTHER
1341,NCT01728129,OTHER
1340,NCT01728142,OTHER
1339,NCT03215615,OTHER
1338,NCT01374724,OTHER
8813,NCT01671332,OTHER
1335,NCT04215328,OTHER
1334,NCT03321474,OTHER
8814,NCT01932242,OTHER
1332,NCT03614819,OTHER
1331,NCT04532788,OTHER
1297,NCT04067401,OTHER
8840,NCT00960765,OTHER
1231,NCT03615599,OTHER
8881,NCT03241732,OTHER
1258,NCT04501419,OTHER
8870,NCT02318186,OTHER
8873,NCT00759746,OTHER
8874,NCT01216891,OTHER
8875,NCT04019977,OTHER
8877,NCT02734667,OTHER
8878,NCT01021644,OTHER
8879,NCT01764698,OTHER
8880,NCT03600532,OTHER
8882,NCT01882010,OTHER
8842,NCT03592771,OTHER
8884,NCT02624193,OTHER
8886,NCT02522923,OTHER
1238,NCT02340624,OTHER
8887,NCT03796208,OTHER
8888,NCT03383848,OTHER
8889,NCT00178048,OTHER
8890,NCT03422367,OTHER
8891,NCT00773617,OTHER
1232,NCT01369173,OTHER
8865,NCT03256110,OTHER
8864,NCT01496378,OTHER
8863,NCT02926677,OTHER
8862,NCT00542360,OTHER
1290,NCT00121147,OTHER
8843,NCT00400803,OTHER
1288,NCT03043300,OTHER
8846,NCT03471221,OTHER
1283,NCT02223338,OTHER
8848,NCT01033942,OTHER
1281,NCT04594109,OTHER
8849,NCT02043496,OTHER
8850,NCT01435603,OTHER
8851,NCT01835223,OTHER
8853,NCT01156610,OTHER
8855,NCT00769951,OTHER
8856,NCT03905720,OTHER
8857,NCT03454022,OTHER
8860,NCT03945552,OTHER
8861,NCT00967083,OTHER
1267,NCT03185728,OTHER
1266,NCT02679430,OTHER
1265,NCT04010162,OTHER
1575,NCT03068949,OTHER
8696,NCT03614949,OTHER
2053,NCT01050205,OTHER
1899,NCT03118297,OTHER
1909,NCT01149759,OTHER
8520,NCT04258332,OTHER
1906,NCT01813227,OTHER
1905,NCT00000418,OTHER
1904,NCT02392364,OTHER
8521,NCT04018092,OTHER
1902,NCT02579057,OTHER
8522,NCT03581877,OTHER
1900,NCT00417573,OTHER
1898,NCT01881503,OTHER
8518,NCT03602456,OTHER
1897,NCT03149510,OTHER
8523,NCT03731598,OTHER
1895,NCT00269555,OTHER
1893,NCT03126331,OTHER
1892,NCT00361673,OTHER
1891,NCT03480854,OTHER
1890,NCT00366301,OTHER
8527,NCT00723203,OTHER
8529,NCT02080975,OTHER
1910,NCT01545232,OTHER
1913,NCT03018119,OTHER
8575,NCT02461706,OTHER
8508,NCT01182727,OTHER
1945,NCT00528814,OTHER
1944,NCT00277667,OTHER
1943,NCT00613600,OTHER
1942,NCT03764683,OTHER
1940,NCT03596203,OTHER
1939,NCT04242173,OTHER
1938,NCT00356707,OTHER
8505,NCT00846534,OTHER
8506,NCT01490697,OTHER
1930,NCT02863081,OTHER
1914,NCT02115724,OTHER
1928,NCT00071175,OTHER
1925,NCT00703508,OTHER
1922,NCT01924936,OTHER
8516,NCT02133209,OTHER
1919,NCT00549991,OTHER
1918,NCT03985449,OTHER
1917,NCT03385057,OTHER
1916,NCT02248688,OTHER
8517,NCT01240993,OTHER
8530,NCT00511901,OTHER
8531,NCT00284453,OTHER
8532,NCT01439750,OTHER
8568,NCT04502524,OTHER
8561,NCT03622697,OTHER
8562,NCT01975857,OTHER
8563,NCT03398902,OTHER
8564,NCT02835495,OTHER
1844,NCT03775954,OTHER
1843,NCT03272048,OTHER
1842,NCT00296088,OTHER
8567,NCT02906241,OTHER
1839,NCT02922127,OTHER
8570,NCT02133846,OTHER
8533,NCT02605200,OTHER
1834,NCT03791580,OTHER
1832,NCT01150279,OTHER
1830,NCT01704768,OTHER
8572,NCT02189876,OTHER
1827,NCT02997345,OTHER
1826,NCT02676635,OTHER
8573,NCT03574974,OTHER
1821,NCT00325533,OTHER
1820,NCT02415621,OTHER
8560,NCT02656212,OTHER
8559,NCT04051229,OTHER
1852,NCT02779231,OTHER
1853,NCT00620334,OTHER
8534,NCT01908517,OTHER
8535,NCT00626457,OTHER
8536,NCT02290938,OTHER
8538,NCT04170062,OTHER
8539,NCT03745040,OTHER
8540,NCT01557621,OTHER
8541,NCT03199196,OTHER
8542,NCT00981253,OTHER
8543,NCT03674944,OTHER
8544,NCT03267043,OTHER
8545,NCT04580810,OTHER
1867,NCT01317784,OTHER
8547,NCT01588457,OTHER
8548,NCT04231851,OTHER
8553,NCT03135249,OTHER
8554,NCT00268242,OTHER
8555,NCT03560232,OTHER
8556,NCT00644566,OTHER
8558,NCT04401904,OTHER
8504,NCT01618461,OTHER
1949,NCT00610480,OTHER
1950,NCT04303676,OTHER
8477,NCT00788632,OTHER
2027,NCT02741284,OTHER
2026,NCT01589523,OTHER
8474,NCT01804452,OTHER
2023,NCT02161458,OTHER
2022,NCT01321892,OTHER
2021,NCT02291133,OTHER
2020,NCT02352259,OTHER
8475,NCT01719679,OTHER
2018,NCT01011634,OTHER
8478,NCT02929667,OTHER
2003,NCT03964974,OTHER
2014,NCT04177472,OTHER
2013,NCT00895635,OTHER
8479,NCT01625793,OTHER
8480,NCT01797497,OTHER
2010,NCT00282126,OTHER
2009,NCT02233192,OTHER
8481,NCT02710318,OTHER
2006,NCT02550366,OTHER
2005,NCT01750294,OTHER
2028,NCT03973489,OTHER
2030,NCT03269721,OTHER
8472,NCT03533829,OTHER
2032,NCT01354613,OTHER
2051,NCT00142792,OTHER
2050,NCT00729560,OTHER
2049,NCT00379652,OTHER
2048,NCT01110538,OTHER
8468,NCT02415751,OTHER
8469,NCT00760383,OTHER
2045,NCT00827632,OTHER
2044,NCT00563901,OTHER
2043,NCT01064011,OTHER
2042,NCT01630551,OTHER
2041,NCT02147418,OTHER
2040,NCT02572505,OTHER
8470,NCT00731588,OTHER
2038,NCT03922061,OTHER
8471,NCT01258244,OTHER
2036,NCT03342196,OTHER
2035,NCT03978234,OTHER
2034,NCT00954681,OTHER
2033,NCT01511640,OTHER
2004,NCT00373009,OTHER
2002,NCT01705288,OTHER
1952,NCT00239915,OTHER
1963,NCT03352219,OTHER
1974,NCT00790803,OTHER
1972,NCT02838368,OTHER
1971,NCT01617915,OTHER
8499,NCT00993590,OTHER
8500,NCT03841682,OTHER
1967,NCT01188473,OTHER
1966,NCT00278772,OTHER
1965,NCT03072511,OTHER
1964,NCT03480217,OTHER
1962,NCT00454415,OTHER
8485,NCT03933345,OTHER
1961,NCT01226862,OTHER
8501,NCT03582683,OTHER
1959,NCT02748889,OTHER
8502,NCT01174290,OTHER
1957,NCT01505049,OTHER
1956,NCT00668941,OTHER
1955,NCT03506984,OTHER
1954,NCT00714168,OTHER
1953,NCT03153202,OTHER
1976,NCT04279392,OTHER
8494,NCT01264718,OTHER
8493,NCT01008241,OTHER
1980,NCT03005639,OTHER
2000,NCT02050113,OTHER
8486,NCT03055598,OTHER
1998,NCT03711630,OTHER
1997,NCT04461184,OTHER
1996,NCT03865303,OTHER
1995,NCT03311646,OTHER
