,NCTId,InterventionBrowseLeafId
5507,NCT02335905,M268583
1128,NCT01605864,M268583
4750,NCT03245879,M268583
7819,NCT00742859,M268541
3837,NCT01814722,M268520
7877,NCT00823979,M268520
9509,NCT04125290,M268486
2298,NCT00048555,M268482
6752,NCT03762291,M268336
4441,NCT01659515,M268322
4205,NCT04006119,M268280
9213,NCT04387084,M268280
1939,NCT04242173,M268280
9431,NCT04210427,M268015
5933,NCT00628498,M267771
7617,NCT00140140,M267719
6827,NCT01903330,M267719
7964,NCT00040937,M267719
9555,NCT04090528,M267719
9901,NCT03829566,M267719
8882,NCT01882010,M267719
8692,NCT00462358,M267719
7639,NCT02910557,M267719
5241,NCT02019524,M267719
9491,NCT04144023,M267719
7400,NCT03395028,M267719
8923,NCT01909752,M267719
7440,NCT02215200,M267719
6123,NCT01265433,M267719
6429,NCT01875653,M267719
5137,NCT02698891,M267719
8392,NCT00002009,M267719
8872,NCT04497116,M267640
9723,NCT03964532,M267640
9497,NCT04134884,M267640
8989,NCT04598321,M267640
2506,NCT01349088,M267518
8686,NCT00310895,M267518
8812,NCT01265953,M267456
3437,NCT03723655,M267227
1740,NCT04349072,M267227
53,NCT03197688,M267028
1003,NCT03363464,M266956
4720,NCT04049045,M266956
6820,NCT04215445,M266956
69,NCT02857764,M266956
8675,NCT00885963,M266739
6728,NCT00310791,M266678
8069,NCT02641990,M266678
1839,NCT02922127,M266678
9498,NCT04134715,M266678
4610,NCT03640312,M266678
2045,NCT00827632,M266678
8674,NCT00764517,M266658
8532,NCT01439750,M266658
4440,NCT01666652,M266582
4428,NCT03141138,M266582
1130,NCT00002402,M266582
5110,NCT01280968,M266582
4433,NCT02239614,M266582
4649,NCT03992872,M266582
6105,NCT01447407,M266582
4434,NCT02067676,M266582
6283,NCT00287469,M266582
6785,NCT01273922,M266582
1391,NCT01702857,M266582
8163,NCT00700791,M266487
1543,NCT00598247,M266485
6123,NCT01265433,M266484
9491,NCT04144023,M266484
7964,NCT00040937,M266484
8882,NCT01882010,M266484
8692,NCT00462358,M266484
8923,NCT01909752,M266484
7617,NCT00140140,M266484
7639,NCT02910557,M266484
9555,NCT04090528,M266484
5241,NCT02019524,M266484
6429,NCT01875653,M266484
6827,NCT01903330,M266484
7440,NCT02215200,M266484
7400,NCT03395028,M266484
8392,NCT00002009,M266484
2067,NCT01438307,M266402
2984,NCT00001043,M266402
2560,NCT00001037,M266402
8871,NCT01137006,M266402
8852,NCT03723395,M266402
7400,NCT03395028,M266402
2273,NCT03798691,M266402
9901,NCT03829566,M266402
109,NCT01927835,M266402
8558,NCT04401904,M266366
7785,NCT04393246,M266366
1491,NCT02223065,M266366
5614,NCT01591733,M266316
9326,NCT04294043,M266246
7735,NCT03794999,M266008
6398,NCT03953300,M266008
3174,NCT01309828,M265695
6372,NCT00996281,M265695
9202,NCT04399980,M265617
4022,NCT00819169,M265595
3298,NCT00813605,M265595
6325,NCT04510844,M265510
7686,NCT01067287,M265455
8177,NCT02077959,M265455
4023,NCT00138593,M26544
3735,NCT00101673,M26544
4045,NCT00300287,M26544
3704,NCT00102388,M26544
7731,NCT00901979,M26544
3699,NCT00110240,M26544
3697,NCT00368134,M26544
8929,NCT01128621,M26544
7827,NCT02607865,M26544
6553,NCT04392557,M26544
3914,NCT00325117,M26544
3658,NCT00260156,M26544
1003,NCT03363464,M26544
3509,NCT00380380,M26544
5651,NCT02683187,M26544
3538,NCT00238498,M26544
3790,NCT00351832,M26544
3788,NCT00325429,M26544
3314,NCT01856907,M26544
8395,NCT03921242,M26544
3833,NCT00099957,M26544
8893,NCT01664624,M26544
4029,NCT00101712,M26544
1491,NCT02223065,M26544
3794,NCT00414947,M26544
7815,NCT02849080,M26544
1638,NCT03338803,M26544
1920,NCT00380445,M26544
7916,NCT01006018,M26544
3952,NCT00102466,M26544
9105,NCT04498520,M265106
8618,NCT02538614,M265097
7473,NCT00446979,M265057
1290,NCT00121147,M265
6055,NCT02357836,M264947
4024,NCT00356915,M264947
8914,NCT02341638,M264947
8852,NCT03723395,M264947
7443,NCT00675714,M264947
8331,NCT01772290,M264947
7012,NCT03712098,M26492
1638,NCT03338803,M26492
1716,NCT00873223,M26492
1098,NCT02974244,M26492
3644,NCT00518882,M26492
6480,NCT04373967,M26492
7731,NCT00901979,M26492
1603,NCT02963935,M26492
8929,NCT01128621,M26492
3645,NCT00318422,M26492
7793,NCT02963922,M26492
7815,NCT02849080,M26492
3148,NCT00943501,M26492
7827,NCT02607865,M26492
3186,NCT01618162,M26492
1725,NCT01473953,M26492
1755,NCT00620282,M26492
1735,NCT01511185,M26492
2878,NCT01676116,M26492
2826,NCT01511198,M26492
1958,NCT00313001,M26492
2860,NCT00333151,M26492
3714,NCT00294723,M26492
3712,NCT01272232,M26492
2867,NCT02696148,M26492
2469,NCT02298192,M26492
8069,NCT02641990,M26492
1829,NCT01516255,M26492
1813,NCT02235961,M26492
1111,NCT02917057,M26492
6553,NCT04392557,M26492
2754,NCT02205528,M26492
1759,NCT02870231,M26492
3840,NCT02750930,M26492
8388,NCT04300049,M26492
4538,NCT01524705,M26492
3386,NCT01392573,M26492
3314,NCT01856907,M26492
1405,NCT02496221,M26492
8212,NCT01297062,M26492
8866,NCT01104701,M26492
9953,NCT03795701,M26492
3958,NCT02059564,M26492
3349,NCT01620489,M26492
5651,NCT02683187,M26492
1491,NCT02223065,M26492
8893,NCT01664624,M26492
7916,NCT01006018,M26492
1083,NCT00799058,M264848
1656,NCT01363037,M264848
8689,NCT02520115,M264840
3120,NCT02124044,M264833
3729,NCT02191137,M264816
4670,NCT01332500,M264608
2863,NCT00440232,M264608
5008,NCT01435941,M264608
3518,NCT03219359,M264589
4964,NCT00672204,M264589
4106,NCT00117689,M264589
4239,NCT00089947,M264589
9618,NCT04046549,M264589
4536,NCT00088543,M264589
4118,NCT00235300,M264589
7440,NCT02215200,M264589
9706,NCT03980769,M264589
9903,NCT03828682,M264589
9901,NCT03829566,M264589
5517,NCT02057289,M26446
2582,NCT02124824,M264422
8970,NCT04524351,M264365
8870,NCT02318186,M264355
7847,NCT01165476,M264355
8279,NCT00458042,M264355
7846,NCT01153386,M264355
7988,NCT01980979,M264355
3762,NCT03935828,M264175
1328,NCT00657618,M264175
7894,NCT00002074,M264175
7895,NCT00002306,M264175
1325,NCT00662012,M264175
1923,NCT00037206,M264175
7893,NCT00002305,M264175
2326,NCT04018417,M264175
9907,NCT03823911,M264150
2717,NCT03127358,M264150
2636,NCT03791814,M264150
9274,NCT04335682,M2640
9152,NCT04460872,M2640
6059,NCT02317640,M2640
6162,NCT00583752,M2640
9409,NCT04228055,M2640
9611,NCT04049331,M2640
3165,NCT02144051,M2640
5028,NCT00167648,M2640
8581,NCT00266864,M2640
6182,NCT00186108,M2640
5980,NCT04363164,M2640
3139,NCT02722278,M2640
9895,NCT03833921,M2640
1582,NCT01724619,M2640
6505,NCT00790374,M2640
7555,NCT00165204,M2640
9643,NCT04025372,M2640
6188,NCT00962637,M2640
5948,NCT00161252,M2640
9555,NCT04090528,M2640
9070,NCT04530500,M2640
9040,NCT04558567,M2640
9119,NCT04485767,M2640
4969,NCT00433173,M2640
6540,NCT00382057,M2640
3639,NCT04274894,M2640
6211,NCT01942837,M2640
8894,NCT02754687,M2640
8086,NCT00936390,M2640
7334,NCT02734238,M2640
8466,NCT00574769,M2640
6850,NCT02286921,M2640
9507,NCT04126070,M2640
7243,NCT03358563,M2640
8706,NCT00482274,M2640
7443,NCT00675714,M2640
5296,NCT00298155,M2640
9438,NCT04207255,M2640
2804,NCT01048632,M2640
6928,NCT04120363,M2640
6692,NCT03867357,M2640
2050,NCT00729560,M2640
4034,NCT00799617,M2640
8690,NCT00410904,M264
5850,NCT03164616,M264
8765,NCT00280748,M264
7830,NCT00415168,M264
6575,NCT02083679,M264
7183,NCT01443078,M264
7978,NCT00268489,M264
9361,NCT04262869,M264
7925,NCT01107626,M264
7243,NCT03358563,M2638
5296,NCT00298155,M2638
2050,NCT00729560,M2638
8086,NCT00936390,M2638
9643,NCT04025372,M2638
9438,NCT04207255,M2638
7555,NCT00165204,M2638
2940,NCT02834624,M263793
8479,NCT01625793,M263323
4145,NCT00135798,M263323
1703,NCT00384579,M263320
2744,NCT03837860,M263319
2278,NCT04587115,M263319
3313,NCT03781115,M263319
8403,NCT00458211,M263319
8146,NCT00004084,M263278
1566,NCT04098250,M263035
9462,NCT04179474,M263035
2454,NCT03333109,M263035
9151,NCT04461795,M263035
2987,NCT04417361,M263035
2375,NCT01652573,M263035
4179,NCT00959764,M263035
4254,NCT01190254,M262811
4221,NCT01190267,M262811
6370,NCT01807546,M262809
8034,NCT01048619,M262809
9444,NCT04201145,M262566
9427,NCT04214249,M262566
9213,NCT04387084,M262566
6022,NCT03366844,M262566
9555,NCT04090528,M262566
9182,NCT04421560,M262566
5694,NCT03789097,M262566
9217,NCT04383938,M262566
9804,NCT03899805,M262566
3018,NCT02808143,M262566
9134,NCT04478695,M262566
8698,NCT03384836,M262566
101,NCT04552535,M262566
6765,NCT04387227,M262566
7799,NCT04060342,M262566
8704,NCT02963090,M262566
9595,NCT04058145,M262566
9520,NCT04118036,M262566
4319,NCT04274907,M262566
5492,NCT04027946,M262566
5038,NCT02036502,M262566
9802,NCT03901378,M262566
9499,NCT04134559,M262566
9471,NCT04169321,M262566
7928,NCT02331368,M262566
9331,NCT04291755,M262566
4948,NCT03426891,M262566
3886,NCT04130516,M262566
5329,NCT02638090,M262566
1953,NCT03153202,M262566
9492,NCT04143711,M262566
6239,NCT02305186,M262566
2888,NCT03405792,M262566
3273,NCT03233724,M262566
5662,NCT02287428,M262566
2311,NCT04357587,M262566
9243,NCT04359199,M262566
7497,NCT04471974,M262566
4012,NCT01390909,M26251
7229,NCT04330326,M26251
5800,NCT00694551,M26251
9350,NCT04270682,M26251
4934,NCT00141908,M26251
1943,NCT00613600,M26251
9733,NCT03956056,M26251
5730,NCT03080493,M26251
9431,NCT04210427,M26251
7341,NCT01996826,M26251
4125,NCT04139928,M26251
1616,NCT03866434,M26217
2773,NCT01723059,M26217
8331,NCT01772290,M26217
1605,NCT02142712,M26217
3382,NCT01901276,M26217
5661,NCT03226054,M26217
1699,NCT00211614,M26217
5005,NCT00237367,M26217
4721,NCT00517270,M26217
1418,NCT01322633,M26217
5623,NCT00573924,M26217
1323,NCT02387203,M26217
1442,NCT01613001,M26217
2105,NCT04211545,M26217
1027,NCT00701259,M26217
4097,NCT01889797,M262028
6416,NCT03311126,M262028
4817,NCT03086395,M262028
7771,NCT02336048,M262028
8174,NCT02992522,M262028
6694,NCT03529487,M26173
4287,NCT01744548,M26173
2063,NCT02323399,M26173
5953,NCT01537081,M26173
9480,NCT04153188,M26173
6908,NCT04589676,M2614
7052,NCT01517711,M2614
9113,NCT04494698,M2614
5527,NCT04592978,M2614
8887,NCT03796208,M2614
6088,NCT01673594,M2614
8050,NCT03389750,M2614
6659,NCT03887247,M2614
5267,NCT02990377,M2614
6867,NCT03852628,M2614
8955,NCT02290223,M2614
7102,NCT02447848,M2614
8204,NCT04189523,M2614
4900,NCT03305497,M2614
8496,NCT02508935,M2614
4816,NCT03794882,M2614
8928,NCT00555425,M2614
5212,NCT04458545,M2614
5650,NCT04251208,M2614
5334,NCT03646084,M2614
5571,NCT02360007,M2614
8485,NCT03933345,M2614
8078,NCT01389544,M2614
5283,NCT03161795,M2614
6976,NCT00488969,M2614
5276,NCT00124358,M2614
7921,NCT03932799,M2614
5597,NCT03071744,M2614
8729,NCT04542642,M2614
8283,NCT00783172,M2614
5263,NCT04555239,M2614
8134,NCT00000273,M2614
7456,NCT04360681,M2614
5989,NCT04136548,M2614
6697,NCT03305055,M2614
5836,NCT02081391,M2614
5065,NCT00612287,M2614
6412,NCT03783702,M2614
5128,NCT01395784,M2614
8766,NCT04034004,M2614
5942,NCT03725332,M2614
7801,NCT03461120,M2614
7537,NCT02709317,M2614
6384,NCT04180020,M2614
5713,NCT03834025,M2614
8358,NCT00007527,M2614
8771,NCT03377855,M2614
8699,NCT02746263,M2614
5096,NCT00000788,M2614
5384,NCT02152397,M2614
6366,NCT00458510,M2614
6691,NCT03880487,M2614
6595,NCT01533155,M2614
5430,NCT01442493,M2614
5730,NCT03080493,M2614
6441,NCT02897414,M2614
6062,NCT02187198,M2614
4764,NCT01843751,M2614
5358,NCT04236804,M2614
4740,NCT01766960,M2614
8906,NCT02564341,M2614
7845,NCT02143648,M2614
6045,NCT02679560,M2614
8131,NCT00481182,M2614
6039,NCT02935621,M2614
7836,NCT02143973,M2614
7833,NCT01775995,M2614
5242,NCT02540512,M2614
7676,NCT03202745,M2614
8228,NCT00879996,M2614
6455,NCT04219540,M2614
6308,NCT04225598,M2614
8961,NCT03718104,M2614
9062,NCT04539821,M2614
8105,NCT02088177,M2614
9114,NCT04491175,M2614
4672,NCT00486811,M2614
4487,NCT03352479,M2614
3457,NCT03282669,M2614
3117,NCT02241824,M2614
3485,NCT02880540,M2614
3253,NCT03671746,M2614
9176,NCT04427202,M2614
9846,NCT03867539,M2614
4343,NCT03309163,M2614
2479,NCT02941809,M2614
2229,NCT03532256,M2614
4149,NCT04477304,M2614
9476,NCT04162145,M2614
2844,NCT02296840,M2614
2225,NCT03236155,M2614
2497,NCT03195205,M2614
2499,NCT04063670,M2614
9374,NCT04253782,M2614
9620,NCT04044521,M2614
9171,NCT04433975,M2614
2954,NCT03408483,M2614
4165,NCT01928953,M2614
2237,NCT03306147,M2614
2650,NCT03219177,M2614
3634,NCT03555266,M2614
2314,NCT04250077,M2614
2393,NCT02219321,M2614
9237,NCT04368364,M2614
1620,NCT01725087,M2614
3299,NCT03889418,M2614
2357,NCT03678870,M2614
2432,NCT04122378,M2614
2699,NCT00706576,M2614
1559,NCT03931395,M2614
2312,NCT02069379,M2614
2467,NCT03426137,M2614
3587,NCT00486902,M2614
2294,NCT01431742,M2614
4087,NCT00472303,M2614
2278,NCT04587115,M2614
4391,NCT03714711,M2614
1517,NCT01538745,M2614
1718,NCT00218127,M2614
3633,NCT03830307,M2614
9858,NCT03863353,M2614
1070,NCT02813356,M2614
4048,NCT00235729,M2614
9975,NCT03779997,M2614
3823,NCT01894087,M2614
4278,NCT03175640,M2614
3812,NCT01264887,M2614
4472,NCT04211077,M2614
2159,NCT01140724,M2614
32,NCT03924505,M2614
9401,NCT04233671,M2614
3706,NCT02824276,M2614
2543,NCT01268670,M2614
1805,NCT00591448,M2614
2002,NCT01705288,M2614
3709,NCT00762060,M2614
2569,NCT02787928,M2614
9153,NCT04459416,M2614
9970,NCT03782506,M2614
9712,NCT03976258,M2614
9269,NCT04340622,M2614
3754,NCT03834142,M2614
2821,NCT02063451,M2614
4593,NCT02657317,M2614
2978,NCT03801863,M2614
4519,NCT04247646,M2614
1351,NCT00505414,M2614
2617,NCT02932579,M2614
9861,NCT03861832,M2614
1809,NCT03570320,M2614
2744,NCT03837860,M2614
9323,NCT04295135,M2614
3435,NCT04377204,M2614
9421,NCT04219397,M2614
2211,NCT02934191,M2614
9741,NCT03947749,M2614
2210,NCT03168425,M2614
2523,NCT00499746,M2614
2837,NCT02222246,M2614
9727,NCT03962725,M2614
9890,NCT03838510,M2614
2976,NCT01874964,M2614
9549,NCT04092101,M2614
2530,NCT02464410,M2614
3529,NCT01588158,M2614
6696,NCT03339258,M261372
4754,NCT01435954,M261372
2577,NCT01390870,M261372
6811,NCT04386317,M261372
3529,NCT01588158,M2613
8358,NCT00007527,M2613
7290,NCT03079999,M2613
4825,NCT04588727,M2613
4931,NCT04158830,M2613
3401,NCT00646451,M2613
9282,NCT04330183,M2613
9151,NCT04461795,M2613
2530,NCT02464410,M2613
9517,NCT04119024,M2613
2523,NCT00499746,M2613
9727,NCT03962725,M2613
8699,NCT02746263,M2613
4523,NCT03897764,M2613
4925,NCT01846182,M2613
4524,NCT00299065,M2613
3670,NCT00232115,M2613
3669,NCT01951417,M2613
6926,NCT01510327,M2613
3411,NCT03187080,M2613
5871,NCT03250338,M2613
6149,NCT00749203,M2613
6167,NCT00527982,M2613
3391,NCT04070573,M2613
3656,NCT01668667,M2613
9142,NCT04469530,M2613
3367,NCT00811057,M2613
3746,NCT02987257,M2613
4823,NCT02485145,M2613
8916,NCT03771586,M2613
9712,NCT03976258,M2613
6889,NCT00693121,M2613
9523,NCT04115644,M2613
7990,NCT00122447,M2613
8914,NCT02341638,M2613
5836,NCT02081391,M2613
9153,NCT04459416,M2613
2572,NCT00135720,M2613
2570,NCT01598896,M2613
2569,NCT02787928,M2613
2559,NCT00729690,M2613
2543,NCT01268670,M2613
2151,NCT04258397,M2613
3706,NCT02824276,M2613
4824,NCT03290963,M2613
2211,NCT02934191,M2613
9741,NCT03947749,M2613
7102,NCT02447848,M2613
7062,NCT00862095,M2613
6062,NCT02187198,M2613
3628,NCT00733096,M2613
7027,NCT01500434,M2613
7208,NCT01985269,M2613
4903,NCT02443220,M2613
7052,NCT01517711,M2613
2278,NCT04587115,M2613
2294,NCT01431742,M2613
3587,NCT00486902,M2613
2454,NCT03333109,M2613
2466,NCT00186862,M2613
8310,NCT03482440,M2613
7149,NCT01818869,M2613
2442,NCT00004727,M2613
2425,NCT01330810,M2613
6010,NCT03621085,M2613
2357,NCT03678870,M2613
5989,NCT04136548,M2613
4487,NCT03352479,M2613
2380,NCT01333917,M2613
5901,NCT02807623,M2613
2467,NCT03426137,M2613
6137,NCT00911248,M2613
3457,NCT03282669,M2613
3650,NCT03739021,M2613
3428,NCT01852955,M2613
5882,NCT01513668,M2613
8752,NCT02819141,M2613
2216,NCT04031729,M2613
2509,NCT01329406,M2613
8906,NCT02564341,M2613
6974,NCT00621751,M2613
9858,NCT03863353,M2613
6976,NCT00488969,M2613
3634,NCT03555266,M2613
8336,NCT04205539,M2613
2225,NCT03236155,M2613
9143,NCT04467723,M2613
7007,NCT03321292,M2613
4906,NCT00940784,M2613
3482,NCT01636999,M2613
8330,NCT00767806,M2613
3485,NCT02880540,M2613
8325,NCT00760474,M2613
2364,NCT03020875,M2613
5328,NCT01038323,M2613
7382,NCT00970944,M2613
8922,NCT03859011,M2613
5096,NCT00000788,M2613
7855,NCT00773734,M2613
4343,NCT03309163,M2613
1452,NCT00997503,M2613
5322,NCT03152409,M2613
4149,NCT04477304,M2613
4328,NCT03172741,M2613
8078,NCT01389544,M2613
1413,NCT03591510,M2613
5109,NCT02839785,M2613
4157,NCT00005007,M2613
1188,NCT01333488,M2613
5289,NCT04171921,M2613
4175,NCT02655354,M2613
8612,NCT01502761,M2613
8095,NCT04294966,M2613
7852,NCT01313208,M2613
7850,NCT01421303,M2613
4359,NCT00697151,M2613
5431,NCT02641353,M2613
5430,NCT01442493,M2613
1566,NCT04098250,M2613
1559,NCT03931395,M2613
8973,NCT02422485,M2613
7809,NCT01495923,M2613
4079,NCT00837434,M2613
7845,NCT02143648,M2613
4087,NCT00472303,M2613
1517,NCT01538745,M2613
1509,NCT00159484,M2613
5375,NCT02771925,M2613
5374,NCT03971448,M2613
7836,NCT02143973,M2613
8050,NCT03389750,M2613
1351,NCT00505414,M2613
8045,NCT00061906,M2613
5212,NCT04458545,M2613
4222,NCT01074151,M2613
5150,NCT02172040,M2613
1226,NCT00713739,M2613
8624,NCT04207060,M2613
1285,NCT00139581,M2613
5220,NCT02417506,M2613
5207,NCT01253408,M2613
5148,NCT00183989,M2613
5205,NCT00120302,M2613
7972,NCT00087399,M2613
7976,NCT00880191,M2613
1244,NCT02418702,M2613
5189,NCT02979197,M2613
7986,NCT00748098,M2613
7956,NCT01099449,M2613
1220,NCT00130364,M2613
5276,NCT00124358,M2613
8029,NCT01964404,M2613
5122,NCT01859858,M2613
5267,NCT02990377,M2613
5260,NCT02796352,M2613
1327,NCT00231998,M2613
4291,NCT03278808,M2613
1326,NCT00232011,M2613
1322,NCT00121316,M2613
1295,NCT00150059,M2613
1217,NCT00183807,M2613
4286,NCT01076816,M2613
5242,NCT02540512,M2613
7949,NCT00489411,M2613
9038,NCT04560673,M2613
5233,NCT01520298,M2613
5068,NCT01508676,M2613
5433,NCT01480167,M2613
9237,NCT04368364,M2613
8187,NCT02025439,M2613
8935,NCT03635905,M2613
1917,NCT03385057,M2613
5667,NCT02836288,M2613
3866,NCT04504734,M2613
1046,NCT02419443,M2613
7500,NCT01023477,M2613
3882,NCT02820519,M2613
1968,NCT03009019,M2613
5647,NCT02442739,M2613
9551,NCT04091022,M2613
5635,NCT00823381,M2613
1053,NCT02420041,M2613
8180,NCT00414323,M2613
7535,NCT00627250,M2613
4961,NCT03106363,M2613
1973,NCT03006276,M2613
9554,NCT04090684,M2613
3805,NCT02378740,M2613
4483,NCT03054103,M2613
2033,NCT01511640,M2613
5741,NCT01014533,M2613
8928,NCT00555425,M2613
5730,NCT03080493,M2613
9266,NCT04341727,M2613
8230,NCT03344419,M2613
5716,NCT02352116,M2613
2002,NCT01705288,M2613
8228,NCT00879996,M2613
4472,NCT04211077,M2613
6200,NCT02666742,M2613
7437,NCT00823212,M2613
3812,NCT01264887,M2613
1065,NCT01589978,M2613
7559,NCT01605903,M2613
5065,NCT00612287,M2613
7748,NCT02008058,M2613
1666,NCT02239627,M2613
4386,NCT03185871,M2613
4016,NCT02568618,M2613
4032,NCT00664040,M2613
1642,NCT01640171,M2613
8134,NCT00000273,M2613
5457,NCT01937468,M2613
1104,NCT00000157,M2613
1620,NCT01725087,M2613
7760,NCT02927249,M2613
5450,NCT02234011,M2613
9601,NCT04055623,M2613
8131,NCT00481182,M2613
5447,NCT02194088,M2613
8145,NCT01141049,M2613
8596,NCT03277573,M2613
7577,NCT00431847,M2613
1075,NCT00618956,M2613
9260,NCT04344457,M2613
1809,NCT03570320,M2613
5605,NCT02759185,M2613
5597,NCT03071744,M2613
3931,NCT00507936,M2613
5008,NCT01435941,M2613
5571,NCT02360007,M2613
8955,NCT02290223,M2613
7647,NCT00785577,M2613
3967,NCT00032890,M2613
5024,NCT00430196,M2613
1095,NCT00620867,M2613
1718,NCT00218127,M2613
4391,NCT03714711,M2613
9463,NCT04178993,M2613
1248,NCT02378415,M2613
6412,NCT03783702,M2613
8856,NCT03905720,M2613
4640,NCT01511939,M2613
3299,NCT03889418,M2613
2954,NCT03408483,M2613
6697,NCT03305055,M2613
2617,NCT02932579,M2613
3253,NCT03671746,M2613
4768,NCT01622959,M2613
6661,NCT00107991,M2613
6377,NCT01523080,M2613
4672,NCT00486811,M2613
8508,NCT01182727,M2613
3330,NCT01027611,M2613
6562,NCT04562779,M2613
8786,NCT03395314,M2613
9910,NCT03822962,M2613
6339,NCT03831321,M2613
3043,NCT02240407,M2613
2611,NCT02311777,M2613
2608,NCT00352651,M2613
8489,NCT02219906,M2613
6441,NCT02897414,M2613
2837,NCT02222246,M2613
6543,NCT01987908,M2613
4810,NCT04499495,M2613
4670,NCT01332500,M2613
6308,NCT04225598,M2613
2844,NCT02296840,M2613
8554,NCT00268242,M2613
6834,NCT03417388,M2613
8485,NCT03933345,M2613
2645,NCT01228214,M2613
2744,NCT03837860,M2613
8454,NCT01001429,M2613
6265,NCT01290601,M2613
8420,NCT02944578,M2613
2650,NCT03219177,M2613
6691,NCT03880487,M2613
8526,NCT00587496,M2613
6302,NCT00508586,M2613
2929,NCT01127490,M2613
3222,NCT01775865,M2613
3328,NCT01714102,M2613
3310,NCT01391858,M2613
6558,NCT00424294,M2613
8425,NCT01495858,M2613
8427,NCT01280591,M2613
9358,NCT04263831,M2613
3145,NCT00308620,M2613
6366,NCT00458510,M2613
6595,NCT01533155,M2613
4740,NCT01766960,M2613
3271,NCT00796705,M2613
8756,NCT02487485,M2613
6767,NCT04255498,M2613
9110,NCT04495283,M2613
2976,NCT01874964,M2613
6348,NCT04603911,M2613
3136,NCT02922985,M2613
6455,NCT04219540,M2613
6508,NCT04419948,M2613
4626,NCT03709888,M2613
6867,NCT03852628,M2613
6711,NCT01425476,M2613
8496,NCT02508935,M2613
8441,NCT00621530,M2613
4722,NCT02094898,M2613
2857,NCT01231165,M2613
2987,NCT04417361,M2613
9421,NCT04219397,M2613
8839,NCT02777554,M2613
9462,NCT04179474,M2613
2692,NCT02443142,M2613
4764,NCT01843751,M2613
3042,NCT00208026,M2613
4653,NCT01786109,M2613
6524,NCT01969903,M2613
6472,NCT00000152,M2613
6881,NCT04360044,M2613
3205,NCT00047515,M261212
1310,NCT00412295,M261212
6345,NCT01065064,M261212
3618,NCT02234557,M2610
7533,NCT00702637,M2610
5377,NCT00248092,M2610
8605,NCT00046813,M2610
9548,NCT04092387,M2610
4104,NCT03289676,M2610
9560,NCT04088175,M2610
8333,NCT01928719,M2610
1762,NCT02995915,M2610
9566,NCT04084210,M2610
4549,NCT03905928,M2610
9389,NCT04240756,M2610
1488,NCT01560754,M2610
8332,NCT01928758,M2610
1784,NCT01321944,M2610
1796,NCT02269514,M2610
1034,NCT03719391,M2610
3132,NCT02148445,M2610
1028,NCT00809627,M2610
3311,NCT01136642,M2610
5470,NCT01063153,M2610
3272,NCT00469079,M2610
2830,NCT01484717,M2610
5435,NCT00753012,M2610
5486,NCT03533556,M2610
4019,NCT02293655,M2610
3557,NCT03652740,M2610
8135,NCT01223404,M2610
9513,NCT04123041,M2610
8968,NCT03185546,M2610
6234,NCT01905618,M2610
4015,NCT02664012,M2610
9422,NCT04219280,M2610
9929,NCT03810703,M2610
8449,NCT03937687,M2610
4365,NCT04418856,M2610
1601,NCT02323438,M2610
8429,NCT00224419,M2610
4073,NCT00359723,M2610
6385,NCT01100658,M2610
5657,NCT02792426,M2610
4390,NCT01296698,M2610
5541,NCT01402674,M2610
9549,NCT04092101,M2610
7072,NCT01199380,M2610
2899,NCT04090879,M2610
4030,NCT03603496,M2610
6611,NCT02832401,M2610
2230,NCT01299896,M2610
1541,NCT02185898,M2610
8315,NCT03637972,M2610
3969,NCT01177176,M2610
9614,NCT04047836,M2610
9463,NCT04178993,M2610
1457,NCT03495063,M2610
2529,NCT00781586,M2610
7406,NCT01416948,M2610
5110,NCT01280968,M2610
1395,NCT03904186,M2610
4313,NCT04609514,M2610
3413,NCT04133376,M2610
2190,NCT00308763,M2610
1197,NCT04507204,M2610
3216,NCT03654365,M2610
4629,NCT03982576,M2610
2523,NCT00499746,M2610
2055,NCT02859142,M2610
1366,NCT02478788,M2610
6429,NCT01875653,M2610
1204,NCT03674970,M2610
9709,NCT03979885,M2610
5751,NCT03860077,M2610
8255,NCT01100268,M2610
7299,NCT03920137,M2610
1216,NCT03893032,M2610
1313,NCT04017624,M2610
8016,NCT02293824,M2610
9464,NCT04176172,M2610
7309,NCT04474093,M2610
3030,NCT02239770,M2610
2142,NCT00258479,M2610
4227,NCT04132557,M2610
2590,NCT02643914,M2610
9636,NCT04033237,M2610
5203,NCT03119363,M2610
9399,NCT04235686,M2610
3447,NCT03217201,M2610
2183,NCT02638168,M2610
2631,NCT00713479,M2610
8607,NCT00228046,M2610
1965,NCT03072511,M2610
5340,NCT03811847,M2610
6088,NCT01673594,M2610
8421,NCT00553319,M2610
8787,NCT01457339,M2610
74,NCT01087905,M2610
5338,NCT04114526,M2610
4331,NCT03315442,M2610
9470,NCT04170738,M2610
6984,NCT00233090,M2610
1995,NCT03311646,M2610
1789,NCT01932996,M2610
2028,NCT03973489,M2610
8232,NCT01811940,M2610
6292,NCT03796884,M260878
3714,NCT00294723,M260523
3645,NCT00318422,M260523
1755,NCT00620282,M260523
2593,NCT00427154,M260523
1413,NCT03591510,M260518
4099,NCT02512926,M260518
1676,NCT03264131,M260518
9802,NCT03901378,M260518
5634,NCT00958022,M260518
2352,NCT00856830,M260518
5400,NCT01235793,M260518
6212,NCT02481310,M260518
1959,NCT02748889,M260518
7142,NCT01046825,M260518
9609,NCT04049669,M260518
7621,NCT02114229,M260518
