,NCTId,EnrollmentCount
83,NCT02128542,66
3657,NCT00718588,66
5478,NCT02114190,66
7176,NCT01780701,66
7175,NCT02764983,66
5144,NCT03041077,66
8889,NCT00178048,66
2175,NCT00000938,66
6574,NCT00777296,66
7088,NCT03279120,66
9938,NCT03803761,66
6245,NCT01294982,66
8786,NCT03395314,66
6163,NCT00583024,66
6211,NCT01942837,66
1849,NCT00573599,66
6922,NCT01829620,658
3022,NCT01168297,657
7826,NCT00841126,657
155,NCT01764269,656
3799,NCT00332852,655
2478,NCT00135109,654
7190,NCT04166370,6536
7908,NCT03271307,6530
9678,NCT04000880,652
2992,NCT01894191,651
156,NCT03346603,650
4912,NCT00582478,650
8660,NCT00828100,650
4661,NCT04579120,650
8900,NCT01594632,650
47,NCT03199846,650
7218,NCT00351702,650
1899,NCT03118297,65
8716,NCT03602014,65
7391,NCT04094298,65
3353,NCT04022434,65
9997,NCT03767738,65
9950,NCT03796559,65
6334,NCT04326517,65
7496,NCT00615641,65
4485,NCT00211900,65
7569,NCT04322357,65
7395,NCT03758846,65
1542,NCT00667147,65
5673,NCT04296942,65
8874,NCT01216891,65
2647,NCT03625492,65
1868,NCT00888745,65
1160,NCT02455804,65
2047,NCT03341078,65
6438,NCT02784106,65
7065,NCT00691067,65
4224,NCT02880644,65
8531,NCT00284453,65
7794,NCT03399786,65
5880,NCT02236663,649
6223,NCT02706951,648
7304,NCT00387855,6471
4474,NCT02302612,647
2011,NCT02500836,646
7376,NCT00756600,643
8484,NCT01790438,641
7746,NCT04012749,6400
3638,NCT00608426,6400
3583,NCT04428112,640
9253,NCT04351880,640
7683,NCT03935282,640
5031,NCT04540003,640
6674,NCT02435459,640
7090,NCT01679938,640
3572,NCT02404012,64
9953,NCT03795701,64
1829,NCT01516255,64
5140,NCT02354287,64
5020,NCT04397055,64
7251,NCT00885131,64
6370,NCT01807546,64
3949,NCT04243343,64
1717,NCT00104455,64
9077,NCT04524715,64
9137,NCT04474210,64
2022,NCT01321892,64
5529,NCT04396873,64
7847,NCT01165476,64
8379,NCT01511432,64
4109,NCT04131296,64
1633,NCT02964481,64
8877,NCT02734667,64
7396,NCT01158976,64
4515,NCT00925366,64
9792,NCT03907917,64
2886,NCT04216342,64
7311,NCT01441167,64
9846,NCT03867539,64
8890,NCT03422367,64
7283,NCT02722356,64
7062,NCT00862095,64
3063,NCT02456649,64
4123,NCT04171466,64
4144,NCT01110200,639
6275,NCT00468858,636
3293,NCT00341835,6356
3818,NCT01352676,635
4175,NCT02655354,635
7610,NCT02032277,634
4776,NCT03046069,634
2230,NCT01299896,633
4209,NCT03356340,63257
1968,NCT03009019,631
5692,NCT00101868,631
2268,NCT02054624,631
6185,NCT00116090,6300
5095,NCT03365063,6300
9307,NCT04307004,630
4359,NCT00697151,630
8136,NCT02566317,630
7186,NCT04370977,630
7384,NCT00865553,630
3837,NCT01814722,63
3820,NCT00481143,63
8782,NCT03135756,63
1651,NCT01043510,63
1698,NCT02742532,63
4929,NCT00422799,63
9099,NCT04502706,63
3625,NCT00016510,63
7982,NCT00096031,63
4079,NCT00837434,63
6506,NCT00742222,63
8351,NCT01306201,63
1522,NCT00159432,63
6155,NCT00656019,63
6953,NCT01920243,63
5531,NCT02362425,63
5951,NCT01652079,63
8802,NCT01647438,63
8620,NCT00460278,63
9836,NCT03875209,63
8868,NCT02679729,63
5963,NCT01559688,63
5245,NCT02534376,63
6084,NCT01751737,63
123,NCT02053506,63
6864,NCT01126697,63
3257,NCT03206736,63
6400,NCT02112058,6298
3517,NCT00982228,629
2658,NCT00379782,628
5214,NCT04275180,628
6497,NCT03259646,6272
3986,NCT01282008,627
8156,NCT00427128,627
8327,NCT04369742,626
7508,NCT04092257,625
5599,NCT02829554,6242
8344,NCT04427527,6240
7759,NCT03971435,6228
4087,NCT00472303,622
1973,NCT03006276,622
9821,NCT03881891,6214
4922,NCT00197223,6213
4856,NCT04007419,621
5649,NCT03114410,621
7493,NCT00213083,6203
7291,NCT02825654,6200
8117,NCT03730259,620
8441,NCT00621530,62
9776,NCT03921814,62
8323,NCT00308971,62
6729,NCT00273351,62
9794,NCT03906630,62
8675,NCT00885963,62
7872,NCT04027218,62
6886,NCT03038594,62
1966,NCT00278772,62
1822,NCT00833716,62
8238,NCT00784849,62
9592,NCT04059523,62
2228,NCT00572052,62
6361,NCT00590681,62
1895,NCT00269555,62
4446,NCT01387529,62
1647,NCT01489644,62
1251,NCT01715220,62
4387,NCT01811316,62
6161,NCT00589966,62
3159,NCT00251290,62
5277,NCT03177447,62
2056,NCT00916539,62
9972,NCT03781986,62
107,NCT00351741,62
7951,NCT00531817,619
1418,NCT01322633,61864
6002,NCT03789396,618
4670,NCT01332500,61737
7452,NCT03334422,615
6458,NCT01098292,615
3922,NCT00926796,614
5301,NCT00613873,611
2953,NCT00074685,610
5875,NCT03406104,61
7637,NCT00073853,61
4116,NCT02236598,61
1767,NCT01900834,61
4085,NCT00945906,61
5702,NCT03052530,61
6295,NCT02955394,61
8735,NCT01678079,61
2959,NCT04018573,61
7868,NCT00337467,61
3098,NCT01475617,61
3642,NCT02521454,61
6230,NCT00321932,61
1131,NCT01623544,6086
9452,NCT04188873,608
2462,NCT00378950,605
7891,NCT02071563,6039
1111,NCT02917057,6024
2422,NCT02660086,602
6217,NCT01334190,602
5011,NCT02094170,601
3838,NCT00637689,601
7889,NCT02383602,6000
5040,NCT03102580,6000
5094,NCT00932958,6000
6841,NCT04534959,6000
5748,NCT00000362,600
8485,NCT03933345,600
1492,NCT03155841,600
9722,NCT03966872,600
5967,NCT02632552,600
8150,NCT00568308,600
9388,NCT04240951,600
1258,NCT04501419,600
8358,NCT00007527,600
3192,NCT04191551,600
1577,NCT01334541,600
3213,NCT02944877,600
6305,NCT03494738,600
2890,NCT00006181,600
6828,NCT01496014,600
5753,NCT00237094,600
2839,NCT00005781,600
8014,NCT03176004,600
6831,NCT03889028,600
8671,NCT04042909,600
5530,NCT04036006,600
7196,NCT03745495,600
7312,NCT04590963,600
9501,NCT04131946,600
2602,NCT00169806,600
8434,NCT03885232,600
1648,NCT04604145,600
2693,NCT00342732,600
3825,NCT04408794,600
2024,NCT00134927,600
9169,NCT04437680,600
1672,NCT03536676,600
7487,NCT02903602,600
9176,NCT04427202,600
6204,NCT04347629,600
5267,NCT02990377,600
3086,NCT02153814,600
9892,NCT03837522,600
7522,NCT00336245,600
9532,NCT04107610,600
5049,NCT03491202,600
5155,NCT04168203,600
4938,NCT01785004,600
5381,NCT01282021,600
7869,NCT01687153,600
8171,NCT01856049,600
5644,NCT01500525,600
5833,NCT04132739,60
2779,NCT04036344,60
1527,NCT01908205,60
6562,NCT04562779,60
9684,NCT03997812,60
7806,NCT00706394,60
8876,NCT02085473,60
4727,NCT03247803,60
6035,NCT03078530,60
7349,NCT00639795,60
2404,NCT00675506,60
8722,NCT04524104,60
1951,NCT00127296,60
4420,NCT04314713,60
6371,NCT02703948,60
7455,NCT03282110,60
2310,NCT00976443,60
9876,NCT03848650,60
2327,NCT01627210,60
6125,NCT01212731,60
2344,NCT04323267,60
9852,NCT03865381,60
4789,NCT02856217,60
6102,NCT01466127,60
6098,NCT01525680,60
7626,NCT03446131,60
1881,NCT01295684,60
8282,NCT02387281,60
9903,NCT03828682,60
8174,NCT02992522,60
9914,NCT03819881,60
8743,NCT04488575,60
4524,NCT00299065,60
8766,NCT04034004,60
2089,NCT03400345,60
6280,NCT00349713,60
9957,NCT03794011,60
4805,NCT03845985,60
8746,NCT02665143,60
4481,NCT02670850,60
8257,NCT03634397,60
2195,NCT00346580,60
6321,NCT00565149,60
9926,NCT03812146,60
2219,NCT03699930,60
7479,NCT02169882,60
2003,NCT03964974,60
4697,NCT03168490,60
9839,NCT03874351,60
4347,NCT03502278,60
9707,NCT03980743,60
8690,NCT00410904,60
9751,NCT03940508,60
2649,NCT00001887,60
5920,NCT04021342,60
4720,NCT04049045,60
2683,NCT03004443,60
5903,NCT02325414,60
5900,NCT03433261,60
37,NCT04047316,60
5895,NCT04446442,60
4649,NCT03992872,60
9732,NCT03956797,60
2727,NCT03029702,60
1621,NCT04049162,60
8865,NCT03256110,60
7365,NCT02289287,60
8319,NCT04514471,60
8141,NCT04212351,60
1702,NCT04201028,60
4285,NCT03984227,60
4536,NCT00088543,60
4300,NCT03395119,60
8821,NCT03137082,60
2449,NCT00274417,60
8679,NCT02513563,60
6022,NCT03366844,60
2503,NCT02308735,60
4313,NCT04609514,60
6008,NCT03673371,60
6453,NCT04579198,60
9770,NCT03927053,60
2548,NCT04346511,60
5984,NCT04249544,60
5975,NCT04587583,60
9777,NCT03920878,60
2575,NCT00869609,60
9771,NCT03926741,60
4719,NCT03274713,60
4186,NCT04357730,60
5469,NCT01879033,60
3414,NCT00485251,60
9581,NCT04073212,60
9469,NCT04171544,60
9281,NCT04330391,60
4739,NCT00013715,60
5297,NCT04040010,60
6692,NCT03867357,60
3211,NCT03615950,60
5163,NCT01109368,60
7750,NCT03453866,60
5199,NCT04334278,60
9480,NCT04153188,60
5085,NCT01247753,60
8573,NCT03574974,60
3634,NCT03555266,60
3196,NCT03680365,60
9059,NCT04541550,60
7533,NCT00702637,60
99,NCT02746809,60
3650,NCT03739021,60
6970,NCT00988104,60
6825,NCT02076308,60
9015,NCT04579393,60
6951,NCT02128152,60
5558,NCT03020719,60
8959,NCT03436953,60
8390,NCT00496483,60
3261,NCT01864460,60
4130,NCT03777020,60
8526,NCT00587496,60
9458,NCT04183504,60
5017,NCT03923491,60
9332,NCT04291066,60
1400,NCT00652574,60
5092,NCT04590521,60
4126,NCT04427800,60
6688,NCT04212650,60
7004,NCT01220713,60
5310,NCT03206164,60
9495,NCT04138953,60
63,NCT04229212,60
9555,NCT04090528,60
5684,NCT02175329,60
3081,NCT00269503,60
8347,NCT01506206,60
9085,NCT04517552,60
3085,NCT01401816,60
6913,NCT03248583,60
5046,NCT00617825,60
3087,NCT01665677,60
3594,NCT02026297,60
6775,NCT03040687,60
9519,NCT04118153,60
8922,NCT03859011,60
8118,NCT03637296,60
9310,NCT04305743,60
7099,NCT01937338,60
9507,NCT04126070,60
6793,NCT02628483,60
6782,NCT01614444,60
9114,NCT04491175,60
3171,NCT00654615,60
1243,NCT02875288,60
8539,NCT03745040,60
5315,NCT00588692,60
7552,NCT03439319,60
5074,NCT04247087,60
9062,NCT04539821,60
3160,NCT00746109,60
6716,NCT01184547,60
4574,NCT04203199,60
1255,NCT01073124,60
9096,NCT04506307,60
5333,NCT00904046,60
9064,NCT04539002,60
3880,NCT00001479,60
5053,NCT00790478,60
9984,NCT03773419,60
9364,NCT04259645,60
9396,NCT04235907,60
3696,NCT00335790,60
9261,NCT04344184,60
5420,NCT03815214,60
2917,NCT01779804,60
4748,NCT04108702,60
9190,NCT04410627,60
8018,NCT04075877,60
6663,NCT04380038,60
5788,NCT04603794,60
8431,NCT01436214,60
1005,NCT01261871,60
8430,NCT02808702,60
79,NCT02766634,60
9656,NCT04017390,60
3945,NCT00121979,60
7077,NCT04241133,60
9365,NCT04258319,60
8021,NCT04387734,60
3772,NCT00422643,60
8981,NCT04606030,60
7965,NCT02865187,60
9410,NCT04227847,60
9252,NCT04353206,60
8075,NCT03874793,60
1505,NCT01047735,60
7681,NCT03753360,60
9405,NCT04232124,60
5481,NCT02139436,60
5116,NCT00798538,60
8422,NCT00069433,60
9227,NCT04378075,60
1443,NCT03876665,60
9006,NCT04584710,60
8962,NCT04066894,60
5009,NCT00491660,60
2960,NCT02307565,60
5103,NCT03724487,60
8469,NCT00760383,60
9438,NCT04207255,60
3780,NCT00094055,60
3917,NCT03684070,60
6895,NCT01257581,60
3394,NCT04413708,60
7802,NCT04484649,60
1441,NCT02921048,60
8234,NCT00176462,60
7548,NCT01125124,60
5760,NCT01874886,60
7029,NCT03199222,60
9436,NCT04207567,60
9179,NCT04424576,60
57,NCT04163341,60
6646,NCT00884988,60
3895,NCT04246424,60
1068,NCT04075578,60
8244,NCT04150055,60
9627,NCT04038840,60
2632,NCT03814980,6
5641,NCT03579225,6
6109,NCT01390064,6
8987,NCT04599881,6
3400,NCT01817660,6
8207,NCT03313375,6
8642,NCT03502681,6
6771,NCT03564782,6
6117,NCT01320059,6
3955,NCT02720510,6
8697,NCT00515255,6
3340,NCT00988169,6
2652,NCT00790595,6
3282,NCT01253811,6
3504,NCT02989701,6
7400,NCT03395028,6
1188,NCT01333488,6
6351,NCT01892397,6
1143,NCT01024686,6
4902,NCT00848523,6
5597,NCT03071744,6
3984,NCT01028937,6
8354,NCT03672240,6
1971,NCT01617915,6
3501,NCT01230021,6
6168,NCT00426959,6
1217,NCT00183807,6
1930,NCT02863081,6
9992,NCT03769961,6
5486,NCT03533556,6
7476,NCT03432325,6
6081,NCT01763931,6
3523,NCT00280826,6
4632,NCT02269410,6
6778,NCT02334384,6
8249,NCT01810640,6
7644,NCT02887235,6
3040,NCT02924194,6
9289,NCT04322162,6
9937,NCT03804021,6
4565,NCT02661334,6
3002,NCT00001703,6
5826,NCT04515069,6
8622,NCT03616171,6
8415,NCT03806751,6
6993,NCT04043715,6
2688,NCT04105166,6
7067,NCT00572884,6
2872,NCT02068430,6
7328,NCT01309347,6
2792,NCT02956408,6
9964,NCT03787758,6
5249,NCT00473317,6
4274,NCT00358917,599
4752,NCT01191411,5970
7797,NCT00198822,59666
2967,NCT00322257,596
7886,NCT03880006,596
3536,NCT02561286,595
3699,NCT00110240,594
2190,NCT00308763,594
6401,NCT00031499,593
5934,NCT03121027,5920
1784,NCT01321944,590
9400,NCT04234581,59
2828,NCT02101619,59
2550,NCT00973440,59
6171,NCT00410059,59
7398,NCT01725152,59
5741,NCT01014533,59
6608,NCT00202449,59
3222,NCT01775865,59
3658,NCT00260156,59
8091,NCT02337296,59
2221,NCT03148262,59
3637,NCT00336232,59
9314,NCT04305184,59
7022,NCT00647569,59
7024,NCT02089594,59
5060,NCT01960946,59
5756,NCT01995812,59
6563,NCT02172859,59
8103,NCT01537068,59
9173,NCT04430010,588
8551,NCT01711359,588
4675,NCT02746900,587
1554,NCT02955238,587
1878,NCT03257436,586
2234,NCT02924857,585
4874,NCT04464187,584
7672,NCT00438594,584
4853,NCT04525326,584
5867,NCT04227405,584
3752,NCT00517166,584
6504,NCT00840658,584
2935,NCT00283751,583
7453,NCT01826760,583
1842,NCT00296088,582
4263,NCT01401842,582
7083,NCT00109551,58000
2891,NCT00000408,580
5949,NCT01011348,58
5914,NCT01434004,58
8368,NCT02366754,58
36,NCT03683134,58
3546,NCT01616628,58
8883,NCT00331058,58
7952,NCT00124618,58
5285,NCT03207711,58
7684,NCT03502096,58
6623,NCT02132793,58
5328,NCT01038323,58
3556,NCT01810354,58
5635,NCT00823381,58
8132,NCT03599193,58
7784,NCT04072757,58
4782,NCT03333876,58
9694,NCT03990389,58
4018,NCT00237926,58
8419,NCT02121652,58
6923,NCT03370991,58
8001,NCT02949128,58
6502,NCT01787175,58
8396,NCT02693327,58
8024,NCT03343106,58
7125,NCT04481048,58
4402,NCT03579329,58
1847,NCT00967915,58
2007,NCT02698670,577
5746,NCT01322568,5764
2860,NCT00333151,576
8308,NCT02429479,570
2756,NCT00520611,57
5904,NCT02307916,57
2691,NCT00850135,57
9804,NCT03899805,57
1422,NCT01092910,57
9942,NCT03802994,57
7781,NCT03594734,57
7547,NCT04602416,57
8303,NCT00026221,57
4890,NCT01390649,57
8468,NCT02415751,57
4932,NCT00588471,57
3824,NCT00138476,57
8674,NCT00764517,57
6932,NCT03767699,57
3983,NCT01956669,57
4442,NCT01644565,57
3055,NCT01084941,57
3598,NCT02511054,57
4117,NCT01271023,57
9051,NCT04549051,57
1642,NCT01640171,57
8666,NCT00258752,57
8006,NCT01839708,569
4415,NCT01563887,568
7159,NCT03668678,568
9312,NCT04305600,567
2988,NCT00496145,567
3251,NCT03213184,5667
5579,NCT02771847,566
6454,NCT02761551,56549
1757,NCT00264901,5652
5228,NCT02729103,565
4179,NCT00959764,565
1398,NCT00412087,564
9414,NCT04225585,564
7481,NCT03822611,5615
9256,NCT04349202,56000
3041,NCT00399711,560
3580,NCT01866722,560
6786,NCT01132898,560
1465,NCT00694174,56
9560,NCT04088175,56
6059,NCT02317640,56
3717,NCT00736775,56
5662,NCT02287428,56
3193,NCT00582270,56
2921,NCT03405129,56
5071,NCT02660970,56
4451,NCT00884377,56
4265,NCT02685826,56
5976,NCT04571008,56
6699,NCT02816346,56
3571,NCT04262791,56
4295,NCT01922856,56
1744,NCT03015207,56
5367,NCT00341627,56
2618,NCT00798876,56
9087,NCT04515576,56
9467,NCT04173572,56
1903,NCT00753480,56
5379,NCT01733030,56
6158,NCT00636441,56
5694,NCT03789097,56
7111,NCT00336622,56
1499,NCT00691184,56
6780,NCT02204098,56
4549,NCT03905928,56
6239,NCT02305186,56
2955,NCT03633708,56
7917,NCT01483469,56
7393,NCT00737893,56
4876,NCT01829269,559
5575,NCT02546479,5573
2113,NCT03597516,557
1709,NCT01632995,557
7241,NCT01024569,555
7387,NCT01312922,555
4698,NCT03639025,555
1386,NCT02908932,555
135,NCT01369030,554
7954,NCT00316836,554
4129,NCT00385697,554
1463,NCT00775398,553
3218,NCT02578147,552
4832,NCT02859831,551
7640,NCT00468832,551
8702,NCT00938964,550
6315,NCT01541761,550
4264,NCT01480999,550
1092,NCT02960568,550
1776,NCT00531661,550
8289,NCT00308386,550
4318,NCT00914784,550
7173,NCT02765672,550
6859,NCT01526291,550
6085,NCT01728753,550
5532,NCT00441077,550
5774,NCT03336255,550
3845,NCT01261767,55
6981,NCT00265447,55
5130,NCT03009045,55
4469,NCT00570297,55
3426,NCT00917501,55
9001,NCT04588025,55
1925,NCT00703508,55
9262,NCT04342871,55
5218,NCT02138838,55
8738,NCT02896010,55
1906,NCT01813227,55
9296,NCT04318145,55
5101,NCT00574587,55
9829,NCT03878745,55
6079,NCT01820455,55
7259,NCT03992001,55
8980,NCT04607200,55
6409,NCT02525432,55
6413,NCT04329754,55
2684,NCT01681862,55
5701,NCT01837524,55
1139,NCT00154323,55
5007,NCT03020758,55
4299,NCT04137757,55
2630,NCT03286283,55
6457,NCT02473926,55
8927,NCT02509117,55
5594,NCT02600819,55
2471,NCT00590161,55
4655,NCT01371266,55
1094,NCT01517841,55
1347,NCT01639053,5498
3632,NCT00978627,548
6175,NCT00386620,548
2283,NCT01327105,547
4121,NCT01816516,546
1549,NCT02617940,546
5397,NCT02475850,5451
6576,NCT00689221,545
7929,NCT00075946,545
7335,NCT02582957,544
9224,NCT04378790,544
52,NCT04191824,5435
8270,NCT03170700,543
6564,NCT02611648,541
5613,NCT01152684,541
6100,NCT01502319,5400
117,NCT02886689,5400
5439,NCT04482361,5400
3942,NCT00593983,540
2674,NCT02080429,540
1184,NCT03467737,54
3236,NCT00924365,54
3711,NCT01733394,54
8737,NCT03126981,54
2706,NCT01624194,54
3610,NCT00035100,54
7597,NCT01984801,54
2585,NCT04322149,54
6705,NCT02187211,54
1760,NCT02300844,54
5354,NCT00343005,54
5637,NCT03822403,54
5689,NCT01343654,54
7531,NCT02787759,54
9489,NCT04145791,54
1472,NCT02133586,54
6724,NCT00410189,54
1532,NCT03395964,54
7497,NCT04471974,54
5222,NCT04184843,54
5842,NCT01627314,54
75,NCT02616198,54
4585,NCT00596908,54
4710,NCT02829918,54
6303,NCT00352391,54
8100,NCT00336089,54
8384,NCT01552356,54
8228,NCT00879996,54
1133,NCT03078751,54
8295,NCT02835729,54
8498,NCT02224352,54
4207,NCT04295538,54
8204,NCT04189523,54
1142,NCT00049439,54
8449,NCT03937687,54
1573,NCT02703051,54
2892,NCT04173884,54
4868,NCT03800394,54
4436,NCT01994525,54
6435,NCT02888912,54
4054,NCT03196375,54
7470,NCT00902798,54
4351,NCT03159234,54
2410,NCT00267631,5392
33,NCT02334462,538
8731,NCT02982070,538
1446,NCT02829086,5365
9925,NCT03812614,536
8451,NCT03233555,535
7805,NCT01927523,5344
1627,NCT00065988,534
2709,NCT03982979,533
1927,NCT02544035,532
7332,NCT02587351,532
6240,NCT02421666,532
7808,NCT01412541,532
1836,NCT00415415,5302
1947,NCT00344136,5302
3701,NCT01742117,5300
7450,NCT01487434,5300
5459,NCT02974582,530
3573,NCT01045707,530
7779,NCT00605163,530
8861,NCT00967083,53
7334,NCT02734238,53
6693,NCT03833674,53
3015,NCT02035826,53
4104,NCT03289676,53
5034,NCT03372018,53
3603,NCT00727636,53
5178,NCT03450135,53
7830,NCT00415168,53
2883,NCT02817009,53
1521,NCT00159445,53
2492,NCT01751152,53
6600,NCT02383472,53
2605,NCT00356122,53
3168,NCT01860092,53
145,NCT01358552,53
3444,NCT03027440,52966
2539,NCT01366027,5290
1198,NCT00277498,528
2552,NCT03196999,528
1960,NCT04545333,528
1945,NCT00528814,527
8975,NCT01721044,527
6353,NCT00482612,526
41,NCT02395536,525
9939,NCT03803683,525
1674,NCT03621826,5247
7515,NCT01428830,524
5650,NCT04251208,523
2196,NCT00314158,523
3862,NCT00633321,522
8534,NCT01908517,522
1733,NCT03529214,5217
2654,NCT02281747,521292
6255,NCT02488902,521
7910,NCT01856673,521
6789,NCT00476346,5201
3815,NCT00001163,5201
6089,NCT01648166,520
9263,NCT04342728,520
8941,NCT01511107,520
8413,NCT02342795,520
6833,NCT02477943,520
4165,NCT01928953,520
4946,NCT04040504,520
2956,NCT00767039,52
6983,NCT00233103,52
5110,NCT01280968,52
5005,NCT00237367,52
2372,NCT01855620,52
1882,NCT01293617,52
8184,NCT02022657,52
5432,NCT03551184,52
2911,NCT03438227,52
1413,NCT03591510,52
4133,NCT04554966,52
1289,NCT03341754,52
9215,NCT04386057,52
6186,NCT00921557,52
7075,NCT02733614,52
1975,NCT00710619,52
9738,NCT03951610,52
1191,NCT01498640,52
2010,NCT00282126,52
5553,NCT03253744,52
2730,NCT01013870,52
8907,NCT00148902,52
5658,NCT01365819,52
7581,NCT03705377,5193
5706,NCT00341757,5190
4183,NCT00680069,517
3368,NCT00112047,517
7063,NCT00810225,516
3045,NCT00799097,516
3347,NCT00345475,516
3252,NCT01070082,5150
5820,NCT01395914,513
4044,NCT02757937,513
1756,NCT00095446,513
7109,NCT00349622,513
5029,NCT02801747,512
7208,NCT01985269,511
4518,NCT03303859,511
2761,NCT01044927,511
2818,NCT02709135,511
2242,NCT01063179,511
6753,NCT03085953,511
7817,NCT03376633,5106
1183,NCT01375036,510
4272,NCT03571750,510
1632,NCT04504019,510
3963,NCT03495284,51
2518,NCT04129567,51
3467,NCT02775565,51
5376,NCT02452853,51
3369,NCT02213068,51
4164,NCT03499860,51
8658,NCT00948467,51
3187,NCT01553318,51
2232,NCT00322049,51
8733,NCT00831766,51
5709,NCT00326495,51
4527,NCT03132857,51
7979,NCT00217620,51
8763,NCT04179721,51
2343,NCT00674336,51
8862,NCT00542360,51
1580,NCT00378131,51
1697,NCT01605773,51
8870,NCT02318186,51
1712,NCT02672735,51
2066,NCT02043574,51
4779,NCT02751203,5085
7819,NCT00742859,508
1961,NCT01226862,508
6678,NCT01104805,507
6911,NCT00909857,507
9857,NCT03863522,507
3256,NCT01131312,5060
3846,NCT00078598,506
3731,NCT01786993,506
7426,NCT02467933,5055
6893,NCT01178840,505
3064,NCT02412865,505
7318,NCT04233944,5044
4671,NCT01077596,50430
8246,NCT03028948,504
8189,NCT01996865,504
7564,NCT02753842,504
7815,NCT02849080,504
4875,NCT03379961,504
7858,NCT01632241,503
2820,NCT00104182,503
2218,NCT01702428,5016
2969,NCT01239082,50126
68,NCT01154296,5012
2770,NCT02034513,501
1447,NCT00764322,501
3656,NCT01668667,501
66,NCT02993120,5006
1611,NCT02555527,500000
1948,NCT00377702,500000
9209,NCT04389957,500000
1117,NCT02863458,50000
1682,NCT04003454,50000
3978,NCT02322554,50000
3977,NCT02467998,50000
6656,NCT00164671,5000
3627,NCT01004133,5000
7726,NCT00115271,5000
5792,NCT02483650,5000
2436,NCT03615235,5000
1173,NCT04542915,5000
7146,NCT03830840,5000
9180,NCT04424446,5000
8809,NCT01283295,5000
2472,NCT03313271,5000
3527,NCT01386424,5000
9101,NCT04502316,5000
3725,NCT01558479,5000
9851,NCT03865979,5000
7835,NCT02182180,5000
50,NCT03274726,5000
8977,NCT04609085,5000
3698,NCT01696721,5000
27,NCT04205877,5000
5389,NCT02876588,5000
2451,NCT04352764,5000
4383,NCT01223313,500
2322,NCT01643512,500
1512,NCT03713333,500
5456,NCT01868672,500
3436,NCT02775461,500
8315,NCT03637972,500
8902,NCT00122512,500
2568,NCT01266915,500
4864,NCT01109810,500
5817,NCT03654053,500
1424,NCT00869713,500
8727,NCT00085124,500
1981,NCT00377208,500
9807,NCT03898115,500
1667,NCT04459455,500
8147,NCT03325946,500
9790,NCT03910114,500
9787,NCT03913169,500
9772,NCT03924557,500
4307,NCT04145141,500
1990,NCT02557152,500
9191,NCT04410302,500
7906,NCT03631719,500
6749,NCT01844102,500
7692,NCT00162435,500
9054,NCT04546581,500
8087,NCT02571478,500
9279,NCT04330716,500
3793,NCT00028353,500
9271,NCT04339998,500
9266,NCT04341727,500
2789,NCT03087253,500
6741,NCT04421235,500
1280,NCT01166815,500
3600,NCT04496466,500
6446,NCT00481689,500
7933,NCT03984747,500
9222,NCT04379843,500
9115,NCT04488055,500
9206,NCT04392323,500
3855,NCT03193879,500
8533,NCT02605200,500
1192,NCT01713881,500
