,NCTId,InterventionType
4101,NCT03870334,Drug
6424,NCT00021814,Drug
4101,NCT03870334,Drug
7801,NCT03461120,Drug
7801,NCT03461120,Drug
4092,NCT02807454,Drug
6821,NCT02222532,Drug
6412,NCT03783702,Drug
4084,NCT00000641,Drug
4084,NCT00000641,Drug
4452,NCT00761020,Drug
7785,NCT04393246,Drug
4451,NCT00884377,Drug
6620,NCT00342355,Drug
4450,NCT00984256,Drug
7928,NCT02331368,Drug
6620,NCT00342355,Drug
6416,NCT03311126,Drug
4449,NCT01140191,Drug
6417,NCT00999804,Drug
6417,NCT00999804,Drug
4447,NCT01194336,Drug
4447,NCT01194336,Drug
6416,NCT03311126,Drug
7785,NCT04393246,Drug
6620,NCT00342355,Drug
4084,NCT00000641,Drug
4084,NCT00000641,Drug
4084,NCT00000641,Drug
4084,NCT00000641,Drug
6620,NCT00342355,Drug
4082,NCT00071266,Drug
6705,NCT02187211,Drug
4505,NCT00202878,Drug
6705,NCT02187211,Drug
7930,NCT00008385,Drug
4454,NCT00657917,Drug
7780,NCT01522768,Drug
6412,NCT03783702,Drug
6412,NCT03783702,Drug
4447,NCT01194336,Drug
6417,NCT00999804,Drug
4437,NCT01877421,Drug
7927,NCT00134056,Drug
6708,NCT01716338,Drug
7927,NCT00134056,Drug
7927,NCT00134056,Drug
7798,NCT00256750,Drug
7798,NCT00256750,Drug
7798,NCT00256750,Drug
7926,NCT00265850,Drug
7789,NCT02599961,Drug
6710,NCT01632709,Drug
6614,NCT02693444,Drug
6614,NCT02693444,Drug
6710,NCT01632709,Drug
6822,NCT03459846,Drug
4437,NCT01877421,Drug
6618,NCT02036931,Drug
7928,NCT02331368,Drug
6708,NCT01716338,Drug
7928,NCT02331368,Drug
6707,NCT01959022,Drug
4441,NCT01659515,Drug
4087,NCT00472303,Drug
6620,NCT00342355,Drug
7794,NCT03399786,Drug
6620,NCT00342355,Drug
4087,NCT00472303,Drug
7794,NCT03399786,Drug
4087,NCT00472303,Drug
6822,NCT03459846,Drug
6822,NCT03459846,Drug
7793,NCT02963922,Drug
7793,NCT02963922,Drug
4039,NCT01192178,Drug
6389,NCT00000174,Drug
6393,NCT02294357,Drug
6331,NCT04477083,Drug
3988,NCT04324359,Drug
6328,NCT00779220,Drug
6852,NCT00859781,Drug
7731,NCT00901979,Drug
4579,NCT01782352,Drug
6852,NCT00859781,Drug
6331,NCT04477083,Drug
7731,NCT00901979,Drug
7731,NCT00901979,Drug
7731,NCT00901979,Drug
3989,NCT01953588,Drug
6333,NCT04374591,Drug
4576,NCT04026009,Drug
6335,NCT04278495,Drug
6667,NCT02792699,Drug
6667,NCT02792699,Drug
6667,NCT02792699,Drug
7730,NCT03541941,Drug
4583,NCT01696435,Drug
4584,NCT01704859,Drug
7730,NCT03541941,Drug
7730,NCT03541941,Drug
3985,NCT02933502,Drug
6328,NCT00779220,Drug
6328,NCT00779220,Drug
7960,NCT00075686,Drug
3983,NCT01956669,Drug
6328,NCT00779220,Drug
3982,NCT00097123,Drug
7961,NCT00689728,Drug
7962,NCT00016406,Drug
3989,NCT01953588,Drug
7731,NCT00901979,Drug
4566,NCT02379221,Drug
6666,NCT01861951,Drug
3994,NCT01196429,Drug
3995,NCT02262806,Drug
6346,NCT02635971,Drug
6346,NCT02635971,Drug
6347,NCT03486353,Drug
7956,NCT01099449,Drug
7955,NCT04390009,Drug
6335,NCT04278495,Drug
6347,NCT03486353,Drug
4000,NCT01154101,Drug
6348,NCT04603911,Drug
4566,NCT02379221,Drug
6348,NCT04603911,Drug
4000,NCT01154101,Drug
3994,NCT01196429,Drug
4571,NCT00141895,Drug
4571,NCT00141895,Drug
6344,NCT02932475,Drug
6344,NCT02932475,Drug
3994,NCT01196429,Drug
3994,NCT01196429,Drug
6339,NCT03831321,Drug
7956,NCT01099449,Drug
6852,NCT00859781,Drug
7731,NCT00901979,Drug
6666,NCT01861951,Drug
7956,NCT01099449,Drug
6339,NCT03831321,Drug
7731,NCT00901979,Drug
7731,NCT00901979,Drug
7957,NCT03527186,Drug
6688,NCT04212650,Drug
6686,NCT00000700,Drug
3980,NCT00644332,Drug
4610,NCT03640312,Drug
6308,NCT04225598,Drug
4616,NCT00027404,Drug
6680,NCT00837239,Drug
7713,NCT01569191,Drug
6867,NCT03852628,Drug
6864,NCT01126697,Drug
4610,NCT03640312,Drug
6328,NCT00779220,Drug
4609,NCT00199797,Drug
7965,NCT02865187,Drug
6860,NCT02792114,Drug
6683,NCT02987543,Drug
6683,NCT02987543,Drug
6860,NCT02792114,Drug
6680,NCT00837239,Drug
3967,NCT00032890,Drug
6308,NCT04225598,Drug
6867,NCT03852628,Drug
3967,NCT00032890,Drug
3967,NCT00032890,Drug
3967,NCT00032890,Drug
3966,NCT03344458,Drug
3965,NCT03254199,Drug
3965,NCT03254199,Drug
3964,NCT00866788,Drug
6680,NCT00837239,Drug
3964,NCT00866788,Drug
3964,NCT00866788,Drug
3964,NCT00866788,Drug
7967,NCT01124695,Drug
4626,NCT03709888,Drug
4605,NCT02357277,Drug
6856,NCT01353209,Drug
6683,NCT02987543,Drug
3974,NCT02293694,Drug
4590,NCT01500538,Drug
6852,NCT00859781,Drug
7962,NCT00016406,Drug
6325,NCT04510844,Drug
7962,NCT00016406,Drug
6323,NCT00005879,Drug
7964,NCT00040937,Drug
7964,NCT00040937,Drug
7964,NCT00040937,Drug
7964,NCT00040937,Drug
7726,NCT00115271,Drug
7725,NCT00138047,Drug
6672,NCT00411671,Drug
7964,NCT00040937,Drug
7724,NCT00829114,Drug
6683,NCT02987543,Drug
4598,NCT02647983,Drug
4599,NCT03859362,Drug
6323,NCT00005879,Drug
3973,NCT00249782,Drug
7724,NCT00829114,Drug
4602,NCT02990091,Drug
3973,NCT00249782,Drug
3973,NCT00249782,Drug
3973,NCT00249782,Drug
4603,NCT02208050,Drug
6856,NCT01353209,Drug
4603,NCT02208050,Drug
6683,NCT02987543,Drug
3973,NCT00249782,Drug
4001,NCT03110354,Drug
4003,NCT04220203,Drug
4039,NCT01192178,Drug
6843,NCT00711087,Drug
7745,NCT00858988,Drug
4029,NCT00101712,Drug
4029,NCT00101712,Drug
6372,NCT00996281,Drug
4524,NCT00299065,Drug
6372,NCT00996281,Drug
6374,NCT02394600,Drug
7745,NCT00858988,Drug
7947,NCT01091454,Drug
6374,NCT02394600,Drug
6651,NCT01706211,Drug
6651,NCT01706211,Drug
4030,NCT03603496,Drug
4031,NCT02588651,Drug
7947,NCT01091454,Drug
7948,NCT01009918,Drug
4027,NCT01890798,Drug
7948,NCT01009918,Drug
4526,NCT01431924,Drug
4526,NCT01431924,Drug
7949,NCT00489411,Drug
6370,NCT01807546,Drug
4024,NCT00356915,Drug
4024,NCT00356915,Drug
4024,NCT00356915,Drug
4528,NCT04607642,Drug
4023,NCT00138593,Drug
6847,NCT03947216,Drug
6692,NCT03867357,Drug
4528,NCT04607642,Drug
6847,NCT03947216,Drug
6650,NCT03593187,Drug
6694,NCT03529487,Drug
4003,NCT04220203,Drug
4508,NCT01169259,Drug
6385,NCT01100658,Drug
7749,NCT00537173,Drug
4037,NCT00039741,Drug
6387,NCT03516838,Drug
6387,NCT03516838,Drug
4037,NCT00039741,Drug
6815,NCT01770210,Drug
7747,NCT01624337,Drug
6834,NCT03417388,Drug
4505,NCT00202878,Drug
6834,NCT03417388,Drug
4505,NCT00202878,Drug
4037,NCT00039741,Drug
6834,NCT03417388,Drug
7749,NCT00537173,Drug
6385,NCT01100658,Drug
4035,NCT00555217,Drug
6646,NCT00884988,Drug
4514,NCT00396162,Drug
4035,NCT00555217,Drug
6696,NCT03339258,Drug
4034,NCT00799617,Drug
7747,NCT01624337,Drug
6382,NCT00048321,Drug
6378,NCT02634502,Drug
6377,NCT01523080,Drug
4034,NCT00799617,Drug
4520,NCT03266783,Drug
7946,NCT01376349,Drug
6696,NCT03339258,Drug
4520,NCT03266783,Drug
6366,NCT00458510,Drug
4530,NCT03282916,Drug
4530,NCT03282916,Drug
6663,NCT04380038,Drug
4010,NCT02781727,Drug
4552,NCT00364182,Drug
4552,NCT00364182,Drug
4010,NCT02781727,Drug
6357,NCT01880463,Drug
6357,NCT01880463,Drug
4550,NCT01669915,Drug
4021,NCT04567511,Drug
6849,NCT02863809,Drug
6661,NCT00107991,Drug
7951,NCT00531817,Drug
6689,NCT04210986,Drug
4012,NCT01390909,Drug
4014,NCT01590888,Drug
6850,NCT02286921,Drug
7951,NCT00531817,Drug
6353,NCT00482612,Drug
6353,NCT00482612,Drug
4554,NCT01684722,Drug
6352,NCT02626611,Drug
7735,NCT03794999,Drug
4559,NCT01747447,Drug
7953,NCT00079118,Drug
4560,NCT01653678,Drug
4560,NCT01653678,Drug
7953,NCT00079118,Drug
7735,NCT03794999,Drug
4003,NCT04220203,Drug
6352,NCT02626611,Drug
6850,NCT02286921,Drug
6850,NCT02286921,Drug
6691,NCT03880487,Drug
4014,NCT01590888,Drug
4014,NCT01590888,Drug
4538,NCT01524705,Drug
7742,NCT04169269,Drug
4532,NCT04386577,Drug
7742,NCT04169269,Drug
4020,NCT01016483,Drug
4020,NCT01016483,Drug
4535,NCT03660917,Drug
4535,NCT03660917,Drug
7741,NCT00136370,Drug
7740,NCT00441298,Drug
7740,NCT00441298,Drug
4020,NCT01016483,Drug
4019,NCT02293655,Drug
7951,NCT00531817,Drug
4538,NCT01524705,Drug
4540,NCT01758081,Drug
6691,NCT03880487,Drug
4542,NCT00333229,Drug
4542,NCT00333229,Drug
6655,NCT01876771,Drug
6364,NCT00518323,Drug
6364,NCT00518323,Drug
6364,NCT00518323,Drug
6691,NCT03880487,Drug
6364,NCT00518323,Drug
6849,NCT02863809,Drug
4546,NCT03671785,Drug
4546,NCT03671785,Drug
6362,NCT00088283,Drug
4547,NCT03831165,Drug
6361,NCT00590681,Drug
7916,NCT01006018,Drug
4422,NCT04268420,Drug
7809,NCT01495923,Drug
4221,NCT01190267,Drug
6553,NCT04392557,Drug
6553,NCT04392557,Drug
4313,NCT04609514,Drug
4218,NCT04315311,Drug
4219,NCT02572323,Drug
6739,NCT03302299,Drug
4222,NCT01074151,Drug
4314,NCT03355794,Drug
7873,NCT03751124,Drug
4225,NCT03474029,Drug
4225,NCT03474029,Drug
4225,NCT03474029,Drug
4225,NCT03474029,Drug
4227,NCT04132557,Drug
4314,NCT03355794,Drug
7830,NCT00415168,Drug
4210,NCT01701349,Drug
4319,NCT04274907,Drug
4211,NCT02322333,Drug
6558,NCT00424294,Drug
6766,NCT04329065,Drug
7829,NCT02711267,Drug
6765,NCT04387227,Drug
4319,NCT04274907,Drug
7873,NCT03751124,Drug
6553,NCT04392557,Drug
6558,NCT00424294,Drug
6558,NCT00424294,Drug
7873,NCT03751124,Drug
4215,NCT02135276,Drug
7830,NCT00415168,Drug
6557,NCT02349945,Drug
7836,NCT02143973,Drug
4227,NCT04132557,Drug
7839,NCT00827112,Drug
6505,NCT00790374,Drug
4236,NCT00332709,Drug
4236,NCT00332709,Drug
6762,NCT04601532,Drug
7844,NCT02229851,Drug
4305,NCT02304263,Drug
7845,NCT02143648,Drug
6546,NCT00513643,Drug
7839,NCT00827112,Drug
4303,NCT00114699,Drug
6546,NCT00513643,Drug
4238,NCT03713320,Drug
4238,NCT03713320,Drug
7845,NCT02143648,Drug
6505,NCT00790374,Drug
7844,NCT02229851,Drug
7844,NCT02229851,Drug
4308,NCT04597437,Drug
4233,NCT02068937,Drug
4233,NCT02068937,Drug
4309,NCT01897896,Drug
7868,NCT00337467,Drug
7871,NCT00248040,Drug
7871,NCT00248040,Drug
6739,NCT03302299,Drug
4228,NCT02755818,Drug
4227,NCT04132557,Drug
4227,NCT04132557,Drug
4311,NCT01625442,Drug
4311,NCT01625442,Drug
4227,NCT04132557,Drug
4311,NCT01625442,Drug
4211,NCT02322333,Drug
4210,NCT01701349,Drug
4186,NCT04357730,Drug
6572,NCT00813943,Drug
7878,NCT03563040,Drug
4195,NCT03604705,Drug
7829,NCT02711267,Drug
4328,NCT03172741,Drug
4328,NCT03172741,Drug
7877,NCT00823979,Drug
4198,NCT00088504,Drug
6731,NCT01182883,Drug
4198,NCT00088504,Drug
4198,NCT00088504,Drug
7877,NCT00823979,Drug
7877,NCT00823979,Drug
4200,NCT00768248,Drug
6488,NCT04365270,Drug
6572,NCT00813943,Drug
4332,NCT01587703,Drug
7829,NCT02711267,Drug
4190,NCT02564055,Drug
4187,NCT01795547,Drug
7828,NCT01374906,Drug
7879,NCT00033722,Drug
7829,NCT02711267,Drug
4189,NCT00101790,Drug
6783,NCT01611935,Drug
6575,NCT02083679,Drug
6488,NCT04365270,Drug
6488,NCT04365270,Drug
6574,NCT00777296,Drug
4190,NCT02564055,Drug
4190,NCT02564055,Drug
6574,NCT00777296,Drug
7829,NCT02711267,Drug
4200,NCT00768248,Drug
6572,NCT00813943,Drug
7876,NCT03817736,Drug
4325,NCT00728455,Drug
4207,NCT04295538,Drug
4325,NCT00728455,Drug
4208,NCT02976831,Drug
4325,NCT00728455,Drug
6562,NCT04562779,Drug
6562,NCT04562779,Drug
4325,NCT00728455,Drug
6571,NCT02049151,Drug
6561,NCT04200352,Drug
4324,NCT00044525,Drug
4208,NCT02976831,Drug
6767,NCT04255498,Drug
6767,NCT04255498,Drug
7873,NCT03751124,Drug
4207,NCT04295538,Drug
4205,NCT04006119,Drug
4325,NCT00728455,Drug
4205,NCT04006119,Drug
4204,NCT03945981,Drug
4325,NCT00728455,Drug
4325,NCT00728455,Drug
6569,NCT00525837,Drug
4325,NCT00728455,Drug
4325,NCT00728455,Drug
4325,NCT00728455,Drug
6491,NCT01697267,Drug
6569,NCT00525837,Drug
6571,NCT02049151,Drug
6571,NCT02049151,Drug
6488,NCT04365270,Drug
6571,NCT02049151,Drug
6505,NCT00790374,Drug
7845,NCT02143648,Drug
7846,NCT01153386,Drug
4273,NCT02889809,Drug
4274,NCT00358917,Drug
6525,NCT03848806,Drug
4273,NCT02889809,Drug
4257,NCT01578967,Drug
4273,NCT02889809,Drug
4273,NCT02889809,Drug
7855,NCT00773734,Drug
7862,NCT03828201,Drug
7856,NCT02386098,Drug
7856,NCT02386098,Drug
7856,NCT02386098,Drug
6521,NCT04032171,Drug
4257,NCT01578967,Drug
6521,NCT04032171,Drug
6526,NCT03069144,Drug
6526,NCT03069144,Drug
4239,NCT00089947,Drug
6745,NCT01233609,Drug
7862,NCT03828201,Drug
6746,NCT01449825,Drug
7855,NCT00773734,Drug
7862,NCT03828201,Drug
4277,NCT00999986,Drug
7862,NCT03828201,Drug
6518,NCT02248090,Drug
4254,NCT01190254,Drug
6518,NCT02248090,Drug
6528,NCT04464707,Drug
4254,NCT01190254,Drug
6528,NCT04464707,Drug
4254,NCT01190254,Drug
4274,NCT00358917,Drug
7862,NCT03828201,Drug
6525,NCT03848806,Drug
6524,NCT01969903,Drug
6522,NCT04032158,Drug
4268,NCT03968848,Drug
4262,NCT04213508,Drug
4266,NCT02206425,Drug
4266,NCT02206425,Drug
6745,NCT01233609,Drug
4266,NCT02206425,Drug
4266,NCT02206425,Drug
6521,NCT04032171,Drug
6522,NCT04032158,Drug
4266,NCT02206425,Drug
4266,NCT02206425,Drug
4266,NCT02206425,Drug
4265,NCT02685826,Drug
4265,NCT02685826,Drug
6522,NCT04032158,Drug
7856,NCT02386098,Drug
6522,NCT04032158,Drug
7856,NCT02386098,Drug
4270,NCT02188368,Drug
4270,NCT02188368,Drug
4262,NCT04213508,Drug
4261,NCT02103335,Drug
4270,NCT02188368,Drug
4270,NCT02188368,Drug
4270,NCT02188368,Drug
6522,NCT04032158,Drug
4270,NCT02188368,Drug
6521,NCT04032171,Drug
4261,NCT02103335,Drug
6521,NCT04032171,Drug
4261,NCT02103335,Drug
6529,NCT04458857,Drug
6529,NCT04458857,Drug
6530,NCT04041284,Drug
6542,NCT00756444,Drug
7865,NCT02476253,Drug
4297,NCT00006286,Drug
4296,NCT01641796,Drug
6543,NCT01987908,Drug
6542,NCT00756444,Drug
6542,NCT00756444,Drug
6513,NCT01205178,Drug
7852,NCT01313208,Drug
7848,NCT02131272,Drug
7848,NCT02131272,Drug
6540,NCT00382057,Drug
7850,NCT01421303,Drug
6513,NCT01205178,Drug
6513,NCT01205178,Drug
7847,NCT01165476,Drug
4298,NCT00098748,Drug
4298,NCT00098748,Drug
4298,NCT00098748,Drug
4298,NCT00098748,Drug
4298,NCT00098748,Drug
4242,NCT00000173,Drug
4242,NCT00000173,Drug
4241,NCT01717287,Drug
4241,NCT01717287,Drug
6740,NCT03680456,Drug
6740,NCT03680456,Drug
4241,NCT01717287,Drug
4240,NCT00120471,Drug
4240,NCT00120471,Drug
4300,NCT03395119,Drug
4240,NCT00120471,Drug
7852,NCT01313208,Drug
4291,NCT03278808,Drug
6515,NCT03198819,Drug
6531,NCT03965091,Drug
6533,NCT03813238,Drug
6532,NCT03893825,Drug
4284,NCT01092572,Drug
4284,NCT01092572,Drug
6532,NCT03893825,Drug
6531,NCT03965091,Drug
4249,NCT02752035,Drug
6540,NCT00382057,Drug
4249,NCT02752035,Drug
7855,NCT00773734,Drug
4282,NCT02037282,Drug
6531,NCT03965091,Drug
7855,NCT00773734,Drug
6530,NCT04041284,Drug
4286,NCT01076816,Drug
6533,NCT03813238,Drug
6534,NCT04545385,Drug
6534,NCT04545385,Drug
6536,NCT01746979,Drug
6536,NCT01746979,Drug
6536,NCT01746979,Drug
6539,NCT00648544,Drug
6539,NCT00648544,Drug
7855,NCT00773734,Drug
7855,NCT00773734,Drug
4247,NCT00124514,Drug
6746,NCT01449825,Drug
7852,NCT01313208,Drug
4291,NCT03278808,Drug
4291,NCT03278808,Drug
6540,NCT00382057,Drug
4187,NCT01795547,Drug
4186,NCT04357730,Drug
7809,NCT01495923,Drug
6445,NCT01678495,Drug
7816,NCT02431208,Drug
6443,NCT03552263,Drug
6594,NCT01326481,Drug
7899,NCT00272779,Drug
7816,NCT02431208,Drug
7899,NCT00272779,Drug
6446,NCT00481689,Drug
6443,NCT03552263,Drug
6447,NCT01786603,Drug
6447,NCT01786603,Drug
7899,NCT00272779,Drug
6448,NCT00451867,Drug
6448,NCT00451867,Drug
4139,NCT00364026,Drug
7816,NCT02431208,Drug
4395,NCT01040832,Drug
7901,NCT02359097,Drug
7816,NCT02431208,Drug
4133,NCT04554966,Drug
7814,NCT00002090,Drug
7815,NCT02849080,Drug
7815,NCT02849080,Drug
4133,NCT04554966,Drug
4133,NCT04554966,Drug
6595,NCT01533155,Drug
4395,NCT01040832,Drug
4134,NCT02961751,Drug
6595,NCT01533155,Drug
6595,NCT01533155,Drug
7899,NCT00272779,Drug
4137,NCT03378219,Drug
4396,NCT00662571,Drug
6448,NCT00451867,Drug
6449,NCT04070833,Drug
6449,NCT04070833,Drug
4385,NCT02351544,Drug
7894,NCT00002074,Drug
4386,NCT03185871,Drug
6801,NCT02046590,Drug
6795,NCT02238483,Drug
6461,NCT00856999,Drug
7894,NCT00002074,Drug
6795,NCT02238483,Drug
6594,NCT01326481,Drug
6794,NCT02855294,Drug
6589,NCT04596644,Drug
6588,NCT04134273,Drug
7893,NCT00002305,Drug
6588,NCT04134273,Drug
6588,NCT04134273,Drug
4388,NCT00221416,Drug
7895,NCT00002306,Drug
6590,NCT01158950,Drug
4390,NCT01296698,Drug
6590,NCT01158950,Drug
6456,NCT02461771,Drug
7897,NCT02415595,Drug
7897,NCT02415595,Drug
6455,NCT04219540,Drug
6455,NCT04219540,Drug
6727,NCT00315250,Drug
6807,NCT01665781,Drug
6451,NCT00782353,Drug
7897,NCT02415595,Drug
6451,NCT00782353,Drug
6451,NCT00782353,Drug
4390,NCT01296698,Drug
7901,NCT02359097,Drug
6595,NCT01533155,Drug
7828,NCT01374906,Drug
7813,NCT02216123,Drug
7812,NCT01102972,Drug
7912,NCT00537654,Drug
7912,NCT00537654,Drug
7812,NCT01102972,Drug
6605,NCT00795678,Drug
7912,NCT00537654,Drug
7813,NCT02216123,Drug
7810,NCT03136484,Drug
7912,NCT00537654,Drug
4116,NCT02236598,Drug
4412,NCT02546388,Drug
4412,NCT02546388,Drug
4116,NCT02236598,Drug
6605,NCT00795678,Drug
6430,NCT00642057,Drug
7913,NCT00719563,Drug
6596,NCT01381406,Drug
4421,NCT04296279,Drug
7810,NCT03136484,Drug
6717,NCT01168687,Drug
4265,NCT02685826,Drug
4112,NCT03606655,Drug
7914,NCT00223509,Drug
4422,NCT04268420,Drug
6605,NCT00795678,Drug
6605,NCT00795678,Drug
4421,NCT04296279,Drug
4420,NCT04314713,Drug
7810,NCT03136484,Drug
7810,NCT03136484,Drug
6605,NCT00795678,Drug
6605,NCT00795678,Drug
4118,NCT00235300,Drug
6605,NCT00795678,Drug
6605,NCT00795678,Drug
4405,NCT00734539,Drug
7813,NCT02216123,Drug
4128,NCT03481894,Drug
4407,NCT02170532,Drug
4407,NCT02170532,Drug
6811,NCT04386317,Drug
4129,NCT00385697,Drug
4405,NCT00734539,Drug
6719,NCT01087736,Drug
6597,NCT04531579,Drug
6438,NCT02784106,Drug
6438,NCT02784106,Drug
6596,NCT01381406,Drug
4403,NCT00360087,Drug
6438,NCT02784106,Drug
4128,NCT03481894,Drug
6597,NCT04531579,Drug
6726,NCT00387075,Drug
4124,NCT01523977,Drug
4124,NCT01523977,Drug
4124,NCT01523977,Drug
7813,NCT02216123,Drug
4407,NCT02170532,Drug
4124,NCT01523977,Drug
4124,NCT01523977,Drug
4124,NCT01523977,Drug
6725,NCT00402896,Drug
6724,NCT00410189,Drug
6722,NCT00556764,Drug
7813,NCT02216123,Drug
4410,NCT00806910,Drug
6722,NCT00556764,Drug
6587,NCT01446224,Drug
6587,NCT01446224,Drug
4144,NCT01110200,Drug
6480,NCT04373967,Drug
4175,NCT02655354,Drug
4175,NCT02655354,Drug
4175,NCT02655354,Drug
4175,NCT02655354,Drug
4175,NCT02655354,Drug
6788,NCT00563784,Drug
6480,NCT04373967,Drug
6791,NCT02205450,Drug
6575,NCT02083679,Drug
7826,NCT00841126,Drug
7881,NCT01393626,Drug
4177,NCT03352115,Drug
6575,NCT02083679,Drug
4348,NCT02192684,Drug
4175,NCT02655354,Drug
6473,NCT00847912,Drug
6464,NCT00002309,Drug
4357,NCT04344873,Drug
4175,NCT02655354,Drug
4358,NCT00534378,Drug
4175,NCT02655354,Drug
6576,NCT00689221,Drug
4175,NCT02655354,Drug
4175,NCT02655354,Drug
6472,NCT00000152,Drug
6473,NCT00847912,Drug
6472,NCT00000152,Drug
4356,NCT01236287,Drug
4175,NCT02655354,Drug
4355,NCT03030885,Drug
7826,NCT00841126,Drug
7826,NCT00841126,Drug
4348,NCT02192684,Drug
7827,NCT02607865,Drug
7827,NCT02607865,Drug
4181,NCT04200443,Drug
4179,NCT00959764,Drug
4338,NCT04333576,Drug
4338,NCT04333576,Drug
7881,NCT01393626,Drug
4338,NCT04333576,Drug
4338,NCT04333576,Drug
4181,NCT04200443,Drug
4345,NCT02193958,Drug
4182,NCT03137264,Drug
4338,NCT04333576,Drug
4337,NCT02578641,Drug
7881,NCT01393626,Drug
4184,NCT02004691,Drug
4184,NCT02004691,Drug
4339,NCT00797940,Drug
7828,NCT01374906,Drug
7827,NCT02607865,Drug
4341,NCT03163589,Drug
6788,NCT00563784,Drug
4341,NCT03163589,Drug
4342,NCT00136019,Drug
4179,NCT00959764,Drug
6575,NCT02083679,Drug
4179,NCT00959764,Drug
4343,NCT03309163,Drug
4343,NCT03309163,Drug
6788,NCT00563784,Drug
4177,NCT03352115,Drug
6480,NCT04373967,Drug
4343,NCT03309163,Drug
4344,NCT02661542,Drug
4359,NCT00697151,Drug
7883,NCT01470599,Drug
7883,NCT01470599,Drug
6468,NCT01824082,Drug
6467,NCT01118026,Drug
7820,NCT01352637,Drug
7820,NCT01352637,Drug
6728,NCT00310791,Drug
7821,NCT00857324,Drug
4155,NCT02299726,Drug
4156,NCT01694849,Drug
4160,NCT00100581,Drug
4156,NCT01694849,Drug
4156,NCT01694849,Drug
4157,NCT00005007,Drug
6581,NCT01684748,Drug
6580,NCT00157586,Drug
4159,NCT00703846,Drug
6467,NCT01118026,Drug
6583,NCT03905642,Drug
6466,NCT01850940,Drug
4150,NCT00000861,Drug
7820,NCT01352637,Drug
7820,NCT01352637,Drug
6584,NCT01175291,Drug
7819,NCT00742859,Drug
6584,NCT01175291,Drug
7893,NCT00002305,Drug
4147,NCT02923193,Drug
7819,NCT00742859,Drug
7893,NCT00002305,Drug
6586,NCT04576507,Drug
4145,NCT00135798,Drug
7816,NCT02431208,Drug
4144,NCT01110200,Drug
4160,NCT00100581,Drug
4160,NCT00100581,Drug
6576,NCT00689221,Drug
7825,NCT00744679,Drug
7824,NCT01299272,Drug
4363,NCT02479555,Drug
4362,NCT00192634,Drug
4362,NCT00192634,Drug
4361,NCT00522041,Drug
4361,NCT00522041,Drug
6792,NCT00178698,Drug
4160,NCT00100581,Drug
4169,NCT03180723,Drug
4171,NCT00081640,Drug
4359,NCT00697151,Drug
4172,NCT02564042,Drug
4172,NCT02564042,Drug
4172,NCT02564042,Drug
4169,NCT03180723,Drug
4167,NCT00134979,Drug
7824,NCT01299272,Drug
7824,NCT01299272,Drug
6731,NCT01182883,Drug
4166,NCT03401385,Drug
6577,NCT03828019,Drug
7823,NCT01085136,Drug
7823,NCT01085136,Drug
6729,NCT00273351,Drug
7822,NCT00094302,Drug
7822,NCT00094302,Drug
4162,NCT00979238,Drug
4369,NCT02230566,Drug
6728,NCT00310791,Drug
4160,NCT00100581,Drug
4160,NCT00100581,Drug
4270,NCT02188368,Drug
5646,NCT01145209,Drug
7704,NCT02088671,Drug
5294,NCT03808740,Drug
5300,NCT01724489,Drug
5882,NCT01513668,Drug
5296,NCT00298155,Drug
5296,NCT00298155,Drug
5296,NCT00298155,Drug
7421,NCT01444612,Drug
7421,NCT01444612,Drug
5884,NCT02749968,Drug
5884,NCT02749968,Drug
5885,NCT01988402,Drug
5879,NCT03486561,Drug
5885,NCT01988402,Drug
5294,NCT03808740,Drug
5891,NCT00811954,Drug
5292,NCT01655043,Drug
5292,NCT01655043,Drug
5891,NCT00811954,Drug
5291,NCT03050814,Drug
5291,NCT03050814,Drug
5291,NCT03050814,Drug
5300,NCT01724489,Drug
5876,NCT02139397,Drug
5322,NCT03152409,Drug
5316,NCT02429934,Drug
5870,NCT01105091,Drug
5320,NCT00016653,Drug
5871,NCT03250338,Drug
