NCTId,ArmGroupType
NCT01986894,Placebo Comparator
NCT04364074,Placebo Comparator
NCT02609529,Placebo Comparator
NCT01395914,Placebo Comparator
NCT02954978,Placebo Comparator
NCT04470544,Placebo Comparator
NCT01141049,Placebo Comparator
NCT03168529,Placebo Comparator
NCT00568308,Placebo Comparator
NCT00389493,Placebo Comparator
NCT03353922,Placebo Comparator
NCT00700791,Placebo Comparator
NCT00700791,Placebo Comparator
NCT00694044,Placebo Comparator
NCT01632202,Placebo Comparator
NCT03003949,Placebo Comparator
NCT03711500,Placebo Comparator
NCT03003949,Placebo Comparator
NCT03459118,Placebo Comparator
NCT01882439,Placebo Comparator
NCT01882439,Placebo Comparator
NCT01297062,Placebo Comparator
NCT03557294,Placebo Comparator
NCT00775476,Placebo Comparator
NCT02255357,Placebo Comparator
NCT01811940,Placebo Comparator
NCT03205709,Placebo Comparator
NCT01017523,Placebo Comparator
NCT01385137,Placebo Comparator
NCT03389750,Placebo Comparator
NCT00122447,Placebo Comparator
NCT00369785,Placebo Comparator
NCT01686087,Placebo Comparator
NCT02831582,Placebo Comparator
NCT01695291,Placebo Comparator
NCT00043745,Placebo Comparator
NCT02162927,Placebo Comparator
NCT01929122,Placebo Comparator
NCT01964404,Placebo Comparator
NCT02251743,Placebo Comparator
NCT01683227,Placebo Comparator
NCT00604214,Placebo Comparator
NCT04332172,Placebo Comparator
NCT01167270,Placebo Comparator
NCT00397735,Placebo Comparator
NCT04294966,Placebo Comparator
NCT03790358,Placebo Comparator
NCT02219399,Placebo Comparator
NCT01537068,Placebo Comparator
NCT03312387,Placebo Comparator
NCT04363450,Placebo Comparator
NCT00332228,Placebo Comparator
NCT00332228,Placebo Comparator
NCT03900754,Placebo Comparator
NCT02874989,Placebo Comparator
NCT02944578,Placebo Comparator
NCT00553319,Placebo Comparator
NCT00006172,Placebo Comparator
NCT01729299,Placebo Comparator
NCT03333252,Placebo Comparator
NCT00621530,Placebo Comparator
NCT03937687,Placebo Comparator
NCT01280500,Placebo Comparator
NCT00760383,Placebo Comparator
NCT02812147,Placebo Comparator
NCT02929667,Placebo Comparator
NCT01625793,Placebo Comparator
NCT04232657,Placebo Comparator
NCT02219906,Placebo Comparator
NCT00846872,Placebo Comparator
NCT02700542,Placebo Comparator
NCT01174290,Placebo Comparator
NCT01490697,Placebo Comparator
NCT03406260,Placebo Comparator
NCT03649958,Placebo Comparator
NCT02808598,Placebo Comparator
NCT02860442,Placebo Comparator
NCT01537887,Placebo Comparator
NCT02717754,Placebo Comparator
NCT00514449,Placebo Comparator
NCT00874575,Placebo Comparator
NCT03069352,Placebo Comparator
NCT02929485,Placebo Comparator
NCT03817931,Placebo Comparator
NCT03482440,Placebo Comparator
NCT04362189,Placebo Comparator
NCT01637129,Placebo Comparator
NCT00308971,Placebo Comparator
NCT04369742,Placebo Comparator
NCT00767806,Placebo Comparator
NCT01928758,Placebo Comparator
NCT01928719,Placebo Comparator
NCT04060030,Placebo Comparator
NCT02246075,Placebo Comparator
NCT01527617,Placebo Comparator
NCT03249103,Placebo Comparator
NCT02973594,Placebo Comparator
NCT00775645,Placebo Comparator
NCT00689728,Placebo Comparator
NCT01416948,Placebo Comparator
NCT01339689,Placebo Comparator
NCT01396187,Placebo Comparator
NCT02443727,Placebo Comparator
NCT01673178,Placebo Comparator
NCT03839719,Placebo Comparator
NCT03844061,Placebo Comparator
NCT02420353,Placebo Comparator
NCT04011176,Placebo Comparator
NCT02032277,Placebo Comparator
NCT02032277,Placebo Comparator
NCT03193398,Placebo Comparator
NCT01386294,Placebo Comparator
NCT00667810,Placebo Comparator
NCT00676143,Placebo Comparator
NCT00386100,Placebo Comparator
NCT00785577,Placebo Comparator
NCT00790790,Placebo Comparator
NCT00978497,Placebo Comparator
NCT01942746,Placebo Comparator
NCT02272959,Placebo Comparator
NCT00859716,Placebo Comparator
NCT00627250,Placebo Comparator
NCT03431558,Placebo Comparator
NCT01099449,Placebo Comparator
NCT00675714,Placebo Comparator
NCT04060017,Placebo Comparator
NCT01454154,Placebo Comparator
NCT02467933,Placebo Comparator
NCT02216812,Placebo Comparator
NCT01750684,Placebo Comparator
NCT02656017,Placebo Comparator
NCT03177577,Placebo Comparator
NCT04043182,Placebo Comparator
NCT02215200,Placebo Comparator
NCT02045511,Placebo Comparator
NCT02725255,Placebo Comparator
NCT04533464,Placebo Comparator
NCT02269423,Placebo Comparator
NCT03334396,Placebo Comparator
NCT03334396,Placebo Comparator
NCT03334422,Placebo Comparator
NCT03733301,Placebo Comparator
NCT04360681,Placebo Comparator
NCT02791945,Placebo Comparator
NCT00446979,Placebo Comparator
NCT03555435,Placebo Comparator
NCT03541941,Placebo Comparator
NCT00901979,Placebo Comparator
NCT01006018,Placebo Comparator
NCT01313208,Placebo Comparator
NCT02006719,Placebo Comparator
NCT00773734,Placebo Comparator
NCT01632241,Placebo Comparator
NCT00248040,Placebo Comparator
NCT03751124,Placebo Comparator
NCT01393626,Placebo Comparator
NCT00719563,Placebo Comparator
NCT00956813,Placebo Comparator
NCT00008385,Placebo Comparator
NCT00707785,Placebo Comparator
NCT00382070,Placebo Comparator
NCT01011478,Placebo Comparator
NCT00058357,Placebo Comparator
NCT01439945,Placebo Comparator
NCT01439945,Placebo Comparator
NCT01376349,Placebo Comparator
NCT01009918,Placebo Comparator
NCT00081250,Placebo Comparator
NCT00531817,Placebo Comparator
NCT02143648,Placebo Comparator
NCT02229851,Placebo Comparator
NCT04281264,Placebo Comparator
NCT04281264,Placebo Comparator
NCT00707785,Placebo Comparator
NCT00470158,Placebo Comparator
NCT00441298,Placebo Comparator
NCT00136370,Placebo Comparator
NCT00858988,Placebo Comparator
NCT01624337,Placebo Comparator
NCT02927249,Placebo Comparator
NCT02870205,Placebo Comparator
NCT01597518,Placebo Comparator
NCT02221869,Placebo Comparator
NCT04072757,Placebo Comparator
NCT02066441,Placebo Comparator
NCT02963922,Placebo Comparator
NCT00198822,Placebo Comparator
NCT01352637,Placebo Comparator
NCT01352637,Placebo Comparator
NCT00094302,Placebo Comparator
NCT01299272,Placebo Comparator
NCT00841126,Placebo Comparator
NCT03372811,Placebo Comparator
NCT00511901,Placebo Comparator
NCT02328690,Placebo Comparator
NCT04233112,Placebo Comparator
NCT04305184,Placebo Comparator
NCT04299438,Placebo Comparator
NCT04295642,Placebo Comparator
NCT04284514,Placebo Comparator
NCT04283630,Placebo Comparator
NCT04264897,Placebo Comparator
NCT04243486,Placebo Comparator
NCT04235686,Placebo Comparator
NCT04234581,Placebo Comparator
NCT04231318,Placebo Comparator
NCT04305587,Placebo Comparator
NCT04228289,Placebo Comparator
NCT04225585,Placebo Comparator
NCT04219280,Placebo Comparator
NCT04178993,Placebo Comparator
NCT04148352,Placebo Comparator
NCT04115644,Placebo Comparator
NCT04113746,Placebo Comparator
NCT04104321,Placebo Comparator
NCT04103060,Placebo Comparator
NCT04305184,Placebo Comparator
NCT04305587,Placebo Comparator
NCT01028911,Placebo Comparator
NCT04375813,Placebo Comparator
NCT04452331,Placebo Comparator
NCT04443608,Placebo Comparator
NCT04415073,Placebo Comparator
NCT04407377,Placebo Comparator
NCT04401527,Placebo Comparator
NCT04399980,Placebo Comparator
NCT04391179,Placebo Comparator
NCT04379011,Placebo Comparator
NCT04378075,Placebo Comparator
NCT04373044,Placebo Comparator
NCT04306146,Placebo Comparator
NCT04365153,Placebo Comparator
NCT04344184,Placebo Comparator
NCT04342689,Placebo Comparator
NCT04342663,Placebo Comparator
NCT04341675,Placebo Comparator
NCT04340622,Placebo Comparator
NCT04330183,Placebo Comparator
NCT04328467,Placebo Comparator
NCT04313400,Placebo Comparator
NCT04098744,Placebo Comparator
NCT04093050,Placebo Comparator
NCT04091022,Placebo Comparator
NCT03858777,Placebo Comparator
NCT03913260,Placebo Comparator
NCT03904615,Placebo Comparator
NCT03904407,Placebo Comparator
NCT03867344,Placebo Comparator
NCT03866005,Placebo Comparator
NCT03864146,Placebo Comparator
NCT03862053,Placebo Comparator
NCT03861832,Placebo Comparator
NCT03861091,Placebo Comparator
NCT03847467,Placebo Comparator
NCT04088357,Placebo Comparator
NCT03844906,Placebo Comparator
NCT03819881,Placebo Comparator
NCT03818191,Placebo Comparator
NCT03810703,Placebo Comparator
NCT03810417,Placebo Comparator
NCT03800927,Placebo Comparator
NCT03797612,Placebo Comparator
NCT03796286,Placebo Comparator
NCT03795701,Placebo Comparator
NCT03928288,Placebo Comparator
NCT03940950,Placebo Comparator
NCT03980561,Placebo Comparator
NCT03980743,Placebo Comparator
NCT04087096,Placebo Comparator
NCT04083859,Placebo Comparator
NCT04055623,Placebo Comparator
NCT04055012,Placebo Comparator
NCT04054687,Placebo Comparator
NCT04049331,Placebo Comparator
NCT04039087,Placebo Comparator
NCT04038697,Placebo Comparator
NCT04026711,Placebo Comparator
NCT04021602,Placebo Comparator
NCT04019197,Placebo Comparator
NCT04019197,Placebo Comparator
NCT04017936,Placebo Comparator
NCT04017390,Placebo Comparator
NCT04002440,Placebo Comparator
NCT04000555,Placebo Comparator
NCT03997812,Placebo Comparator
NCT03983681,Placebo Comparator
NCT03982160,Placebo Comparator
NCT04452500,Placebo Comparator
NCT04462770,Placebo Comparator
NCT04466098,Placebo Comparator
NCT03852030,Placebo Comparator
NCT02487485,Placebo Comparator
NCT02041923,Placebo Comparator
NCT01127633,Placebo Comparator
NCT03212677,Placebo Comparator
NCT04123223,Placebo Comparator
NCT03395314,Placebo Comparator
NCT01457339,Placebo Comparator
NCT03283553,Placebo Comparator
NCT00183339,Placebo Comparator
NCT03158038,Placebo Comparator
NCT02972255,Placebo Comparator
NCT03136094,Placebo Comparator
NCT01265953,Placebo Comparator
NCT03137082,Placebo Comparator
NCT04030962,Placebo Comparator
NCT04030962,Placebo Comparator
NCT02899988,Placebo Comparator
NCT02853149,Placebo Comparator
NCT01033942,Placebo Comparator
NCT01994473,Placebo Comparator
NCT00903695,Placebo Comparator
NCT04488575,Placebo Comparator
NCT02496780,Placebo Comparator
NCT03126981,Placebo Comparator
NCT01721057,Placebo Comparator
NCT01710358,Placebo Comparator
NCT02656212,Placebo Comparator
NCT02133846,Placebo Comparator
NCT03574974,Placebo Comparator
NCT03483441,Placebo Comparator
NCT02553161,Placebo Comparator
NCT00749944,Placebo Comparator
NCT01800318,Placebo Comparator
NCT03277573,Placebo Comparator
NCT01312181,Placebo Comparator
NCT04207060,Placebo Comparator
NCT01979055,Placebo Comparator
NCT01257802,Placebo Comparator
NCT01733017,Placebo Comparator
NCT01515475,Placebo Comparator
NCT00938964,Placebo Comparator
NCT04221997,Placebo Comparator
NCT03602014,Placebo Comparator
NCT02972255,Placebo Comparator
NCT02972255,Placebo Comparator
NCT04478708,Placebo Comparator
NCT04542304,Placebo Comparator
NCT04607668,Placebo Comparator
NCT04605549,Placebo Comparator
NCT04584710,Placebo Comparator
NCT04582617,Placebo Comparator
NCT04581603,Placebo Comparator
NCT04579393,Placebo Comparator
NCT04577001,Placebo Comparator
NCT04563026,Placebo Comparator
NCT04546581,Placebo Comparator
NCT04540120,Placebo Comparator
NCT01882010,Placebo Comparator
NCT04535986,Placebo Comparator
NCT04526665,Placebo Comparator
NCT04524273,Placebo Comparator
NCT04524273,Placebo Comparator
NCT04515576,Placebo Comparator
NCT04510298,Placebo Comparator
NCT04501796,Placebo Comparator
NCT04486313,Placebo Comparator
NCT04482712,Placebo Comparator
NCT01721044,Placebo Comparator
NCT04524351,Placebo Comparator
NCT03436953,Placebo Comparator
NCT01302938,Placebo Comparator
NCT02624193,Placebo Comparator
NCT02071121,Placebo Comparator
NCT01748994,Placebo Comparator
NCT02754687,Placebo Comparator
NCT00323635,Placebo Comparator
NCT00248612,Placebo Comparator
NCT03770780,Placebo Comparator
NCT02341638,Placebo Comparator
NCT01979601,Placebo Comparator
NCT01979601,Placebo Comparator
NCT03771586,Placebo Comparator
NCT00595231,Placebo Comparator
NCT03859011,Placebo Comparator
NCT02509117,Placebo Comparator
NCT02509117,Placebo Comparator
NCT01128621,Placebo Comparator
NCT03635905,Placebo Comparator
NCT03935048,Placebo Comparator
NCT01743976,Placebo Comparator
NCT02595034,Placebo Comparator
NCT00795821,Placebo Comparator
NCT02771925,Placebo Comparator
NCT04517396,Placebo Comparator
NCT01299142,Placebo Comparator
NCT00541164,Placebo Comparator
NCT00494975,Placebo Comparator
NCT00962637,Placebo Comparator
NCT03418857,Placebo Comparator
NCT03821402,Placebo Comparator
NCT02903355,Placebo Comparator
NCT00372073,Placebo Comparator
NCT01656889,Placebo Comparator
NCT02629159,Placebo Comparator
NCT01353040,Placebo Comparator
NCT04573478,Placebo Comparator
NCT01294982,Placebo Comparator
NCT02864901,Placebo Comparator
NCT02488980,Placebo Comparator
NCT02488902,Placebo Comparator
NCT01933685,Placebo Comparator
NCT01931358,Placebo Comparator
NCT01931358,Placebo Comparator
NCT01931358,Placebo Comparator
NCT01353027,Placebo Comparator
NCT01447407,Placebo Comparator
NCT03535688,Placebo Comparator
NCT01847469,Placebo Comparator
NCT03078530,Placebo Comparator
NCT02988401,Placebo Comparator
NCT02871349,Placebo Comparator
NCT02679560,Placebo Comparator
NCT02535949,Placebo Comparator
NCT02506192,Placebo Comparator
NCT02303964,Placebo Comparator
NCT02041715,Placebo Comparator
NCT02011542,Placebo Comparator
NCT01845740,Placebo Comparator
NCT01466127,Placebo Comparator
NCT01820455,Placebo Comparator
NCT01810276,Placebo Comparator
NCT01760785,Placebo Comparator
NCT01728753,Placebo Comparator
NCT01673594,Placebo Comparator
NCT01566877,Placebo Comparator
NCT01547325,Placebo Comparator
NCT01525680,Placebo Comparator
NCT01518881,Placebo Comparator
NCT01931358,Placebo Comparator
NCT01080716,Placebo Comparator
NCT00703924,Placebo Comparator
NCT00451867,Placebo Comparator
NCT01100658,Placebo Comparator
NCT03750292,Placebo Comparator
NCT02658877,Placebo Comparator
NCT03953300,Placebo Comparator
NCT02525432,Placebo Comparator
NCT00021814,Placebo Comparator
NCT02784106,Placebo Comparator
NCT03552263,Placebo Comparator
NCT01786603,Placebo Comparator
NCT04070833,Placebo Comparator
NCT00606580,Placebo Comparator
NCT03733626,Placebo Comparator
NCT03630588,Placebo Comparator
NCT01824082,Placebo Comparator
NCT00847912,Placebo Comparator
NCT03381885,Placebo Comparator
NCT04365270,Placebo Comparator
NCT03244475,Placebo Comparator
NCT00840658,Placebo Comparator
NCT04522258,Placebo Comparator
NCT02394600,Placebo Comparator
NCT01984983,Placebo Comparator
NCT00518323,Placebo Comparator
NCT01880463,Placebo Comparator
NCT00490230,Placebo Comparator
NCT00468858,Placebo Comparator
NCT00370682,Placebo Comparator
NCT00287469,Placebo Comparator
NCT02156271,Placebo Comparator
NCT00518713,Placebo Comparator
NCT03796884,Placebo Comparator
NCT02955394,Placebo Comparator
NCT01843686,Placebo Comparator
NCT01119326,Placebo Comparator
NCT00005879,Placebo Comparator
NCT04510844,Placebo Comparator
NCT00779220,Placebo Comparator
NCT04477083,Placebo Comparator
NCT04374591,Placebo Comparator
NCT04278495,Placebo Comparator
NCT03831321,Placebo Comparator
NCT02626611,Placebo Comparator
NCT00482612,Placebo Comparator
NCT03150511,Placebo Comparator
NCT03552705,Placebo Comparator
NCT01725152,Placebo Comparator
NCT02442739,Placebo Comparator
NCT02408159,Placebo Comparator
NCT03020719,Placebo Comparator
NCT01157117,Placebo Comparator
NCT03194906,Placebo Comparator
NCT00536185,Placebo Comparator
NCT01134510,Placebo Comparator
NCT02759185,Placebo Comparator
NCT01410084,Placebo Comparator
NCT00823381,Placebo Comparator
NCT02683187,Placebo Comparator
NCT00223080,Placebo Comparator
NCT00785200,Placebo Comparator
NCT01365819,Placebo Comparator
NCT02836288,Placebo Comparator
NCT00722761,Placebo Comparator
NCT00722800,Placebo Comparator
NCT03541187,Placebo Comparator
NCT03541187,Placebo Comparator
NCT03080493,Placebo Comparator
NCT01014533,Placebo Comparator
NCT03839589,Placebo Comparator
NCT02362425,Placebo Comparator
NCT03615196,Placebo Comparator
NCT02194088,Placebo Comparator
NCT01617083,Placebo Comparator
NCT00814502,Placebo Comparator
NCT02839915,Placebo Comparator
NCT02919306,Placebo Comparator
NCT03815214,Placebo Comparator
NCT03782480,Placebo Comparator
NCT03056625,Placebo Comparator
NCT03551184,Placebo Comparator
NCT02854657,Placebo Comparator
NCT01698177,Placebo Comparator
NCT00926250,Placebo Comparator
NCT01879033,Placebo Comparator
NCT02635334,Placebo Comparator
NCT04297761,Placebo Comparator
NCT02192931,Placebo Comparator
NCT03551080,Placebo Comparator
NCT00595504,Placebo Comparator
NCT01677195,Placebo Comparator
NCT03532776,Placebo Comparator
NCT04011059,Placebo Comparator
NCT02796859,Placebo Comparator
NCT00254176,Placebo Comparator
NCT02874573,Placebo Comparator
NCT02949115,Placebo Comparator
NCT02307916,Placebo Comparator
NCT01928849,Placebo Comparator
NCT01794078,Placebo Comparator
NCT01239680,Placebo Comparator
NCT01086475,Placebo Comparator
NCT04021342,Placebo Comparator
NCT01673828,Placebo Comparator
NCT01537081,Placebo Comparator
NCT00506389,Placebo Comparator
NCT01078909,Placebo Comparator
NCT04028960,Placebo Comparator
NCT02367521,Placebo Comparator
NCT04589611,Placebo Comparator
NCT04589611,Placebo Comparator
NCT04571008,Placebo Comparator
NCT04136548,Placebo Comparator
NCT03861390,Placebo Comparator
NCT03763643,Placebo Comparator
NCT03686813,Placebo Comparator
NCT03621085,Placebo Comparator
NCT02807623,Placebo Comparator
NCT03030794,Placebo Comparator
NCT01988402,Placebo Comparator
NCT02749968,Placebo Comparator
NCT02484248,Placebo Comparator
NCT04603794,Placebo Comparator
NCT03361384,Placebo Comparator
NCT03913715,Placebo Comparator
NCT02496962,Placebo Comparator
NCT03654053,Placebo Comparator
NCT00220779,Placebo Comparator
NCT01387282,Placebo Comparator
NCT01280344,Placebo Comparator
NCT00622193,Placebo Comparator
NCT01387269,Placebo Comparator
NCT04316429,Placebo Comparator
NCT04463264,Placebo Comparator
NCT02081391,Placebo Comparator
NCT01601847,Placebo Comparator
NCT02796651,Placebo Comparator
NCT01793090,Placebo Comparator
NCT03293524,Placebo Comparator
NCT03250338,Placebo Comparator
NCT02691247,Placebo Comparator
NCT01853384,Placebo Comparator
NCT02845700,Placebo Comparator
NCT04531592,Placebo Comparator
NCT00691067,Placebo Comparator
NCT00393874,Placebo Comparator
NCT03866837,Placebo Comparator
NCT02733614,Placebo Comparator
NCT00635960,Placebo Comparator
NCT01505764,Placebo Comparator
NCT00688714,Placebo Comparator
NCT03279120,Placebo Comparator
NCT03279120,Placebo Comparator
NCT04476901,Placebo Comparator
NCT01243060,Placebo Comparator
NCT04476901,Placebo Comparator
NCT04476901,Placebo Comparator
NCT01937338,Placebo Comparator
