,NCTId,ConditionMeshId
3821,NCT00796419,D000055370
1654,NCT00889772,D000055370
9261,NCT04344184,D000055370
9199,NCT04401527,D000055370
8932,NCT03951064,D000055370
9127,NCT04482712,D000055370
2220,NCT01461889,D000055370
7307,NCT04574869,D000055370
1384,NCT03237364,D000055370
3449,NCT03891381,D000055191
3312,NCT01678625,D000055191
3108,NCT03920670,D000055191
3307,NCT01837498,D000055191
2470,NCT00018876,D000055111
7551,NCT04525651,D000055009
6450,NCT02814825,D000055009
1189,NCT03532230,D000055009
8416,NCT02874989,D000054990
2061,NCT04326036,D000054990
2633,NCT02151435,D000054990
7685,NCT03478553,D000054990
4742,NCT03641742,D000054990
4299,NCT04137757,D000054972
5126,NCT01367977,D000054972
5294,NCT03808740,D000054971
5126,NCT01367977,D000054969
3377,NCT01212003,D000054908
9575,NCT04079179,D000054747
7826,NCT00841126,D000054559
7742,NCT04169269,D000054556
5839,NCT02412982,D000054556
4397,NCT04569344,D000054556
4049,NCT03031457,D000054556
8734,NCT02958969,D000054556
2275,NCT01890044,D000054556
4520,NCT03266783,D000054556
1126,NCT04141228,D000054556
5155,NCT04168203,D000054556
6135,NCT00975559,D000054549
2082,NCT03844412,D000054515
5251,NCT01996384,D000054515
7136,NCT00504335,D000054508
4862,NCT01578499,D000054446
7913,NCT00719563,D000054437
9789,NCT03912064,D000054429
9882,NCT03843528,D000054429
9658,NCT04017130,D000054219
9573,NCT04080531,D000054219
7964,NCT00040937,D000054219
4882,NCT03143049,D000054219
4265,NCT02685826,D000054219
4261,NCT02103335,D000054219
9126,NCT04483206,D000054219
4092,NCT02807454,D000054219
3172,NCT02176213,D000054219
9153,NCT04459416,D000054219
4266,NCT02206425,D000054219
7981,NCT00124579,D000054219
4100,NCT02616640,D000054219
2561,NCT00891033,D000054219
7686,NCT01067287,D000054219
9170,NCT04436029,D000054219
5395,NCT03224507,D000054219
8177,NCT02077959,D000054219
5864,NCT00664898,D000054219
4270,NCT02188368,D000054219
5645,NCT02655458,D000054219
8734,NCT02958969,D000054219
9203,NCT04398745,D000054219
6393,NCT02294357,D000054219
9251,NCT04354246,D000054219
6752,NCT03762291,D000054219
8263,NCT00079456,D000054219
8492,NCT01245673,D000054219
3955,NCT02720510,D000054219
7963,NCT00874211,D000054219
3166,NCT03003728,D000054219
7913,NCT00719563,D000054219
7821,NCT00857324,D000054219
5038,NCT02036502,D000054219
8515,NCT01352286,D000054219
7816,NCT02431208,D000054219
8509,NCT01239368,D000054219
7938,NCT00869206,D000054219
5361,NCT02368301,D000054219
1177,NCT03180853,D000054219
7928,NCT02331368,D000054219
2242,NCT01063179,D000054219
9985,NCT03773107,D000054219
9068,NCT04534322,D000054219
1960,NCT04545333,D000054198
3247,NCT01943682,D000054198
4790,NCT03971318,D000054198
4597,NCT03655587,D000054198
4001,NCT03110354,D000054198
8234,NCT00176462,D000054198
8527,NCT00723203,D000054198
4124,NCT01523977,D000054198
6385,NCT01100658,D000054198
3480,NCT00506597,D000054198
9995,NCT03768310,D000054198
5608,NCT02475707,D000054198
4536,NCT00088543,D000054198
3659,NCT01660607,D000054198
6942,NCT01491763,D000054198
4074,NCT01321346,D000054198
4711,NCT01527838,D000054198
9161,NCT04448834,D000054198
5602,NCT01134510,D000054179
1546,NCT01108848,D000054179
1165,NCT03845400,D000054179
5720,NCT04428632,D000054179
1677,NCT00432510,D000054179
4214,NCT02316353,D000054179
2132,NCT04583007,D000054179
8109,NCT03312387,D000054144
9478,NCT04160000,D000054144
8215,NCT02147613,D000054144
8372,NCT01431027,D000054144
8068,NCT04083690,D000054143
8374,NCT02973594,D000054143
2000,NCT02050113,D000054119
9875,NCT03848923,D000054098
4359,NCT00697151,D000054092
8986,NCT04604015,D000054092
1763,NCT01576601,D000054079
4093,NCT02113475,D000054070
9859,NCT03863327,D000054059
4063,NCT00180479,D000054059
1655,NCT01205776,D000054059
3149,NCT00399880,D000054058
2923,NCT01407146,D000054058
3341,NCT00990262,D000054058
3960,NCT03286179,D000054058
2818,NCT02709135,D000054058
7086,NCT03354351,D000054058
8800,NCT00589459,D000054058
4642,NCT01084239,D000054058
9859,NCT03863327,D000054058
4505,NCT00202878,D000054058
3701,NCT01742117,D000054058
9622,NCT04044391,D000054058
3290,NCT00855296,D000054058
1471,NCT01088503,D000054058
3357,NCT02039882,D000054058
3289,NCT00855374,D000054058
1499,NCT00691184,D000054039
1844,NCT03775954,D000053840
5009,NCT00491660,D000053717
4108,NCT00691587,D000053717
5467,NCT00244361,D000053578
2602,NCT00169806,D000053565
3093,NCT01295879,D000053565
6245,NCT01294982,D000053202
9310,NCT04305743,D000053202
7652,NCT03672461,D000053202
9887,NCT03841513,D000053202
8286,NCT03817931,D000053202
2647,NCT03625492,D000053202
1068,NCT04075578,D000053201
8583,NCT04454424,D000053201
9159,NCT04451382,D000053201
3035,NCT01925456,D000053201
6245,NCT01294982,D000053201
6751,NCT03156088,D000053201
4744,NCT00220363,D000053201
9798,NCT03904407,D000053201
2647,NCT03625492,D000053201
8286,NCT03817931,D000053201
8582,NCT04471337,D000053201
9510,NCT04124939,D000053201
2397,NCT00943904,D000053201
9310,NCT04305743,D000053201
9837,NCT03874637,D000053201
8957,NCT01302938,D000053201
5540,NCT00628615,D000053201
5625,NCT01955408,D000053201
2914,NCT04115228,D000053201
7622,NCT02202031,D000053201
4699,NCT04478357,D000053201
4997,NCT00138723,D000053201
9310,NCT04305743,D000053158
1105,NCT04125186,D000053158
2516,NCT03310528,D000053120
1752,NCT00519402,D000053120
2632,NCT03814980,D000053120
4302,NCT01264627,D000053120
4131,NCT04336579,D000053120
1593,NCT01492517,D000053120
8138,NCT01184755,D000053120
7405,NCT01194024,D000053120
3636,NCT00633373,D000053120
8001,NCT02949128,D000053099
2375,NCT01652573,D000053098
4970,NCT03102086,D000053040
9277,NCT04332861,D000053040
2602,NCT00169806,D000053040
9842,NCT03873259,D000053040
1226,NCT00713739,D000053040
2920,NCT00169754,D000053040
1318,NCT04073719,D000053040
5333,NCT00904046,D000053040
6342,NCT03763539,D000053040
9700,NCT03984409,D000053040
3093,NCT01295879,D000053040
3202,NCT03040466,D000053040
6341,NCT03795532,D000053040
4389,NCT03404986,D000053039
9842,NCT03873259,D000053039
6340,NCT03795545,D000053039
1226,NCT00713739,D000053039
3093,NCT01295879,D000052878
9956,NCT03794102,D000052878
1318,NCT04073719,D000052878
9277,NCT04332861,D000052878
6246,NCT03883477,D000052582
2058,NCT01987115,D000052582
4184,NCT02004691,D000052556
4184,NCT02004691,D000052536
5670,NCT02262832,D000052497
2502,NCT02404896,D000052496
9096,NCT04506307,D000052439
5000,NCT02270164,D000052439
8992,NCT04596241,D000052439
1147,NCT01538459,D000052256
7391,NCT04094298,D000052256
9581,NCT04073212,D000052256
9523,NCT04115644,D000052256
7236,NCT02971072,D000052256
7553,NCT03752619,D000052256
9902,NCT03828916,D000052256
2282,NCT02600910,D000052256
5771,NCT03882437,D000052120
8891,NCT00773617,D000052018
5815,NCT04378101,D000052018
1456,NCT03400475,D000052016
7871,NCT00248040,D000051799
4118,NCT00235300,D000051799
2281,NCT01878786,D000051799
9804,NCT03899805,D000051677
8300,NCT00917007,D000051556
3934,NCT00609323,D000051474
5068,NCT01508676,D000051474
2608,NCT00352651,D000051474
4066,NCT00683553,D000051437
8867,NCT03095391,D000051437
7826,NCT00841126,D000051437
9137,NCT04474210,D000051437
3540,NCT00268957,D000051437
9692,NCT03991169,D000051437
1211,NCT02064426,D000051437
2794,NCT00097617,D000051437
5187,NCT01636466,D000051437
5931,NCT01213914,D000051437
9729,NCT03961932,D000051437
4188,NCT04423458,D000051437
1115,NCT01975818,D000051437
7932,NCT01316055,D000051437
4310,NCT00173823,D000051437
2436,NCT03615235,D000051437
8730,NCT04178577,D000051437
9980,NCT03776539,D000051437
8390,NCT00496483,D000051437
8896,NCT01846468,D000051437
4866,NCT04048707,D000051437
8857,NCT03454022,D000051437
8395,NCT03921242,D000051437
5290,NCT00237952,D000051437
5894,NCT02253654,D000051437
4485,NCT00211900,D000051437
9634,NCT04037865,D000051437
1822,NCT00833716,D000051437
8963,NCT00882557,D000051437
8153,NCT03097016,D000051437
2979,NCT03710161,D000051437
4366,NCT00760162,D000051437
8917,NCT04154670,D000051437
4408,NCT04334707,D000051437
9203,NCT04398745,D000051437
1834,NCT03791580,D000051437
2619,NCT02841280,D000051437
2671,NCT02964429,D000051437
6327,NCT02780414,D000051437
2938,NCT00573898,D000051437
7798,NCT00256750,D000051437
3369,NCT02213068,D000051437
5019,NCT00324675,D000051437
4043,NCT00554359,D000051437
7302,NCT02194582,D000051437
9599,NCT04056455,D000051437
3844,NCT00324571,D000051436
9572,NCT04080570,D000051436
2161,NCT04125537,D000051436
5095,NCT03365063,D000051436
3899,NCT02312050,D000051436
2979,NCT03710161,D000051436
2794,NCT00097617,D000051436
8461,NCT00566670,D000051436
3620,NCT00440648,D000051436
9689,NCT03993886,D000051436
2955,NCT03633708,D000051436
5088,NCT04032613,D000051436
6325,NCT04510844,D000051436
8867,NCT03095391,D000051436
6820,NCT04215445,D000051436
8084,NCT02858778,D000051436
2203,NCT02698722,D000051436
5218,NCT02138838,D000051436
8588,NCT02360644,D000051436
4759,NCT01428154,D000051436
1257,NCT00134797,D000051436
1094,NCT01517841,D000051436
3540,NCT00268957,D000051436
2151,NCT04258397,D000051436
1211,NCT02064426,D000051436
2005,NCT01750294,D000051436
5894,NCT02253654,D000051436
2787,NCT01415570,D000051436
9692,NCT03991169,D000051436
1875,NCT00142636,D000051436
9703,NCT03982160,D000051436
9091,NCT04511338,D000051436
2619,NCT02841280,D000051436
3494,NCT00581269,D000051436
8323,NCT00308971,D000051436
7308,NCT02319447,D000051436
5083,NCT02155127,D000051436
4126,NCT04427800,D000051436
9058,NCT04542304,D000051436
2671,NCT02964429,D000051436
2436,NCT03615235,D000051436
5161,NCT03201406,D000051436
6496,NCT04520984,D000051436
1115,NCT01975818,D000051436
8395,NCT03921242,D000051436
3492,NCT01509690,D000051436
4188,NCT04423458,D000051436
6187,NCT00494975,D000051436
8896,NCT01846468,D000051436
8486,NCT03055598,D000051436
8610,NCT01066949,D000051436
4408,NCT04334707,D000051436
8857,NCT03454022,D000051436
7355,NCT03386539,D000051436
9697,NCT03985423,D000051359
9045,NCT04554914,D000051359
9838,NCT03874507,D000051346
9152,NCT04460872,D000051346
7055,NCT01418976,D000051346
8245,NCT03112720,D000051299
1028,NCT00809627,D000051299
1421,NCT02394457,D000051299
7062,NCT00862095,D000051298
111,NCT01306266,D000051298
8057,NCT01530321,D000051298
1608,NCT03588364,D000051298
1504,NCT04369729,D000051298
1566,NCT04098250,D000051298
7372,NCT03952182,D000050815
5433,NCT01480167,D000050815
4639,NCT01353352,D000050723
9662,NCT04015154,D000050723
9663,NCT04015128,D000050723
9661,NCT04015167,D000050723
4541,NCT02366234,D000050723
2884,NCT03721835,D000050723
9071,NCT04528446,D000050723
8555,NCT03560232,D000050723
3171,NCT00654615,D000050723
3073,NCT03864367,D000050723
4067,NCT00761813,D000050723
5884,NCT02749968,D000050723
63,NCT04229212,D000050723
7353,NCT03385304,D000050723
4584,NCT01704859,D000050723
1792,NCT00871468,D000050723
5312,NCT02723825,D000050723
6837,NCT01494519,D000050723
2056,NCT00916539,D000050723
4777,NCT04287257,D000050723
4499,NCT02398942,D000050723
6646,NCT00884988,D000050723
6789,NCT00476346,D000050723
6045,NCT02679560,D000050723
3304,NCT00556842,D000050723
7372,NCT03952182,D000050723
5233,NCT01520298,D000050723
9740,NCT03948139,D000050723
1500,NCT02425345,D000050723
7428,NCT02216812,D000050723
5374,NCT03971448,D000050723
4796,NCT02692092,D000050723
8958,NCT03410823,D000050723
8435,NCT02802774,D000050723
1860,NCT00356837,D000050723
3893,NCT04589819,D000050723
3921,NCT01589692,D000050723
9396,NCT04235907,D000050723
4596,NCT04163224,D000050723
1362,NCT04163172,D000050723
8204,NCT04189523,D000050723
9825,NCT03881241,D000050723
3436,NCT02775461,D000050500
8624,NCT04207060,D000050500
5985,NCT04232670,D000050500
4218,NCT04315311,D000050500
1844,NCT03775954,D000050497
2781,NCT02925481,D000050497
4571,NCT00141895,D000050497
4091,NCT02669420,D000050497
5580,NCT03194906,D000050398
5746,NCT01322568,D000050197
2146,NCT00318734,D000050197
1423,NCT01422889,D000050197
1437,NCT03875651,D000050197
3991,NCT00005131,D000050197
3372,NCT00459446,D000050197
1554,NCT02955238,D000050197
4894,NCT02017756,D000050197
2808,NCT04221815,D000050197
3908,NCT00880178,D000050197
2421,NCT02265250,D000050197
8208,NCT02191306,D000050197
3309,NCT03399370,D000050197
2446,NCT00115830,D000050197
3562,NCT01178320,D000050197
2941,NCT01276678,D000050197
5469,NCT01879033,D000050197
8399,NCT01838356,D000050197
2171,NCT03911141,D000050197
9806,NCT03898570,D000050197
9218,NCT04382963,D000050197
1576,NCT01207167,D000050197
2213,NCT00344903,D000050197
6665,NCT02360020,D000050197
1461,NCT02009930,D000050197
3204,NCT03911284,D000050197
2735,NCT04559191,D000050197
1176,NCT02941042,D000050177
8106,NCT00302055,D000050177
1744,NCT03015207,D000050177
8339,NCT03574584,D000050177
3264,NCT00883350,D000050177
7697,NCT04016909,D000050177
1681,NCT02835235,D000050177
4745,NCT04516252,D000050177
6769,NCT03678766,D000050177
3362,NCT00459992,D000050177
5688,NCT00302042,D000050177
7793,NCT02963922,D000050177
6756,NCT03029507,D000050177
1639,NCT00632346,D000050177
8006,NCT01839708,D000050177
1637,NCT03334175,D000050177
3493,NCT03231592,D000050177
5701,NCT01837524,D000050177
1741,NCT03095807,D000050177
1496,NCT02348853,D000050177
3220,NCT02121132,D000050177
3507,NCT01439477,D000050177
3237,NCT00824941,D000050177
1355,NCT00417599,D000050177
4795,NCT02613767,D000050177
4841,NCT04297228,D000050177
4834,NCT01881828,D000050177
3439,NCT01128764,D000050177
1531,NCT03261882,D000050177
1621,NCT04049162,D000050177
6872,NCT02679937,D000050177
7866,NCT03823898,D000050177
1759,NCT02870231,D000050177
1943,NCT00613600,D000050177
5599,NCT02829554,D000050177
6320,NCT00622050,D000050177
6313,NCT02346994,D000050177
9649,NCT04021602,D000050177
4121,NCT01816516,D000050177
6581,NCT01684748,D000050177
9707,NCT03980743,D000050177
2625,NCT03823872,D000050177
1970,NCT01044108,D000050177
8673,NCT00944060,D000050177
5478,NCT02114190,D000050177
9791,NCT03908996,D000050177
153,NCT03198793,D000050177
1780,NCT02958085,D000050177
3905,NCT01206166,D000050177
2166,NCT00685555,D000050177
3088,NCT03308721,D000050177
6225,NCT00989170,D000050177
1774,NCT01329939,D000050177
1770,NCT02568306,D000050177
2025,NCT00665665,D000050177
1760,NCT02300844,D000050177
9502,NCT04131647,D000050177
2252,NCT02063178,D000050177
2587,NCT03997422,D000050177
1894,NCT01339390,D000050177
2533,NCT02944370,D000050177
4325,NCT00728455,D000050177
3712,NCT01272232,D000050177
4271,NCT00680979,D000050177
4269,NCT03337139,D000050177
9020,NCT04576247,D000050177
4687,NCT00746083,D000050177
2508,NCT02129608,D000050177
5391,NCT00305097,D000050177
7495,NCT03605888,D000050177
3012,NCT01999244,D000050177
1813,NCT02235961,D000050177
5964,NCT02949115,D000050177
8898,NCT04004325,D000050177
2489,NCT01514279,D000050177
9319,NCT04300478,D000050177
8873,NCT00759746,D000050177
8850,NCT01435603,D000050177
2485,NCT00222963,D000050177
6354,NCT01886326,D000050177
5420,NCT03815214,D000050177
9435,NCT04209049,D000050177
9922,NCT03814473,D000050177
4143,NCT02893150,D000050177
2693,NCT00342732,D000050177
5542,NCT02346162,D000050177
6633,NCT01630980,D000050177
8543,NCT03674944,D000050177
4624,NCT01889225,D000050177
9602,NCT04055168,D000050171
7536,NCT00368095,D000050171
5383,NCT02781675,D000050171
4350,NCT02702479,D000050171
5929,NCT00270439,D000050171
22,NCT00928694,D000050171
4078,NCT03937960,D000050171
4474,NCT02302612,D000050171
6134,NCT00986986,D000050171
6633,NCT01630980,D000050171
66,NCT02993120,D000050171
2165,NCT04040894,D000049970
2966,NCT01996072,D000049950
7828,NCT01374906,D000049913
4904,NCT03111810,D000049913
8602,NCT01359319,D000049310
8383,NCT01081080,D000049288
1946,NCT02836418,D000049288
6864,NCT01126697,D000049288
3482,NCT01636999,D000048949
3803,NCT03553576,D000048949
3214,NCT02550730,D000048949
3879,NCT00312364,D000048909
1837,NCT01554644,D000048909
1412,NCT02280733,D000048909
4774,NCT00832273,D000048550
4770,NCT00915681,D000048550
4088,NCT03702920,D000048550
3048,NCT00986648,D000048550
4268,NCT03968848,D000048550
8844,NCT00859053,D000048550
7453,NCT01826760,D000048550
4947,NCT03908255,D000048550
4518,NCT03303859,D000047928
8197,NCT02436616,D000047928
7664,NCT03393637,D000047928
5067,NCT02678026,D000047928
1787,NCT02056639,D000047928
7804,NCT00860470,D000047928
3883,NCT01235156,D000047928
4934,NCT00141908,D000047928
1983,NCT02056652,D000047928
8016,NCT02293824,D000047928
2620,NCT03304782,D000047928
8181,NCT00917085,D000047928
3367,NCT00811057,D000047928
2766,NCT00769262,D000047928
3420,NCT00339235,D000047928
3532,NCT01388439,D000047928
7736,NCT03210415,D000047928
4367,NCT02849301,D000047928
4260,NCT02708264,D000047928
4801,NCT02350231,D000047928
4861,NCT03083431,D000047928
4246,NCT03251794,D000047928
4675,NCT02746900,D000047928
2956,NCT00767039,D000047928
4229,NCT02716909,D000047928
5072,NCT01646463,D000047928
1827,NCT02997345,D000047928
8082,NCT00397735,D000047928
8781,NCT03199079,D000047928
8772,NCT02041923,D000047928
3751,NCT03418870,D000047928
2531,NCT01222585,D000047928
8544,NCT03267043,D000047928
1992,NCT03833284,D000047928
4833,NCT00536445,D000047928
3499,NCT04420156,D000047928
8444,NCT00120614,D000047928
3919,NCT03343795,D000047928
4608,NCT02328989,D000047928
3503,NCT00579150,D000047928
8440,NCT04247555,D000047928
5516,NCT02986802,D000047928
7971,NCT02169024,D000047928
4601,NCT01344616,D000047928
4904,NCT03111810,D000047748
7828,NCT01374906,D000047748
8593,NCT03317795,D000047708
9690,NCT03993210,D000047708
2257,NCT00341848,D000047708
5796,NCT00299481,D000047708
5428,NCT00860002,D000047708
1918,NCT03985449,D000047708
4237,NCT02100904,D000047708
7873,NCT03751124,D000047708
7832,NCT01504308,D000047708
4322,NCT01285960,D000047708
5135,NCT00390494,D000047708
4979,NCT04030273,D000047708
3268,NCT00837161,D000047708
7870,NCT03744507,D000047708
2344,NCT04323267,D000046788
3583,NCT04428112,D000046589
1503,NCT00640692,D000046152
2644,NCT03613714,D000046110
3080,NCT03679117,D000046110
6257,NCT02080767,D000045908
6848,NCT02784587,D000045888
3528,NCT00266461,D000045823
1578,NCT00672074,D000045823
4908,NCT02155153,D000045823
4686,NCT01241383,D000045743
2215,NCT01639573,D000045743
4734,NCT03914781,D000045743
5854,NCT00043706,D000045743
5063,NCT03411057,D000045743
1467,NCT01093885,D000045743
4701,NCT04246528,D000045743
7591,NCT03844061,D000045743
1537,NCT02228850,D000045743
5725,NCT04432272,D000045169
9054,NCT04546581,D000045169
9219,NCT04382391,D000045169
8993,NCT04595903,D000045169
9271,NCT04339998,D000045169
5165,NCT04536350,D000045169
9230,NCT04374565,D000045169
4873,NCT00342524,D000045169
8243,NCT04420988,D000045169
8237,NCT04363450,D000045169
9208,NCT04391179,D000045169
2061,NCT04326036,D000045169
5335,NCT04399889,D000045169
9284,NCT04328467,D000045169
9256,NCT04349202,D000045169
9263,NCT04342728,D000045169
9266,NCT04341727,D000045169
1648,NCT04604145,D000045169
8652,NCT04305457,D000045169
4186,NCT04357730,D000045169
6247,NCT04360486,D000045169
1173,NCT04542915,D000045169
144,NCT04423770,D000045169
7669,NCT04377581,D000045169
3743,NCT04461353,D000045169
2607,NCT04388605,D000045169
8193,NCT04470544,D000045169
3566,NCT02021604,D000044903
5976,NCT04571008,D000044882
4695,NCT03239782,D000044882
8850,NCT01435603,D000044882
3026,NCT00183963,D000044584
7931,NCT00053898,D000044584
7500,NCT01023477,D000044584
8819,NCT01448447,D000044584
9191,NCT04410302,D000044584
9584,NCT04072445,D000044584
