,NCTId,InterventionBrowseBranchAbbrev
3351,NCT00394329,All
4524,NCT00299065,All
3353,NCT04022434,All
4532,NCT04386577,All
3341,NCT00990262,All
3330,NCT01027611,All
8724,NCT00039468,All
4542,NCT00333229,All
4370,NCT00984451,All
8755,NCT00903695,All
8968,NCT03185546,All
4540,NCT01758081,All
3334,NCT01789814,All
3467,NCT02775565,All
3336,NCT00005924,All
4372,NCT03483805,All
4538,NCT01524705,All
8965,NCT02728076,All
4537,NCT03890497,All
3338,NCT02290106,All
3339,NCT01578317,All
4536,NCT00088543,All
4535,NCT03660917,All
3340,NCT00988169,All
4365,NCT04418856,All
3299,NCT03889418,All
4523,NCT03897764,All
3480,NCT00506597,All
8712,NCT01834794,All
8713,NCT04221997,All
4606,NCT04092530,All
3254,NCT01826448,All
4605,NCT02357277,All
4604,NCT00908830,All
8989,NCT04598321,All
4603,NCT02208050,All
4602,NCT02990091,All
8714,NCT00072995,All
4599,NCT03859362,All
4598,NCT02647983,All
4597,NCT03655587,All
4596,NCT04163224,All
3265,NCT04273191,All
4593,NCT02657317,All
8716,NCT03602014,All
4609,NCT00199797,All
4610,NCT03640312,All
4590,NCT01500538,All
4361,NCT00522041,All
3238,NCT01852656,All
4626,NCT03709888,All
4359,NCT00697151,All
8999,NCT04592549,All
8706,NCT00482274,All
8707,NCT03758625,All
8997,NCT04592783,All
8708,NCT01941810,All
4617,NCT01483040,All
4616,NCT00027404,All
8710,NCT00004263,All
3247,NCT01943682,All
4613,NCT01409681,All
8995,NCT04593784,All
8932,NCT03951064,All
4612,NCT03584113,All
3253,NCT03671746,All
4591,NCT01001325,All
4589,NCT03710694,All
3474,NCT00050856,All
4579,NCT01782352,All
8933,NCT02217007,All
4578,NCT03176420,All
8978,NCT04608773,All
4576,NCT04026009,All
4575,NCT02621658,All
3290,NCT00855296,All
4363,NCT02479555,All
8718,NCT00058045,All
8977,NCT04609085,All
4571,NCT00141895,All
8975,NCT01721044,All
4570,NCT04385524,All
8974,NCT02002819,All
4569,NCT03853304,All
3476,NCT01831765,All
3298,NCT00813605,All
4567,NCT02023723,All
3284,NCT01310179,All
3283,NCT01751620,All
4362,NCT00192634,All
8717,NCT00955084,All
4587,NCT03613623,All
3267,NCT00911820,All
4586,NCT01728571,All
8980,NCT04607200,All
3478,NCT00013910,All
3271,NCT00796705,All
4584,NCT01704859,All
3272,NCT00469079,All
3273,NCT03233724,All
3274,NCT00079820,All
4583,NCT01696435,All
3275,NCT01390233,All
3276,NCT02118012,All
3277,NCT02263326,All
8979,NCT04607668,All
4582,NCT02239874,All
3281,NCT00411762,All
8935,NCT03635905,All
4375,NCT01244204,All
4870,NCT02777112,All
3411,NCT03187080,All
4439,NCT01843491,All
4438,NCT01846104,All
3451,NCT01780129,All
4437,NCT01877421,All
3412,NCT04408352,All
4436,NCT01994525,All
4435,NCT02018250,All
3413,NCT04133376,All
4434,NCT02067676,All
8950,NCT03900949,All
4433,NCT02239614,All
8740,NCT01954576,All
4431,NCT02776761,All
8741,NCT02395341,All
4429,NCT03110952,All
4428,NCT03141138,All
8946,NCT01743976,All
4440,NCT01666652,All
3410,NCT02861898,All
4425,NCT03609398,All
4441,NCT01659515,All
4454,NCT00657917,All
3403,NCT00678132,All
4453,NCT00678652,All
3404,NCT01152580,All
4452,NCT00761020,All
4451,NCT00884377,All
3405,NCT03022929,All
4450,NCT00984256,All
8953,NCT04606966,All
4449,NCT01140191,All
4448,NCT01159561,All
3409,NCT02465463,All
4447,NCT01194336,All
4445,NCT01502358,All
4444,NCT01502735,All
4443,NCT01556945,All
4442,NCT01644565,All
4426,NCT03531242,All
4424,NCT03718130,All
4456,NCT00412477,All
4407,NCT02170532,All
3435,NCT04377204,All
4405,NCT00734539,All
4388,NCT00221416,All
8746,NCT02665143,All
4403,NCT00360087,All
8937,NCT03434769,All
8747,NCT04374630,All
8749,NCT01982435,All
4396,NCT00662571,All
3436,NCT02775461,All
3437,NCT03723655,All
8941,NCT01511107,All
4395,NCT01040832,All
8939,NCT04475718,All
4390,NCT01296698,All
4394,NCT02519868,All
8750,NCT01090011,All
8942,NCT01566461,All
3447,NCT03217201,All
8742,NCT04443088,All
4410,NCT00806910,All
4422,NCT04268420,All
4421,NCT04296279,All
3423,NCT01613833,All
3424,NCT03338257,All
4420,NCT04314713,All
3450,NCT00675584,All
4418,NCT00554736,All
3425,NCT03329001,All
8744,NCT01566890,All
3426,NCT00917501,All
3427,NCT02833922,All
3428,NCT01852955,All
4416,NCT01321281,All
4387,NCT01811316,All
3429,NCT01880034,All
3448,NCT00238472,All
4412,NCT02546388,All
4455,NCT00415051,All
3401,NCT00646451,All
4520,NCT03266783,All
3366,NCT03519074,All
8734,NCT02958969,All
4496,NCT04518657,All
4495,NCT02901639,All
3456,NCT00307398,All
4379,NCT02814994,All
3367,NCT00811057,All
4493,NCT02037555,All
3368,NCT00112047,All
4492,NCT02140788,All
4490,NCT04191473,All
3369,NCT02213068,All
8752,NCT02819141,All
8735,NCT01678079,All
4487,NCT03352479,All
4485,NCT00211900,All
8959,NCT03436953,All
3375,NCT00464971,All
4376,NCT03360422,All
8733,NCT00831766,All
4483,NCT03054103,All
8732,NCT00896701,All
3460,NCT00465192,All
8961,NCT03718104,All
4519,NCT04247646,All
8727,NCT00085124,All
3358,NCT02460991,All
8729,NCT04542642,All
4510,NCT00211991,All
3361,NCT00319332,All
4508,NCT01169259,All
3362,NCT00459992,All
3363,NCT00005112,All
3457,NCT03282669,All
4505,NCT00202878,All
3364,NCT01864057,All
4504,NCT03655730,All
3365,NCT00319839,All
4503,NCT04579601,All
3455,NCT01284127,All
3376,NCT00730704,All
4457,NCT00376090,All
4385,NCT02351544,All
3391,NCT04070573,All
8957,NCT01302938,All
3393,NCT02116712,All
8955,NCT02290223,All
4467,NCT01954290,All
3398,NCT03974061,All
8739,NCT02496780,All
4465,NCT00075049,All
4464,NCT00082069,All
4463,NCT00090688,All
4462,NCT00124865,All
3452,NCT03180242,All
4460,NCT00248833,All
4459,NCT00292929,All
8954,NCT04331366,All
4458,NCT00292942,All
4386,NCT03185871,All
4469,NCT00570297,All
4470,NCT01166412,All
3377,NCT01212003,All
3453,NCT01045447,All
4481,NCT02670850,All
3378,NCT01998802,All
4480,NCT03602118,All
3454,NCT00137696,All
3381,NCT01966224,All
3382,NCT01901276,All
4477,NCT00716456,All
3383,NCT04381481,All
4476,NCT00848796,All
4383,NCT01223313,All
3385,NCT02405039,All
3386,NCT01392573,All
8737,NCT03126981,All
4473,NCT03284372,All
3387,NCT03267914,All
8958,NCT03410823,All
4472,NCT04211077,All
3235,NCT00906984,All
8705,NCT02295059,All
3233,NCT01005654,All
4791,NCT04335331,All
8679,NCT02513563,All
9038,NCT04560673,All
3090,NCT04148118,All
4788,NCT04334824,All
4787,NCT00858403,All
4786,NCT02023151,All
4785,NCT02019680,All
3092,NCT00006332,All
8680,NCT01902225,All
3093,NCT01295879,All
8681,NCT00963807,All
9037,NCT04561362,All
8683,NCT02086604,All
4775,NCT02650154,All
4774,NCT00832273,All
9036,NCT04563026,All
4773,NCT03499509,All
3087,NCT01665677,All
4792,NCT02956174,All
4772,NCT00624585,All
4793,NCT00561054,All
3076,NCT03917875,All
3077,NCT00005667,All
4808,NCT00279617,All
3079,NCT00909480,All
4807,NCT02359045,All
9040,NCT04558567,All
4805,NCT03845985,All
3083,NCT03978442,All
8675,NCT00885963,All
4333,NCT04375293,All
4801,NCT02350231,All
4800,NCT00131586,All
8677,NCT03071406,All
4797,NCT01896414,All
3086,NCT02153814,All
4795,NCT02613767,All
8678,NCT02829931,All
3098,NCT01475617,All
3099,NCT03992729,All
3075,NCT02000778,All
4761,NCT03490682,All
4760,NCT03251911,All
4759,NCT01428154,All
8684,NCT03315507,All
4756,NCT00672594,All
4338,NCT04333576,All
4754,NCT01435954,All
3115,NCT02630563,All
8685,NCT00002940,All
8686,NCT00310895,All
4751,NCT01369043,All
4750,NCT03245879,All
3117,NCT02241824,All
8688,NCT04159896,All
3118,NCT01785615,All
4744,NCT00220363,All
3120,NCT02124044,All
4743,NCT02036060,All
3114,NCT01722903,All
9034,NCT04564443,All
4771,NCT04509622,All
4762,NCT00372983,All
3100,NCT02039960,All
3102,NCT00031291,All
4770,NCT00915681,All
3103,NCT04087889,All
9035,NCT04563754,All
4768,NCT01622959,All
3105,NCT04079582,All
4767,NCT00255229,All
3106,NCT00287521,All
4766,NCT02972138,All
4337,NCT02578641,All
3108,NCT03920670,All
3109,NCT04371536,All
3498,NCT03686618,All
4764,NCT01843751,All
3110,NCT00001909,All
3497,NCT01502592,All
4332,NCT01587703,All
4810,NCT04499495,All
4629,NCT03982576,All
4860,NCT00317473,All
4853,NCT04525326,All
4849,NCT01016860,All
4848,NCT03658954,All
3042,NCT00208026,All
3043,NCT02240407,All
4847,NCT01859039,All
8667,NCT01773239,All
4844,NCT02811666,All
3509,NCT00380380,All
4843,NCT01581307,All
3044,NCT00391352,All
8668,NCT03456804,All
8669,NCT01505868,All
4838,NCT01372345,All
4837,NCT01372358,All
9048,NCT04551677,All
4836,NCT04169867,All
4859,NCT01761734,All
3041,NCT00399711,All
3047,NCT02800486,All
4861,NCT03083431,All
9051,NCT04549051,All
3029,NCT00913757,All
4868,NCT03800394,All
3030,NCT02239770,All
8657,NCT01749384,All
3031,NCT01129570,All
3033,NCT03058692,All
4866,NCT04048707,All
3034,NCT03884478,All
4864,NCT01109810,All
3035,NCT01925456,All
3036,NCT02872454,All
3037,NCT00135733,All
4862,NCT01578499,All
3038,NCT02191748,All
9049,NCT04551430,All
4324,NCT00044525,All
8670,NCT00678769,All
4834,NCT01881828,All
3074,NCT01167920,All
3062,NCT00283283,All
4822,NCT03961555,All
4821,NCT00223990,All
8671,NCT04042909,All
9044,NCT04555811,All
4817,NCT03086395,All
3065,NCT03467789,All
3502,NCT01276782,All
4816,NCT03794882,All
3068,NCT03679676,All
8928,NCT00555425,All
3069,NCT00000693,All
8672,NCT04230499,All
8674,NCT00764517,All
3070,NCT02679794,All
9043,NCT04556175,All
9041,NCT04558541,All
4812,NCT03656679,All
4823,NCT02485145,All
4331,NCT03315442,All
4328,NCT03172741,All
3503,NCT00579150,All
3048,NCT00986648,All
4831,NCT02599454,All
4830,NCT02511041,All
3049,NCT01051284,All
4828,NCT01373840,All
3050,NCT01950650,All
4827,NCT03040791,All
9047,NCT04553133,All
4825,NCT04588727,All
3053,NCT00624000,All
3504,NCT02989701,All
3054,NCT02068079,All
9046,NCT04554212,All
9045,NCT04554914,All
4824,NCT03290963,All
3060,NCT00106054,All
4329,NCT00683085,All
8929,NCT01128621,All
3122,NCT01450462,All
9032,NCT04565353,All
3187,NCT01553318,All
3191,NCT02133872,All
4662,NCT01427400,All
4661,NCT04579120,All
3487,NCT01482962,All
4659,NCT02267317,All
4352,NCT04561804,All
8699,NCT02746263,All
4657,NCT04171180,All
9010,NCT04581603,All
3199,NCT02384460,All
3200,NCT03972774,All
4656,NCT00795561,All
3201,NCT01570751,All
4655,NCT01371266,All
4654,NCT04516824,All
4355,NCT03030885,All
3203,NCT01968785,All
3189,NCT01884740,All
4665,NCT03711981,All
3205,NCT00047515,All
4351,NCT03159234,All
4675,NCT02746900,All
9015,NCT04579393,All
4674,NCT03683589,All
8698,NCT03384836,All
3180,NCT04287868,All
4672,NCT00486811,All
4671,NCT01077596,All
3182,NCT03462966,All
4670,NCT01332500,All
3489,NCT00184054,All
3183,NCT03154437,All
4669,NCT01710943,All
9013,NCT04580524,All
3185,NCT00986310,All
4668,NCT00140114,All
3186,NCT01618162,All
3488,NCT03201159,All
4653,NCT01786109,All
3486,NCT01215721,All
4740,NCT01766960,All
3222,NCT01775865,All
3223,NCT01440803,All
4638,NCT02410278,All
9004,NCT04586530,All
3226,NCT01233050,All
3227,NCT00578877,All
4637,NCT01630213,All
4358,NCT00534378,All
3228,NCT03670914,All
8702,NCT00938964,All
8703,NCT02992977,All
8704,NCT02963090,All
3482,NCT01636999,All
4631,NCT01700517,All
3229,NCT00395304,All
4630,NCT00750685,All
9003,NCT04587713,All
3232,NCT04502212,All
3485,NCT02880540,All
4640,NCT01511939,All
4652,NCT04198974,All
9006,NCT04584710,All
3206,NCT00317564,All
3207,NCT00065455,All
4651,NCT03486093,All
4356,NCT01236287,All
4649,NCT03992872,All
3209,NCT01719367,All
8700,NCT01454284,All
3210,NCT01428713,All
4646,NCT04384263,All
3211,NCT03615950,All
9008,NCT04582617,All
4645,NCT02940795,All
9007,NCT04583501,All
3216,NCT03654365,All
4644,NCT02601625,All
4642,NCT01084239,All
4357,NCT04344873,All
3177,NCT00250133,All
3176,NCT00087997,All
4676,NCT04598399,All
3139,NCT02722278,All
4343,NCT03309163,All
3141,NCT00585013,All
3142,NCT04131504,All
3143,NCT00634764,All
4725,NCT00062556,All
3145,NCT00308620,All
4723,NCT04034784,All
3491,NCT00256789,All
4722,NCT02094898,All
3146,NCT02039375,All
4721,NCT00517270,All
3147,NCT02707042,All
3148,NCT00943501,All
4720,NCT04049045,All
9025,NCT04569747,All
4718,NCT02679092,All
9024,NCT04570839,All
4727,NCT03247803,All
9026,NCT04568616,All
4677,NCT02232269,All
4728,NCT04119206,All
4341,NCT03163589,All
3124,NCT01820182,All
3127,NCT04543825,All
4738,NCT03634852,All
3128,NCT00425880,All
4737,NCT01859026,All
4736,NCT04431661,All
3130,NCT00001729,All
8689,NCT02520115,All
3131,NCT03465917,All
3132,NCT02148445,All
4733,NCT03280979,All
3135,NCT02461758,All
4732,NCT01556191,All
4731,NCT02812030,All
3492,NCT01509690,All
3136,NCT02922985,All
4717,NCT00736554,All
3153,NCT01415479,All
3154,NCT03647449,All
4715,NCT03512730,All
3171,NCT00654615,All
4694,NCT00816426,All
8756,NCT02487485,All
8692,NCT00462358,All
4690,NCT02545010,All
4688,NCT01867905,All
3172,NCT02176213,All
4686,NCT01241383,All
8695,NCT03705325,All
8696,NCT03614949,All
3173,NCT00995488,All
8697,NCT00515255,All
4679,NCT00914745,All
4348,NCT02192684,All
3174,NCT01309828,All
3490,NCT01648140,All
4350,NCT02702479,All
3169,NCT00711490,All
4695,NCT03239782,All
3167,NCT00323414,All
9021,NCT04575090,All
4713,NCT04542005,All
3155,NCT04476251,All
4711,NCT01527838,All
3157,NCT02619773,All
4710,NCT02829918,All
8690,NCT00410904,All
4708,NCT01810731,All
8691,NCT00118157,All
3166,NCT03003728,All
3163,NCT03452579,All
4702,NCT02045290,All
9018,NCT04577001,All
3165,NCT02144051,All
4700,NCT02274012,All
4699,NCT04478357,All
4698,NCT03639025,All
2614,NCT02429505,All
2151,NCT04258397,All
3604,NCT04306445,All
8905,NCT00793975,All
2391,NCT01658800,All
5427,NCT03056625,All
5541,NCT01402674,All
2561,NCT00891033,All
2524,NCT01079234,All
9193,NCT04407377,All
5542,NCT02346162,All
2393,NCT02219321,All
5496,NCT01528878,All
5645,NCT02655458,All
4192,NCT03093662,All
2474,NCT01599923,All
5644,NCT01500525,All
9213,NCT04387084,All
5643,NCT02627599,All
8527,NCT00723203,All
2390,NCT00680706,All
5646,NCT01145209,All
2399,NCT02840097,All
2565,NCT00411892,All
2523,NCT00499746,All
8530,NCT00511901,All
8904,NCT00120770,All
5650,NCT04251208,All
5422,NCT03782480,All
2387,NCT01040663,All
4191,NCT03765593,All
5423,NCT02182115,All
2477,NCT03702270,All
8484,NCT01790438,All
9215,NCT04386057,All
5474,NCT04564599,All
2564,NCT03451071,All
2563,NCT01240174,All
5647,NCT02442739,All
2389,NCT01396044,All
4236,NCT00332709,All
3587,NCT00486902,All
2418,NCT02435771,All
8485,NCT03933345,All
5543,NCT02789176,All
8789,NCT03947983,All
5635,NCT00823381,All
2409,NCT01364805,All
4234,NCT03521817,All
9212,NCT04388319,All
5634,NCT00958022,All
2412,NCT02277314,All
2559,NCT00729690,All
5632,NCT03440450,All
2414,NCT00436865,All
5630,NCT01410084,All
2469,NCT02298192,All
5431,NCT02641353,All
5629,NCT00076557,All
3590,NCT00773279,All
8913,NCT03770780,All
4195,NCT03604705,All
2400,NCT01951209,All
5430,NCT01442493,All
2402,NCT02141178,All
5642,NCT04103164,All
2403,NCT03960970,All
5641,NCT03579225,All
5471,NCT02635334,All
2560,NCT00001037,All
2404,NCT00675506,All
5639,NCT03326401,All
3622,NCT04141605,All
2471,NCT00590161,All
2405,NCT01858519,All
9196,NCT04404855,All
5638,NCT02255162,All
2406,NCT00000455,All
5637,NCT03822403,All
3623,NCT00114010,All
2385,NCT02714413,All
2567,NCT00004992,All
9166,NCT04440007,All
5414,NCT02157597,All
5535,NCT01466088,All
2482,NCT02703909,All
9223,NCT04379011,All
2572,NCT00135720,All
5673,NCT04296942,All
5672,NCT03813628,All
3608,NCT01539720,All
8481,NCT02710318,All
2573,NCT00476021,All
5668,NCT00080366,All
2368,NCT02221726,All
4187,NCT01795547,All
5667,NCT02836288,All
5416,NCT02919306,All
3586,NCT00396032,All
5417,NCT03431831,All
5413,NCT01847300,All
2366,NCT04033432,All
5651,NCT02683187,All
5679,NCT00722761,All
5409,NCT01751048,All
5680,NCT03350217,All
5533,NCT00223080,All
2362,NCT01371864,All
8520,NCT04258332,All
2520,NCT03136029,All
3630,NCT00988403,All
2484,NCT01985763,All
8479,NCT01625793,All
8532,NCT01439750,All
8478,NCT02929667,All
2364,NCT03020875,All
8910,NCT02391727,All
5534,NCT02339493,All
4186,NCT04357730,All
5677,NCT00681993,All
2479,NCT02941809,All
3628,NCT00733096,All
5666,NCT01674075,All
5475,NCT02045459,All
5658,NCT01365819,All
2376,NCT00718653,All
5538,NCT01160458,All
2569,NCT02787928,All
4214,NCT02316353,All
5657,NCT02792426,All
2377,NCT02180074,All
2379,NCT03623633,All
4222,NCT01074151,All
5654,NCT00785200,All
5419,NCT01647399,All
5653,NCT01177579,All
2380,NCT01333917,All
9217,NCT04383938,All
2383,NCT01376778,All
8786,NCT03395314,All
3601,NCT01707069,All
2375,NCT01652573,All
8483,NCT04232657,All
8780,NCT01802944,All
2370,NCT00271011,All
2522,NCT00646204,All
2372,NCT01855620,All
9165,NCT04441593,All
5664,NCT01744782,All
9221,NCT04380311,All
4239,NCT00089947,All
4189,NCT00101790,All
5663,NCT01873131,All
5662,NCT02287428,All
2570,NCT01598896,All
3602,NCT01533480,All
4238,NCT03713320,All
5661,NCT03226054,All
5660,NCT00489931,All
2417,NCT01049048,All
2558,NCT01871545,All
2359,NCT01248156,All
2465,NCT01433770,All
3594,NCT02026297,All
2442,NCT00004727,All
5560,NCT01157117,All
2443,NCT03479905,All
8495,NCT01236586,All
2445,NCT01862536,All
2446,NCT00115830,All
2447,NCT02231957,All
2466,NCT00186862,All
4205,NCT04006119,All
5451,NCT01966302,All
5582,NCT02364518,All
2448,NCT00734344,All
2540,NCT00056810,All
5452,NCT00788944,All
5581,NCT03671655,All
2542,NCT01611948,All
4204,NCT03945981,All
5453,NCT00662051,All
4228,NCT02755818,All
8908,NCT00323635,All
3592,NCT03361800,All
5467,NCT00244361,All
5596,NCT00536185,All
2437,NCT00481507,All
5449,NCT02352480,All
9202,NCT04399980,All
5594,NCT02600819,All
5589,NCT03158740,All
2439,NCT02517996,All
5593,NCT03478878,All
5557,NCT01462552,All
5450,NCT02234011,All
5592,NCT03625349,All
2441,NCT01416766,All
5591,NCT03552978,All
2449,NCT00274417,All
2537,NCT04433546,All
5628,NCT03746769,All
3610,NCT00035100,All
5573,NCT01034579,All
2454,NCT03333109,All
5572,NCT02440061,All
4207,NCT04295538,All
5571,NCT02360007,All
2455,NCT04233164,All
8523,NCT03731598,All
4208,NCT02976831,All
9199,NCT04401527,All
2460,NCT04016584,All
2461,NCT02288702,All
2462,NCT00378950,All
5568,NCT01992874,All
2463,NCT03742258,All
8522,NCT03581877,All
5567,NCT02907983,All
5566,NCT00473642,All
5574,NCT03478865,All
5580,NCT03194906,All
5576,NCT02359994,All
5454,NCT02076152,All
8525,NCT00342966,All
8787,NCT01457339,All
2464,NCT00071448,All
2536,NCT00010816,All
5577,NCT03294551,All
2451,NCT04352764,All
5466,NCT00710606,All
2452,NCT02861131,All
4225,NCT03474029,All
5563,NCT01084733,All
4227,NCT04132557,All
8496,NCT02508935,All
5457,NCT01937468,All
8524,NCT01041170,All
3598,NCT02511054,All
5597,NCT03071744,All
2532,NCT01858051,All
5555,NCT01211418,All
5439,NCT04482361,All
5545,NCT02408159,All
5437,NCT04160975,All
3609,NCT03966053,All
8526,NCT00587496,All
5618,NCT03759236,All
2421,NCT02265250,All
9208,NCT04391179,All
3618,NCT02234557,All
2529,NCT00781586,All
2424,NCT03028688,All
5616,NCT01602913,All
5547,NCT01956058,All
5614,NCT01591733,All
8502,NCT01174290,All
8785,NCT04123223,All
4199,NCT02137512,All
8488,NCT00063804,All
4198,NCT00088504,All
9204,NCT04398368,All
5434,NCT04217902,All
3620,NCT00440648,All
4233,NCT02068937,All
9176,NCT04427202,All
5433,NCT01480167,All
2557,NCT03597620,All
8486,NCT03055598,All
5625,NCT01955408,All
2419,NCT00102817,All
5470,NCT01063153,All
5624,NCT01847495,All
2556,NCT00262249,All
5623,NCT00573924,All
5544,NCT03246100,All
5435,NCT00753012,All
2420,NCT00123578,All
2555,NCT01364428,All
5549,NCT02236273,All
2468,NCT04496804,All
5610,NCT00682773,All
2543,NCT01268670,All
5604,NCT00401414,All
8783,NCT02061423,All
8907,NCT00148902,All
5603,NCT03542812,All
4202,NCT01228344,All
2432,NCT04122378,All
2544,NCT01513473,All
8500,NCT03841682,All
5552,NCT01448291,All
5468,NCT01477762,All
5602,NCT01134510,All
2531,NCT01222585,All
8911,NCT00248612,All
5448,NCT01698177,All
2467,NCT03426137,All
8492,NCT01245673,All
5447,NCT02194088,All
2530,NCT02464410,All
2431,NCT01195571,All
5605,NCT02759185,All
8906,NCT02564341,All
2551,NCT01619020,All
5469,NCT01879033,All
2425,NCT01330810,All
4200,NCT00768248,All
4232,NCT01796106,All
5444,NCT00473239,All
2548,NCT04346511,All
5609,NCT03786120,All
4210,NCT01701349,All
8489,NCT02219906,All
9171,NCT04433975,All
8490,NCT00846872,All
2546,NCT01238445,All
2428,NCT03737370,All
5531,NCT02362425,All
3629,NCT00396318,All
5681,NCT03409367,All
4220,NCT02245178,All
2512,NCT04574167,All
5751,NCT03860077,All
8458,NCT02399215,All
5489,NCT01333865,All
4221,NCT01190267,All
2601,NCT01561924,All
5514,NCT03152760,All
2499,NCT04063670,All
5745,NCT02796859,All
2307,NCT01092078,All
8508,NCT01182727,All
3584,NCT01506544,All
5744,NCT01860352,All
9240,NCT04365153,All
2309,NCT01753115,All
5379,NCT01733030,All
2599,NCT03028298,All
4243,NCT00308061,All
5377,NCT00248092,All
2306,NCT02070029,All
3639,NCT04274894,All
5490,NCT02040142,All
5510,NCT00340600,All
5760,NCT01874886,All
5759,NCT03848221,All
9242,NCT04360824,All
5757,NCT00254176,All
5376,NCT02452853,All
8457,NCT02621944,All
2501,NCT03012555,All
5755,NCT01191788,All
2303,NCT02174978,All
2304,NCT02539576,All
2604,NCT00255216,All
5513,NCT03294473,All
5752,NCT03881020,All
2603,NCT02027324,All
8462,NCT03900754,All
2310,NCT00976443,All
5507,NCT02335905,All
5741,NCT01014533,All
5388,NCT01617083,All
2497,NCT03195205,All
2313,NCT00127686,All
3636,NCT00633373,All
3635,NCT02271139,All
