,NCTId,ConditionBrowseLeafId
7236,NCT02971072,M11649
7231,NCT02272257,M11649
2116,NCT00865358,M11649
9226,NCT04378270,M11649
8855,NCT00769951,M11649
3178,NCT04077164,M11649
5337,NCT03589703,M11649
6014,NCT03535688,M11649
8606,NCT00407615,M11649
2844,NCT02296840,M11649
7748,NCT02008058,M11649
9370,NCT04254692,M11649
3237,NCT00824941,M11649
2837,NCT02222246,M11649
1135,NCT01782014,M11649
2836,NCT01581905,M11649
2850,NCT03681769,M11649
9375,NCT04252040,M11649
3252,NCT01070082,M11649
9376,NCT04251988,M11649
6018,NCT03418129,M11649
9967,NCT03785392,M11649
2819,NCT03418649,M11649
2818,NCT02709135,M11649
4523,NCT03897764,M11649
2852,NCT03442374,M11649
1240,NCT00593086,M11649
9364,NCT04259645,M11649
5924,NCT03341000,M11649
5199,NCT04334278,M11649
2891,NCT00000408,M11649
7763,NCT04287075,M11649
9966,NCT03786055,M11649
4519,NCT04247646,M11649
3665,NCT04009070,M11649
2863,NCT00440232,M11649
5175,NCT02945046,M11649
5972,NCT03029884,M11649
2862,NCT04156802,M11649
8808,NCT00866411,M11649
2861,NCT04570475,M11649
9165,NCT04441593,M11649
7750,NCT03453866,M11649
5176,NCT02964338,M11649
9378,NCT04250662,M11649
5160,NCT01351805,M11649
6029,NCT03197675,M11649
1218,NCT03491397,M11649
8587,NCT01800318,M11649
7650,NCT03850509,M11649
2763,NCT01059487,M11649
7648,NCT00790790,M11649
6090,NCT01645722,M11649
7647,NCT00785577,M11649
8209,NCT03459118,M11649
1222,NCT04349176,M11649
2816,NCT02931435,M11649
9394,NCT04238143,M11649
9153,NCT04459416,M11649
8699,NCT02746263,M11649
4574,NCT04203199,M11649
9767,NCT03928288,M11649
2729,NCT03850717,M11649
1235,NCT00723008,M11649
2767,NCT02148003,M11649
5619,NCT02237885,M11649
4545,NCT03828877,M11649
2783,NCT01451762,M11649
9970,NCT03782506,M11649
8693,NCT03868930,M11649
8817,NCT00104156,M11649
6039,NCT02935621,M11649
7702,NCT03371225,M11649
3706,NCT02824276,M11649
6045,NCT02679560,M11649
9784,NCT03914469,M11649
6052,NCT02506192,M11649
2799,NCT04585230,M11649
6054,NCT02378025,M11649
9783,NCT03914573,M11649
2785,NCT02746874,M11649
3715,NCT00539175,M11649
1189,NCT03532230,M11649
9171,NCT04433975,M11649
2923,NCT01407146,M11649
9276,NCT04334356,M11649
3089,NCT00775515,M11649
3117,NCT02241824,M11649
9021,NCT04575090,M11649
5761,NCT03711747,M11649
9877,NCT03848403,M11649
3588,NCT03860259,M11649
9858,NCT03863353,M11649
7940,NCT00058357,M11649
3081,NCT00269503,M11649
9821,NCT03881891,M11649
4338,NCT04333576,M11649
5785,NCT03634527,M11649
5253,NCT00010504,M11649
9310,NCT04305743,M11649
5251,NCT01996384,M11649
9838,NCT03874507,M11649
5286,NCT03495388,M11649
5750,NCT00417742,M11649
9899,NCT03832478,M11649
8790,NCT03300297,M11649
3187,NCT01553318,M11649
5711,NCT02958267,M11649
7938,NCT00869206,M11649
5716,NCT02352116,M11649
5705,NCT01278355,M11649
5730,NCT03080493,M11649
5272,NCT02343263,M11649
5704,NCT04240483,M11649
7923,NCT02348645,M11649
9910,NCT03822962,M11649
5283,NCT03161795,M11649
3136,NCT02922985,M11649
8990,NCT04598035,M11649
9908,NCT03823742,M11649
5263,NCT04555239,M11649
9282,NCT04330183,M11649
9830,NCT03878589,M11649
7944,NCT00365105,M11649
9348,NCT04273282,M11649
4511,NCT03593330,M11649
7809,NCT01495923,M11649
5220,NCT02417506,M11649
7801,NCT03461120,M11649
5879,NCT03486561,M11649
5897,NCT03030794,M11649
1075,NCT00618956,M11649
5901,NCT02807623,M11649
8628,NCT00000398,M11649
7853,NCT02006719,M11649
9949,NCT03797612,M11649
5906,NCT02006433,M11649
5289,NCT04171921,M11649
5907,NCT01928849,M11649
2929,NCT01127490,M11649
3650,NCT03739021,M11649
4512,NCT01828996,M11649
1046,NCT02419443,M11649
1042,NCT02373189,M11649
5874,NCT04307420,M11649
7949,NCT00489411,M11649
9816,NCT03884374,M11649
5242,NCT02540512,M11649
9323,NCT04295135,M11649
1018,NCT02098499,M11649
3027,NCT00682617,M11649
7833,NCT01775995,M11649
5836,NCT02081391,M11649
3628,NCT00733096,M11649
5233,NCT01520298,M11649
1028,NCT00809627,M11649
3214,NCT02550730,M11649
2974,NCT02662023,M11649
3633,NCT03830307,M11649
5227,NCT01968694,M11649
3634,NCT03555266,M11649
2723,NCT03822182,M11649
1147,NCT01538459,M11649
4275,NCT02703506,M11649
2543,NCT01268670,M11649
6306,NCT01948947,M11649
1317,NCT04494490,M11649
9443,NCT04203225,M11649
3803,NCT03553576,M11649
7537,NCT02709317,M11649
7548,NCT01125124,M11649
8539,NCT03745040,M11649
2559,NCT00729690,M11649
7553,NCT03752619,M11649
9440,NCT04204668,M11649
9406,NCT04231318,M11649
5328,NCT01038323,M11649
8766,NCT04034004,M11649
8767,NCT03354585,M11649
5554,NCT01147120,M11649
5065,NCT00612287,M11649
3330,NCT01027611,M11649
3326,NCT03520387,M11649
4361,NCT00522041,M11649
5068,NCT01508676,M11649
5579,NCT02771847,M11649
3310,NCT01391858,M11649
152,NCT02352532,M11649
3299,NCT03889418,M11649
7970,NCT01385137,M11649
7577,NCT00431847,M11649
4593,NCT02657317,M11649
5600,NCT04170803,M11649
2608,NCT00352651,M11649
3805,NCT02378740,M11649
7998,NCT02831582,M11649
2611,NCT02311777,M11649
6330,NCT03332563,M11649
4404,NCT04266821,M11649
2467,NCT03426137,M11649
111,NCT01306266,M11649
6412,NCT03783702,M11649
3843,NCT03500159,M11649
9237,NCT04368364,M11649
2470,NCT00018876,M11649
1356,NCT02175316,M11649
2478,NCT00135109,M11649
6395,NCT03857672,M11649
1354,NCT00494260,M11649
7499,NCT02548208,M11649
5334,NCT03646084,M11649
1351,NCT00505414,M11649
2499,NCT04063670,M11649
6366,NCT00458510,M11649
8245,NCT03112720,M11649
5527,NCT04592978,M11649
3819,NCT00725101,M11649
2509,NCT01329406,M11649
3341,NCT00990262,M11649
7532,NCT02026167,M11649
3818,NCT01352676,M11649
2514,NCT00636454,M11649
3812,NCT01264887,M11649
6339,NCT03831321,M11649
2530,NCT02464410,M11649
8964,NCT03233594,M11649
9741,NCT03947749,M11649
6227,NCT04182659,M11649
3779,NCT03445403,M11649
1812,NCT03973177,M11649
9414,NCT04225585,M11649
2623,NCT00005575,M11649
1243,NCT02875288,M11649
6183,NCT00122369,M11649
1245,NCT02415309,M11649
1247,NCT02383979,M11649
3754,NCT03834142,M11649
9421,NCT04219397,M11649
5307,NCT04570293,M11649
6180,NCT00253994,M11649
2617,NCT02932579,M11649
6154,NCT00714727,M11649
1251,NCT01715220,M11649
6175,NCT00386620,M11649
3285,NCT00375960,M11649
7602,NCT04011176,M11649
3529,NCT01588158,M11649
2655,NCT02332694,M11649
2650,NCT03219177,M11649
8228,NCT00879996,M11649
8831,NCT03727815,M11649
7586,NCT03077919,M11649
8971,NCT04182334,M11649
5109,NCT02839785,M11649
5087,NCT01854892,M11649
7635,NCT02096653,M11649
7966,NCT00088764,M11649
6214,NCT03113786,M11649
8387,NCT00504023,M11648
2002,NCT01705288,M11557
9105,NCT04498520,M11557
6152,NCT00720096,M11557
8747,NCT04374630,M11557
8962,NCT04066894,M11557
5510,NCT00340600,M11557
4256,NCT00391664,M11557
2973,NCT00342446,M11557
5399,NCT00178802,M11557
5241,NCT02019524,M11557
7005,NCT03532139,M11557
4690,NCT02545010,M11557
5715,NCT02000739,M11557
9047,NCT04553133,M11557
3165,NCT02144051,M11557
2510,NCT01744821,M11557
3075,NCT02000778,M11557
1701,NCT01950572,M11557
4141,NCT00164658,M11557
6578,NCT02917798,M11557
1903,NCT00753480,M11557
9024,NCT04570839,M11557
8989,NCT04598321,M11557
6169,NCT00419510,M11557
9612,NCT04049227,M11557
3610,NCT00035100,M11557
2481,NCT02529150,M11557
1707,NCT00160472,M11557
3052,NCT00879840,M11557
1378,NCT02178462,M11557
6579,NCT02043158,M11557
9279,NCT04330716,M11557
7394,NCT01121406,M11557
5796,NCT00299481,M11557
2289,NCT00531570,M11557
9122,NCT04485013,M11557
5995,NCT03921658,M11557
5951,NCT01652079,M11557
8689,NCT02520115,M11557
7991,NCT00872989,M11557
4022,NCT00819169,M11557
9251,NCT04354246,M11557
2114,NCT00218179,M11557
9678,NCT04000880,M11557
9368,NCT04257045,M11557
9037,NCT04561362,M11557
5991,NCT04024878,M11557
6765,NCT04387227,M11557
2118,NCT00158145,M11557
6230,NCT00321932,M11557
5082,NCT04300699,M11557
3994,NCT01196429,M11557
9112,NCT04494945,M11557
5995,NCT03921658,M11555
3052,NCT00879840,M11555
3610,NCT00035100,M11555
5082,NCT04300699,M11555
1925,NCT00703508,M11555
1707,NCT00160472,M11555
2289,NCT00531570,M11555
5796,NCT00299481,M11555
9024,NCT04570839,M11555
4814,NCT00166569,M11555
8962,NCT04066894,M11555
7005,NCT03532139,M11555
4256,NCT00391664,M11555
7965,NCT02865187,M11555
1443,NCT03876665,M11555
2414,NCT00436865,M11555
5399,NCT00178802,M11555
3075,NCT02000778,M11555
9279,NCT04330716,M11555
2486,NCT00203996,M11555
8989,NCT04598321,M11555
7394,NCT01121406,M11555
2481,NCT02529150,M11555
8603,NCT01237106,M11555
8353,NCT00704912,M11555
9612,NCT04049227,M11555
6579,NCT02043158,M11555
5991,NCT04024878,M11555
8689,NCT02520115,M11555
6152,NCT00720096,M11555
9037,NCT04561362,M11555
5241,NCT02019524,M11555
8747,NCT04374630,M11555
9047,NCT04553133,M11555
2896,NCT03252223,M11555
9105,NCT04498520,M11555
3994,NCT01196429,M11555
4690,NCT02545010,M11555
2050,NCT00729560,M11555
9678,NCT04000880,M11555
9112,NCT04494945,M11555
1925,NCT00703508,M11554
8353,NCT00704912,M11554
2486,NCT00203996,M11554
2050,NCT00729560,M11554
2896,NCT03252223,M11554
1443,NCT03876665,M11554
7965,NCT02865187,M11554
2414,NCT00436865,M11554
4814,NCT00166569,M11554
8603,NCT01237106,M11554
6137,NCT00911248,M11545
8672,NCT04230499,M11545
4619,NCT03747783,M11545
9231,NCT04374305,M11545
9100,NCT04502407,M11545
9978,NCT03777384,M11545
7290,NCT03079999,M11545
4724,NCT03595410,M11545
3180,NCT04287868,M11545
9243,NCT04359199,M11545
2041,NCT02147418,M11545
3059,NCT03427411,M11545
5563,NCT01084733,M11545
4337,NCT02578641,M11545
6884,NCT03039465,M11545
7636,NCT01207687,M11545
6631,NCT02831257,M11545
5494,NCT04266093,M11545
1801,NCT03979209,M11544
1662,NCT04335812,M11544
8941,NCT01511107,M11544
112,NCT00796315,M11544
8042,NCT01109576,M11544
1422,NCT01092910,M11544
1375,NCT03255161,M11544
7444,NCT02045511,M11544
4619,NCT03747783,M11544
7636,NCT01207687,M11544
9910,NCT03822962,M11544
141,NCT01339546,M11544
9781,NCT03916809,M11544
26,NCT04004260,M11544
4197,NCT02720653,M11544
9057,NCT04542551,M11544
4514,NCT00396162,M11544
9991,NCT03770377,M11544
134,NCT02829073,M11544
7290,NCT03079999,M11544
9834,NCT03875339,M11544
9813,NCT03890107,M11544
7625,NCT02171312,M11544
4724,NCT03595410,M11544
7108,NCT03834714,M11544
9797,NCT03904420,M11544
8098,NCT03582566,M11544
91,NCT02109757,M11544
1538,NCT01294124,M11544
4337,NCT02578641,M11544
4333,NCT04375293,M11544
1096,NCT01982474,M11544
1025,NCT01771575,M11544
9716,NCT03975465,M11544
9007,NCT04583501,M11544
7761,NCT02870205,M11544
7999,NCT01177137,M11544
9954,NCT03795168,M11544
4673,NCT01107379,M11544
9978,NCT03777384,M11544
4262,NCT04213508,M11544
8328,NCT01185990,M11544
9999,NCT03766373,M11544
9100,NCT04502407,M11544
3762,NCT03935828,M11544
5792,NCT02483650,M11544
5776,NCT01480193,M11544
6289,NCT03600324,M11544
6631,NCT02831257,M11544
6374,NCT02394600,M11544
8672,NCT04230499,M11544
2168,NCT02930941,M11544
3180,NCT04287868,M11544
4865,NCT01412918,M11544
3542,NCT02146781,M11544
2041,NCT02147418,M11544
1998,NCT03711630,M11544
2740,NCT01395368,M11544
5563,NCT01084733,M11544
2698,NCT01049828,M11544
6878,NCT01209910,M11544
6884,NCT03039465,M11544
3059,NCT03427411,M11544
9314,NCT04305184,M11544
5244,NCT01156701,M11544
2865,NCT04479761,M11544
6376,NCT02133469,M11544
5166,NCT03555370,M11544
6412,NCT03783702,M11544
2844,NCT02296840,M11544
3678,NCT01199172,M11544
2430,NCT01559649,M11544
5182,NCT02947009,M11544
2877,NCT02441348,M11544
9391,NCT04240561,M11544
9355,NCT04268745,M11544
5904,NCT02307916,M11544
3924,NCT04431622,M11544
4958,NCT00847756,M11544
3720,NCT00584051,M11544
3045,NCT00799097,M11544
5806,NCT03980808,M11544
9243,NCT04359199,M11544
2493,NCT02413125,M11544
6137,NCT00911248,M11544
5099,NCT01454492,M11544
9231,NCT04374305,M11544
9610,NCT04049643,M11544
3748,NCT04335929,M11544
9604,NCT04054687,M11544
6198,NCT02903355,M11544
1872,NCT01790477,M11544
3373,NCT03221192,M11544
3459,NCT03161470,M11544
5494,NCT04266093,M11544
4958,NCT00847756,M11539
9813,NCT03890107,M11539
9999,NCT03766373,M11539
141,NCT01339546,M11539
8941,NCT01511107,M11539
9813,NCT03890107,M11537
8941,NCT01511107,M11537
141,NCT01339546,M11537
9999,NCT03766373,M11537
5244,NCT01156701,M11537
4958,NCT00847756,M11537
6728,NCT00310791,M11530
5297,NCT04040010,M11530
3223,NCT01440803,M11530
2202,NCT00663143,M11530
7555,NCT00165204,M11530
1887,NCT00668447,M11530
8292,NCT01709110,M11530
4522,NCT02765945,M11530
3864,NCT03924414,M11530
5746,NCT01322568,M11530
5682,NCT04535180,M11530
3404,NCT01152580,M11530
5014,NCT04168658,M11530
4179,NCT00959764,M11530
5106,NCT00699777,M11530
8426,NCT00462683,M11530
2379,NCT03623633,M11530
7417,NCT01426555,M11530
5433,NCT01480167,M11530
3266,NCT04063813,M11530
6319,NCT00671944,M11530
4605,NCT02357277,M11530
6230,NCT00321932,M11530
8477,NCT00788632,M11530
3637,NCT00336232,M11530
5903,NCT02325414,M11530
1956,NCT00668941,M11530
2010,NCT00282126,M11530
3643,NCT00936897,M11530
4826,NCT01963169,M11530
6067,NCT02025179,M11530
4236,NCT00332709,M11530
8019,NCT00043745,M11530
5612,NCT01694784,M11530
7098,NCT03127293,M11530
4594,NCT01892514,M11526
7963,NCT00874211,M11526
5130,NCT03009045,M11525
9963,NCT03787862,M11525
5507,NCT02335905,M11525
5792,NCT02483650,M11525
3416,NCT00187018,M11519
3416,NCT00187018,M11515
6511,NCT02597881,M11515
5588,NCT00001536,M11515
3423,NCT01613833,M11509
6977,NCT00485914,M11509
5199,NCT04334278,M11509
5761,NCT03711747,M11509
4640,NCT01511939,M11509
6890,NCT03200886,M11509
2384,NCT00224913,M11509
6618,NCT02036931,M11509
6495,NCT02113410,M11509
6293,NCT03663361,M11509
2344,NCT04323267,M11509
7648,NCT00790790,M11509
2784,NCT04187092,M11509
2509,NCT01329406,M11509
1870,NCT02341079,M11509
5443,NCT00391365,M11509
4672,NCT00486811,M11509
9107,NCT04497129,M11509
9505,NCT04128618,M11509
3894,NCT04296344,M11509
9046,NCT04554212,M11509
8469,NCT00760383,M11509
1477,NCT02195505,M11509
3027,NCT00682617,M11509
5040,NCT03102580,M11509
9816,NCT03884374,M11509
1095,NCT00620867,M11509
2517,NCT02868021,M11509
2266,NCT00586300,M11509
4963,NCT02071745,M11509
2514,NCT00636454,M11509
7399,NCT04020471,M11509
6963,NCT01394874,M11509
4223,NCT01611233,M11509
4943,NCT03271203,M11509
9830,NCT03878589,M11509
3967,NCT00032890,M11509
7436,NCT03177577,M11509
6460,NCT02276118,M11509
6049,NCT02605876,M11509
1607,NCT02195544,M11509
1612,NCT00715026,M11509
5678,NCT04087304,M11509
4719,NCT03274713,M11509
6233,NCT01092416,M11509
9944,NCT03800927,M11509
5404,NCT01921309,M11509
6012,NCT03552705,M11509
4730,NCT03366363,M11509
3270,NCT01492257,M11509
2015,NCT00578994,M11509
6410,NCT00937170,M11509
7143,NCT01538407,M11509
6690,NCT04205656,M11509
4402,NCT03579329,M11509
6013,NCT03551678,M11509
8817,NCT00104156,M11509
3302,NCT01117571,M11509
9406,NCT04231318,M11509
3520,NCT03818737,M11509
5323,NCT02132715,M11509
4416,NCT01321281,M11509
5160,NCT01351805,M11509
2816,NCT02931435,M11509
2490,NCT03014037,M11509
4823,NCT02485145,M11509
5974,NCT04589611,M11509
1055,NCT03056534,M11509
6689,NCT04210986,M11509
1218,NCT03491397,M11509
2194,NCT02762370,M11509
9750,NCT03940950,M11509
9739,NCT03948386,M11509
5264,NCT01072019,M11509
7563,NCT01775670,M11509
9290,NCT04321356,M11509
5220,NCT02417506,M11509
6981,NCT00265447,M11509
6688,NCT04212650,M11509
8262,NCT03840096,M11509
5711,NCT02958267,M11509
3178,NCT04077164,M11509
3772,NCT00422643,M11509
9394,NCT04238143,M11509
3732,NCT03059004,M11509
4251,NCT04180423,M11509
1574,NCT01557868,M11509
1374,NCT03969654,M11509
7782,NCT03698279,M11485
2391,NCT01658800,M11485
1342,NCT03734237,M11485
3,NCT01599390,M11485
9704,NCT03982069,M11485
6454,NCT02761551,M11485
1157,NCT03599739,M11485
4990,NCT01892631,M11485
1150,NCT00232947,M11485
6365,NCT01403649,M11485
7429,NCT03207152,M11485
8268,NCT00380679,M11485
4111,NCT01181323,M11485
1084,NCT01720277,M11485
6452,NCT02924467,M11485
4135,NCT04120194,M11485
1367,NCT02867358,M11485
1088,NCT01815268,M11485
9032,NCT04565353,M11485
2847,NCT00253734,M11485
7,NCT02019732,M11485
5513,NCT03294473,M11485
6493,NCT01045564,M11485
89,NCT02882100,M11485
4183,NCT00680069,M11485
4886,NCT02121782,M11485
4708,NCT01810731,M11485
1575,NCT03068949,M11485
4282,NCT02037282,M11485
6120,NCT01299142,M11485
2091,NCT01175122,M11485
2090,NCT03722589,M11485
2064,NCT02056340,M11485
4859,NCT01761734,M11485
5660,NCT00489931,M11485
4050,NCT02914275,M11485
3238,NCT01852656,M11485
3996,NCT01431183,M11485
5606,NCT01769430,M11485
4847,NCT01859039,M11485
3527,NCT01386424,M11485
155,NCT01764269,M11485
1991,NCT00819013,M11485
6201,NCT01055990,M11485
5544,NCT03246100,M11485
4370,NCT00984451,M11485
3339,NCT01578317,M11485
138,NCT03965195,M11485
3506,NCT02352389,M11485
4072,NCT01127282,M11485
9923,NCT03813966,M11485
1208,NCT04074928,M11485
2341,NCT00722774,M11485
28,NCT01262079,M11485
2340,NCT00734175,M11485
3928,NCT00617851,M11485
7344,NCT02243774,M11485
5437,NCT04160975,M11485
6555,NCT02378090,M11485
3033,NCT03058692,M11485
5448,NCT01698177,M11485
1489,NCT00197288,M11485
4109,NCT04131296,M11485
8797,NCT03158038,M11485
5244,NCT01156701,M11485
6085,NCT01728753,M11485
3062,NCT00283283,M11485
4591,NCT01001325,M11485
4922,NCT00197223,M11485
8660,NCT00828100,M11485
1516,NCT03700281,M11485
3972,NCT00386542,M11485
5763,NCT00100399,M11485
9048,NCT04551677,M11485
3581,NCT01162122,M11485
3979,NCT00905125,M11485
9530,NCT04109222,M11485
6636,NCT01286142,M11485
2177,NCT01910519,M11485
3990,NCT03460743,M11485
4288,NCT01044095,M11485
9100,NCT04502407,M11468
5563,NCT01084733,M11468
2041,NCT02147418,M11468
9978,NCT03777384,M11468
3180,NCT04287868,M11468
9243,NCT04359199,M11468
5494,NCT04266093,M11468
3059,NCT03427411,M11468
2165,NCT04040894,M11428
9901,NCT03829566,M11416
6069,NCT02019927,M11416
5855,NCT03293524,M11415
9901,NCT03829566,M11415
5875,NCT03406104,M11415
1107,NCT01260324,M11415
6069,NCT02019927,M11415
5855,NCT03293524,M11410
5875,NCT03406104,M11410
9773,NCT03922724,M11408
3933,NCT00000980,M11408
6686,NCT00000700,M11408
7894,NCT00002074,M11408
6620,NCT00342355,M11408
7895,NCT00002306,M11408
4096,NCT00000720,M11408
1119,NCT00004986,M11408
8355,NCT00002251,M11408
7893,NCT00002305,M11408
6156,NCT00653783,M11400
8570,NCT02133846,M11400
9083,NCT04518059,M11400
3841,NCT04436198,M11400
8973,NCT02422485,M11400
8474,NCT01804452,M11400
4738,NCT03634852,M11391
9179,NCT04424576,M11354
7992,NCT00369785,M11352
4902,NCT00848523,M11352
3189,NCT01884740,M11352
4056,NCT01682746,M11352
8059,NCT01857440,M11314
72,NCT00800267,M11314
2806,NCT00221923,M11314
3205,NCT00047515,M11314
3179,NCT01162356,M11314
1213,NCT03310580,M11314
5718,NCT00440336,M11314
3106,NCT00287521,M11314
1005,NCT01261871,M11314
1198,NCT00277498,M11314
9336,NCT04284514,M11314
9347,NCT04274764,M11314
1180,NCT00803387,M11314
9760,NCT03933631,M11314
1272,NCT00751127,M11314
9456,NCT04188015,M11314
4623,NCT04427995,M11314
4004,NCT02209077,M11314
4741,NCT04092400,M11314
1290,NCT00121147,M11314
1301,NCT00847483,M11314
4057,NCT00272363,M11314
2535,NCT01462526,M11314
2196,NCT00314158,M11314
7056,NCT01291758,M11302
5897,NCT03030794,M11302
2107,NCT00007735,M11302
6853,NCT00007748,M11302
7063,NCT00810225,M11302
9232,NCT04373044,M11302
9272,NCT04337021,M11302
7681,NCT03753360,M11302
6774,NCT03342482,M11302
9397,NCT04235751,M11302
6767,NCT04255498,M11302
6119,NCT01305811,M11302
6599,NCT03547869,M11302
7701,NCT01145443,M11302
3981,NCT04219566,M11302
4911,NCT04379063,M11302
6227,NCT04182659,M11302
6610,NCT01543997,M11302
8591,NCT00490945,M11302
6124,NCT01264471,M11302
6671,NCT04466423,M11302
3455,NCT01284127,M11302
1383,NCT02030522,M113
9642,NCT04025463,M113
1314,NCT04156373,M113
1858,NCT00855153,M113
5963,NCT01559688,M113
6471,NCT03059095,M113
2350,NCT04221633,M113
8347,NCT01506206,M11289
8255,NCT01100268,M11289
8266,NCT03584945,M11289
8017,NCT01695291,M11289
7995,NCT01686087,M11289
8024,NCT03343106,M11289
5388,NCT01617083,M11289
8697,NCT00515255,M11289
5232,NCT00187928,M11289
8155,NCT00389493,M11289
5450,NCT02234011,M11289
8158,NCT00045903,M11289
7257,NCT01031927,M11289
4306,NCT02881684,M11285
2475,NCT01871896,M11285
8932,NCT03951064,M11285
3097,NCT00247377,M11285
8998,NCT04592601,M11285
4674,NCT03683589,M11285
2882,NCT00375089,M11285
3257,NCT03206736,M11285
2482,NCT02703909,M11285
1505,NCT01047735,M11285
6637,NCT00254072,M11285
3796,NCT01063959,M11285
3475,NCT02078934,M11285
1916,NCT02248688,M11285
6132,NCT01041534,M11285
8840,NCT00960765,M11285
2792,NCT02956408,M11285
1635,NCT00001853,M11284
2045,NCT00827632,M11284
1760,NCT02300844,M11284
1603,NCT02963935,M11284
2095,NCT01973153,M11284
1614,NCT04540081,M11284
1637,NCT03334175,M11284
3440,NCT00758615,M11284
3439,NCT01128764,M11284
1759,NCT02870231,M11284
3217,NCT02148068,M11284
3237,NCT00824941,M11284
4350,NCT02702479,M11284
3220,NCT02121132,M11284
2122,NCT03337217,M11284
9953,NCT03795701,M11284
4352,NCT04561804,M11284
4042,NCT02924051,M11284
3485,NCT02880540,M11284
1621,NCT04049162,M11284
2050,NCT00729560,M11284
3362,NCT00459992,M11284
1774,NCT01329939,M11284
1770,NCT02568306,M11284
3257,NCT03206736,M11284
9063,NCT04539158,M11284
4346,NCT02925156,M11284
3472,NCT02367287,M11284
1823,NCT01809288,M11284
3140,NCT00061165,M11284
4348,NCT02192684,M11284
1824,NCT00797095,M11284
9534,NCT04104321,M11284
9020,NCT04576247,M11284
3475,NCT02078934,M11284
3143,NCT00634764,M11284
1842,NCT00296088,M11284
3156,NCT00328744,M11284
2166,NCT00685555,M11284
2156,NCT00983463,M11284
3556,NCT01810354,M11284
3998,NCT03903146,M11284
1780,NCT02958085,M11284
9543,NCT04095481,M11284
9922,NCT03814473,M11284
3457,NCT03282669,M11284
1744,NCT03015207,M11284
3264,NCT00883350,M11284
31,NCT04562636,M11284
1920,NCT00380445,M11284
3395,NCT03643783,M11284
1978,NCT00296101,M11284
3570,NCT00999154,M11284
1970,NCT01044108,M11284
3507,NCT01439477,M11284
3383,NCT04381481,M11284
9640,NCT04026711,M11284
1954,NCT00714168,M11284
1947,NCT00344136,M11284
3344,NCT01323114,M11284
4143,NCT02893150,M11284
4076,NCT01295229,M11284
3346,NCT04608188,M11284
1943,NCT00613600,M11284
9241,NCT04364282,M11284
4377,NCT04379830,M11284
4075,NCT04259632,M11284
1702,NCT04201028,M11284
1916,NCT02248688,M11284
1938,NCT00356707,M11284
3360,NCT00454948,M11284
3338,NCT02290106,M11284
4078,NCT03937960,M11284
1687,NCT01401244,M11284
36,NCT03683134,M11284
1639,NCT00632346,M11284
9582,NCT04072549,M11284
2025,NCT00665665,M11284
2014,NCT04177472,M11284
1997,NCT04461184,M11284
1994,NCT00542672,M11284
1671,NCT01904500,M11284
9973,NCT03781856,M11284
3424,NCT03338257,M11284
1741,NCT03095807,M11284
1894,NCT01339390,M11284
3493,NCT03231592,M11284
3406,NCT01923389,M11284
1672,NCT03536676,M11284
3328,NCT01714102,M11284
1673,NCT01381016,M11284
9651,NCT04019197,M11284
9649,NCT04021602,M11284
4154,NCT00857376,M11284
1681,NCT02835235,M11284
2674,NCT02080429,M11284
2240,NCT01848353,M11284
2188,NCT00615706,M11284
2826,NCT01511198,M11284
9783,NCT03914573,M11284
9386,NCT04241939,M11284
1176,NCT02941042,M11284
3712,NCT01272232,M11284
2796,NCT03028233,M11284
1335,NCT04215328,M11284
1348,NCT00001723,M11284
2807,NCT04052815,M11284
2489,NCT01514279,M11284
2485,NCT00222963,M11284
2482,NCT02703909,M11284
1355,NCT00417599,M11284
2821,NCT02063451,M11284
2475,NCT01871896,M11284
2496,NCT04521595,M11284
4306,NCT02881684,M11284
2453,NCT02187913,M11284
3685,NCT03571893,M11284
2443,NCT03479905,M11284
1363,NCT00965302,M11284
2440,NCT02289313,M11284
2438,NCT00797615,M11284
2418,NCT02435771,M11284
2414,NCT00436865,M11284
2867,NCT02696148,M11284
9363,NCT04260048,M11284
2869,NCT03155880,M11284
2410,NCT00267631,M11284
2792,NCT02956408,M11284
9457,NCT04186793,M11284
1531,NCT03261882,M11284
1228,NCT03940300,M11284
2686,NCT01699906,M11284
3750,NCT00166088,M11284
2693,NCT00342732,M11284
3759,NCT03966755,M11284
2625,NCT03823872,M11284
2702,NCT01217840,M11284
4271,NCT00680979,M11284
2719,NCT00775216,M11284
9753,NCT03938103,M11284
3739,NCT04545320,M11284
4281,NCT04278183,M11284
2598,NCT03050840,M11284
4269,NCT03337139,M11284
2746,NCT01334554,M11284
2508,NCT02129608,M11284
2749,NCT03990350,M11284
3771,NCT03339245,M11284
4121,NCT01816516,M11284
2587,NCT03997422,M11284
2586,NCT03301753,M11284
2753,NCT02763917,M11284
9435,NCT04209049,M11284
2756,NCT00520611,M11284
3796,NCT01063959,M11284
3802,NCT00005175,M11284
9133,NCT04478708,M11284
2764,NCT00005525,M11284
2533,NCT02944370,M11284
2882,NCT00375089,M11284
2883,NCT02817009,M11284
2404,NCT00675506,M11284
3604,NCT04306445,M11284
2272,NCT01894581,M11284
2270,NCT04203238,M11284
2268,NCT02054624,M11284
9319,NCT04300478,M11284
1495,NCT00881478,M11284
1496,NCT02348853,M11284
2264,NCT02458313,M11284
2258,NCT01671397,M11284
9516,NCT04121312,M11284
2253,NCT03406975,M11284
3055,NCT01084941,M11284
2252,NCT02063178,M11284
1505,NCT01047735,M11284
