,NCTId,InterventionMeshId
6234,NCT01905618,D000009538
8429,NCT00224419,D000009538
3969,NCT01177176,D000009538
4313,NCT04609514,D000009538
9636,NCT04033237,D000009538
1034,NCT03719391,D000009538
2830,NCT01484717,D000009538
8605,NCT00046813,D000009538
1784,NCT01321944,D000009538
9566,NCT04084210,D000009538
1789,NCT01932996,D000009538
4015,NCT02664012,D000009538
8968,NCT03185546,D000009538
8315,NCT03637972,D000009538
4549,NCT03905928,D000009538
1601,NCT02323438,D000009538
8135,NCT01223404,D000009538
74,NCT01087905,D000009538
1796,NCT02269514,D000009538
4390,NCT01296698,D000009538
3030,NCT02239770,D000009538
4030,NCT03603496,D000009538
9549,NCT04092101,D000009538
3132,NCT02148445,D000009538
9464,NCT04176172,D000009538
1541,NCT02185898,D000009538
5110,NCT01280968,D000009538
9513,NCT04123041,D000009538
7072,NCT01199380,D000009538
9560,NCT04088175,D000009538
4104,NCT03289676,D000009538
2190,NCT00308763,D000009538
1488,NCT01560754,D000009538
5657,NCT02792426,D000009538
3272,NCT00469079,D000009538
8333,NCT01928719,D000009538
9709,NCT03979885,D000009538
5751,NCT03860077,D000009538
8332,NCT01928758,D000009538
2230,NCT01299896,D000009538
3311,NCT01136642,D000009538
9614,NCT04047836,D000009538
1313,NCT04017624,D000009538
1995,NCT03311646,D000009538
9548,NCT04092387,D000009538
1965,NCT03072511,D000009538
3562,NCT01178320,D000009536
3908,NCT00880178,D000009536
2506,NCT01349088,D000009536
5568,NCT01992874,D000009536
9521,NCT04116112,D000009529
7458,NCT01672710,D000009525
3908,NCT00880178,D000009525
4082,NCT00071266,D000009525
4725,NCT00062556,D000009525
3562,NCT01178320,D000009525
6134,NCT00986986,D000009525
7595,NCT04545424,D000009466
9727,NCT03962725,D000009466
2452,NCT02861131,D000009388
3307,NCT01837498,D000009388
2318,NCT03112993,D000009388
2002,NCT01705288,D000009294
4670,NCT01332500,D000009288
8427,NCT01280591,D000009288
8425,NCT01495858,D000009288
7443,NCT00675714,D000009277
8894,NCT02754687,D000009277
8241,NCT00332228,D000009271
6701,NCT02322047,D000009271
6088,NCT01673594,D000009271
6562,NCT04562779,D000009271
6867,NCT03852628,D000009271
2406,NCT00000455,D000009271
5417,NCT03431831,D000009271
2745,NCT00620750,D000009271
8030,NCT02593474,D000009271
9712,NCT03976258,D000009271
2317,NCT04450316,D000009271
4998,NCT01874951,D000009271
8105,NCT02088177,D000009271
5125,NCT01155869,D000009271
8766,NCT04034004,D000009270
8928,NCT00555425,D000009270
8485,NCT03933345,D000009270
8228,NCT00879996,D000009270
4764,NCT01843751,D000009270
8358,NCT00007527,D000009270
6062,NCT02187198,D000009270
9712,NCT03976258,D000009270
7836,NCT02143973,D000009266
7845,NCT02143648,D000009266
9301,NCT04315558,D000009241
7591,NCT03844061,D000009173
2281,NCT01878786,D000009173
6448,NCT00451867,D000009173
3369,NCT02213068,D000009173
3115,NCT02630563,D000009173
4106,NCT00117689,D000009173
7355,NCT03386539,D000009173
9903,NCT03828682,D000009173
4087,NCT00472303,D000009020
3485,NCT02880540,D000009020
8699,NCT02746263,D000009020
9237,NCT04368364,D000009020
8050,NCT03389750,D000009020
1517,NCT01538745,D000009020
2837,NCT02222246,D000009020
4740,NCT01766960,D000009020
2002,NCT01705288,D000009020
3706,NCT02824276,D000009020
8134,NCT00000273,D000009020
6595,NCT01533155,D000009020
1351,NCT00505414,D000009020
6976,NCT00488969,D000009020
3457,NCT03282669,D000009020
5871,NCT03250338,D000008942
1413,NCT03591510,D000008942
8554,NCT00268242,D000008942
5148,NCT00183989,D000008942
1514,NCT00183885,D000008937
1043,NCT02030990,D000008937
3903,NCT00318643,D000008937
8302,NCT01017640,D000008937
5490,NCT02040142,D000008937
2370,NCT00271011,D000008937
8283,NCT00783172,D000008934
2036,NCT03342196,D000008934
6725,NCT00402896,D000008934
5904,NCT02307916,D000008934
2699,NCT00706576,D000008934
5854,NCT00043706,D000008934
2939,NCT04011748,D000008914
8017,NCT01695291,D000008911
6705,NCT02187211,D000008911
8361,NCT02541032,D000008911
7996,NCT01058395,D000008911
3191,NCT02133872,D000008911
8697,NCT00515255,D000008911
2799,NCT04585230,D000008899
2960,NCT02307565,D000008879
6207,NCT00046475,D000008879
4866,NCT04048707,D000008879
8786,NCT03395314,D000008874
8852,NCT03723395,D000008874
8583,NCT04454424,D000008874
6149,NCT00749203,D000008874
7649,NCT01390220,D000008874
4483,NCT03054103,D000008874
4358,NCT00534378,D000008874
9135,NCT04478617,D000008795
3667,NCT03734523,D000008795
2531,NCT01222585,D000008795
2773,NCT01723059,D000008795
4123,NCT04171466,D000008795
3973,NCT00249782,D000008795
7333,NCT01902810,D000008790
4059,NCT01587638,D000008790
7332,NCT02587351,D000008790
7443,NCT00675714,D000008790
2897,NCT04434664,D000008790
9058,NCT04542304,D000008788
1018,NCT02098499,D000008787
4034,NCT00799617,D000008777
6850,NCT02286921,D000008777
5980,NCT04363164,D000008777
7334,NCT02734238,D000008777
9611,NCT04049331,D000008777
9152,NCT04460872,D000008777
6928,NCT04120363,D000008777
9040,NCT04558567,D000008777
3139,NCT02722278,D000008777
8581,NCT00266864,D000008777
7443,NCT00675714,D000008777
6393,NCT02294357,D000008776
3520,NCT03818737,D000008776
1812,NCT03973177,D000008776
3628,NCT00733096,D000008776
8250,NCT01742338,D000008776
9348,NCT04273282,D000008776
4954,NCT02299115,D000008776
9901,NCT03829566,D000008776
9315,NCT04305145,D000008776
4904,NCT03111810,D000008776
2455,NCT04233164,D000008776
2950,NCT03680495,D000008776
9901,NCT03829566,D000008775
2950,NCT03680495,D000008775
2455,NCT04233164,D000008775
4904,NCT03111810,D000008775
2673,NCT00808210,D000008775
3518,NCT03219359,D000008775
3520,NCT03818737,D000008775
8250,NCT01742338,D000008775
1812,NCT03973177,D000008775
9348,NCT04273282,D000008775
9903,NCT03828682,D000008775
3628,NCT00733096,D000008775
6393,NCT02294357,D000008775
9315,NCT04305145,D000008775
4954,NCT02299115,D000008775
8255,NCT01100268,D000008774
9422,NCT04219280,D000008774
4227,NCT04132557,D000008774
9463,NCT04178993,D000008774
4073,NCT00359723,D000008774
4019,NCT02293655,D000008774
1197,NCT04507204,D000008774
6385,NCT01100658,D000008774
2183,NCT02638168,D000008774
8607,NCT00228046,D000008774
7406,NCT01416948,D000008774
5470,NCT01063153,D000008774
5340,NCT03811847,D000008774
2523,NCT00499746,D000008774
8238,NCT00784849,D000008751
7878,NCT03563040,D000008730
6212,NCT02481310,D000008727
4862,NCT01578499,D000008727
8234,NCT00176462,D000008727
6328,NCT00779220,D000008727
7431,NCT02706873,D000008727
7621,NCT02114229,D000008727
6577,NCT03828019,D000008727
8566,NCT02187055,D000008727
4898,NCT02684071,D000008727
6920,NCT04537689,D000008727
1979,NCT04571697,D000008727
2291,NCT00779142,D000008727
2673,NCT00808210,D000008727
1153,NCT02097173,D000008727
7993,NCT00121186,D000008727
6558,NCT00424294,D000008727
6223,NCT02706951,D000008727
8552,NCT01710358,D000008727
8551,NCT01711359,D000008727
9463,NCT04178993,D000008694
3447,NCT03217201,D000008694
2028,NCT03973489,D000008694
4365,NCT04418856,D000008694
7309,NCT04474093,D000008694
5203,NCT03119363,D000008694
1718,NCT00218127,D000008692
8131,NCT00481182,D000008691
8134,NCT00000273,D000008691
5430,NCT01442493,D000008691
2976,NCT01874964,D000008691
8078,NCT01389544,D000008691
8228,NCT00879996,D000008691
5096,NCT00000788,D000008691
9712,NCT03976258,D000008691
2754,NCT02205528,D000008687
3952,NCT00102466,D000008687
4834,NCT01881828,D000008687
5035,NCT03349775,D000008687
2727,NCT03029702,D000008687
8651,NCT03229057,D000008687
3041,NCT00399711,D000008687
9603,NCT04055012,D000008687
6480,NCT04373967,D000008687
6344,NCT02932475,D000008687
4492,NCT02140788,D000008687
4538,NCT01524705,D000008687
2567,NCT00004992,D000008687
2312,NCT02069379,D000008687
5256,NCT02570672,D000008687
2887,NCT00097279,D000008687
1353,NCT00673465,D000008687
7731,NCT00901979,D000008687
2593,NCT00427154,D000008687
1890,NCT00366301,D000008687
2946,NCT00598793,D000008687
3314,NCT01856907,D000008687
1925,NCT00703508,D000008687
5326,NCT03048500,D000008687
1660,NCT01490658,D000008687
3533,NCT01965756,D000008687
7435,NCT02656017,D000008687
1647,NCT01489644,D000008687
2860,NCT00333151,D000008687
2826,NCT01511198,D000008687
7643,NCT00386100,D000008687
9357,NCT04264897,D000008687
6553,NCT04392557,D000008687
2223,NCT02179788,D000008687
8395,NCT03921242,D000008687
4702,NCT02045290,D000008687
9739,NCT03948386,D000008619
4015,NCT02664012,D000008610
1601,NCT02323438,D000008610
3327,NCT00763698,D000008610
9560,NCT04088175,D000008610
1541,NCT02185898,D000008610
2137,NCT00134901,D000008559
4626,NCT03709888,D000008559
2772,NCT00986115,D000008559
5489,NCT01333865,D000008559
5580,NCT03194906,D000008559
2522,NCT00646204,D000008559
7928,NCT02331368,D000008558
2036,NCT03342196,D000008558
7993,NCT00121186,D000008558
7964,NCT00040937,D000008558
9068,NCT04534322,D000008558
4266,NCT02206425,D000008558
3166,NCT03003728,D000008558
2242,NCT01063179,D000008558
9126,NCT04483206,D000008558
4547,NCT03831165,D000008550
5053,NCT00790478,D000008550
8457,NCT02621944,D000008550
4519,NCT04247646,D000008550
1245,NCT02415309,D000008550
3404,NCT01152580,D000008550
5102,NCT01993251,D000008550
9402,NCT04233112,D000008550
3974,NCT02293694,D000008525
8060,NCT02103660,D000008525
7540,NCT01143207,D000008525
1579,NCT02296164,D000008466
8135,NCT01223404,D000008464
5673,NCT04296942,D000008453
1695,NCT00833963,D000008453
6129,NCT01111682,D000008353
8490,NCT00846872,D000008353
4458,NCT00292942,D000008353
3410,NCT02861898,D000008353
3047,NCT02800486,D000008353
4467,NCT01954290,D000008353
4528,NCT04607642,D000008345
8612,NCT01502761,D000008278
3367,NCT00811057,D000008278
1188,NCT01333488,D000008278
7956,NCT01099449,D000008278
4125,NCT04139928,D000008277
7945,NCT01439945,D000008277
8096,NCT03790358,D000008238
3882,NCT02820519,D000008152
4082,NCT00071266,D000008148
4725,NCT00062556,D000008148
2420,NCT00123578,D000008140
1572,NCT01618591,D000008139
1142,NCT00049439,D000008130
9609,NCT04049669,D000008130
8249,NCT01810640,D000008110
8213,NCT01880372,D000008063
7990,NCT00122447,D000008063
8323,NCT00308971,D000008063
1914,NCT02115724,D000008063
4154,NCT00857376,D000008063
5227,NCT01968694,D000008012
2082,NCT03844412,D000008012
1642,NCT01640171,D000008012
8702,NCT00938964,D000008012
4566,NCT02379221,D000008012
3435,NCT04377204,D000008012
7940,NCT00058357,D000008012
3330,NCT01027611,D000008012
6371,NCT02703948,D000008012
5307,NCT04570293,D000008012
2185,NCT02257346,D000008012
1969,NCT00929071,D000008012
9443,NCT04203225,D000008012
3043,NCT02240407,D000008012
6614,NCT02693444,D000008012
2439,NCT02517996,D000008012
2393,NCT02219321,D000008012
1053,NCT02420041,D000008012
5251,NCT01996384,D000008012
3934,NCT00609323,D000008012
1215,NCT00143026,D000007980
6962,NCT01429077,D000007980
7133,NCT01484184,D000007980
7357,NCT00096720,D000007980
7074,NCT03866837,D000007781
8708,NCT01941810,D000007781
7510,NCT03431558,D000007781
9521,NCT04116112,D000007741
3187,NCT01553318,D000007665
6879,NCT03582176,D000007665
5770,NCT02484248,D000007665
7443,NCT00675714,D000007654
6852,NCT00859781,D000007654
4159,NCT00703846,D000007654
5296,NCT00298155,D000007654
6697,NCT03305055,D000007649
4483,NCT03054103,D000007649
5667,NCT02836288,D000007649
8230,NCT03344419,D000007649
1517,NCT01538745,D000007649
2611,NCT02311777,D000007649
4824,NCT03290963,D000007649
1244,NCT02418702,D000007649
8916,NCT03771586,D000007649
6149,NCT00749203,D000007649
3805,NCT02378740,D000007649
1248,NCT02378415,D000007649
4722,NCT02094898,D000007649
6562,NCT04562779,D000007649
8786,NCT03395314,D000007649
6010,NCT03621085,D000007649
9282,NCT04330183,D000007649
3587,NCT00486902,D000007649
9727,NCT03962725,D000007649
5647,NCT02442739,D000007649
8756,NCT02487485,D000007649
5450,NCT02234011,D000007649
4694,NCT00816426,D000007612
4694,NCT00816426,D000007538
7523,NCT00164281,D000007538
7218,NCT00351702,D000007538
6739,NCT03302299,D000007538
7593,NCT01582711,D000007538
7441,NCT02832778,D000007538
7442,NCT02236078,D000007538
5113,NCT01119521,D000007538
4225,NCT03474029,D000007538
2911,NCT03438227,D000007505
8779,NCT03212677,D000007501
7739,NCT00470158,D000007501
7826,NCT00841126,D000007501
7804,NCT00860470,D000007501
4812,NCT03656679,D000007455
7353,NCT03385304,D000007455
9517,NCT04119024,D000007376
2466,NCT00186862,D000007376
9358,NCT04263831,D000007376
5260,NCT02796352,D000007376
5457,NCT01937468,D000007376
9601,NCT04055623,D000007376
8479,NCT01625793,D000007372
4160,NCT00100581,D000007372
8303,NCT00026221,D000007372
3490,NCT01648140,D000007372
8130,NCT00148031,D000007372
8437,NCT00679289,D000007372
4198,NCT00088504,D000007372
7922,NCT00072046,D000007372
5399,NCT00178802,D000007372
6792,NCT00178698,D000007372
9853,NCT03865212,D000007372
7848,NCT02131272,D000007336
1731,NCT01497600,D000007336
1794,NCT00065130,D000007336
1360,NCT00191282,D000007336
8484,NCT01790438,D000007336
2820,NCT00104182,D000007336
1794,NCT00065130,D000007328
3573,NCT01045707,D000007328
3201,NCT01570751,D000007328
2928,NCT00106366,D000007328
2822,NCT00097084,D000007328
2524,NCT01079234,D000007328
1195,NCT01308437,D000007328
2823,NCT00095082,D000007328
2820,NCT00104182,D000007328
1984,NCT01999322,D000007328
8467,NCT01582451,D000007328
5469,NCT01879033,D000007328
3632,NCT00978627,D000007328
4538,NCT01524705,D000007328
3476,NCT01831765,D000007328
5766,NCT04028960,D000007328
8484,NCT01790438,D000007328
3517,NCT00982228,D000007328
2915,NCT01680341,D000007328
3453,NCT01045447,D000007328
2848,NCT02030600,D000007328
2946,NCT00598793,D000007328
1360,NCT00191282,D000007328
8648,NCT01468987,D000007328
2935,NCT00283751,D000007328
7025,NCT02558829,D000007328
1862,NCT00137254,D000007328
2967,NCT00322257,D000007328
8780,NCT01802944,D000007328
2835,NCT01850615,D000007328
2464,NCT00071448,D000007328
2948,NCT01713530,D000007328
8739,NCT02496780,D000007328
3386,NCT01392573,D000007328
4117,NCT01271023,D000007328
2972,NCT00624767,D000007328
1720,NCT01121276,D000007328
2770,NCT02034513,D000007328
1715,NCT01682902,D000007328
1651,NCT01043510,D000007328
3956,NCT00982644,D000007328
2565,NCT00411892,D000007328
7616,NCT04075513,D000007328
1719,NCT01464099,D000007328
3786,NCT00097071,D000007328
1710,NCT01125553,D000007328
2741,NCT00523042,D000007328
2747,NCT02825251,D000007328
2774,NCT00612040,D000007328
6037,NCT02988401,D000007328
3079,NCT00909480,D000007328
7848,NCT02131272,D000007328
2593,NCT00427154,D000007328
1731,NCT01497600,D000007328
3013,NCT01326026,D000007328
3915,NCT00972283,D000007328
6546,NCT00513643,D000007328
1745,NCT01569841,D000007328
9788,NCT03912363,D000007328
2997,NCT00097877,D000007328
2643,NCT01135992,D000007328
2544,NCT01513473,D000007328
2555,NCT01364428,D000007328
7329,NCT01301053,D000007328
2713,NCT00634842,D000007328
2661,NCT00537303,D000007328
7267,NCT02938975,D000007302
6798,NCT03030703,D000007294
3367,NCT00811057,D000007213
8624,NCT04207060,D000007213
9260,NCT04344457,D000007213
6839,NCT03384914,D000007155
7362,NCT02237196,D000007155
9931,NCT03810417,D000007140
7636,NCT01207687,D000007136
8015,NCT00004048,D000007136
1294,NCT00220740,D000007136
8674,NCT00764517,D000007136
6212,NCT02481310,D000007136
1312,NCT00220805,D000007136
9529,NCT04109924,D000007136
9531,NCT04108858,D000007136
8285,NCT00055861,D000007136
6766,NCT04329065,D000007136
3102,NCT00031291,D000007136
8284,NCT00089154,D000007136
8726,NCT00098670,D000007136
1867,NCT01317784,D000007136
5169,NCT01856205,D000007136
9943,NCT03801369,D000007136
7659,NCT01999868,D000007136
2463,NCT03742258,D000007136
8301,NCT01468896,D000007136
4096,NCT00000720,D000007136
8657,NCT01749384,D000007136
1287,NCT00220779,D000007136
9361,NCT04262869,D000007136
9054,NCT04546581,D000007136
9213,NCT04387084,D000007136
2623,NCT00005575,D000007099
6766,NCT04329065,D000007074
9361,NCT04262869,D000007074
1287,NCT00220779,D000007074
8934,NCT03164967,D000007074
1294,NCT00220740,D000007074
8657,NCT01749384,D000007074
9213,NCT04387084,D000007074
1312,NCT00220805,D000007074
9943,NCT03801369,D000007074
5730,NCT03080493,D000007052
1095,NCT00620867,D000007052
2543,NCT01268670,D000007052
9910,NCT03822962,D000007052
7559,NCT01605903,D000007052
6508,NCT04419948,D000007052
2617,NCT02932579,D000007052
5901,NCT02807623,D000007052
2844,NCT02296840,D000007052
6412,NCT03783702,D000007052
2692,NCT02443142,D000007052
5109,NCT02839785,D000007052
5220,NCT02417506,D000007052
1917,NCT03385057,D000007052
9847,NCT03867344,D000007004
2854,NCT01029288,D000007004
8484,NCT01790438,D000007004
3003,NCT01419652,D000007004
6395,NCT03857672,D000006993
6183,NCT00122369,D000006993
8309,NCT04188106,D000006919
3890,NCT03789591,D000006918
3584,NCT01506544,D000006918
8685,NCT00002940,D000006918
5680,NCT03350217,D000006895
3821,NCT00796419,D000006895
1544,NCT04382625,D000006886
9232,NCT04373044,D000006886
9215,NCT04386057,D000006886
8327,NCT04369742,D000006886
8237,NCT04363450,D000006886
8338,NCT00176982,D000006886
9284,NCT04328467,D000006886
8776,NCT00813423,D000006886
9260,NCT04344457,D000006886
3743,NCT04461353,D000006886
9266,NCT04341727,D000006886
9283,NCT04329832,D000006886
8251,NCT01649947,D000006886
2337,NCT04374552,D000006886
6331,NCT04477083,D000006886
9766,NCT03929211,D000006886
9275,NCT04334382,D000006886
4569,NCT03853304,D000006879
3098,NCT01475617,D000006879
5788,NCT04603794,D000006861
6098,NCT01525680,D000006854
3456,NCT00307398,D000006854
7271,NCT02465307,D000006854
8234,NCT00176462,D000006854
6212,NCT02481310,D000006854
6852,NCT00859781,D000006854
3529,NCT01588158,D000006853
5242,NCT02540512,D000006853
2844,NCT02296840,D000006853
4788,NCT04334824,D000006852
6372,NCT00996281,D000006852
3174,NCT01309828,D000006852
9521,NCT04116112,D000006830
5974,NCT04589611,D000006820
1574,NCT01557868,D000006820
3772,NCT00422643,D000006820
1316,NCT02207608,D000006820
5711,NCT02958267,D000006820
2404,NCT00675506,D000006728
6728,NCT00310791,D000006728
7443,NCT00675714,D000006728
2255,NCT02217345,D000006728
2896,NCT03252223,D000006728
6886,NCT03038594,D000006728
8490,NCT00846872,D000006728
5300,NCT01724489,D000006728
1268,NCT00328926,D000006728
1673,NCT01381016,D000006728
7076,NCT00635960,D000006728
3363,NCT00005112,D000006728
3964,NCT00866788,D000006634
3964,NCT00866788,D000006633
1436,NCT01465503,D000006629
7421,NCT01444612,D000006495
1436,NCT01465503,D000006493
7421,NCT01444612,D000006493
4228,NCT02755818,D000006493
4476,NCT00848796,D000006493
1361,NCT00963690,D000006490
5576,NCT02359994,D000006490
3990,NCT03460743,D000006388
1018,NCT02098499,D000006220
8502,NCT01174290,D000006220
5953,NCT01537081,D000006140
1268,NCT00328926,D000006063
2026,NCT01589523,D000006000
7257,NCT01031927,D000005998
6212,NCT02481310,D000005998
1914,NCT02115724,D000005996
1251,NCT01715220,D000005996
4361,NCT00522041,D000005996
7569,NCT04322357,D000005938
8388,NCT04300049,D000005934
3704,NCT00102388,D000005907
3952,NCT00102466,D000005907
7425,NCT01454154,D000005905
2727,NCT03029702,D000005905
1697,NCT01605773,D000005905
6708,NCT01716338,D000005905
4454,NCT00657917,D000005839
1498,NCT01494350,D000005839
8555,NCT03560232,D000005839
6268,NCT01032382,D000005839
6266,NCT01083576,D000005839
6261,NCT01790659,D000005839
3922,NCT00926796,D000005839
1848,NCT00814905,D000005839
9380,NCT04246996,D000005839
4449,NCT01140191,D000005839
127,NCT01256164,D000005781
5913,NCT01458561,D000005781
5628,NCT03746769,D000005755
9189,NCT04411667,D000005719
5169,NCT01856205,D000005719
1294,NCT00220740,D000005719
1312,NCT00220805,D000005719
3102,NCT00031291,D000005719
1287,NCT00220779,D000005719
4447,NCT01194336,D000005702
3847,NCT00000172,D000005702
7406,NCT01416948,D000005702
1416,NCT01190748,D000005702
1414,NCT01190761,D000005702
4233,NCT02068937,D000005665
1902,NCT02579057,D000005665
3857,NCT00007592,D000005665
2896,NCT03252223,D000005640
1268,NCT00328926,D000005640
6557,NCT02349945,D000005640
3002,NCT00001703,D000005620
7083,NCT00109551,D000005492
4843,NCT01581307,D000005492
5405,NCT02839915,D000005492
7879,NCT00033722,D000005492
7142,NCT01046825,D000005492
5241,NCT02019524,D000005492
7926,NCT00265850,D000005492
4569,NCT03853304,D000005492
8551,NCT01711359,D000005492
7804,NCT00860470,D000005492
2157,NCT00018551,D000005492
8086,NCT00936390,D000005485
2050,NCT00729560,D000005485
5059,NCT00356200,D000005476
4297,NCT00006286,D000005473
8156,NCT00427128,D000005473
4616,NCT00027404,D000005473
8795,NCT00183339,D000005473
2814,NCT00531518,D000005473
4910,NCT04570449,D000005473
3185,NCT00986310,D000005473
4175,NCT02655354,D000005473
5347,NCT01615055,D000005473
7112,NCT00113737,D000005473
8478,NCT02929667,D000005473
7680,NCT03000374,D000005472
8176,NCT01814501,D000005472
9940,NCT03803553,D000005472
7983,NCT00113399,D000005472
3929,NCT00418938,D000005472
6584,NCT01175291,D000005472
1523,NCT00183911,D000005472
7943,NCT00087178,D000005472
7926,NCT00265850,D000005472
5291,NCT03050814,D000005472
5399,NCT00178802,D000005472
6473,NCT00847912,D000005472
8170,NCT00417976,D000005472
4843,NCT01581307,D000005472
1043,NCT02030990,D000005469
1523,NCT00183911,D000005467
1567,NCT04255251,D000005460
4232,NCT01796106,D000005460
7166,NCT03865680,D000005460
8258,NCT00067353,D000005460
7166,NCT03865680,D000005459
8258,NCT00067353,D000005459
4232,NCT01796106,D000005459
1567,NCT04255251,D000005459
5752,NCT03881020,D000005459
5164,NCT01781936,D000005446
7893,NCT00002305,D000005437
3896,NCT00523978,D000005424
8465,NCT00408200,D000005424
4085,NCT00945906,D000005341
8134,NCT00000273,D000005283
5597,NCT03071744,D000005283
5989,NCT04136548,D000005283
3485,NCT02880540,D000005283
6697,NCT03305055,D000005283
6366,NCT00458510,D000005283
3676,NCT03790137,D000005277
1729,NCT03248141,D000005169
2031,NCT03199794,D000005169
6406,NCT00168090,D000005169
1959,NCT02748889,D000005047
5634,NCT00958022,D000005047
7621,NCT02114229,D000005047
2352,NCT00856830,D000005047
1142,NCT00049439,D000005047
6212,NCT02481310,D000005047
1413,NCT03591510,D000005047
4099,NCT02512926,D000005047
9609,NCT04049669,D000005047
9142,NCT04469530,D000005047
7168,NCT02667353,D000005045
7608,NCT00263341,D000004997
5466,NCT00710606,D000004997
5687,NCT00722800,D000004997
8901,NCT00570440,D000004997
6911,NCT00909857,D000004997
9653,NCT04018274,D000004997
9356,NCT04267250,D000004997
7224,NCT00213096,D000004997
7724,NCT00829114,D000004997
6728,NCT00310791,D000004997
5552,NCT01448291,D000004997
5679,NCT00722761,D000004997
4084,NCT00000641,D000004977
7218,NCT00351702,D000004977
1673,NCT01381016,D000004967
2486,NCT00203996,D000004967
8404,NCT00361075,D000004967
5231,NCT03018106,D000004967
1680,NCT00973674,D000004967
6728,NCT00310791,D000004967
8074,NCT00167921,D000004966
5231,NCT03018106,D000004966
6728,NCT00310791,D000004966
1680,NCT00973674,D000004966
3460,NCT00465192,D000004958
7224,NCT00213096,D000004958
8404,NCT00361075,D000004958
5028,NCT00167648,D000004958
5317,NCT01308814,D000004958
9356,NCT04267250,D000004958
6808,NCT02129114,D000004958
8901,NCT00570440,D000004958
9653,NCT04018274,D000004958
2672,NCT03294538,D000004958
7724,NCT00829114,D000004958
5552,NCT01448291,D000004958
6728,NCT00310791,D000004958
2082,NCT03844412,D000004958
5679,NCT00722761,D000004958
5687,NCT00722800,D000004958
1673,NCT01381016,D000004958
6911,NCT00909857,D000004958
9749,NCT03941730,D000004958
3375,NCT00464971,D000004958
8201,NCT03003949,D000004958
7873,NCT03751124,D000004958
4540,NCT01758081,D000004872
6357,NCT01880463,D000004872
3737,NCT01488227,D000004872
3093,NCT01295879,D000004872
5160,NCT01351805,D000004872
4550,NCT01669915,D000004872
4508,NCT01169259,D000004872
4559,NCT01747447,D000004872
4554,NCT01684722,D000004872
2702,NCT01217840,D000004872
3065,NCT03467789,D000004872
6449,NCT04070833,D000004872
4560,NCT01653678,D000004872
1307,NCT01632761,D000004872
4579,NCT01782352,D000004872
4178,NCT04536298,D000004872
4586,NCT01728571,D000004872
4584,NCT01704859,D000004872
4637,NCT01630213,D000004872
1398,NCT00412087,D000004872
4888,NCT01633177,D000004872
5525,NCT01443728,D000004872
4583,NCT01696435,D000004872
1379,NCT00907972,D000004872
2418,NCT02435771,D000004872
4957,NCT02178410,D000004872
4582,NCT02239874,D000004872
7018,NCT01992263,D000004872
2803,NCT01570309,D000004872
4897,NCT02414529,D000004872
8272,NCT00874575,D000004872
2178,NCT01696409,D000004872
9443,NCT04203225,D000004837
6348,NCT04603911,D000004837
1646,NCT01596998,D000004837
2954,NCT03408483,D000004837
4566,NCT02379221,D000004837
2180,NCT03420638,D000004837
4351,NCT03159234,D000004837
9986,NCT03772925,D000004791
2699,NCT00706576,D000004745
8283,NCT00783172,D000004745
2699,NCT00706576,D000004744
8283,NCT00783172,D000004744
5681,NCT03409367,D000004643
112,NCT00796315,D000004319
7237,NCT01434173,D000004318
2107,NCT00007735,D000004318
2175,NCT00000938,D000004318
6401,NCT00031499,D000004318
6097,NCT01547325,D000004318
7203,NCT02927496,D000004318
7202,NCT02929121,D000004318
7201,NCT02929134,D000004318
2174,NCT00001101,D000004318
4266,NCT02206425,D000004317
7142,NCT01046825,D000004317
5677,NCT00681993,D000004317
1520,NCT00183742,D000004317
5683,NCT00923936,D000004317
8680,NCT01902225,D000004317
7962,NCT00016406,D000004317
6605,NCT00795678,D000004317
2463,NCT03742258,D000004317
6666,NCT01861951,D000004317
8721,NCT00004930,D000004317
7610,NCT02032277,D000004317
6158,NCT00636441,D000004317
6152,NCT00720096,D000004317
6212,NCT02481310,D000004317
7394,NCT01121406,D000004317
4124,NCT01523977,D000004317
5137,NCT02698891,D000004317
5399,NCT00178802,D000004317
7937,NCT00041119,D000004317
5101,NCT00574587,D000004317
7583,NCT00235235,D000004317
8015,NCT00004048,D000004317
7943,NCT00087178,D000004317
3566,NCT02021604,D000004295
5023,NCT02494687,D000004294
2798,NCT02644057,D000004280
2032,NCT01354613,D000004280
3074,NCT01167920,D000004232
9128,NCT04481919,D000004232
5073,NCT04502589,D000004221
9208,NCT04391179,D000004176
6147,NCT00763009,D000004176
5903,NCT02325414,D000004164
2783,NCT01451762,D000004155
1849,NCT00573599,D000004155
3043,NCT02240407,D000004155
1605,NCT02142712,D000004155
5227,NCT01968694,D000004155
4175,NCT02655354,D000004155
1018,NCT02098499,D000004155
1864,NCT00137202,D000004155
3964,NCT00866788,D000004155
5768,NCT02281760,D000004121
5134,NCT02078284,D000004121
2569,NCT02787928,D000004091
2837,NCT02222246,D000004091
2523,NCT00499746,D000004091
4343,NCT03309163,D000004091
8050,NCT03389750,D000004091
3457,NCT03282669,D000004091
8852,NCT03723395,D000004077
9931,NCT03810417,D000004077
6081,NCT01763931,D000004077
5068,NCT01508676,D000004008
6339,NCT03831321,D000004008
5447,NCT02194088,D000004008
9551,NCT04091022,D000004008
4640,NCT01511939,D000004008
4823,NCT02485145,D000004008
2325,NCT00127257,D000003975
9712,NCT03976258,D000003932
5212,NCT04458545,D000003932
