,NCTId,InterventionMeshId
8349,NCT01435616,D000069036
8648,NCT01468987,D000069036
2643,NCT01135992,D000069036
3079,NCT00909480,D000069036
2935,NCT00283751,D000069036
3453,NCT01045447,D000069036
2524,NCT01079234,D000069036
3956,NCT00982644,D000069036
3915,NCT00972283,D000069036
3201,NCT01570751,D000069036
2770,NCT02034513,D000069036
2946,NCT00598793,D000069036
2774,NCT00612040,D000069036
2997,NCT00097877,D000069036
2822,NCT00097084,D000069036
2848,NCT02030600,D000069036
8467,NCT01582451,D000069036
2823,NCT00095082,D000069036
1360,NCT00191282,D000069036
2928,NCT00106366,D000069036
6612,NCT02144441,D000069036
3573,NCT01045707,D000069036
1745,NCT01569841,D000069036
7616,NCT04075513,D000069036
1890,NCT00366301,D000069036
3517,NCT00982228,D000069036
4538,NCT01524705,D000069036
7731,NCT00901979,D000068900
3314,NCT01856907,D000068900
7815,NCT02849080,D000068900
5651,NCT02683187,D000068900
7916,NCT01006018,D000068900
7827,NCT02607865,D000068900
8929,NCT01128621,D000068900
6209,NCT00851799,D000068898
5891,NCT00811954,D000068898
2916,NCT02302950,D000068898
4241,NCT01717287,D000068898
2448,NCT00734344,D000068898
7810,NCT03136484,D000068896
4187,NCT01795547,D000068882
6364,NCT00518323,D000068882
1731,NCT01497600,D000068880
1360,NCT00191282,D000068880
1195,NCT01308437,D000068880
8484,NCT01790438,D000068880
7848,NCT02131272,D000068880
2820,NCT00104182,D000068880
1794,NCT00065130,D000068880
1562,NCT02016482,D000068879
8552,NCT01710358,D000068879
8566,NCT02187055,D000068879
1061,NCT01870986,D000068879
3271,NCT00796705,D000068879
3142,NCT04131504,D000068879
6577,NCT03828019,D000068879
4079,NCT00837434,D000068879
6221,NCT02629159,D000068879
1777,NCT02015156,D000068878
5677,NCT00681993,D000068878
9025,NCT04569747,D000068878
7356,NCT01670877,D000068878
6068,NCT02023996,D000068878
5673,NCT04296942,D000068878
6766,NCT04329065,D000068878
5101,NCT00574587,D000068878
1012,NCT02581748,D000068878
6703,NCT02286843,D000068878
9531,NCT04108858,D000068878
3452,NCT03180242,D000068878
7698,NCT00399529,D000068878
1695,NCT00833963,D000068878
4003,NCT04220203,D000068878
1063,NCT01603264,D000068878
7617,NCT00140140,D000068878
6417,NCT00999804,D000068878
2793,NCT00134680,D000068878
6605,NCT00795678,D000068878
6942,NCT01491763,D000068877
5958,NCT00183833,D000068877
9748,NCT03941743,D000068876
6389,NCT00000174,D000068836
9940,NCT03803553,D000068818
8301,NCT01468896,D000068818
7312,NCT04590963,D000068818
2370,NCT00271011,D000068818
7952,NCT00124618,D000068818
8750,NCT01090011,D000068818
7960,NCT00075686,D000068818
3365,NCT00319839,D000068818
5192,NCT01109524,D000068818
4793,NCT00561054,D000068818
3189,NCT01884740,D000068818
3047,NCT02800486,D000068818
7982,NCT00096031,D000068818
3410,NCT02861898,D000068818
4853,NCT04525326,D000068818
5709,NCT00326495,D000068818
4395,NCT01040832,D000068818
7973,NCT00085501,D000068818
2943,NCT01979211,D000068818
9243,NCT04359199,D000068818
7926,NCT00265850,D000068818
8655,NCT00882583,D000068818
4477,NCT00716456,D000068818
6807,NCT01665781,D000068817
1115,NCT01975818,D000068817
5894,NCT02253654,D000068817
8530,NCT00511901,D000068817
9885,NCT03842254,D000068817
1211,NCT02064426,D000068817
1293,NCT02052310,D000068817
7393,NCT00737893,D000068817
4341,NCT03163589,D000068817
3669,NCT01951417,D000068816
2572,NCT00135720,D000068800
3271,NCT00796705,D000068800
4157,NCT00005007,D000068800
4079,NCT00837434,D000068800
3746,NCT02987257,D000068800
6661,NCT00107991,D000068800
6767,NCT04255498,D000068800
3628,NCT00733096,D000068800
7850,NCT01421303,D000068800
7852,NCT01313208,D000068800
1452,NCT00997503,D000068799
1065,NCT01589978,D000068799
3334,NCT01789814,D000068799
5841,NCT02796651,D000068759
4657,NCT04171180,D000068759
4167,NCT00134979,D000068759
2163,NCT03508739,D000068756
4098,NCT02887183,D000068756
8957,NCT01302938,D000068737
8908,NCT00323635,D000068737
8180,NCT00414323,D000068736
9463,NCT04178993,D000068736
4925,NCT01846182,D000068736
7949,NCT00489411,D000068736
8330,NCT00767806,D000068736
3931,NCT00507936,D000068736
9038,NCT04560673,D000068736
4222,NCT01074151,D000068736
2929,NCT01127490,D000068736
4175,NCT02655354,D000068736
2446,NCT00115830,D000068718
7936,NCT01011478,D000068718
7005,NCT03532139,D000068718
6834,NCT03417388,D000068718
3912,NCT00398528,D000068717
8903,NCT00122486,D000068698
5891,NCT00811954,D000068698
7856,NCT02386098,D000068698
7740,NCT00441298,D000068698
6209,NCT00851799,D000068698
9659,NCT04016233,D000068698
7082,NCT02904369,D000068698
7088,NCT03279120,D000068698
7516,NCT01386294,D000068698
1908,NCT00118898,D000068698
8902,NCT00122512,D000068698
8184,NCT02022657,D000068698
6681,NCT03043326,D000068698
8280,NCT01910402,D000068698
8848,NCT01033942,D000068698
1178,NCT01772823,D000068698
1141,NCT00414518,D000068698
3679,NCT00084136,D000068698
2448,NCT00734344,D000068698
6845,NCT00119106,D000068698
2635,NCT00924898,D000068698
4240,NCT00120471,D000068698
7839,NCT00827112,D000068698
4160,NCT00100581,D000068698
7441,NCT02832778,D000068698
9988,NCT03771638,D000068698
7974,NCT01641809,D000068698
4362,NCT00192634,D000068698
1179,NCT01769456,D000068698
8127,NCT01276600,D000068698
2864,NCT00736190,D000068698
3368,NCT00112047,D000068698
2040,NCT02572505,D000068698
7974,NCT01641809,D000068696
2336,NCT03984838,D000068696
1178,NCT01772823,D000068679
2635,NCT00924898,D000068679
8184,NCT02022657,D000068679
1141,NCT00414518,D000068679
4362,NCT00192634,D000068679
5891,NCT00811954,D000068679
1908,NCT00118898,D000068679
8848,NCT01033942,D000068679
1179,NCT01769456,D000068679
3679,NCT00084136,D000068679
3368,NCT00112047,D000068679
8127,NCT01276600,D000068679
7839,NCT00827112,D000068679
8280,NCT01910402,D000068679
7441,NCT02832778,D000068679
6681,NCT03043326,D000068679
7082,NCT02904369,D000068679
6209,NCT00851799,D000068679
2040,NCT02572505,D000068679
7974,NCT01641809,D000068679
9988,NCT03771638,D000068679
7899,NCT00272779,D000068679
9625,NCT04039087,D000068677
1203,NCT00644631,D000068677
2599,NCT03028298,D000068677
1263,NCT00143221,D000068677
6007,NCT03686813,D000068677
2746,NCT01334554,D000068677
2191,NCT00452582,D000068677
1801,NCT03979209,D000068656
2445,NCT01862536,D000068581
8408,NCT01324999,D000068581
9452,NCT04188873,D000068580
9464,NCT04176172,D000068580
5658,NCT01365819,D000068580
2631,NCT00713479,D000068580
5061,NCT00747643,D000068580
6569,NCT00525837,D000068580
3969,NCT01177176,D000068580
8175,NCT00694044,D000068580
5194,NCT01347112,D000068580
9708,NCT03980561,D000068580
2230,NCT01299896,D000068580
2055,NCT02859142,D000068580
8214,NCT03557294,D000068580
8309,NCT04188106,D000068580
2657,NCT01011829,D000068580
9432,NCT04210180,D000068580
8577,NCT00749944,D000068580
2333,NCT00709696,D000068580
8045,NCT00061906,D000068579
9554,NCT04090684,D000068579
4386,NCT03185871,D000068579
3967,NCT00032890,D000068579
6711,NCT01425476,D000068579
1509,NCT00159484,D000068579
5150,NCT02172040,D000068579
2211,NCT02934191,D000068579
9142,NCT04469530,D000068579
1973,NCT03006276,D000068579
1217,NCT00183807,D000068579
6558,NCT00424294,D000068579
1968,NCT03009019,D000068579
6167,NCT00527982,D000068579
5189,NCT02979197,D000068579
1095,NCT00620867,D000068579
6581,NCT01684748,D000068557
3174,NCT01309828,D000068557
6372,NCT00996281,D000068557
6522,NCT04032158,D000068556
6521,NCT04032171,D000068556
2449,NCT00274417,D000068538
4754,NCT01435954,D000068538
5296,NCT00298155,D000068538
1290,NCT00121147,D000068438
7830,NCT00415168,D000068437
7183,NCT01443078,D000068437
8690,NCT00410904,D000068437
7978,NCT00268489,D000068437
5850,NCT03164616,D000068437
8765,NCT00280748,D000068437
9361,NCT04262869,D000068437
7925,NCT01107626,D000068437
6575,NCT02083679,D000068437
4124,NCT01523977,D000068338
5226,NCT01252251,D000068338
3539,NCT00150046,D000068338
2254,NCT02236572,D000068338
2281,NCT01878786,D000068338
6926,NCT01510327,D000068338
9120,NCT04485559,D000068338
8770,NCT00124280,D000068338
4063,NCT00180479,D000068338
5187,NCT01636466,D000068338
4122,NCT00856856,D000068338
1480,NCT00916695,D000068338
4314,NCT03355794,D000068338
7596,NCT01661283,D000068338
5370,NCT02201212,D000068338
7355,NCT03386539,D000068338
8466,NCT00574769,D000068338
4039,NCT01192178,D000068299
4526,NCT01431924,D000068299
4144,NCT01110200,D000068299
5195,NCT01387178,D000068299
7651,NCT01802723,D000068299
3229,NCT00395304,D000068299
5195,NCT01387178,D000068298
1229,NCT01287351,D000068298
4526,NCT01431924,D000068298
4273,NCT02889809,D000068298
4039,NCT01192178,D000068298
3229,NCT00395304,D000068298
4144,NCT01110200,D000068297
3229,NCT00395304,D000068297
4039,NCT01192178,D000068297
9538,NCT04103385,D000068296
9862,NCT03861091,D000068296
8292,NCT01709110,D000068296
5106,NCT00699777,D000068296
6746,NCT01449825,D000068258
8251,NCT01649947,D000068258
7749,NCT00537173,D000068258
1221,NCT03030430,D000068258
8303,NCT00026221,D000068258
7925,NCT01107626,D000068258
7922,NCT00072046,D000068258
8285,NCT00055861,D000068258
5027,NCT03779191,D000068258
6827,NCT01903330,D000068258
7978,NCT00268489,D000068258
1067,NCT02031991,D000068258
3163,NCT03452579,D000068258
7021,NCT03483649,D000068258
6361,NCT00590681,D000068258
7636,NCT01207687,D000068258
6584,NCT01175291,D000068258
8725,NCT00025389,D000068258
5683,NCT00923936,D000068258
3189,NCT01884740,D000068258
8466,NCT00574769,D000068258
1522,NCT00159432,D000068258
1609,NCT03293654,D000068258
3929,NCT00418938,D000068258
3884,NCT00491738,D000068258
5197,NCT00991978,D000068258
5291,NCT03050814,D000068258
3267,NCT00911820,D000068258
9529,NCT04109924,D000068258
7596,NCT01661283,D000068258
5454,NCT02076152,D000068258
3060,NCT00106054,D000068258
7341,NCT01996826,D000068258
7926,NCT00265850,D000068258
5332,NCT01894451,D000068258
8678,NCT02829931,D000068258
8657,NCT01749384,D000068258
8843,NCT00400803,D000068258
3791,NCT00069446,D000068258
1449,NCT00642603,D000068258
8627,NCT01007552,D000068258
8170,NCT00417976,D000068258
2605,NCT00356122,D000068258
6587,NCT01446224,D000068258
4853,NCT04525326,D000068258
4759,NCT01428154,D000068256
6575,NCT02083679,D000068196
7617,NCT00140140,D000068196
8077,NCT00124943,D000068196
3320,NCT00585689,D000068196
3365,NCT00319839,D000068196
5850,NCT03164616,D000068196
3687,NCT00347412,D000068196
3173,NCT00995488,D000068196
4063,NCT00180479,D000068196
1542,NCT00667147,D000068196
9361,NCT04262869,D000068196
4210,NCT01701349,D000068196
3994,NCT01196429,D000068196
6766,NCT04329065,D000068196
6605,NCT00795678,D000068196
7941,NCT00110084,D000068196
7020,NCT02033538,D000068196
2814,NCT00531518,D000068180
4388,NCT00221416,D000068180
4102,NCT03892889,D000068180
9823,NCT03881449,D000068180
4187,NCT01795547,D000068180
8872,NCT04497116,D000067856
9736,NCT03953898,D000067856
9943,NCT03801369,D000067856
5845,NCT01480219,D000065819
7348,NCT02689713,D000065819
7006,NCT02369861,D000065346
7713,NCT01569191,D000065346
8331,NCT01772290,D000064750
5005,NCT00237367,D000064750
2105,NCT04211545,D000064750
4721,NCT00517270,D000064750
1027,NCT00701259,D000064748
1699,NCT00211614,D000064748
5623,NCT00573924,D000064748
5623,NCT00573924,D000064747
1323,NCT02387203,D000064747
1699,NCT00211614,D000064747
1027,NCT00701259,D000064747
4124,NCT01523977,D000064730
4351,NCT03159234,D000064705
1646,NCT01596998,D000064705
7862,NCT03828201,D000064704
1572,NCT01618591,D000064704
7237,NCT01434173,D000064704
6188,NCT00962637,D000064696
6188,NCT00962637,D000064695
1945,NCT00528814,D000064548
2968,NCT00266058,D000061466
7839,NCT00827112,D000061466
4274,NCT00358917,D000061466
3008,NCT01227590,D000061466
1141,NCT00414518,D000061466
4160,NCT00100581,D000061466
6620,NCT00342355,D000061466
3786,NCT00097071,D000061268
8700,NCT01454284,D000061268
1360,NCT00191282,D000061268
2464,NCT00071448,D000061268
8584,NCT01481779,D000061268
8648,NCT01468987,D000061268
1778,NCT00101751,D000061267
2464,NCT00071448,D000061267
6546,NCT00513643,D000061267
1720,NCT01121276,D000061267
2823,NCT00095082,D000061267
2946,NCT00598793,D000061267
5364,NCT01702311,D000061267
2928,NCT00106366,D000061267
2948,NCT01713530,D000061267
2997,NCT00097877,D000061267
2827,NCT00791895,D000061267
1684,NCT01487811,D000061267
2835,NCT01850615,D000061267
2972,NCT00624767,D000061267
2544,NCT01513473,D000061267
8739,NCT02496780,D000061267
1719,NCT01464099,D000061267
1756,NCT00095446,D000061267
3632,NCT00978627,D000061267
3476,NCT01831765,D000061267
2967,NCT00322257,D000061267
2887,NCT00097279,D000061267
2747,NCT02825251,D000061267
3573,NCT01045707,D000061267
2822,NCT00097084,D000061267
1984,NCT01999322,D000061267
3517,NCT00982228,D000061267
2774,NCT00612040,D000061267
2524,NCT01079234,D000061267
1794,NCT00065130,D000061267
1715,NCT01682902,D000061267
3786,NCT00097071,D000061267
2915,NCT01680341,D000061267
3453,NCT01045447,D000061267
2770,NCT02034513,D000061267
1710,NCT01125553,D000061267
2661,NCT00537303,D000061267
1958,NCT00313001,D000061267
3534,NCT00115973,D000061267
2741,NCT00523042,D000061267
3915,NCT00972283,D000061267
7616,NCT04075513,D000061266
2827,NCT00791895,D000061265
1684,NCT01487811,D000061265
1778,NCT00101751,D000061265
2997,NCT00097877,D000061265
2946,NCT00598793,D000061265
1958,NCT00313001,D000061265
2887,NCT00097279,D000061265
7413,NCT04060017,D000058766
1260,NCT00002317,D000058766
8334,NCT04060030,D000058766
8176,NCT01814501,D000058766
1259,NCT00002434,D000058766
7926,NCT00265850,D000058766
6584,NCT01175291,D000058766
3828,NCT00002120,D000058766
1262,NCT00002102,D000058766
5405,NCT02839915,D000058766
4843,NCT01581307,D000058766
7142,NCT01046825,D000058766
1261,NCT00002103,D000058766
4059,NCT01587638,D000058671
8286,NCT03817931,D000058667
6220,NCT03030716,D000056604
8128,NCT01460940,D000056572
4948,NCT03426891,D000056572
8395,NCT03921242,D000054873
1003,NCT03363464,D000054873
5623,NCT00573924,D000054328
4291,NCT03278808,D000053626
6251,NCT04203186,D000053626
6282,NCT00298610,D000053626
4450,NCT00984256,D000053626
9654,NCT04017936,D000053590
9483,NCT04150913,D000053590
4308,NCT04597437,D000053243
5244,NCT01156701,D000053243
8256,NCT02717754,D000053139
3532,NCT01388439,D000053139
4538,NCT01524705,D000052216
8388,NCT04300049,D000052216
8723,NCT02189889,D000052203
4971,NCT02694978,D000052203
7243,NCT03358563,D000052203
7901,NCT02359097,D000052203
5602,NCT01134510,D000050718
1546,NCT01108848,D000050718
1227,NCT04530136,D000050718
4214,NCT02316353,D000050718
1677,NCT00432510,D000050718
6914,NCT04606342,D000050071
2747,NCT02825251,D000049528
1720,NCT01121276,D000049528
2661,NCT00537303,D000049528
2774,NCT00612040,D000049528
2948,NCT01713530,D000049528
3632,NCT00978627,D000049528
3386,NCT01392573,D000049528
2915,NCT01680341,D000049528
3013,NCT01326026,D000049528
2555,NCT01364428,D000049528
1984,NCT01999322,D000049528
1715,NCT01682902,D000049528
1719,NCT01464099,D000049528
3476,NCT01831765,D000049528
6488,NCT04365270,D000048271
5349,NCT00351416,D000047072
7985,NCT02760030,D000047072
5015,NCT04266938,D000044966
4241,NCT01717287,D000044966
6326,NCT02338024,D000044966
7480,NCT02591420,D000044966
3277,NCT02263326,D000044966
5238,NCT04267978,D000043169
9540,NCT04098744,D000037621
8656,NCT00422097,D000034261
3610,NCT00035100,D000034261
7067,NCT00572884,D000026023
7267,NCT02938975,D000026023
6739,NCT03302299,D000025101
8163,NCT00700791,D000024508
8323,NCT00308971,D000024508
3911,NCT00631085,D000024508
8110,NCT01858311,D000024508
8163,NCT00700791,D000024505
8323,NCT00308971,D000024505
3911,NCT00631085,D000024505
8110,NCT01858311,D000024505
3911,NCT00631085,D000024504
8163,NCT00700791,D000024502
8323,NCT00308971,D000024502
3911,NCT00631085,D000024502
5130,NCT03009045,D000023303
9727,NCT03962725,D000020927
3485,NCT02880540,D000020927
4286,NCT01076816,D000020927
8752,NCT02819141,D000020927
8454,NCT01001429,D000020927
8336,NCT04205539,D000020927
6524,NCT01969903,D000020927
8441,NCT00621530,D000020911
1642,NCT01640171,D000020910
3253,NCT03671746,D000020910
2467,NCT03426137,D000020910
3136,NCT02922985,D000020910
9523,NCT04115644,D000020910
8441,NCT00621530,D000020910
4954,NCT02299115,D000020888
5801,NCT01073579,D000020888
2379,NCT03623633,D000020849
8367,NCT03774186,D000020799
4218,NCT04315311,D000020799
3471,NCT02985801,D000020799
7379,NCT02504931,D000020280
7776,NCT00208585,D000020280
8713,NCT04221997,D000020280
4175,NCT02655354,D000020280
7233,NCT01524133,D000020280
2814,NCT00531518,D000020280
6983,NCT00233103,D000020280
1065,NCT01589978,D000020156
5322,NCT03152409,D000020156
8672,NCT04230499,D000020123
8670,NCT00678769,D000020123
3043,NCT02240407,D000020123
5738,NCT00876434,D000020123
7172,NCT03433183,D000020123
3994,NCT01196429,D000020123
2936,NCT01529138,D000020123
9127,NCT04482712,D000020123
6731,NCT01182883,D000020123
8263,NCT00079456,D000020123
7359,NCT02008877,D000020123
9228,NCT04375813,D000020123
9267,NCT04341675,D000020123
8509,NCT01239368,D000020123
5075,NCT03662412,D000020123
3169,NCT00711490,D000020123
8756,NCT02487485,D000020123
9142,NCT04469530,D000020123
4964,NCT00672204,D000020123
9759,NCT03933904,D000020123
2798,NCT02644057,D000020105
8224,NCT00759733,D000020097
9591,NCT04060849,D000019999
9336,NCT04284514,D000019999
7354,NCT00788398,D000019999
4113,NCT04368988,D000019999
7089,NCT00109616,D000019999
6011,NCT03615196,D000019999
5836,NCT02081391,D000019999
3771,NCT03339245,D000019999
1465,NCT00694174,D000019999
3018,NCT02808143,D000019999
1213,NCT03310580,D000019999
8818,NCT01314599,D000019999
8055,NCT01818739,D000019999
5943,NCT01673828,D000019999
3139,NCT02722278,D000019999
5074,NCT04247087,D000019999
1301,NCT00847483,D000019999
5841,NCT02796651,D000019999
1902,NCT02579057,D000019999
6597,NCT04531579,D000019999
8811,NCT02696291,D000019999
2011,NCT02500836,D000019999
5068,NCT01508676,D000019999
5518,NCT01110005,D000019999
9296,NCT04318145,D000019999
5848,NCT00778414,D000019980
5844,NCT00778544,D000019980
8941,NCT01511107,D000019980
4435,NCT02018250,D000019905
2195,NCT00346580,D000019888
8394,NCT00002381,D000019888
1895,NCT00269555,D000019833
2484,NCT01985763,D000019833
8394,NCT00002381,D000019829
1456,NCT03400475,D000019821
4505,NCT00202878,D000019821
5817,NCT03654053,D000019821
3562,NCT01178320,D000019821
4932,NCT00588471,D000019821
5245,NCT02534376,D000019821
4284,NCT01092572,D000019821
3908,NCT00880178,D000019821
3021,NCT01097785,D000019821
4657,NCT04171180,D000019819
3450,NCT00675584,D000019819
9638,NCT04032834,D000019819
4605,NCT02357277,D000019819
5844,NCT00778544,D000019818
5848,NCT00778414,D000019818
8941,NCT01511107,D000019818
7237,NCT01434173,D000019818
9803,NCT03900793,D000019808
6688,NCT04212650,D000019808
6834,NCT03417388,D000019808
6335,NCT04278495,D000019808
4035,NCT00555217,D000019808
4810,NCT04499495,D000019804
1812,NCT03973177,D000019800
4267,NCT03572595,D000019788
6142,NCT00852644,D000019788
8681,NCT00963807,D000019788
6290,NCT03295695,D000019788
7769,NCT00876889,D000019782
7768,NCT01597518,D000019782
4535,NCT03660917,D000019782
6999,NCT02155829,D000019782
5224,NCT04047251,D000019772
8704,NCT02963090,D000019772
1535,NCT00257816,D000019772
7621,NCT02114229,D000019772
4898,NCT02684071,D000019772
7394,NCT01121406,D000019772
6152,NCT00720096,D000019772
4150,NCT00000861,D000019469
1908,NCT00118898,D000019438
4160,NCT00100581,D000019438
5891,NCT00811954,D000019438
4274,NCT00358917,D000019438
2968,NCT00266058,D000019438
6209,NCT00851799,D000019438
8078,NCT01389544,D000019438
7856,NCT02386098,D000019438
6620,NCT00342355,D000019438
8488,NCT00063804,D000019438
7839,NCT00827112,D000019438
1141,NCT00414518,D000019438
7868,NCT00337467,D000019438
8280,NCT01910402,D000019438
8131,NCT00481182,D000019438
3008,NCT01227590,D000019438
1403,NCT00006604,D000019438
2379,NCT03623633,D000019386
1956,NCT00668941,D000019386
4062,NCT02230332,D000019386
6186,NCT00921557,D000019386
1956,NCT00668941,D000019379
6067,NCT02025179,D000019379
8292,NCT01709110,D000019379
3223,NCT01440803,D000019379
3893,NCT04589819,D000019379
2010,NCT00282126,D000019357
9700,NCT03984409,D000019357
6188,NCT00962637,D000019343
2599,NCT03028298,D000019343
7114,NCT02905981,D000019343
9981,NCT03775590,D000019342
1318,NCT04073719,D000019342
5592,NCT03625349,D000019323
8950,NCT03900949,D000019311
1280,NCT01166815,D000019287
7217,NCT00355043,D000019287
9917,NCT03819088,D000019287
7083,NCT00109551,D000019287
1726,NCT01198587,D000019287
7955,NCT04390009,D000019275
9510,NCT04124939,D000019274
2035,NCT03978234,D000019274
3870,NCT01486264,D000019274
7277,NCT03236012,D000019274
4662,NCT01427400,D000019274
9310,NCT04305743,D000019274
4385,NCT02351544,D000019274
1068,NCT04075578,D000019274
6843,NCT00711087,D000019274
9159,NCT04451382,D000019274
1704,NCT00384371,D000019274
5001,NCT00489151,D000019259
8280,NCT01910402,D000019259
7441,NCT02832778,D000019259
3368,NCT00112047,D000019259
7974,NCT01641809,D000019259
4160,NCT00100581,D000019259
4204,NCT03945981,D000019259
3679,NCT00084136,D000019259
5177,NCT00230477,D000019259
1908,NCT00118898,D000019259
4362,NCT00192634,D000019259
3277,NCT02263326,D000019259
6620,NCT00342355,D000019259
6472,NCT00000152,D000019207
7797,NCT00198822,D000019207
2857,NCT01231165,D000019161
4379,NCT02814994,D000019141
7521,NCT00379158,D000018977
7074,NCT03866837,D000018977
7213,NCT01129089,D000018977
7804,NCT00860470,D000018977
3959,NCT00005014,D000018967
8155,NCT00389493,D000018967
2246,NCT00277654,D000018967
7957,NCT03527186,D000018967
2744,NCT03837860,D000018967
2278,NCT04587115,D000018967
8083,NCT00395499,D000018967
1867,NCT01317784,D000018937
7713,NCT01569191,D000018926
3945,NCT00121979,D000018894
4274,NCT00358917,D000018894
6193,NCT03482336,D000018796
1201,NCT02312037,D000018796
5625,NCT01955408,D000018680
8286,NCT03817931,D000018680
9503,NCT04129060,D000018680
9351,NCT04270474,D000018680
9503,NCT04129060,D000018678
8301,NCT01468896,D000018664
7101,NCT02544061,D000018664
7631,NCT00622401,D000018664
8286,NCT03817931,D000018663
8962,NCT04066894,D000018377
6751,NCT03156088,D000018377
4670,NCT01332500,D000018170
2651,NCT02548117,D000018120
4754,NCT01435954,D000018120
1557,NCT00870480,D000018120
6424,NCT00021814,D000018120
1556,NCT00871247,D000018120
6620,NCT00342355,D000018119
8394,NCT00002381,D000018119
8629,NCT01700036,D000018046
9496,NCT04137536,D000018033
9189,NCT04411667,D000018029
1294,NCT00220740,D000018029
3102,NCT00031291,D000018029
1312,NCT00220805,D000018029
1287,NCT00220779,D000018029
5169,NCT01856205,D000018029
7421,NCT01444612,D000017985
9242,NCT04360824,D000017984
7005,NCT03532139,D000017984
7421,NCT01444612,D000017984
5839,NCT02412982,D000017984
7742,NCT04169269,D000017984
8914,NCT02341638,D000017964
8331,NCT01772290,D000017964
7443,NCT00675714,D000017964
4024,NCT00356915,D000017964
6055,NCT02357836,D000017964
8852,NCT03723395,D000017964
2337,NCT04374552,D000017963
71,NCT03353480,D000017963
4291,NCT03278808,D000017963
3922,NCT00926796,D000017963
5054,NCT00298922,D000017963
9283,NCT04329832,D000017963
9275,NCT04334382,D000017963
7814,NCT00002090,D000017963
3147,NCT02707042,D000017963
1572,NCT01618591,D000017963
8590,NCT00245453,D000017963
9266,NCT04341727,D000017963
4084,NCT00000641,D000017963
5388,NCT01617083,D000017963
9260,NCT04344457,D000017963
6464,NCT00002309,D000017963
6401,NCT00031499,D000017963
2403,NCT03960970,D000017963
8291,NCT00760279,D000017963
9920,NCT03817970,D000017829
3662,NCT00787566,D000017829
7948,NCT01009918,D000017706
6834,NCT03417388,D000017706
4035,NCT00555217,D000017706
6864,NCT01126697,D000017706
6404,NCT01491919,D000017706
8963,NCT00882557,D000017576
7474,NCT01175707,D000017576
8357,NCT01196169,D000017576
7102,NCT02447848,D000017409
4175,NCT02655354,D000017374
8889,NCT00178048,D000017374
5261,NCT00385762,D000017374
8360,NCT00074802,D000017374
6608,NCT00202449,D000017374
5616,NCT01602913,D000017374
4671,NCT01077596,D000017367
7824,NCT01299272,D000017367
5261,NCT00385762,D000017367
2081,NCT03963375,D000017338
8674,NCT00764517,D000017338
8532,NCT01439750,D000017338
124,NCT03933215,D000017338
1657,NCT04550455,D000017338
125,NCT03933202,D000017338
6818,NCT04176328,D000017334
4247,NCT00124514,D000017329
8086,NCT00936390,D000017329
4056,NCT01682746,D000017323
3793,NCT00028353,D000017312
5150,NCT02172040,D000017311
2897,NCT04434664,D000017311
2032,NCT01354613,D000017311
5189,NCT02979197,D000017311
1252,NCT01668069,D000017294
1508,NCT00971633,D000017294
1864,NCT00137202,D000017294
9920,NCT03817970,D000017294
1226,NCT00713739,D000017292
4754,NCT01435954,D000017292
6707,NCT01959022,D000017292
6696,NCT03339258,D000017292
6424,NCT00021814,D000017292
7237,NCT01434173,D000017291
8590,NCT00245453,D000017291
1323,NCT02387203,D000017291
4270,NCT02188368,D000017291
2773,NCT01723059,D000017291
9507,NCT04126070,D000017273
4969,NCT00433173,D000017273
6692,NCT03867357,D000017273
8086,NCT00936390,D000017273
6540,NCT00382057,D000017273
5028,NCT00167648,D000017273
5296,NCT00298155,D000017273
3974,NCT02293694,D000017258
7540,NCT01143207,D000017258
8060,NCT02103660,D000017258
6920,NCT04537689,D000017255
6267,NCT01080716,D000017242
9394,NCT04238143,D000017242
1686,NCT03096418,D000017239
6605,NCT00795678,D000017239
2234,NCT02924857,D000017239
7780,NCT01522768,D000017239
8077,NCT00124943,D000017239
7020,NCT02033538,D000017239
7941,NCT00110084,D000017239
6575,NCT02083679,D000017239
8679,NCT02513563,D000017239
6788,NCT00563784,D000017239
7962,NCT00016406,D000017239
4700,NCT02274012,D000017239
6766,NCT04329065,D000017239
3365,NCT00319839,D000017239
4063,NCT00180479,D000017239
7973,NCT00085501,D000017239
2840,NCT02560038,D000017239
8793,NCT01992341,D000017239
2831,NCT02776917,D000017239
3994,NCT01196429,D000017239
4690,NCT02545010,D000017239
7610,NCT02032277,D000017239
5252,NCT04015778,D000017239
1479,NCT01858428,D000017239
8251,NCT01649947,D000017239
1542,NCT00667147,D000017239
1543,NCT00598247,D000017239
5137,NCT02698891,D000017239
1452,NCT00997503,D000017239
7617,NCT00140140,D000017239
7394,NCT01121406,D000017239
8747,NCT04374630,D000017239
3173,NCT00995488,D000017239
8720,NCT00006018,D000017239
5101,NCT00574587,D000017239
8293,NCT00861627,D000017239
7749,NCT00537173,D000017239
9361,NCT04262869,D000017239
6914,NCT04606342,D000017239
8725,NCT00025389,D000017239
7799,NCT04060342,D000017239
7937,NCT00041119,D000017239
3951,NCT03278626,D000017239
4210,NCT01701349,D000017239
5581,NCT03671655,D000017239
3687,NCT00347412,D000017239
7983,NCT00113399,D000017239
3227,NCT00578877,D000017137
5466,NCT00710606,D000017135
5616,NCT01602913,D000017035
2354,NCT03219372,D000017035
6539,NCT00648544,D000017035
2624,NCT00161226,D000016912
9356,NCT04267250,D000016912
