,NCTId,StdAge
9191,NCT04410302,Older Adult
9192,NCT04409236,Older Adult
1578,NCT00672074,Older Adult
1587,NCT00183872,Older Adult
9193,NCT04407377,Older Adult
1585,NCT02723617,Older Adult
9194,NCT04406935,Older Adult
1583,NCT01524146,Older Adult
1582,NCT01724619,Older Adult
9195,NCT04404894,Older Adult
1581,NCT00267358,Older Adult
1580,NCT00378131,Older Adult
9196,NCT04404855,Older Adult
1579,NCT02296164,Older Adult
9164,NCT04443608,Older Adult
9163,NCT04444050,Older Adult
1754,NCT02915237,Older Adult
1702,NCT04201028,Older Adult
1728,NCT00580749,Older Adult
9123,NCT04484805,Older Adult
1724,NCT02098603,Older Adult
1723,NCT03520426,Older Adult
9125,NCT04483440,Older Adult
1722,NCT03711916,Older Adult
1721,NCT03336567,Older Adult
9126,NCT04483206,Older Adult
1720,NCT01121276,Older Adult
1719,NCT01464099,Older Adult
9127,NCT04482712,Older Adult
9128,NCT04481919,Older Adult
1716,NCT00873223,Older Adult
1715,NCT01682902,Older Adult
9130,NCT04480086,Older Adult
9131,NCT04479943,Older Adult
1712,NCT02672735,Older Adult
1709,NCT01632995,Older Adult
9133,NCT04478708,Older Adult
1708,NCT04417673,Older Adult
1707,NCT00160472,Older Adult
9134,NCT04478695,Older Adult
1706,NCT00245882,Older Adult
1705,NCT00301444,Older Adult
9135,NCT04478617,Older Adult
9122,NCT04485013,Older Adult
1729,NCT03248141,Older Adult
1730,NCT01511393,Older Adult
1742,NCT01781949,Older Adult
9110,NCT04495283,Older Adult
9111,NCT04495257,Older Adult
1750,NCT04136951,Older Adult
1749,NCT01988532,Older Adult
9112,NCT04494945,Older Adult
1747,NCT00841165,Older Adult
9113,NCT04494698,Older Adult
1746,NCT01772602,Older Adult
1745,NCT01569841,Older Adult
9114,NCT04491175,Older Adult
9115,NCT04488055,Older Adult
1740,NCT04349072,Older Adult
9121,NCT04485026,Older Adult
9117,NCT04486560,Older Adult
1739,NCT03054597,Older Adult
1738,NCT03642691,Older Adult
1737,NCT01262339,Older Adult
9118,NCT04486313,Older Adult
1736,NCT02186626,Older Adult
1735,NCT01511185,Older Adult
9119,NCT04485767,Older Adult
1733,NCT03529214,Older Adult
1732,NCT03511937,Older Adult
1731,NCT01497600,Older Adult
9136,NCT04477642,Older Adult
1701,NCT01950572,Older Adult
1651,NCT01043510,Older Adult
9137,NCT04474210,Older Adult
9151,NCT04461795,Older Adult
1671,NCT01904500,Older Adult
9152,NCT04460872,Older Adult
1670,NCT03789721,Older Adult
1669,NCT04047121,Older Adult
9153,NCT04459416,Older Adult
1667,NCT04459455,Older Adult
1666,NCT02239627,Older Adult
9155,NCT04456140,Older Adult
1664,NCT00662415,Older Adult
9156,NCT04452500,Older Adult
1663,NCT03575468,Older Adult
1662,NCT04335812,Older Adult
9157,NCT04452331,Older Adult
9158,NCT04452201,Older Adult
1659,NCT01966718,Older Adult
1658,NCT02550886,Older Adult
9159,NCT04451382,Older Adult
1657,NCT04550455,Older Adult
9160,NCT04449510,Older Adult
1655,NCT01205776,Older Adult
1654,NCT00889772,Older Adult
9161,NCT04448834,Older Adult
1653,NCT03814096,Older Adult
1652,NCT01574677,Older Adult
1675,NCT02005198,Older Adult
1676,NCT03264131,Older Adult
9149,NCT04463394,Older Adult
1690,NCT00012701,Older Adult
1699,NCT00211614,Older Adult
9138,NCT04473430,Older Adult
1698,NCT02742532,Older Adult
1697,NCT01605773,Older Adult
9139,NCT04472026,Older Adult
1695,NCT00833963,Older Adult
9140,NCT04471207,Older Adult
1694,NCT00342927,Older Adult
9141,NCT04469920,Older Adult
1692,NCT02239926,Older Adult
1691,NCT02568202,Older Adult
9143,NCT04467723,Older Adult
1677,NCT00432510,Older Adult
1688,NCT03947593,Older Adult
1686,NCT03096418,Older Adult
1685,NCT02159092,Older Adult
9145,NCT04466644,Older Adult
1683,NCT01865123,Older Adult
9146,NCT04466098,Older Adult
1682,NCT04003454,Older Adult
9147,NCT04463992,Older Adult
9148,NCT04463719,Older Adult
1679,NCT00976833,Older Adult
1678,NCT03921294,Older Adult
1550,NCT02963376,Older Adult
1548,NCT03903588,Older Adult
9209,NCT04389957,Older Adult
1406,NCT02601469,Older Adult
9266,NCT04341727,Older Adult
1426,NCT00584844,Older Adult
1425,NCT00787826,Older Adult
9267,NCT04341675,Older Adult
1424,NCT00869713,Older Adult
1423,NCT01422889,Older Adult
1422,NCT01092910,Older Adult
1421,NCT02394457,Older Adult
9269,NCT04340622,Older Adult
1420,NCT02419157,Older Adult
9270,NCT04340570,Older Adult
1418,NCT01322633,Older Adult
9271,NCT04339998,Older Adult
1417,NCT00286390,Older Adult
1416,NCT01190748,Older Adult
9272,NCT04337021,Older Adult
1415,NCT02544334,Older Adult
1414,NCT01190761,Older Adult
9273,NCT04336774,Older Adult
1412,NCT02280733,Older Adult
1411,NCT02406534,Older Adult
9274,NCT04335682,Older Adult
1410,NCT02156336,Older Adult
1409,NCT00068367,Older Adult
9275,NCT04334382,Older Adult
1427,NCT00584805,Older Adult
1428,NCT00584454,Older Adult
9265,NCT04342663,Older Adult
1438,NCT02357381,Older Adult
1447,NCT00764322,Older Adult
1446,NCT02829086,Older Adult
9256,NCT04349202,Older Adult
1445,NCT00271999,Older Adult
1444,NCT00809445,Older Adult
1443,NCT03876665,Older Adult
9258,NCT04344860,Older Adult
1442,NCT01613001,Older Adult
9259,NCT04344561,Older Adult
1439,NCT02045706,Older Adult
9260,NCT04344457,Older Adult
1437,NCT03875651,Older Adult
1429,NCT00584194,Older Adult
9261,NCT04344184,Older Adult
1436,NCT01465503,Older Adult
1435,NCT00164619,Older Adult
9262,NCT04342871,Older Adult
1434,NCT01792791,Older Adult
1433,NCT01264952,Older Adult
9263,NCT04342728,Older Adult
1432,NCT03140488,Older Adult
1431,NCT00582088,Older Adult
9264,NCT04342689,Older Adult
1430,NCT00582504,Older Adult
1407,NCT03430310,Older Adult
9276,NCT04334356,Older Adult
1547,NCT02542046,Older Adult
1405,NCT02496221,Older Adult
9289,NCT04322162,Older Adult
1379,NCT00907972,Older Adult
1378,NCT02178462,Older Adult
9290,NCT04321356,Older Adult
1377,NCT03746847,Older Adult
1376,NCT00299741,Older Adult
1375,NCT03255161,Older Adult
9291,NCT04320381,Older Adult
1374,NCT03969654,Older Adult
1373,NCT00414011,Older Adult
9292,NCT04319952,Older Adult
1371,NCT02466750,Older Adult
9293,NCT04319224,Older Adult
1370,NCT02654509,Older Adult
1369,NCT03993002,Older Adult
9294,NCT04319198,Older Adult
1368,NCT00857662,Older Adult
1367,NCT02867358,Older Adult
9295,NCT04319094,Older Adult
1365,NCT02015390,Older Adult
9296,NCT04318145,Older Adult
1364,NCT00413868,Older Adult
1363,NCT00965302,Older Adult
9297,NCT04317586,Older Adult
1362,NCT04163172,Older Adult
1380,NCT01061164,Older Adult
1381,NCT01240902,Older Adult
9288,NCT04322448,Older Adult
1394,NCT01675440,Older Adult
9277,NCT04332861,Older Adult
1402,NCT03620786,Older Adult
9278,NCT04332523,Older Adult
1401,NCT00372606,Older Adult
1400,NCT00652574,Older Adult
9279,NCT04330716,Older Adult
9280,NCT04330482,Older Adult
1397,NCT00289315,Older Adult
1396,NCT03594292,Older Adult
9281,NCT04330391,Older Adult
1395,NCT03904186,Older Adult
9282,NCT04330183,Older Adult
1382,NCT04453293,Older Adult
1393,NCT01632917,Older Adult
9283,NCT04329832,Older Adult
1390,NCT00539357,Older Adult
9284,NCT04328467,Older Adult
9285,NCT04327596,Older Adult
1386,NCT02908932,Older Adult
9286,NCT04323254,Older Adult
1385,NCT02989103,Older Adult
1384,NCT03237364,Older Adult
9287,NCT04323176,Older Adult
1383,NCT02030522,Older Adult
1448,NCT00509444,Older Adult
9255,NCT04349436,Older Adult
1449,NCT00642603,Older Adult
1450,NCT01952028,Older Adult
1524,NCT00159471,Older Adult
9220,NCT04380415,Older Adult
1523,NCT00183911,Older Adult
1522,NCT00159432,Older Adult
1521,NCT00159445,Older Adult
1520,NCT00183742,Older Adult
1519,NCT00183898,Older Adult
9222,NCT04379843,Older Adult
1518,NCT02725905,Older Adult
9223,NCT04379011,Older Adult
1516,NCT03700281,Older Adult
1514,NCT00183885,Older Adult
9225,NCT04378751,Older Adult
1512,NCT03713333,Older Adult
1511,NCT03535272,Older Adult
9226,NCT04378270,Older Adult
1510,NCT00183846,Older Adult
1509,NCT00159484,Older Adult
1507,NCT02601092,Older Adult
9228,NCT04375813,Older Adult
1506,NCT01651533,Older Adult
9229,NCT04374760,Older Adult
1504,NCT04369729,Older Adult
1503,NCT00640692,Older Adult
9230,NCT04374565,Older Adult
1525,NCT00183859,Older Adult
9219,NCT04382391,Older Adult
1528,NCT00264758,Older Adult
1539,NCT00629330,Older Adult
1546,NCT01108848,Older Adult
9210,NCT04388748,Older Adult
1545,NCT03264898,Older Adult
1544,NCT04382625,Older Adult
9211,NCT04388488,Older Adult
1543,NCT00598247,Older Adult
1542,NCT00667147,Older Adult
9212,NCT04388319,Older Adult
1541,NCT02185898,Older Adult
1540,NCT00633516,Older Adult
9213,NCT04387084,Older Adult
9214,NCT04386291,Older Adult
9218,NCT04382963,Older Adult
1537,NCT02228850,Older Adult
1536,NCT02279836,Older Adult
9215,NCT04386057,Older Adult
1535,NCT00257816,Older Adult
1534,NCT03566095,Older Adult
9216,NCT04384055,Older Adult
1533,NCT02406391,Older Adult
1532,NCT03395964,Older Adult
9217,NCT04383938,Older Adult
1530,NCT00844532,Older Adult
1529,NCT03912194,Older Adult
1502,NCT00763724,Older Adult
1501,NCT01148563,Older Adult
1500,NCT02425345,Older Adult
1461,NCT02009930,Older Adult
9244,NCT04359108,Older Adult
1469,NCT04345757,Older Adult
1468,NCT00938405,Older Adult
9245,NCT04357717,Older Adult
1467,NCT01093885,Older Adult
1466,NCT00880035,Older Adult
9246,NCT04355897,Older Adult
1464,NCT00805948,Older Adult
1463,NCT00775398,Older Adult
1462,NCT01917643,Older Adult
9248,NCT04355143,Older Adult
1460,NCT02984943,Older Adult
1471,NCT01088503,Older Adult
1459,NCT03276741,Older Adult
9250,NCT04354454,Older Adult
1458,NCT03483623,Older Adult
9251,NCT04354246,Older Adult
1456,NCT03400475,Older Adult
1455,NCT01342029,Older Adult
9252,NCT04353206,Older Adult
1454,NCT03269331,Older Adult
9253,NCT04351880,Older Adult
1452,NCT00997503,Older Adult
9254,NCT04350359,Older Adult
1470,NCT01921127,Older Adult
9243,NCT04359199,Older Adult
1499,NCT00691184,Older Adult
9236,NCT04368702,Older Adult
9231,NCT04374305,Older Adult
1498,NCT01494350,Older Adult
1497,NCT01473771,Older Adult
9232,NCT04373044,Older Adult
1496,NCT02348853,Older Adult
9233,NCT04372641,Older Adult
9234,NCT04372433,Older Adult
1489,NCT00197288,Older Adult
9235,NCT04370002,Older Adult
1488,NCT01560754,Older Adult
1487,NCT01714531,Older Adult
1486,NCT02424383,Older Adult
9242,NCT04360824,Older Adult
1485,NCT02092142,Older Adult
9237,NCT04368364,Older Adult
1482,NCT03051386,Older Adult
9238,NCT04367246,Older Adult
1481,NCT03867162,Older Adult
1480,NCT00916695,Older Adult
1479,NCT01858428,Older Adult
9240,NCT04365153,Older Adult
1478,NCT02040025,Older Adult
1477,NCT02195505,Older Adult
9241,NCT04364282,Older Adult
1753,NCT01111201,Older Adult
9109,NCT04495348,Older Adult
1360,NCT00191282,Older Adult
8981,NCT04606030,Older Adult
2029,NCT04498481,Older Adult
8972,NCT00886821,Older Adult
2027,NCT02741284,Older Adult
2026,NCT01589523,Older Adult
8973,NCT02422485,Older Adult
2024,NCT00134927,Older Adult
8974,NCT02002819,Older Adult
2023,NCT02161458,Older Adult
2022,NCT01321892,Older Adult
8975,NCT01721044,Older Adult
2021,NCT02291133,Older Adult
2020,NCT02352259,Older Adult
8976,NCT04437069,Older Adult
2017,NCT02349893,Older Adult
8977,NCT04609085,Older Adult
2016,NCT01318772,Older Adult
2015,NCT00578994,Older Adult
8978,NCT04608773,Older Adult
2014,NCT04177472,Older Adult
2013,NCT00895635,Older Adult
8979,NCT04607668,Older Adult
2012,NCT01903291,Older Adult
2011,NCT02500836,Older Adult
8980,NCT04607200,Older Adult
2010,NCT00282126,Older Adult
8971,NCT04182334,Older Adult
2030,NCT03269721,Older Adult
2031,NCT03199794,Older Adult
8964,NCT03233594,Older Adult
8959,NCT03436953,Older Adult
2051,NCT00142792,Older Adult
8960,NCT03595748,Older Adult
2049,NCT00379652,Older Adult
8961,NCT03718104,Older Adult
2048,NCT01110538,Older Adult
8962,NCT04066894,Older Adult
2046,NCT01118585,Older Adult
8963,NCT00882557,Older Adult
2044,NCT00563901,Older Adult
2043,NCT01064011,Older Adult
2042,NCT01630551,Older Adult
8970,NCT04524351,Older Adult
2041,NCT02147418,Older Adult
8965,NCT02728076,Older Adult
2039,NCT00415558,Older Adult
8966,NCT03149185,Older Adult
2037,NCT03055429,Older Adult
2036,NCT03342196,Older Adult
8968,NCT03185546,Older Adult
2035,NCT03978234,Older Adult
2034,NCT00954681,Older Adult
8969,NCT03370614,Older Adult
2032,NCT01354613,Older Adult
2009,NCT02233192,Older Adult
2008,NCT03323008,Older Adult
2054,NCT01982149,Older Adult
2007,NCT02698670,Older Adult
1982,NCT00160979,Older Adult
1981,NCT00377208,Older Adult
8993,NCT04595903,Older Adult
1980,NCT03005639,Older Adult
1979,NCT04571697,Older Adult
1977,NCT01327963,Older Adult
8995,NCT04593784,Older Adult
1976,NCT04279392,Older Adult
1975,NCT00710619,Older Adult
8996,NCT04593693,Older Adult
1974,NCT00790803,Older Adult
1973,NCT03006276,Older Adult
1972,NCT02838368,Older Adult
8998,NCT04592601,Older Adult
1971,NCT01617915,Older Adult
1969,NCT00929071,Older Adult
1968,NCT03009019,Older Adult
9001,NCT04588025,Older Adult
1966,NCT00278772,Older Adult
1965,NCT03072511,Older Adult
9002,NCT04587804,Older Adult
1964,NCT03480217,Older Adult
1961,NCT01226862,Older Adult
9004,NCT04586530,Older Adult
1960,NCT04545333,Older Adult
8992,NCT04596241,Older Adult
1984,NCT01999322,Older Adult
8991,NCT04597957,Older Adult
1998,NCT03711630,Older Adult
8982,NCT04605965,Older Adult
2006,NCT02550366,Older Adult
2005,NCT01750294,Older Adult
8983,NCT04605549,Older Adult
2003,NCT03964974,Older Adult
8984,NCT04605198,Older Adult
2002,NCT01705288,Older Adult
2001,NCT00669045,Older Adult
2000,NCT02050113,Older Adult
8985,NCT04604275,Older Adult
1999,NCT02408029,Older Adult
1997,NCT04461184,Older Adult
1985,NCT04140695,Older Adult
1996,NCT03865303,Older Adult
1995,NCT03311646,Older Adult
8987,NCT04599881,Older Adult
1993,NCT03252951,Older Adult
8988,NCT04599751,Older Adult
1990,NCT02557152,Older Adult
8989,NCT04598321,Older Adult
1988,NCT01532986,Older Adult
1987,NCT00599014,Older Adult
8990,NCT04598035,Older Adult
1986,NCT03568331,Older Adult
2053,NCT01050205,Older Adult
8958,NCT03410823,Older Adult
1755,NCT00620282,Older Adult
8933,NCT02217007,Older Adult
8922,NCT03859011,Older Adult
2126,NCT02111031,Older Adult
2125,NCT03433807,Older Adult
8923,NCT01909752,Older Adult
2122,NCT03337217,Older Adult
8924,NCT03808675,Older Adult
2121,NCT03518294,Older Adult
2120,NCT03404531,Older Adult
2119,NCT01839903,Older Adult
2118,NCT00158145,Older Adult
8926,NCT02470754,Older Adult
2117,NCT00740337,Older Adult
8927,NCT02509117,Older Adult
2114,NCT00218179,Older Adult
8928,NCT00555425,Older Adult
2113,NCT03597516,Older Adult
2112,NCT01164644,Older Adult
8929,NCT01128621,Older Adult
2110,NCT01350336,Older Adult
8930,NCT02497937,Older Adult
2109,NCT04256265,Older Adult
2107,NCT00007735,Older Adult
8931,NCT03895021,Older Adult
2106,NCT02167386,Older Adult
8932,NCT03951064,Older Adult
2127,NCT04333615,Older Adult
2128,NCT04576949,Older Adult
8921,NCT03687086,Older Adult
8915,NCT01979601,Older Adult
8910,NCT02391727,Older Adult
2153,NCT00540852,Older Adult
2152,NCT00763308,Older Adult
8911,NCT00248612,Older Adult
2151,NCT04258397,Older Adult
2150,NCT02600845,Older Adult
2149,NCT00751179,Older Adult
8913,NCT03770780,Older Adult
2148,NCT04248023,Older Adult
8914,NCT02341638,Older Adult
2144,NCT02515578,Older Adult
8916,NCT03771586,Older Adult
2130,NCT01286870,Older Adult
2141,NCT01183637,Older Adult
2140,NCT01413555,Older Adult
8917,NCT04154670,Older Adult
2139,NCT04155047,Older Adult
2138,NCT01049776,Older Adult
8918,NCT00968500,Older Adult
2136,NCT02192034,Older Adult
8919,NCT00595231,Older Adult
2135,NCT02606006,Older Adult
8920,NCT02165735,Older Adult
2131,NCT00156013,Older Adult
2104,NCT00592371,Older Adult
2102,NCT00525083,Older Adult
2055,NCT02859142,Older Adult
2101,NCT03877497,Older Adult
8947,NCT03762161,Older Adult
8948,NCT04571502,Older Adult
2073,NCT00133198,Older Adult
2072,NCT00661128,Older Adult
2071,NCT00204048,Older Adult
8949,NCT02459327,Older Adult
2070,NCT03492229,Older Adult
2069,NCT00225862,Older Adult
8950,NCT03900949,Older Adult
8951,NCT03197454,Older Adult
2067,NCT01438307,Older Adult
2066,NCT02043574,Older Adult
8952,NCT04157270,Older Adult
2065,NCT03429413,Older Adult
2064,NCT02056340,Older Adult
2062,NCT03490188,Older Adult
8954,NCT04331366,Older Adult
2061,NCT04326036,Older Adult
2060,NCT03982602,Older Adult
8955,NCT02290223,Older Adult
2059,NCT04275297,Older Adult
2058,NCT01987115,Older Adult
2057,NCT00797953,Older Adult
8957,NCT01302938,Older Adult
2056,NCT00916539,Older Adult
2076,NCT04598828,Older Adult
2077,NCT00294060,Older Adult
8946,NCT01743976,Older Adult
2089,NCT03400345,Older Adult
8935,NCT03635905,Older Adult
2098,NCT01517945,Older Adult
8936,NCT01197911,Older Adult
2097,NCT03327831,Older Adult
2096,NCT02069782,Older Adult
8937,NCT03434769,Older Adult
2094,NCT00123825,Older Adult
8938,NCT03890029,Older Adult
2092,NCT00307957,Older Adult
8939,NCT04475718,Older Adult
2090,NCT03722589,Older Adult
8940,NCT01878175,Older Adult
2078,NCT00338741,Older Adult
2088,NCT04372108,Older Adult
2087,NCT00363857,Older Adult
2086,NCT04371419,Older Adult
8942,NCT01566461,Older Adult
2085,NCT03246126,Older Adult
8943,NCT03935048,Older Adult
2083,NCT02455011,Older Adult
2081,NCT03963375,Older Adult
2080,NCT02516332,Older Adult
8945,NCT02743039,Older Adult
2079,NCT01876667,Older Adult
1959,NCT02748889,Older Adult
9005,NCT04584762,Older Adult
1958,NCT00313001,Older Adult
9081,NCT04523155,Older Adult
1834,NCT03791580,Older Adult
1833,NCT03105973,Older Adult
9070,NCT04530500,Older Adult
1828,NCT00852904,Older Adult
9072,NCT04526808,Older Adult
1826,NCT02676635,Older Adult
1825,NCT00097461,Older Adult
9073,NCT04526665,Older Adult
1823,NCT01809288,Older Adult
1822,NCT00833716,Older Adult
9074,NCT04526509,Older Adult
1821,NCT00325533,Older Adult
1820,NCT02415621,Older Adult
9075,NCT04524962,Older Adult
1819,NCT01293604,Older Adult
1818,NCT01561352,Older Adult
9076,NCT04524858,Older Adult
1816,NCT04146545,Older Adult
9077,NCT04524715,Older Adult
1815,NCT00127699,Older Adult
9078,NCT04524273,Older Adult
1812,NCT03973177,Older Adult
9079,NCT04523636,Older Adult
9080,NCT04523337,Older Adult
1809,NCT03570320,Older Adult
9068,NCT04534322,Older Adult
1836,NCT00415415,Older Adult
1837,NCT01554644,Older Adult
1851,NCT00416364,Older Adult
9055,NCT04545957,Older Adult
1860,NCT00356837,Older Adult
1859,NCT00464386,Older Adult
9056,NCT04545047,Older Adult
1857,NCT01268189,Older Adult
9057,NCT04542551,Older Adult
1856,NCT00037219,Older Adult
9058,NCT04542304,Older Adult
1854,NCT02608853,Older Adult
9059,NCT04541550,Older Adult
1852,NCT02779231,Older Adult
9060,NCT04541030,Older Adult
9067,NCT04534660,Older Adult
1850,NCT00417001,Older Adult
9061,NCT04540120,Older Adult
9062,NCT04539821,Older Adult
1845,NCT01099605,Older Adult
1844,NCT03775954,Older Adult
9063,NCT04539158,Older Adult
1843,NCT03272048,Older Adult
1842,NCT00296088,Older Adult
1841,NCT01953016,Older Adult
1840,NCT03825783,Older Adult
9066,NCT04535986,Older Adult
1808,NCT01520038,Older Adult
1807,NCT00333203,Older Adult
9006,NCT04584710,Older Adult
1806,NCT00333268,Older Adult
1782,NCT02047084,Older Adult
1781,NCT01846858,Older Adult
9096,NCT04506307,Older Adult
1779,NCT03377569,Older Adult
1778,NCT00101751,Older Adult
9098,NCT04505410,Older Adult
1776,NCT00531661,Older Adult
9099,NCT04502706,Older Adult
1773,NCT01563445,Older Adult
9100,NCT04502407,Older Adult
1772,NCT00137670,Older Adult
9101,NCT04502316,Older Adult
1768,NCT01423383,Older Adult
9102,NCT04501796,Older Adult
1766,NCT01228058,Older Adult
1765,NCT00056589,Older Adult
1764,NCT00626379,Older Adult
1762,NCT02995915,Older Adult
9105,NCT04498520,Older Adult
1761,NCT02639832,Older Adult
9107,NCT04497129,Older Adult
1758,NCT01691378,Older Adult
1757,NCT00264901,Older Adult
9108,NCT04496297,Older Adult
1756,NCT00095446,Older Adult
9095,NCT04506567,Older Adult
1783,NCT01018238,Older Adult
1784,NCT01321944,Older Adult
9088,NCT04514757,Older Adult
1805,NCT00591448,Older Adult
9083,NCT04518059,Older Adult
1803,NCT04063709,Older Adult
1802,NCT02586597,Older Adult
1801,NCT03979209,Older Adult
