NCTId,ArmGroupInterventionName
NCT02560038,Drug
NCT01364805,Drug
NCT00613730,Drug
NCT01016483,Drug
NCT00837239,Drug
NCT00585689,Drug
NCT00110084,Drug
NCT00837239,Drug
NCT00783172,Drug
NCT01121406,Drug
NCT02635971,Drug
NCT02635971,Drug
NCT01016483,Drug
NCT02941601,Drug
NCT01746979,Drug
NCT03451773,Drug
NCT00417976,Drug
NCT01016483,Drug
NCT01016483,Drug
NCT00320749,Drug
NCT03451773,Drug
NCT00235235,Drug
NCT01482962,Drug
NCT01746979,Drug
NCT02941601,Drug
NCT00219557,Drug
NCT01556191,Drug
NCT01556191,Drug
NCT00414011,Drug
NCT03746769,Drug
NCT03451071,Drug
NCT01725152,Drug
NCT01339689,Drug
NCT02391025,Drug
NCT02546388,Drug
NCT03746847,Drug
NCT04294043,Drug
NCT04417361,Drug
NCT04179474,Drug
NCT01190748,Drug
NCT01190761,Drug
NCT01416948,Drug
NCT01194336,Drug
NCT01194336,Drug
NCT03910114,Drug
NCT02359097,Drug
NCT01014533,Drug
NCT03080493,Drug
NCT02771925,Drug
NCT01141049,Drug
NCT01495923,Drug
NCT02419443,Drug
NCT03635905,Drug
NCT02004691,Drug
NCT03849456,Drug
NCT03922724,Drug
NCT03922724,Drug
NCT04566445,Drug
NCT04566445,Drug
NCT02870205,Drug
NCT02870205,Drug
NCT03926741,Drug
NCT01587703,Drug
NCT01587703,Drug
NCT01587703,Drug
NCT04526509,Drug
NCT04526509,Drug
NCT04526509,Drug
NCT02564055,Drug
NCT02564055,Drug
NCT02564042,Drug
NCT02564042,Drug
NCT02564055,Drug
NCT02564055,Drug
NCT02564042,Drug
NCT02564042,Drug
NCT02497937,Drug
NCT01545570,Drug
NCT01648140,Drug
NCT01648140,Drug
NCT01648140,Drug
NCT01668667,Drug
NCT00748098,Drug
NCT01668667,Drug
NCT01668667,Drug
NCT01668667,Drug
NCT01128621,Drug
NCT01128621,Drug
NCT01128621,Drug
NCT01641809,Drug
NCT01641809,Drug
NCT01641809,Drug
NCT02870205,Drug
NCT02870205,Drug
NCT02703051,Drug
NCT02703051,Drug
NCT01903330,Drug
NCT01909752,Drug
NCT03921242,Drug
NCT03363464,Drug
NCT00846872,Drug
NCT00846872,Drug
NCT01694849,Drug
NCT01694849,Drug
NCT01226277,Drug
NCT03807739,Drug
NCT03807739,Drug
NCT03807739,Drug
NCT03807739,Drug
NCT02312050,Drug
NCT02312050,Drug
NCT02312050,Drug
NCT04060342,Drug
NCT04060342,Drug
NCT04060342,Drug
NCT04060342,Drug
NCT04060342,Drug
NCT04060342,Drug
NCT04171115,Drug
NCT04171115,Drug
NCT04171115,Drug
NCT03250338,Drug
NCT03829566,Drug
NCT03250338,Drug
NCT02068937,Drug
NCT02579057,Drug
NCT02579057,Drug
NCT02068937,Drug
NCT02953860,Drug
NCT01670877,Drug
NCT04498520,Drug
NCT02955394,Drug
NCT01556191,Drug
NCT01556191,Drug
NCT02955394,Drug
NCT03803761,Drug
NCT00183963,Drug
NCT01670877,Drug
NCT02760030,Drug
NCT00183963,Drug
NCT00440232,Drug
NCT04461795,Drug
NCT03965091,Drug
NCT03965091,Drug
NCT04464707,Drug
NCT02945046,Drug
NCT02945046,Drug
NCT04458857,Drug
NCT04041284,Drug
NCT02964338,Drug
NCT02964338,Drug
NCT01701349,Drug
NCT02796651,Drug
NCT02796651,Drug
NCT02796651,Drug
NCT02796651,Drug
NCT02796651,Drug
NCT02626611,Drug
NCT02626611,Drug
NCT02626611,Drug
NCT02839915,Drug
NCT01711359,Drug
NCT01711359,Drug
NCT01711359,Drug
NCT01518478,Drug
NCT01518478,Drug
NCT02655354,Drug
NCT04342663,Drug
NCT01287351,Drug
NCT01287351,Drug
NCT02889809,Drug
NCT00729560,Drug
NCT00356200,Drug
NCT02655354,Drug
NCT00986310,Drug
NCT01615055,Drug
NCT00183339,Drug
NCT04570449,Drug
NCT02929667,Drug
NCT02030990,Drug
NCT02030990,Drug
NCT02030990,Drug
NCT02021604,Drug
NCT04255251,Drug
NCT01781936,Drug
NCT04119024,Drug
NCT01145209,Drug
NCT03980769,Drug
NCT01145209,Drug
NCT04526509,Drug
NCT03342196,Drug
NCT03250338,Drug
NCT03434769,Drug
NCT03774654,Drug
NCT03774654,Drug
NCT03250338,Drug
NCT04526509,Drug
NCT04526509,Drug
NCT03789097,Drug
NCT04474405,Drug
NCT02079766,Drug
NCT04474405,Drug
NCT02079766,Drug
NCT02951598,Drug
NCT02951598,Drug
NCT02951598,Drug
NCT02951598,Drug
NCT04474405,Drug
NCT04474405,Drug
NCT04510168,Drug
NCT01105091,Drug
NCT00996164,Drug
NCT00523978,Drug
NCT04090684,Drug
NCT01880463,Drug
NCT01880463,Drug
NCT01633177,Drug
NCT01633177,Drug
NCT01653678,Drug
NCT04070833,Drug
NCT01653678,Drug
NCT04070833,Drug
NCT04070833,Drug
NCT04070833,Drug
NCT01285362,Drug
NCT02140788,Drug
NCT01351805,Drug
NCT01351805,Drug
NCT02140788,Drug
NCT03941743,Drug
NCT03941743,Drug
NCT00021814,Drug
NCT00021814,Drug
NCT00871247,Drug
NCT00870480,Drug
NCT02548117,Drug
NCT00021814,Drug
NCT00462358,Drug
NCT02703051,Drug
NCT02703051,Drug
NCT01888718,Drug
NCT01888718,Drug
NCT02694978,Drug
NCT02359097,Drug
NCT03438227,Drug
NCT03991169,Drug
NCT04371536,Drug
NCT04371536,Drug
NCT01762995,Drug
NCT03680456,Drug
NCT04269707,Drug
NCT03055598,Drug
NCT02189889,Drug
NCT02905981,Drug
NCT00458510,Drug
NCT03305055,Drug
NCT03305055,Drug
NCT02880540,Drug
NCT04136548,Drug
NCT03790137,Drug
NCT02232269,Drug
NCT02232269,Drug
NCT02232269,Drug
NCT00710619,Drug
NCT04358549,Drug
NCT01728753,Drug
NCT01728753,Drug
NCT01728753,Drug
NCT02825251,Drug
NCT01999322,Drug
NCT01121276,Drug
NCT01121276,Drug
NCT01831765,Drug
NCT01121276,Drug
NCT01682902,Drug
NCT01850615,Drug
NCT01831765,Drug
NCT01682902,Drug
NCT01121276,Drug
NCT02720510,Drug
NCT02208050,Drug
NCT02208050,Drug
NCT02142712,Drug
NCT02142712,Drug
NCT02142712,Drug
NCT04094298,Drug
NCT02762370,Drug
NCT00112047,Drug
NCT00936715,Drug
NCT01808352,Drug
NCT00112047,Drug
NCT02775929,Drug
NCT01632995,Drug
NCT04555811,Drug
NCT04555811,Drug
NCT04555811,Drug
NCT04004325,Drug
NCT04004325,Drug
NCT04004325,Drug
NCT04004325,Drug
NCT04502706,Drug
NCT04502706,Drug
NCT04502706,Drug
NCT04502706,Drug
NCT01581307,Drug
NCT02452853,Drug
NCT03904043,Drug
NCT00265850,Drug
NCT00265850,Drug
NCT00265850,Drug
NCT03781323,Drug
NCT01591733,Drug
NCT03803553,Drug
NCT00265850,Drug
NCT00265850,Drug
NCT00265850,Drug
NCT02181556,Drug
NCT04296279,Drug
NCT04296279,Drug
NCT04296279,Drug
NCT04296279,Drug
NCT04296279,Drug
NCT04268420,Drug
NCT04268420,Drug
NCT04268420,Drug
NCT04268420,Drug
NCT04268420,Drug
NCT03338114,Drug
NCT03196375,Drug
NCT03254199,Drug
NCT03334786,Drug
NCT03591510,Drug
NCT00963807,Drug
NCT01192178,Drug
NCT01299142,Drug
NCT01299142,Drug
NCT02307916,Drug
NCT02052310,Drug
NCT04047251,Drug
NCT04047251,Drug
NCT04047251,Drug
NCT03440450,Drug
NCT03440450,Drug
NCT03440450,Drug
NCT03440450,Drug
NCT02661542,Drug
NCT02661542,Drug
NCT02661542,Drug
NCT02661542,Drug
NCT02661542,Drug
NCT02661542,Drug
NCT02661542,Drug
NCT02661542,Drug
NCT02661542,Drug
NCT02661542,Drug
NCT02661542,Drug
NCT02193958,Drug
NCT02193958,Drug
NCT02193958,Drug
NCT02193958,Drug
NCT02193958,Drug
NCT02193958,Drug
NCT02193958,Drug
NCT02193958,Drug
NCT03486353,Drug
NCT03486353,Drug
NCT02193958,Drug
NCT03194685,Drug
NCT03194685,Drug
NCT03194685,Drug
NCT03194685,Drug
NCT03194685,Drug
NCT03194685,Drug
NCT03194685,Drug
NCT03194685,Drug
NCT03194685,Drug
NCT03194685,Drug
NCT03194685,Drug
NCT04563520,Drug
NCT00963807,Drug
NCT02694978,Drug
NCT01624389,Drug
NCT02414178,Drug
NCT04579120,Drug
NCT04579120,Drug
NCT04240756,Drug
NCT00620750,Drug
NCT04188873,Drug
NCT04188873,Drug
NCT04188873,Drug
NCT04188873,Drug
NCT03794999,Drug
NCT01443728,Drug
NCT03461120,Drug
NCT02141178,Drug
NCT03541941,Drug
NCT03739021,Drug
NCT01729299,Drug
NCT01729299,Drug
NCT01297062,Drug
NCT01664624,Drug
NCT04510844,Drug
NCT04032171,Drug
NCT04032158,Drug
NCT04032158,Drug
NCT04032171,Drug
NCT04233918,Drug
NCT03355794,Drug
NCT01878786,Drug
NCT02236572,Drug
NCT01878786,Drug
NCT03355794,Drug
NCT03355794,Drug
NCT01636466,Drug
NCT03355794,Drug
NCT02201212,Drug
NCT04485559,Drug
NCT03386539,Drug
NCT00823979,Drug
NCT04049669,Drug
NCT02748889,Drug
NCT03591510,Drug
NCT02512926,Drug
NCT02748889,Drug
NCT02481310,Drug
NCT01448291,Drug
NCT03978598,Drug
NCT03978598,Drug
NCT02667353,Drug
NCT00909857,Drug
NCT04018274,Drug
NCT04018274,Drug
NCT04267250,Drug
NCT04267250,Drug
NCT01996943,Drug
NCT03969329,Drug
NCT03633708,Drug
NCT03633708,Drug
NCT02987257,Drug
NCT00796705,Drug
NCT00837434,Drug
NCT04255498,Drug
NCT03751124,Drug
NCT00909857,Drug
NCT01381016,Drug
NCT03003949,Drug
NCT01381016,Drug
NCT01308814,Drug
NCT03294538,Drug
NCT02145949,Drug
NCT01782898,Drug
NCT00482612,Drug
NCT00506389,Drug
NCT00506389,Drug
NCT00482612,Drug
NCT00482612,Drug
NCT02161458,Drug
NCT02161458,Drug
NCT02161458,Drug
NCT01082237,Drug
NCT02553161,Drug
NCT00737893,Drug
NCT01665781,Drug
NCT03163589,Drug
NCT03842254,Drug
NCT00506597,Drug
NCT03859362,Drug
NCT00563784,Drug
NCT01859026,Drug
NCT01859026,Drug
NCT01556191,Drug
NCT01859026,Drug
NCT01556191,Drug
NCT00411632,Drug
NCT00410059,Drug
NCT02267317,Drug
NCT02267317,Drug
NCT03502681,Drug
NCT03899805,Drug
NCT03899805,Drug
NCT03899805,Drug
NCT01795586,Drug
NCT02435771,Drug
NCT02435771,Drug
NCT02435771,Drug
NCT01570309,Drug
NCT01295879,Drug
NCT04098250,Drug
NCT04179474,Drug
NCT02253654,Drug
NCT02253654,Drug
NCT02052310,Drug
NCT03418649,Drug
NCT02239627,Drug
NCT01793090,Drug
NCT02213029,Drug
NCT02213029,Drug
NCT02359045,Drug
NCT02359045,Drug
NCT00744991,Drug
NCT02228265,Drug
NCT04471974,Drug
NCT01942837,Drug
NCT04471974,Drug
NCT02380313,Drug
NCT04363164,Drug
NCT04207255,Drug
NCT04207255,Drug
NCT02380313,Drug
NCT04145375,Drug
NCT04471974,Drug
NCT02380313,Drug
NCT02955394,Drug
NCT02286921,Drug
NCT02380313,Drug
NCT04335682,Drug
NCT02380313,Drug
NCT03361800,Drug
NCT04296942,Drug
NCT01158950,Drug
NCT04535986,Drug
NCT04169269,Drug
NCT02412982,Drug
NCT02412982,Drug
NCT03532139,Drug
NCT03532139,Drug
NCT03532139,Drug
NCT03803553,Drug
NCT04044430,Drug
NCT04390243,Drug
NCT04230499,Drug
NCT04230499,Drug
NCT04230499,Drug
NCT01421303,Drug
NCT04310527,Drug
NCT03881735,Drug
NCT04310527,Drug
NCT04310527,Drug
NCT03881735,Drug
NCT00734344,Drug
NCT00734344,Drug
NCT00811954,Drug
NCT00811954,Drug
NCT00811954,Drug
NCT00851799,Drug
NCT00851799,Drug
NCT00851799,Drug
NCT01772823,Drug
NCT01769456,Drug
NCT01772823,Drug
NCT01276600,Drug
NCT01276600,Drug
NCT01276600,Drug
NCT01276600,Drug
NCT00118898,Drug
NCT00118898,Drug
NCT00118898,Drug
NCT00118898,Drug
NCT00084136,Drug
NCT00192634,Drug
NCT03771638,Drug
NCT03771638,Drug
NCT00112047,Drug
NCT02904369,Drug
NCT02904369,Drug
NCT00084136,Drug
NCT02904369,Drug
NCT04049045,Drug
NCT04215445,Drug
NCT04215445,Drug
NCT03363464,Drug
NCT03921294,Drug
NCT04567511,Drug
NCT03985423,Drug
NCT04313088,Drug
NCT04313088,Drug
NCT01500538,Drug
NCT01286038,Drug
NCT01113502,Drug
NCT02655458,Drug
NCT03003728,Drug
NCT04295538,Drug
NCT03350217,Drug
NCT04002830,Drug
NCT03823911,Drug
NCT03823911,Drug
NCT04333576,Drug
NCT04333576,Drug
NCT04333576,Drug
NCT03883607,Drug
NCT04526665,Drug
NCT03883607,Drug
NCT01661764,Drug
NCT01661764,Drug
NCT01661764,Drug
NCT03652740,Drug
NCT03652740,Drug
NCT01641809,Drug
NCT00112047,Drug
NCT00112047,Drug
NCT00118898,Drug
NCT02832778,Drug
NCT00734344,Drug
NCT00118898,Drug
NCT00084136,Drug
NCT00342355,Drug
NCT00342355,Drug
NCT02832778,Drug
NCT00084136,Drug
NCT00280826,Drug
NCT01038323,Drug
NCT01435954,Drug
NCT02246075,Drug
NCT02246075,Drug
NCT02246075,Drug
NCT02629289,Drug
NCT03483649,Drug
NCT03293654,Drug
NCT00829114,Drug
NCT00829114,Drug
NCT03456804,Drug
NCT01903330,Drug
NCT04462770,Drug
NCT00159484,Drug
NCT02189889,Drug
NCT04236635,Drug
NCT04236635,Drug
NCT01040832,Drug
NCT03776539,Drug
NCT02415595,Drug
NCT04488575,Drug
NCT04393246,Drug
NCT01996072,Drug
NCT02000778,Drug
NCT01745887,Drug
NCT01745887,Drug
NCT02405039,Drug
NCT03516773,Drug
NCT03516773,Drug
NCT03516773,Drug
NCT03516773,Drug
NCT00826839,Drug
NCT02600819,Drug
NCT03459846,Drug
NCT03773666,Drug
NCT02616640,Drug
NCT03598816,Drug
NCT02616640,Drug
NCT02807454,Drug
NCT03529422,Drug
NCT03164616,Drug
NCT02685826,Drug
NCT02807454,Drug
NCT03459846,Drug
NCT02685826,Drug
NCT03773666,Drug
NCT02685826,Drug
NCT03598816,Drug
NCT03164616,Drug
NCT02616640,Drug
NCT03865680,Drug
NCT04380038,Drug
NCT04380038,Drug
NCT03679676,Drug
NCT04148352,Drug
NCT03679676,Drug
NCT00767806,Drug
NCT00507936,Drug
NCT04560673,Drug
NCT01846182,Drug
NCT02655354,Drug
NCT04560673,Drug
NCT04178993,Drug
NCT02648204,Drug
NCT02648204,Drug
NCT04515576,Drug
NCT01802723,Drug
NCT01802723,Drug
NCT01802723,Drug
NCT01802723,Drug
NCT04259645,Drug
NCT04259645,Drug
NCT00799058,Drug
NCT04209790,Drug
NCT00604214,Drug
NCT01786109,Drug
NCT01253408,Drug
NCT04294966,Drug
NCT04294966,Drug
NCT01964404,Drug
NCT01253408,Drug
NCT01598896,Drug
NCT01786109,Drug
NCT01217840,Drug
NCT01890798,Drug
NCT00796315,Drug
NCT02927496,Drug
NCT02929121,Drug
NCT00031499,Drug
NCT02929134,Drug
NCT00636441,Drug
NCT00636441,Drug
NCT03742258,Drug
NCT02481310,Drug
NCT02032277,Drug
NCT00235235,Drug
NCT01861951,Drug
NCT00574587,Drug
NCT02032277,Drug
NCT02032277,Drug
NCT02698891,Drug
NCT01902225,Drug
NCT00021814,Drug
NCT00021814,Drug
NCT00021814,Drug
NCT01959022,Drug
NCT03339258,Drug
NCT00021814,Drug
NCT00021814,Drug
NCT00048932,Drug
NCT00048932,Drug
NCT04501796,Drug
NCT04501796,Drug
NCT03910114,Drug
NCT04313504,Drug
NCT04349176,Drug
NCT04349176,Drug
NCT04349176,Drug
NCT04349176,Drug
NCT04495348,Drug
NCT01194336,Drug
NCT01194336,Drug
NCT01845636,Drug
NCT01743976,Drug
NCT01521117,Drug
NCT01521117,Drug
NCT01658228,Drug
NCT01466088,Drug
NCT01910402,Drug
NCT02185300,Drug
NCT02185300,Drug
NCT02185300,Drug
NCT02185300,Drug
NCT02185300,Drug
NCT02185300,Drug
NCT02185300,Drug
NCT02185300,Drug
NCT02185300,Drug
NCT02185300,Drug
NCT01762995,Drug
NCT01762995,Drug
NCT03945981,Drug
NCT02519777,Drug
NCT02519777,Drug
NCT02386098,Drug
NCT02386098,Drug
NCT02386098,Drug
NCT02386098,Drug
NCT02386098,Drug
NCT01425099,Drug
NCT01425099,Drug
NCT03837353,Drug
NCT03837353,Drug
NCT03837353,Drug
NCT03358563,Drug
NCT00320749,Drug
NCT01671332,Drug
NCT01671332,Drug
NCT04126070,Drug
NCT00151047,Drug
NCT01443078,Drug
NCT02985255,Drug
NCT03358563,Drug
NCT03737370,Drug
NCT03737370,Drug
NCT00963807,Drug
NCT04126070,Drug
NCT04126070,Drug
NCT01196429,Drug
NCT00454779,Drug
NCT00454779,Drug
NCT00356122,Drug
NCT02644057,Drug
NCT01354613,Drug
NCT01354613,Drug
NCT01354613,Drug
NCT01354613,Drug
NCT00278772,Drug
NCT01588457,Drug
NCT01588457,Drug
NCT01588457,Drug
NCT04502589,Drug
NCT04394234,Drug
NCT04394234,Drug
NCT04391179,Drug
NCT00137202,Drug
NCT00866788,Drug
NCT02240407,Drug
NCT02098499,Drug
NCT00866788,Drug
NCT00866788,Drug
NCT02240407,Drug
NCT02098499,Drug
NCT00866788,Drug
NCT02142712,Drug
NCT02655354,Drug
NCT01280162,Drug
NCT01280162,Drug
NCT03810417,Drug
NCT01763931,Drug
NCT04342689,Drug
NCT00084136,Drug
NCT00342355,Drug
NCT00342355,Drug
NCT02194088,Drug
NCT03831321,Drug
NCT02542046,Drug
NCT04273282,Drug
NCT04294966,Drug
NCT02142712,Drug
NCT04132557,Drug
NCT02863809,Drug
NCT02863809,Drug
NCT01001429,Drug
NCT04205539,Drug
NCT02880540,Drug
NCT02819141,Drug
NCT02479555,Drug
NCT02374060,Drug
NCT02479620,Drug
NCT03634852,Drug
NCT02036502,Drug
NCT02294357,Drug
NCT02294357,Drug
NCT02036502,Drug
NCT02036502,Drug
NCT01813227,Drug
NCT02036502,Drug
NCT02520115,Drug
NCT02520115,Drug
NCT01477762,Drug
NCT03822182,Drug
NCT01477762,Drug
NCT02176213,Drug
NCT02206425,Drug
NCT02807454,Drug
NCT02206425,Drug
NCT02431208,Drug
NCT02206425,Drug
NCT02206425,Drug
NCT02685826,Drug
NCT02685826,Drug
NCT02206425,Drug
NCT02616640,Drug
NCT02206425,Drug
NCT02206425,Drug
NCT02294357,Drug
NCT03773107,Drug
NCT03822182,Drug
NCT01538459,Drug
NCT02206425,Drug
NCT03773107,Drug
NCT03813238,Drug
NCT01537068,Drug
NCT04146051,Drug
NCT04146051,Drug
NCT01155869,Drug
NCT03818737,Drug
NCT03818737,Drug
NCT03818737,Drug
NCT02103660,Drug
NCT00936897,Drug
NCT04087096,Drug
NCT04232657,Drug
NCT02506192,Drug
NCT01435954,Drug
NCT03828201,Drug
NCT03828201,Drug
NCT00310791,Drug
NCT01751451,Drug
NCT03358563,Drug
NCT03358563,Drug
NCT02115607,Drug
NCT03882359,Drug
NCT00628498,Drug
NCT04201145,Drug
NCT04201145,Drug
NCT04201145,Drug
NCT03233724,Drug
NCT03233724,Drug
NCT02532010,Drug
NCT03875287,Drug
NCT01130506,Drug
NCT02726438,Drug
NCT03591510,Drug
NCT04214249,Drug
NCT03900949,Drug
NCT04214249,Drug
NCT02874989,Drug
NCT00882583,Drug
NCT00858403,Drug
NCT00882583,Drug
NCT00624585,Drug
NCT00652574,Drug
NCT00330369,Drug
NCT00389779,Drug
NCT00389779,Drug
NCT00330369,Drug
NCT00330369,Drug
NCT00389779,Drug
NCT00330369,Drug
NCT00330369,Drug
NCT00330369,Drug
NCT00389779,Drug
NCT00353574,Drug
NCT00353574,Drug
NCT00330369,Drug
NCT00353574,Drug
NCT00389675,Drug
NCT00851799,Drug
NCT00811954,Drug
NCT04025372,Drug
NCT04335682,Drug
NCT01428154,Drug
NCT02431208,Drug
NCT02431208,Drug
NCT02431208,Drug
NCT02807454,Drug
NCT02807454,Drug
NCT02431208,Drug
NCT02431208,Drug
NCT02431208,Drug
NCT02431208,Drug
NCT02431208,Drug
NCT01175707,Drug
NCT01196169,Drug
NCT03223337,Drug
NCT03223337,Drug
NCT03223337,Drug
NCT03223337,Drug
NCT01363037,Drug
NCT01363037,Drug
NCT04401904,Drug
NCT02223065,Drug
NCT04393246,Drug
NCT02223065,Drug
NCT03710356,Drug
NCT02002403,Drug
NCT02002403,Drug
NCT01316055,Drug
NCT01316055,Drug
NCT01316055,Drug
NCT00266461,Drug
NCT00266461,Drug
NCT00324155,Drug
NCT00324155,Drug
NCT02281760,Drug
NCT03026556,Drug
NCT03026556,Drug
NCT04563026,Drug
NCT04563026,Drug
NCT02933502,Drug
NCT02932878,Drug
NCT02595073,Drug
NCT02601469,Drug
NCT02596399,Drug
NCT02562872,Drug
NCT02562872,Drug
NCT02562872,Drug
NCT03110354,Drug
NCT03401385,Drug
NCT03401385,Drug
NCT04598295,Drug
NCT04598295,Drug
NCT03227861,Drug
NCT03921242,Drug
NCT03363464,Drug
NCT01280591,Drug
NCT01495858,Drug
NCT04251026,Drug
NCT04251026,Drug
NCT02458313,Drug
NCT01299116,Drug
NCT03255941,Drug
NCT03255941,Drug
NCT01299116,Drug
NCT01313208,Drug
NCT01313208,Drug
NCT03837353,Drug
NCT03837353,Drug
NCT03837353,Drug
NCT03837353,Drug
NCT03837353,Drug
NCT03837353,Drug
NCT03837353,Drug
NCT03837353,Drug
NCT03837353,Drug
NCT03837353,Drug
NCT03837353,Drug
NCT03837353,Drug
NCT03837353,Drug
NCT03837353,Drug
NCT03837353,Drug
NCT04057365,Drug
NCT04057365,Drug
NCT01624337,Drug
NCT03006276,Drug
NCT03009019,Drug
NCT02856802,Drug
NCT02139397,Drug
NCT04143711,Drug
NCT04143711,Drug
NCT04143711,Drug
NCT04143711,Drug
NCT04143711,Drug
NCT04143711,Drug
NCT00081900,Drug
NCT01352637,Drug
NCT01352637,Drug
NCT03218787,Drug
NCT02267317,Drug
NCT02267317,Drug
NCT02359045,Drug
NCT02359045,Drug
NCT02359045,Drug
NCT02359045,Drug
NCT02359045,Drug
NCT02359045,Drug
NCT03711500,Drug
NCT02903355,Drug
NCT03535688,Drug
NCT01086475,Drug
NCT00855153,Drug
NCT03291782,Drug
NCT03291782,Drug
NCT03291782,Drug
NCT03291782,Drug
NCT03291782,Drug
NCT04090775,Drug
NCT04576949,Drug
NCT04576949,Drug
NCT03709823,Drug
NCT03709823,Drug
NCT03709823,Drug
NCT03709823,Drug
NCT00004263,Drug
NCT03069352,Drug
NCT04509622,Drug
NCT02481310,Drug
NCT02255162,Drug
NCT01130506,Drug
NCT00831766,Drug
NCT03069352,Drug
NCT04214249,Drug
NCT04214249,Drug
NCT03900949,Drug
NCT00831766,Drug
NCT01321346,Drug
NCT02835729,Drug
NCT03250338,Drug
NCT03250338,Drug
NCT02532010,Drug
NCT02835729,Drug
NCT01149759,Drug
NCT02987257,Drug
NCT00256750,Drug
NCT02630563,Drug
NCT04537689,Drug
NCT03180723,Drug
NCT02049151,Drug
NCT03434769,Drug
NCT02176213,Drug
NCT03742258,Drug
NCT02206425,Drug
NCT02032277,Drug
NCT01909752,Drug
NCT04526509,Drug
NCT00574587,Drug
NCT01909752,Drug
NCT02512926,Drug
NCT02206425,Drug
NCT04049669,Drug
NCT02481310,Drug
NCT00399529,Drug
NCT01903330,Drug
NCT02792114,Drug
NCT04526509,Drug
NCT02698891,Drug
NCT03829566,Drug
NCT01145209,Drug
NCT04119024,Drug
NCT03774654,Drug
NCT01909752,Drug
NCT03219359,Drug
NCT02032277,Drug
NCT03774654,Drug
NCT02032277,Drug
NCT04526509,Drug
NCT00235235,Drug
NCT04469530,Drug
NCT04407377,Drug
NCT03353922,Drug
NCT03353922,Drug
NCT03560271,Drug
NCT03560271,Drug
NCT00767039,Drug
NCT01333917,Drug
NCT02944578,Drug
NCT01838863,Drug
NCT03680456,Drug
NCT04292119,Drug
NCT04023084,Drug
NCT03250338,Drug
NCT02192931,Drug
NCT02192931,Drug
NCT04278495,Drug
NCT02394457,Drug
NCT02630563,Drug
NCT01670825,Drug
NCT04324359,Drug
NCT00117689,Drug
NCT04324359,Drug
NCT01009918,Drug
NCT02175030,Drug
NCT04108858,Drug
NCT03803761,Drug
NCT03828019,Drug
NCT04392232,Drug
NCT03461120,Drug
NCT03431831,Drug
NCT03431831,Drug
NCT03431831,Drug
NCT02263326,Drug
NCT00806910,Drug
NCT01954290,Drug
NCT03532776,Drug
NCT03196297,Drug
NCT04507204,Drug
NCT03481894,Drug
NCT03516838,Drug
NCT00971633,Drug
NCT00971633,Drug
NCT00971633,Drug
NCT00971633,Drug
NCT00971633,Drug
NCT00971633,Drug
NCT00971633,Drug
NCT00971633,Drug
NCT00971633,Drug
NCT00971633,Drug
NCT00971633,Drug
NCT00971633,Drug
NCT00971633,Drug
NCT00971633,Drug
NCT00971633,Drug
NCT00971633,Drug
NCT00971633,Drug
NCT00971633,Drug
NCT00902603,Drug
NCT02922127,Drug
NCT04333576,Drug
NCT04333576,Drug
NCT04333576,Drug
NCT00704912,Drug
NCT02673229,Drug
NCT01863719,Drug
NCT01863719,Drug
NCT01863719,Drug
NCT01863719,Drug
NCT00938405,Drug
NCT04355143,Drug
NCT01126697,Drug
NCT01126697,Drug
NCT01126697,Drug
NCT00541164,Drug
NCT02500836,Drug
NCT02500836,Drug
NCT03713320,Drug
NCT04079179,Drug
NCT04079179,Drug
NCT04079179,Drug
NCT04079179,Drug
NCT04370977,Drug
NCT00513500,Drug
NCT00513500,Drug
NCT01153880,Drug
NCT01153880,Drug
NCT01153880,Drug
NCT01153880,Drug
NCT01153880,Drug
NCT01153880,Drug
NCT00250575,Drug
NCT00940784,Drug
NCT01742117,Drug
NCT01789814,Drug
NCT04305587,Drug
NCT01742117,Drug
NCT04305587,Drug
NCT01598896,Drug
NCT02239627,Drug
NCT03828201,Drug
NCT03828201,Drug
NCT00518713,Drug
NCT00518713,Drug
NCT00162981,Drug
NCT00518713,Drug
NCT00162981,Drug
NCT03623022,Drug
NCT03623022,Drug
NCT02595034,Drug
NCT03560232,Drug
NCT04134273,Drug
NCT00729937,Drug
NCT01096771,Drug
NCT00245453,Drug
NCT03933215,Drug
NCT04550455,Drug
NCT03933202,Drug
NCT00764517,Drug
NCT00764517,Drug
NCT01439750,Drug
NCT01439750,Drug
NCT03963375,Drug
NCT03963375,Drug
NCT03963375,Drug
NCT03963375,Drug
NCT00678769,Drug
NCT00678769,Drug
NCT00678769,Drug
NCT00249405,Drug
NCT02655354,Drug
NCT03282110,Drug
NCT03607331,Drug
NCT01658228,Drug
NCT01312922,Drug
NCT00178698,Drug
NCT04502407,Drug
NCT01109524,Drug
NCT04607642,Drug
NCT02560038,Drug
NCT00257816,Drug
NCT04607642,Drug
NCT00454779,Drug
NCT00911820,Drug
NCT00756444,Drug
NCT00882583,Drug
NCT00454779,Drug
NCT00911820,Drug
NCT00963807,Drug
NCT02985255,Drug
NCT02776917,Drug
NCT04593784,Drug
NCT04593784,Drug
NCT02961751,Drug
NCT01753115,Drug
NCT01753115,Drug
NCT02223338,Drug
NCT04231318,Drug
NCT02138838,Drug
NCT01915069,Drug
NCT00813943,Drug
NCT00689221,Drug
NCT04129060,Drug
NCT04129060,Drug
NCT01425476,Drug
NCT01601847,Drug
NCT01968590,Drug
NCT01968590,Drug
NCT01425476,Drug
NCT01425476,Drug
NCT02841280,Drug
