,NCTId,InterventionAncestorId
2291,NCT00779142,D000000970
4247,NCT00124514,D000000970
7020,NCT02033538,D000000970
1820,NCT02415621,D000000970
5738,NCT00876434,D000000970
7019,NCT02041819,D000000970
1812,NCT03973177,D000000970
6004,NCT03763643,D000000970
4710,NCT02829918,D000000970
4948,NCT03426891,D000000970
5296,NCT00298155,D000000970
7017,NCT01738360,D000000970
3989,NCT01953588,D000000970
2281,NCT01878786,D000000970
9706,NCT03980769,D000000970
1449,NCT00642603,D000000970
6613,NCT03598816,D000000970
3592,NCT03361800,D000000970
3043,NCT02240407,D000000970
8718,NCT00058045,D000000970
7981,NCT00124579,D000000970
5457,NCT01937468,D000000970
5454,NCT02076152,D000000970
8149,NCT00017199,D000000970
4034,NCT00799617,D000000970
1063,NCT01603264,D000000970
5399,NCT00178802,D000000970
3520,NCT03818737,D000000970
8008,NCT03701711,D000000970
6876,NCT01698879,D000000970
2081,NCT03963375,D000000970
3469,NCT00324155,D000000970
4772,NCT00624585,D000000970
9126,NCT04483206,D000000970
8302,NCT01017640,D000000970
9551,NCT04091022,D000000970
9499,NCT04134559,D000000970
8681,NCT00963807,D000000970
7774,NCT00727506,D000000970
8750,NCT01090011,D000000970
9361,NCT04262869,D000000970
3886,NCT04130516,D000000970
8437,NCT00679289,D000000970
8710,NCT00004263,D000000970
3026,NCT00183963,D000000970
7771,NCT02336048,D000000970
9596,NCT04057365,D000000970
3480,NCT00506597,D000000970
9584,NCT04072445,D000000970
8152,NCT01812005,D000000970
2752,NCT02916433,D000000970
7780,NCT01522768,D000000970
9601,NCT04055623,D000000970
7380,NCT03521154,D000000970
2663,NCT01924273,D000000970
5468,NCT01477762,D000000970
3031,NCT01129570,D000000970
6056,NCT02353026,D000000970
1979,NCT04571697,D000000970
3452,NCT03180242,D000000970
9204,NCT04398368,D000000970
4177,NCT03352115,D000000970
4817,NCT03086395,D000000970
9105,NCT04498520,D000000970
6788,NCT00563784,D000000970
5467,NCT00244361,D000000970
7469,NCT02380313,D000000970
4160,NCT00100581,D000000970
4771,NCT04509622,D000000970
2094,NCT00123825,D000000970
9358,NCT04263831,D000000970
1520,NCT00183742,D000000970
3456,NCT00307398,D000000970
1980,NCT03005639,D000000970
6171,NCT00410059,D000000970
4770,NCT00915681,D000000970
6792,NCT00178698,D000000970
1519,NCT00183898,D000000970
8234,NCT00176462,D000000970
1012,NCT02581748,D000000970
8146,NCT00004084,D000000970
6880,NCT01498458,D000000970
3890,NCT03789591,D000000970
5400,NCT01235793,D000000970
6882,NCT01019798,D000000970
2931,NCT00256217,D000000970
2652,NCT00790595,D000000970
5070,NCT00138411,D000000970
2020,NCT02352259,D000000970
9369,NCT04256317,D000000970
1259,NCT00002434,D000000970
2021,NCT02291133,D000000970
3092,NCT00006332,D000000970
1514,NCT00183885,D000000970
1260,NCT00002317,D000000970
5850,NCT03164616,D000000970
9960,NCT03792516,D000000970
3489,NCT00184054,D000000970
2036,NCT03342196,D000000970
3490,NCT01648140,D000000970
1043,NCT02030990,D000000970
7749,NCT00537173,D000000970
4793,NCT00561054,D000000970
3497,NCT01502592,D000000970
1510,NCT00183846,D000000970
1283,NCT02223338,D000000970
9228,NCT04375813,D000000970
1509,NCT00159484,D000000970
4169,NCT03180723,D000000970
8704,NCT02963090,D000000970
4974,NCT02747732,D000000970
5431,NCT02641353,D000000970
3951,NCT03278626,D000000970
9590,NCT04064190,D000000970
3954,NCT00007631,D000000970
8649,NCT01733017,D000000970
1409,NCT00068367,D000000970
6850,NCT02286921,D000000970
6202,NCT00036647,D000000970
2903,NCT00826839,D000000970
7545,NCT03343197,D000000970
6203,NCT00372073,D000000970
9143,NCT04467723,D000000970
8303,NCT00026221,D000000970
8872,NCT04497116,D000000970
6822,NCT03459846,D000000970
9595,NCT04058145,D000000970
6860,NCT02792114,D000000970
6052,NCT02506192,D000000970
3518,NCT03219359,D000000970
8756,NCT02487485,D000000970
4969,NCT00433173,D000000970
7464,NCT01976780,D000000970
8843,NCT00400803,D000000970
2050,NCT00729560,D000000970
4787,NCT00858403,D000000970
7540,NCT01143207,D000000970
6827,NCT01903330,D000000970
9592,NCT04059523,D000000970
6856,NCT01353209,D000000970
8706,NCT00482274,D000000970
3487,NCT01482962,D000000970
1413,NCT03591510,D000000970
3510,NCT01425099,D000000970
8015,NCT00004048,D000000970
8680,NCT01902225,D000000970
7982,NCT00096031,D000000970
6295,NCT02955394,D000000970
8466,NCT00574769,D000000970
8178,NCT02049541,D000000970
1376,NCT00299741,D000000970
4205,NCT04006119,D000000970
5501,NCT00498355,D000000970
1939,NCT04242173,D000000970
2888,NCT03405792,D000000970
3410,NCT02861898,D000000970
5498,NCT03451773,D000000970
5361,NCT02368301,D000000970
8950,NCT03900949,D000000970
6731,NCT01182883,D000000970
6914,NCT04606342,D000000970
1221,NCT03030430,D000000970
8683,NCT02086604,D000000970
6022,NCT03366844,D000000970
8086,NCT00936390,D000000970
6911,NCT00909857,D000000970
9343,NCT04278781,D000000970
5492,NCT04027946,D000000970
2151,NCT04258397,D000000970
5047,NCT01500083,D000000970
9006,NCT04584710,D000000970
3872,NCT01751451,D000000970
8747,NCT04374630,D000000970
5370,NCT02201212,D000000970
5371,NCT03529422,D000000970
8776,NCT00813423,D000000970
8297,NCT04206787,D000000970
5490,NCT02040142,D000000970
6210,NCT00004045,D000000970
9540,NCT04098744,D000000970
8420,NCT02944578,D000000970
9633,NCT04038125,D000000970
5503,NCT03532776,D000000970
7698,NCT00399529,D000000970
4836,NCT04169867,D000000970
7816,NCT02431208,D000000970
8644,NCT01257802,D000000970
4210,NCT01701349,D000000970
6926,NCT01510327,D000000970
4590,NCT01500538,D000000970
4743,NCT02036060,D000000970
4134,NCT02961751,D000000970
2880,NCT01795586,D000000970
9579,NCT04074343,D000000970
7984,NCT02940301,D000000970
9520,NCT04118036,D000000970
7976,NCT00880191,D000000970
1524,NCT00159471,D000000970
9152,NCT04460872,D000000970
3403,NCT00678132,D000000970
6713,NCT01402817,D000000970
3584,NCT01506544,D000000970
2172,NCT04337138,D000000970
8656,NCT00422097,D000000970
4831,NCT02599454,D000000970
6068,NCT02023996,D000000970
5359,NCT01133275,D000000970
4827,NCT03040791,D000000970
6920,NCT04537689,D000000970
6212,NCT02481310,D000000970
4138,NCT04514653,D000000970
9339,NCT04282668,D000000970
125,NCT03933202,D000000970
1523,NCT00183911,D000000970
5395,NCT03224507,D000000970
9623,NCT04042506,D000000970
7799,NCT04060342,D000000970
6282,NCT00298610,D000000970
9912,NCT03821246,D000000970
4363,NCT02479555,D000000970
8495,NCT01236586,D000000970
4756,NCT00672594,D000000970
8600,NCT00873366,D000000970
1959,NCT02748889,D000000970
3115,NCT02630563,D000000970
5480,NCT00837148,D000000970
8581,NCT00266864,D000000970
5137,NCT02698891,D000000970
1400,NCT00652574,D000000970
8679,NCT02513563,D000000970
4983,NCT02720484,D000000970
7979,NCT00217620,D000000970
8989,NCT04598321,D000000970
6296,NCT02953860,D000000970
9609,NCT04049669,D000000970
6888,NCT00253643,D000000970
101,NCT04552535,D000000970
3884,NCT00491738,D000000970
6196,NCT01076504,D000000970
6885,NCT02985255,D000000970
2793,NCT00134680,D000000970
8301,NCT01468896,D000000970
4181,NCT04200443,D000000970
4477,NCT00716456,D000000970
4003,NCT04220203,D000000970
3539,NCT00150046,D000000970
5075,NCT03662412,D000000970
8770,NCT00124280,D000000970
124,NCT03933215,D000000970
6903,NCT01039363,D000000970
9621,NCT04044430,D000000970
6746,NCT01449825,D000000970
7978,NCT00268489,D000000970
2936,NCT01529138,D000000970
3425,NCT03329001,D000000970
8143,NCT03246113,D000000970
5076,NCT01001221,D000000970
1522,NCT00159432,D000000970
4964,NCT00672204,D000000970
2131,NCT00156013,D000000970
9348,NCT04273282,D000000970
8298,NCT01130506,D000000970
9965,NCT03787680,D000000970
6895,NCT01257581,D000000970
1067,NCT02031991,D000000970
1953,NCT03153202,D000000970
3875,NCT00081900,D000000970
1521,NCT00159445,D000000970
9612,NCT04049227,D000000970
6170,NCT00411632,D000000970
1271,NCT00859105,D000000970
9392,NCT04239040,D000000970
6765,NCT04387227,D000000970
9349,NCT04273139,D000000970
9611,NCT04049331,D000000970
6766,NCT04329065,D000000970
4198,NCT00088504,D000000970
8619,NCT01703507,D000000970
9130,NCT04480086,D000000970
9531,NCT04108858,D000000970
5198,NCT01575860,D000000970
3791,NCT00069446,D000000970
4902,NCT00848523,D000000970
9116,NCT04486716,D000000970
7953,NCT00079118,D000000970
8130,NCT00148031,D000000970
8749,NCT01982435,D000000970
3738,NCT03256344,D000000970
4092,NCT02807454,D000000970
5645,NCT02655458,D000000970
5777,NCT00273910,D000000970
7925,NCT01107626,D000000970
3273,NCT03233724,D000000970
9182,NCT04421560,D000000970
9938,NCT03803761,D000000970
6153,NCT00716469,D000000970
1609,NCT03293654,D000000970
3793,NCT00028353,D000000970
9804,NCT03899805,D000000970
6370,NCT01807546,D000000970
7222,NCT00222547,D000000970
4904,NCT03111810,D000000970
3780,NCT00094055,D000000970
9769,NCT03927105,D000000970
5027,NCT03779191,D000000970
6239,NCT02305186,D000000970
5646,NCT01145209,D000000970
6542,NCT00756444,D000000970
7591,NCT03844061,D000000970
9736,NCT03953898,D000000970
7172,NCT03433183,D000000970
3710,NCT00312845,D000000970
1480,NCT00916695,D000000970
2962,NCT00463060,D000000970
7964,NCT00040937,D000000970
8250,NCT01742338,D000000970
6521,NCT04032171,D000000970
4063,NCT00180479,D000000970
3974,NCT02293694,D000000970
6158,NCT00636441,D000000970
7941,NCT00110084,D000000970
2380,NCT01333917,D000000970
6558,NCT00424294,D000000970
9268,NCT04341311,D000000970
6127,NCT01140373,D000000970
5871,NCT03250338,D000000970
4954,NCT02299115,D000000970
8489,NCT02219906,D000000970
5635,NCT00823381,D000000970
6429,NCT01875653,D000000970
5197,NCT00991978,D000000970
7621,NCT02114229,D000000970
9760,NCT03933631,D000000970
8725,NCT00025389,D000000970
3773,NCT00454779,D000000970
8060,NCT02103660,D000000970
5252,NCT04015778,D000000970
7569,NCT04322357,D000000970
1261,NCT00002103,D000000970
5745,NCT02796859,D000000970
8176,NCT01814501,D000000970
5187,NCT01636466,D000000970
9789,NCT03912064,D000000970
5958,NCT00183833,D000000970
5638,NCT02255162,D000000970
8689,NCT02520115,D000000970
4270,NCT02188368,D000000970
3139,NCT02722278,D000000970
9840,NCT03874052,D000000970
2425,NCT01330810,D000000970
9853,NCT03865212,D000000970
2428,NCT03737370,D000000970
8527,NCT00723203,D000000970
8077,NCT00124943,D000000970
4929,NCT00422799,D000000970
5677,NCT00681993,D000000970
7960,NCT00075686,D000000970
7115,NCT00111163,D000000970
7931,NCT00053898,D000000970
6540,NCT00382057,D000000970
6241,NCT04573920,D000000970
9883,NCT03843294,D000000970
7937,NCT00041119,D000000970
1686,NCT03096418,D000000970
4277,NCT00999986,D000000970
9466,NCT04174352,D000000970
2463,NCT03742258,D000000970
9977,NCT03778294,D000000970
8627,NCT01007552,D000000970
4458,NCT00292942,D000000970
9049,NCT04551430,D000000970
6243,NCT02630043,D000000970
2840,NCT02560038,D000000970
1153,NCT02097173,D000000970
8263,NCT00079456,D000000970
5694,NCT03789097,D000000970
7952,NCT00124618,D000000970
6184,NCT00083525,D000000970
3189,NCT01884740,D000000970
1151,NCT00170742,D000000970
9802,NCT03901378,D000000970
8387,NCT00504023,D000000970
2409,NCT01364805,D000000970
7101,NCT02544061,D000000970
2455,NCT04233164,D000000970
8548,NCT04231851,D000000970
8793,NCT01992341,D000000970
3775,NCT03636477,D000000970
9882,NCT03843528,D000000970
7962,NCT00016406,D000000970
4084,NCT00000641,D000000970
9068,NCT04534322,D000000970
4395,NCT01040832,D000000970
1695,NCT00833963,D000000970
5683,NCT00923936,D000000970
6181,NCT00206453,D000000970
7610,NCT02032277,D000000970
4920,NCT00159458,D000000970
3776,NCT00087529,D000000970
1572,NCT01618591,D000000970
5238,NCT04267978,D000000970
5876,NCT02139397,D000000970
5241,NCT02019524,D000000970
7394,NCT01121406,D000000970
9142,NCT04469530,D000000970
8799,NCT03170206,D000000970
5709,NCT00326495,D000000970
1147,NCT01538459,D000000970
8061,NCT02272998,D000000970
1262,NCT00002102,D000000970
2466,NCT00186862,D000000970
6522,NCT04032158,D000000970
3778,NCT00485836,D000000970
9759,NCT03933904,D000000970
6446,NCT00481689,D000000970
3267,NCT00911820,D000000970
7934,NCT00382070,D000000970
9111,NCT04495257,D000000970
9742,NCT03945721,D000000970
9217,NCT04383938,D000000970
9803,NCT03900793,D000000970
6242,NCT04573478,D000000970
5228,NCT02729103,D000000970
9940,NCT03803553,D000000970
7922,NCT00072046,D000000970
9845,NCT03867682,D000000970
3777,NCT00486018,D000000970
8251,NCT01649947,D000000970
5979,NCT04512105,D000000970
8669,NCT01505868,D000000970
6536,NCT01746979,D000000970
7617,NCT00140140,D000000970
4337,NCT02578641,D000000970
8551,NCT01711359,D000000970
3254,NCT01826448,D000000970
6448,NCT00451867,D000000970
5662,NCT02287428,D000000970
1479,NCT01858428,D000000970
9047,NCT04553133,D000000970
8778,NCT04086264,D000000970
2574,NCT00758693,D000000970
8174,NCT02992522,D000000970
9835,NCT03875287,D000000970
9726,NCT03962894,D000000970
7216,NCT00396500,D000000970
6491,NCT01697267,D000000970
5634,NCT00958022,D000000970
4266,NCT02206425,D000000970
2831,NCT02776917,D000000970
4960,NCT02941601,D000000970
8724,NCT00039468,D000000970
9293,NCT04319224,D000000970
3169,NCT00711490,D000000970
3166,NCT03003728,D000000970
8685,NCT00002940,D000000970
7334,NCT02734238,D000000970
4690,NCT02545010,D000000970
4265,NCT02685826,D000000970
6576,NCT00689221,D000000970
1657,NCT04550455,D000000970
5864,NCT00664898,D000000970
8883,NCT00331058,D000000970
4324,NCT00044525,D000000970
4097,NCT01889797,D000000970
7983,NCT00113399,D000000970
6572,NCT00813943,D000000970
5673,NCT04296942,D000000970
8670,NCT00678769,D000000970
6361,NCT00590681,D000000970
8623,NCT04313504,D000000970
7142,NCT01046825,D000000970
6417,NCT00999804,D000000970
7942,NCT00040885,D000000970
6575,NCT02083679,D000000970
2352,NCT00856830,D000000970
9895,NCT03833921,D000000970
9074,NCT04526509,D000000970
6416,NCT03311126,D000000970
5764,NCT00923247,D000000970
9553,NCT04090775,D000000970
3807,NCT00551200,D000000970
3687,NCT00347412,D000000970
7967,NCT01124695,D000000970
157,NCT04281290,D000000970
5866,NCT00004025,D000000970
1579,NCT02296164,D000000970
7341,NCT01996826,D000000970
9529,NCT04109924,D000000970
9901,NCT03829566,D000000970
8532,NCT01439750,D000000970
6123,NCT01265433,D000000970
8170,NCT00417976,D000000970
7631,NCT00622401,D000000970
7928,NCT02331368,D000000970
5192,NCT01109524,D000000970
2673,NCT00808210,D000000970
7636,NCT01207687,D000000970
3298,NCT00813605,D000000970
9972,NCT03781986,D000000970
7596,NCT01661283,D000000970
7186,NCT04370977,D000000970
2994,NCT03061188,D000000970
4319,NCT04274907,D000000970
4099,NCT02512926,D000000970
3810,NCT00094107,D000000970
3828,NCT00002120,D000000970
8726,NCT00098670,D000000970
7929,NCT00075946,D000000970
8688,NCT04159896,D000000970
2506,NCT01349088,D000000970
8631,NCT00151047,D000000970
6577,NCT03828019,D000000970
4694,NCT00816426,D000000970
7583,NCT00235235,D000000970
9778,NCT03919175,D000000970
5632,NCT03440450,D000000970
7943,NCT00087178,D000000970
4314,NCT03355794,D000000970
9040,NCT04558567,D000000970
9723,NCT03964532,D000000970
5224,NCT04047251,D000000970
8177,NCT02077959,D000000970
7956,NCT01099449,D000000970
3797,NCT02479620,D000000970
1201,NCT02312037,D000000970
3281,NCT00411762,D000000970
9554,NCT04090684,D000000970
3163,NCT03452579,D000000970
8386,NCT01537887,D000000970
3757,NCT00219557,D000000970
2486,NCT00203996,D000000970
9444,NCT04201145,D000000970
7226,NCT00140361,D000000970
9248,NCT04355143,D000000970
3173,NCT00995488,D000000970
8189,NCT01996865,D000000970
5226,NCT01252251,D000000970
3799,NCT00332852,D000000970
9555,NCT04090528,D000000970
9127,NCT04482712,D000000970
5038,NCT02036502,D000000970
6473,NCT00847912,D000000970
2484,NCT01985763,D000000970
7926,NCT00265850,D000000970
4074,NCT01321346,D000000970
8072,NCT03015896,D000000970
9044,NCT04555811,D000000970
9267,NCT04341675,D000000970
7604,NCT03357224,D000000970
2370,NCT00271011,D000000970
9891,NCT03838367,D000000970
5980,NCT04363164,D000000970
6393,NCT02294357,D000000970
2561,NCT00891033,D000000970
1587,NCT00183872,D000000970
9893,NCT03837353,D000000970
6152,NCT00720096,D000000970
5028,NCT00167648,D000000970
6571,NCT02049151,D000000970
1142,NCT00049439,D000000970
8923,NCT01909752,D000000970
7489,NCT02725255,D000000970
7947,NCT01091454,D000000970
7927,NCT00134056,D000000970
3172,NCT02176213,D000000970
4898,NCT02684071,D000000970
3816,NCT00106431,D000000970
3284,NCT01310179,D000000970
7183,NCT01443078,D000000970
5768,NCT02281760,D000000970
8727,NCT00085124,D000000970
3060,NCT00106054,D000000970
7414,NCT02374060,D000000970
1249,NCT02130323,D000000970
5260,NCT02796352,D000000970
9981,NCT03775590,D000000970
7500,NCT01023477,D000000969
9266,NCT04341727,D000000969
3145,NCT00308620,D000000969
4291,NCT03278808,D000000969
6265,NCT01290601,D000000969
8813,NCT01671332,D000000969
8295,NCT02835729,D000000964
6212,NCT02481310,D000000964
1524,NCT00159471,D000000964
2131,NCT00156013,D000000964
8234,NCT00176462,D000000964
6491,NCT01697267,D000000964
6328,NCT00779220,D000000964
8733,NCT00831766,D000000964
7960,NCT00075686,D000000964
4920,NCT00159458,D000000964
6903,NCT01039363,D000000964
8726,NCT00098670,D000000964
7142,NCT01046825,D000000964
1259,NCT00002434,D000000964
4843,NCT01581307,D000000964
5498,NCT03451773,D000000964
8950,NCT03900949,D000000964
6473,NCT00847912,D000000964
2876,NCT04484363,D000000964
8551,NCT01711359,D000000964
4960,NCT02941601,D000000964
4003,NCT04220203,D000000964
3757,NCT00219557,D000000964
8627,NCT01007552,D000000964
8298,NCT01130506,D000000964
6914,NCT04606342,D000000964
6920,NCT04537689,D000000964
1522,NCT00159432,D000000964
7799,NCT04060342,D000000964
7983,NCT00113399,D000000964
7926,NCT00265850,D000000964
2673,NCT00808210,D000000964
8727,NCT00085124,D000000964
1523,NCT00183911,D000000964
1262,NCT00002102,D000000964
3403,NCT00678132,D000000964
1521,NCT00159445,D000000964
5076,NCT01001221,D000000964
8273,NCT03069352,D000000964
9940,NCT03803553,D000000964
6605,NCT00795678,D000000964
1449,NCT00642603,D000000964
8843,NCT00400803,D000000964
7431,NCT02706873,D000000964
4249,NCT02752035,D000000964
2291,NCT00779142,D000000964
4898,NCT02684071,D000000964
8554,NCT00268242,D000000964
6347,NCT03486353,D000000964
3281,NCT00411762,D000000964
7941,NCT00110084,D000000964
8710,NCT00004263,D000000964
7621,NCT02114229,D000000964
3929,NCT00418938,D000000964
9706,NCT03980769,D000000964
9882,NCT03843528,D000000964
6346,NCT02635971,D000000964
5871,NCT03250338,D000000964
8674,NCT00764517,D000000964
1519,NCT00183898,D000000964
4862,NCT01578499,D000000964
5638,NCT02255162,D000000964
9204,NCT04398368,D000000964
6558,NCT00424294,D000000964
3049,NCT01051284,D000000964
8176,NCT01814501,D000000964
9835,NCT03875287,D000000964
3284,NCT01310179,D000000964
8169,NCT01535924,D000000964
7183,NCT01443078,D000000964
7583,NCT00235235,D000000964
6584,NCT01175291,D000000964
5632,NCT03440450,D000000964
7879,NCT00033722,D000000964
8552,NCT01710358,D000000964
2506,NCT01349088,D000000964
6577,NCT03828019,D000000964
7943,NCT00087178,D000000964
6594,NCT01326481,D000000964
8778,NCT04086264,D000000964
8455,NCT00496366,D000000964
8170,NCT00417976,D000000964
4074,NCT01321346,D000000964
9369,NCT04256317,D000000964
6575,NCT02083679,D000000964
1261,NCT00002103,D000000964
5614,NCT01591733,D000000964
2311,NCT04357587,D000000964
3320,NCT00585689,D000000964
3487,NCT01482962,D000000964
5850,NCT03164616,D000000964
1413,NCT03591510,D000000964
3674,NCT00613730,D000000964
3828,NCT00002120,D000000964
5291,NCT03050814,D000000964
4020,NCT01016483,D000000964
5646,NCT01145209,D000000964
9427,NCT04214249,D000000964
5958,NCT00183833,D000000964
7993,NCT00121186,D000000964
9407,NCT04229979,D000000964
1979,NCT04571697,D000000964
2409,NCT01364805,D000000964
8631,NCT00151047,D000000964
8566,NCT02187055,D000000964
2840,NCT02560038,D000000964
6184,NCT00083525,D000000964
1153,NCT02097173,D000000964
6536,NCT01746979,D000000964
7680,NCT03000374,D000000964
6792,NCT00178698,D000000964
9517,NCT04119024,D000000964
4771,NCT04509622,D000000964
5399,NCT00178802,D000000964
8165,NCT00320749,D000000964
5327,NCT02532010,D000000964
7394,NCT01121406,D000000964
6680,NCT00837239,D000000964
8548,NCT04231851,D000000964
6223,NCT02706951,D000000964
2094,NCT00123825,D000000964
8283,NCT00783172,D000000964
6880,NCT01498458,D000000964
1260,NCT00002317,D000000964
3273,NCT03233724,D000000964
4337,NCT02578641,D000000964
7583,NCT00235235,D000000963
2673,NCT00808210,D000000963
5871,NCT03250338,D000000963
1260,NCT00002317,D000000963
1205,NCT00002298,D000000963
2030,NCT03269721,D000000963
7183,NCT01443078,D000000963
5919,NCT01086475,D000000963
3562,NCT01178320,D000000963
6739,NCT03302299,D000000963
3487,NCT01482962,D000000963
7943,NCT00087178,D000000963
4003,NCT04220203,D000000963
7936,NCT01011478,D000000963
1259,NCT00002434,D000000963
6184,NCT00083525,D000000963
6256,NCT02483260,D000000963
4020,NCT01016483,D000000963
4074,NCT01321346,D000000963
7458,NCT01672710,D000000963
1979,NCT04571697,D000000963
8548,NCT04231851,D000000963
8298,NCT01130506,D000000963
5850,NCT03164616,D000000963
3021,NCT01097785,D000000963
2094,NCT00123825,D000000963
6834,NCT03417388,D000000963
9369,NCT04256317,D000000963
2506,NCT01349088,D000000963
9831,NCT03877003,D000000963
5379,NCT01733030,D000000963
4291,NCT03278808,D000000963
3757,NCT00219557,D000000963
6880,NCT01498458,D000000963
4198,NCT00088504,D000000963
8726,NCT00098670,D000000963
1468,NCT00938405,D000000963
2932,NCT00502788,D000000963
8394,NCT00002381,D000000963
5076,NCT01001221,D000000963
7523,NCT00164281,D000000963
4160,NCT00100581,D000000963
7799,NCT04060342,D000000963
8727,NCT00085124,D000000963
6206,NCT04517396,D000000963
3908,NCT00880178,D000000963
5399,NCT00178802,D000000963
9204,NCT04398368,D000000963
7142,NCT01046825,D000000963
8627,NCT01007552,D000000963
1521,NCT00159445,D000000963
3490,NCT01648140,D000000963
9529,NCT04109924,D000000963
8176,NCT01814501,D000000963
9584,NCT04072445,D000000963
1519,NCT00183898,D000000963
4771,NCT04509622,D000000963
1413,NCT03591510,D000000963
1523,NCT00183911,D000000963
1522,NCT00159432,D000000963
9835,NCT03875287,D000000963
8843,NCT00400803,D000000963
4920,NCT00159458,D000000963
6792,NCT00178698,D000000963
8386,NCT01537887,D000000963
6815,NCT01770210,D000000963
7941,NCT00110084,D000000963
6903,NCT01039363,D000000963
7593,NCT01582711,D000000963
2446,NCT00115830,D000000963
6282,NCT00298610,D000000963
6473,NCT00847912,D000000963
2131,NCT00156013,D000000963
8710,NCT00004263,D000000963
2064,NCT02056340,D000000963
6325,NCT04510844,D000000963
7218,NCT00351702,D000000963
5327,NCT02532010,D000000963
5958,NCT00183833,D000000963
4725,NCT00062556,D000000963
6680,NCT00837239,D000000963
3368,NCT00112047,D000000963
6134,NCT00986986,D000000963
3828,NCT00002120,D000000963
7441,NCT02832778,D000000963
2311,NCT04357587,D000000963
6539,NCT00648544,D000000963
2840,NCT02560038,D000000963
7893,NCT00002305,D000000963
7389,NCT00130312,D000000963
8165,NCT00320749,D000000963
5816,NCT02496962,D000000963
1858,NCT00855153,D000000963
8778,NCT04086264,D000000963
5646,NCT01145209,D000000963
4337,NCT02578641,D000000963
5245,NCT02534376,D000000963
3320,NCT00585689,D000000963
5614,NCT01591733,D000000963
6536,NCT01746979,D000000963
7680,NCT03000374,D000000963
6575,NCT02083679,D000000963
8170,NCT00417976,D000000963
8719,NCT00006264,D000000963
6272,NCT00623168,D000000963
4225,NCT03474029,D000000963
7993,NCT00121186,D000000963
9940,NCT03803553,D000000963
1127,NCT03073343,D000000963
9882,NCT03843528,D000000963
5817,NCT03654053,D000000963
8733,NCT00831766,D000000963
1262,NCT00002102,D000000963
9706,NCT03980769,D000000963
9407,NCT04229979,D000000963
2409,NCT01364805,D000000963
8566,NCT02187055,D000000963
6686,NCT00000700,D000000963
8551,NCT01711359,D000000963
1153,NCT02097173,D000000963
9517,NCT04119024,D000000963
6269,NCT00992693,D000000963
3674,NCT00613730,D000000963
3118,NCT01785615,D000000963
2857,NCT01231165,D000000963
1456,NCT03400475,D000000963
5941,NCT00633087,D000000963
7431,NCT02706873,D000000963
6346,NCT02635971,D000000963
7394,NCT01121406,D000000963
2604,NCT00255216,D000000963
8631,NCT00151047,D000000963
3087,NCT01665677,D000000963
3702,NCT01980485,D000000963
6605,NCT00795678,D000000963
93,NCT00960479,D000000963
1449,NCT00642603,D000000963
92,NCT00959933,D000000963
3929,NCT00418938,D000000963
5808,NCT02249182,D000000963
3281,NCT00411762,D000000963
7621,NCT02114229,D000000963
2291,NCT00779142,D000000963
4096,NCT00000720,D000000963
8554,NCT00268242,D000000963
4249,NCT02752035,D000000963
3276,NCT02118012,D000000963
3049,NCT01051284,D000000963
4862,NCT01578499,D000000963
3130,NCT00001729,D000000963
6223,NCT02706951,D000000963
5885,NCT01988402,D000000963
8283,NCT00783172,D000000963
3273,NCT03233724,D000000963
7005,NCT03532139,D000000963
2354,NCT03219372,D000000963
3284,NCT01310179,D000000963
7657,NCT00978497,D000000963
8852,NCT03723395,D000000963
5638,NCT02255162,D000000963
4898,NCT02684071,D000000963
8169,NCT01535924,D000000963
9427,NCT04214249,D000000963
3338,NCT02290106,D000000963
6558,NCT00424294,D000000963
6620,NCT00342355,D000000963
5291,NCT03050814,D000000963
8674,NCT00764517,D000000963
7442,NCT02236078,D000000963
6347,NCT03486353,D000000963
6118,NCT01310192,D000000963
8552,NCT01710358,D000000963
7820,NCT01352637,D000000963
7983,NCT00113399,D000000963
4284,NCT01092572,D000000963
5616,NCT01602913,D000000963
6584,NCT01175291,D000000963
1908,NCT00118898,D000000963
2876,NCT04484363,D000000963
7960,NCT00075686,D000000963
7232,NCT03288233,D000000963
8447,NCT04294264,D000000963
6270,NCT00868946,D000000963
8506,NCT01490697,D000000963
6914,NCT04606342,D000000963
6014,NCT03535688,D000000963
4843,NCT01581307,D000000963
8950,NCT03900949,D000000963
22,NCT00928694,D000000963
1261,NCT00002103,D000000963
6920,NCT04537689,D000000963
8681,NCT00963807,D000000963
4505,NCT00202878,D000000963
6491,NCT01697267,D000000963
8234,NCT00176462,D000000963
6577,NCT03828019,D000000963
7879,NCT00033722,D000000963
1524,NCT00159471,D000000963
3403,NCT00678132,D000000963
3679,NCT00084136,D000000963
7926,NCT00265850,D000000963
5632,NCT03440450,D000000963
5113,NCT01119521,D000000963
4960,NCT02941601,D000000963
6251,NCT04203186,D000000963
6212,NCT02481310,D000000963
2201,NCT00456248,D000000963
8455,NCT00496366,D000000963
8273,NCT03069352,D000000963
6488,NCT04365270,D000000963
2730,NCT01013870,D000000963
4082,NCT00071266,D000000963
6328,NCT00779220,D000000963
5979,NCT04512105,D000000963
5498,NCT03451773,D000000963
7390,NCT00130208,D000000963
8295,NCT02835729,D000000963
6594,NCT01326481,D000000963
4694,NCT00816426,D000000963
8130,NCT00148031,D000000963
3069,NCT00000693,D000000963
4932,NCT00588471,D000000963
6250,NCT04283513,D000000963
4450,NCT00984256,D000000963
