,NCTId,InterventionAncestorId
3896,NCT00523978,D000045504
1543,NCT00598247,D000045504
5375,NCT02771925,D000045504
8251,NCT01649947,D000045504
8425,NCT01495858,D000045504
8165,NCT00320749,D000045504
3964,NCT00866788,D000045504
5338,NCT04114526,D000045504
7149,NCT01818869,D000045504
4390,NCT01296698,D000045504
6241,NCT04573920,D000045504
7593,NCT01582711,D000045504
1179,NCT01769456,D000045504
3610,NCT00035100,D000045504
2679,NCT01521117,D000045504
2888,NCT03405792,D000045504
6242,NCT04573478,D000045504
6243,NCT02630043,D000045504
6238,NCT02503319,D000045504
8593,NCT03317795,D000045504
5053,NCT00790478,D000045504
4535,NCT03660917,D000045504
5130,NCT03009045,D000045504
7740,NCT00441298,D000045504
5901,NCT02807623,D000045504
6250,NCT04283513,D000045504
9151,NCT04461795,D000045504
6251,NCT04203186,D000045504
33,NCT02334462,D000045504
6256,NCT02483260,D000045504
9215,NCT04386057,D000045504
3100,NCT02039960,D000045504
3959,NCT00005014,D000045504
8778,NCT04086264,D000045504
9513,NCT04123041,D000045504
2699,NCT00706576,D000045504
7243,NCT03358563,D000045504
3890,NCT03789591,D000045504
7651,NCT01802723,D000045504
7657,NCT00978497,D000045504
4566,NCT02379221,D000045504
5061,NCT00747643,D000045504
5332,NCT01894451,D000045504
2695,NCT01008280,D000045504
4403,NCT00360087,D000045504
3794,NCT00414947,D000045504
9584,NCT04072445,D000045504
1620,NCT01725087,D000045504
6234,NCT01905618,D000045504
1541,NCT02185898,D000045504
5844,NCT00778544,D000045504
2692,NCT02443142,D000045504
6236,NCT02775773,D000045504
5841,NCT02796651,D000045504
5197,NCT00991978,D000045504
5059,NCT00356200,D000045504
6237,NCT02604238,D000045504
1178,NCT01772823,D000045504
4385,NCT02351544,D000045504
4045,NCT00300287,D000045504
4059,NCT01587638,D000045504
8724,NCT00039468,D000045504
9026,NCT04568616,D000045504
3340,NCT00988169,D000045504
8692,NCT00462358,D000045504
2291,NCT00779142,D000045504
2105,NCT04211545,D000045504
1260,NCT00002317,D000045504
6608,NCT00202449,D000045504
7856,NCT02386098,D000045504
1373,NCT00414011,D000045504
9423,NCT04218799,D000045504
3273,NCT03233724,D000045504
4266,NCT02206425,D000045504
3334,NCT01789814,D000045504
8923,NCT01909752,D000045504
4124,NCT01523977,D000045504
2288,NCT00930995,D000045504
7005,NCT03532139,D000045504
8283,NCT00783172,D000045504
4686,NCT01241383,D000045504
8576,NCT02553161,D000045504
5592,NCT03625349,D000045504
6766,NCT04329065,D000045504
4187,NCT01795547,D000045504
4849,NCT01016860,D000045504
8323,NCT00308971,D000045504
9399,NCT04235686,D000045504
3272,NCT00469079,D000045504
7799,NCT04060342,D000045504
1936,NCT02057094,D000045504
9310,NCT04305743,D000045504
4754,NCT01435954,D000045504
8353,NCT00704912,D000045504
8211,NCT01882439,D000045504
9523,NCT04115644,D000045504
6788,NCT00563784,D000045504
2094,NCT00123825,D000045504
8128,NCT01460940,D000045504
4861,NCT03083431,D000045504
8727,NCT00085124,D000045504
7007,NCT03321292,D000045504
1295,NCT00150059,D000045504
4291,NCT03278808,D000045504
6920,NCT04537689,D000045504
8187,NCT02025439,D000045504
8120,NCT00404274,D000045504
6605,NCT00795678,D000045504
8726,NCT00098670,D000045504
4123,NCT04171466,D000045504
1831,NCT00889616,D000045504
5470,NCT01063153,D000045504
92,NCT00959933,D000045504
9313,NCT04305587,D000045504
9351,NCT04270474,D000045504
7993,NCT00121186,D000045504
9636,NCT04033237,D000045504
6614,NCT02693444,D000045504
4181,NCT04200443,D000045504
4760,NCT03251911,D000045504
2131,NCT00156013,D000045504
8989,NCT04598321,D000045504
8848,NCT01033942,D000045504
6620,NCT00342355,D000045504
5593,NCT03478878,D000045504
3277,NCT02263326,D000045504
6751,NCT03156088,D000045504
8698,NCT03384836,D000045504
6990,NCT00062972,D000045504
8327,NCT04369742,D000045504
6746,NCT01449825,D000045504
4653,NCT01786109,D000045504
2264,NCT02458313,D000045504
9920,NCT03817970,D000045504
6926,NCT01510327,D000045504
4134,NCT02961751,D000045504
1848,NCT00814905,D000045504
5635,NCT00823381,D000045504
7414,NCT02374060,D000045504
2137,NCT00134901,D000045504
1917,NCT03385057,D000045504
9402,NCT04233112,D000045504
4756,NCT00672594,D000045504
3587,NCT00486902,D000045504
6999,NCT02155829,D000045504
3658,NCT00260156,D000045504
4186,NCT04357730,D000045504
1920,NCT00380445,D000045504
5638,NCT02255162,D000045504
6611,NCT02832401,D000045504
2281,NCT01878786,D000045504
7883,NCT01470599,D000045504
9348,NCT04273282,D000045504
7489,NCT02725255,D000045504
3403,NCT00678132,D000045504
3338,NCT02290106,D000045504
1261,NCT00002103,D000045504
1344,NCT01599598,D000045504
4125,NCT04139928,D000045504
2278,NCT04587115,D000045504
8325,NCT00760474,D000045504
7455,NCT03282110,D000045504
4843,NCT01581307,D000045504
2124,NCT02482675,D000045504
3276,NCT02118012,D000045504
5349,NCT00351416,D000045504
2125,NCT03433807,D000045504
4198,NCT00088504,D000045504
5581,NCT03671655,D000045504
4690,NCT02545010,D000045504
4694,NCT00816426,D000045504
8691,NCT00118157,D000045504
2073,NCT00133198,D000045504
3656,NCT01668667,D000045504
3314,NCT01856907,D000045504
5647,NCT02442739,D000045504
8297,NCT04206787,D000045504
5238,NCT04267978,D000045504
4102,NCT03892889,D000045504
9047,NCT04553133,D000045504
8623,NCT04313504,D000045504
8029,NCT01964404,D000045504
2325,NCT00127257,D000045504
9910,NCT03822962,D000045504
7774,NCT00727506,D000045504
1814,NCT00995917,D000045504
3351,NCT00394329,D000045504
6588,NCT04134273,D000045504
4297,NCT00006286,D000045504
7978,NCT00268489,D000045504
2080,NCT02516332,D000045504
6590,NCT01158950,D000045504
7016,NCT03607331,D000045504
4204,NCT03945981,D000045504
4743,NCT02036060,D000045504
8690,NCT00410904,D000045504
3690,NCT04468776,D000045504
2333,NCT00709696,D000045504
5522,NCT01243437,D000045504
6580,NCT00157586,D000045504
6815,NCT01770210,D000045504
2337,NCT04374552,D000045504
7516,NCT01386294,D000045504
3592,NCT03361800,D000045504
4738,NCT03634852,D000045504
2063,NCT02323399,D000045504
6581,NCT01684748,D000045504
6811,NCT04386317,D000045504
2064,NCT02056340,D000045504
3254,NCT01826448,D000045504
5574,NCT03478865,D000045504
6903,NCT01039363,D000045504
1309,NCT00263887,D000045504
9361,NCT04262869,D000045504
4210,NCT01701349,D000045504
2336,NCT03984838,D000045504
8003,NCT00483028,D000045504
2069,NCT00225862,D000045504
6584,NCT01175291,D000045504
9965,NCT03787680,D000045504
4638,NCT02410278,D000045504
7394,NCT01121406,D000045504
6594,NCT01326481,D000045504
1829,NCT01516255,D000045504
2313,NCT00127686,D000045504
3716,NCT00307580,D000045504
9723,NCT03964532,D000045504
7812,NCT01102972,D000045504
4640,NCT01511939,D000045504
7011,NCT01464307,D000045504
6792,NCT00178698,D000045504
2311,NCT04357587,D000045504
7979,NCT00217620,D000045504
1941,NCT00218517,D000045504
7421,NCT01444612,D000045504
8213,NCT01880372,D000045504
6914,NCT04606342,D000045504
3401,NCT00646451,D000045504
6596,NCT01381406,D000045504
2309,NCT01753115,D000045504
6597,NCT04531579,D000045504
9427,NCT04214249,D000045504
8713,NCT04221997,D000045504
1304,NCT03530020,D000045504
1498,NCT01494350,D000045504
130,NCT00237263,D000045504
4862,NCT01578499,D000045504
2087,NCT00363857,D000045504
5646,NCT01145209,D000045504
4751,NCT01369043,D000045504
3447,NCT03217201,D000045504
1259,NCT00002434,D000045504
1942,NCT03764683,D000045504
93,NCT00960479,D000045504
9709,NCT03979885,D000045504
5580,NCT03194906,D000045504
9301,NCT04315558,D000045504
4104,NCT03289676,D000045504
8852,NCT03723395,D000045504
4866,NCT04048707,D000045504
6595,NCT01533155,D000045504
8315,NCT03637972,D000045504
4106,NCT00117689,D000045504
2318,NCT03112993,D000045504
9612,NCT04049227,D000045504
3718,NCT00232076,D000045504
5347,NCT01615055,D000045504
1820,NCT02415621,D000045504
3267,NCT00911820,D000045504
1376,NCT00299741,D000045504
7776,NCT00208585,D000045504
8184,NCT02022657,D000045504
6795,NCT02238483,D000045504
7443,NCT00675714,D000045504
2082,NCT03844412,D000045504
5471,NCT02635334,D000045504
8338,NCT00176982,D000045504
5651,NCT02683187,D000045504
8145,NCT01141049,D000045504
5623,NCT00573924,D000045504
8045,NCT00061906,D000045504
7815,NCT02849080,D000045504
3310,NCT01391858,D000045504
9330,NCT04292119,D000045504
4670,NCT01332500,D000045504
2207,NCT00465959,D000045504
6972,NCT00735670,D000045504
4159,NCT00703846,D000045504
8552,NCT01710358,D000045504
9940,NCT03803553,D000045504
7990,NCT00122447,D000045504
8336,NCT04205539,D000045504
6694,NCT03529487,D000045504
3413,NCT04133376,D000045504
3663,NCT03676023,D000045504
8285,NCT00055861,D000045504
5294,NCT03808740,D000045504
8193,NCT04470544,D000045504
2201,NCT00456248,D000045504
6931,NCT03890666,D000045504
4270,NCT02188368,D000045504
2180,NCT03420638,D000045504
8286,NCT03817931,D000045504
1351,NCT00505414,D000045504
8191,NCT01889758,D000045504
4273,NCT02889809,D000045504
4274,NCT00358917,D000045504
3700,NCT00729937,D000045504
7797,NCT00198822,D000045504
2216,NCT04031729,D000045504
8605,NCT00046813,D000045504
5625,NCT01955408,D000045504
6686,NCT00000700,D000045504
9929,NCT03810703,D000045504
7879,NCT00033722,D000045504
3307,NCT01837498,D000045504
5292,NCT01655043,D000045504
4267,NCT03572595,D000045504
4787,NCT00858403,D000045504
5489,NCT01333865,D000045504
9507,NCT04126070,D000045504
5499,NCT01677195,D000045504
4823,NCT02485145,D000045504
5624,NCT01847495,D000045504
6688,NCT04212650,D000045504
1272,NCT00751127,D000045504
7785,NCT04393246,D000045504
2211,NCT02934191,D000045504
5605,NCT02759185,D000045504
5490,NCT02040142,D000045504
6707,NCT01959022,D000045504
9407,NCT04229979,D000045504
8293,NCT00861627,D000045504
5614,NCT01591733,D000045504
8577,NCT00749944,D000045504
2191,NCT00452582,D000045504
8612,NCT01502761,D000045504
8843,NCT00400803,D000045504
3313,NCT03781115,D000045504
3702,NCT01980485,D000045504
9604,NCT04054687,D000045504
5252,NCT04015778,D000045504
1895,NCT00269555,D000045504
8212,NCT01297062,D000045504
3701,NCT01742117,D000045504
7877,NCT00823979,D000045504
2185,NCT02257346,D000045504
2190,NCT00308763,D000045504
7410,NCT02595034,D000045504
5616,NCT01602913,D000045504
7986,NCT00748098,D000045504
6701,NCT02322047,D000045504
4167,NCT00134979,D000045504
2189,NCT01547286,D000045504
4169,NCT03180723,D000045504
8702,NCT00938964,D000045504
8292,NCT01709110,D000045504
9332,NCT04291066,D000045504
6704,NCT02226367,D000045504
3320,NCT00585689,D000045504
1283,NCT02223338,D000045504
5498,NCT03451773,D000045504
3311,NCT01136642,D000045504
4160,NCT00100581,D000045504
6696,NCT03339258,D000045504
4175,NCT02655354,D000045504
2196,NCT00314158,D000045504
3704,NCT00102388,D000045504
1902,NCT02579057,D000045504
5609,NCT03786120,D000045504
1003,NCT03363464,D000045504
4788,NCT04334824,D000045504
9406,NCT04231318,D000045504
7458,NCT01672710,D000045504
5251,NCT01996384,D000045504
2195,NCT00346580,D000045504
2183,NCT02638168,D000045504
8704,NCT02963090,D000045504
6962,NCT01429077,D000045504
2194,NCT02762370,D000045504
3703,NCT00395876,D000045504
9931,NCT03810417,D000045504
4671,NCT01077596,D000045504
6697,NCT03305055,D000045504
9038,NCT04560673,D000045504
3425,NCT03329001,D000045504
2217,NCT01592383,D000045504
1262,NCT00002102,D000045504
4825,NCT04588727,D000045504
4144,NCT01110200,D000045504
3330,NCT01027611,D000045504
3697,NCT00368134,D000045504
8034,NCT01048619,D000045504
9343,NCT04278781,D000045504
2242,NCT01063179,D000045504
4657,NCT04171180,D000045504
4771,NCT04509622,D000045504
7780,NCT01522768,D000045504
9422,NCT04219280,D000045504
1263,NCT00143221,D000045504
8333,NCT01928719,D000045504
74,NCT01087905,D000045504
3284,NCT01310179,D000045504
5634,NCT00958022,D000045504
5480,NCT00837148,D000045504
7406,NCT01416948,D000045504
4824,NCT03290963,D000045504
7479,NCT02169882,D000045504
9325,NCT04294225,D000045504
2234,NCT02924857,D000045504
5261,NCT00385762,D000045504
7881,NCT01393626,D000045504
1348,NCT00001723,D000045504
7992,NCT00369785,D000045504
4286,NCT01076816,D000045504
7983,NCT00113399,D000045504
9320,NCT04299438,D000045504
6988,NCT00205491,D000045504
4139,NCT00364026,D000045504
9529,NCT04109924,D000045504
7798,NCT00256750,D000045504
5503,NCT03532776,D000045504
8799,NCT03170206,D000045504
3435,NCT04377204,D000045504
8634,NCT02019667,D000045504
9609,NCT04049669,D000045504
7985,NCT02760030,D000045504
2142,NCT00258479,D000045504
4677,NCT02232269,D000045504
1914,NCT02115724,D000045504
6984,NCT00233090,D000045504
2246,NCT00277654,D000045504
5296,NCT00298155,D000045504
6745,NCT01233609,D000045504
6739,NCT03302299,D000045504
1849,NCT00573599,D000045504
3281,NCT00411762,D000045504
1290,NCT00121147,D000045504
5632,NCT03440450,D000045504
8330,NCT00767806,D000045504
6683,NCT02987543,D000045504
8725,NCT00025389,D000045504
4154,NCT00857376,D000045504
9337,NCT04283630,D000045504
1285,NCT00139581,D000045504
4277,NCT00999986,D000045504
8706,NCT00482274,D000045504
2224,NCT00924508,D000045504
5244,NCT01156701,D000045504
1864,NCT00137202,D000045504
2168,NCT02930941,D000045504
6680,NCT00837239,D000045504
8331,NCT01772290,D000045504
7456,NCT04360681,D000045504
7545,NCT03343197,D000045504
6713,NCT01402817,D000045504
3662,NCT00787566,D000045504
3328,NCT01714102,D000045504
6681,NCT03043326,D000045504
1366,NCT02478788,D000045504
5245,NCT02534376,D000045504
6974,NCT00621751,D000045504
6711,NCT01425476,D000045504
7457,NCT02791945,D000045504
1908,NCT00118898,D000045504
2163,NCT03508739,D000045504
8332,NCT01928758,D000045504
2155,NCT00363038,D000045504
6672,NCT00411671,D000045504
7991,NCT00872989,D000045504
1264,NCT03525561,D000045504
6666,NCT01861951,D000045504
4284,NCT01092572,D000045504
4662,NCT01427400,D000045504
3404,NCT01152580,D000045504
6983,NCT00233103,D000045504
5486,NCT03533556,D000045504
9943,NCT03801369,D000045504
1858,NCT00855153,D000045504
1909,NCT01149759,D000045504
5630,NCT01410084,D000045504
8295,NCT02835729,D000045504
3711,NCT01733394,D000045504
4150,NCT00000861,D000045504
1008,NCT00350077,D000045504
2230,NCT01299896,D000045504
3699,NCT00110240,D000045504
4672,NCT00486811,D000045504
6725,NCT00402896,D000045504
4772,NCT00624585,D000045504
8710,NCT00004263,D000045504
8554,NCT00268242,D000045504
1018,NCT02098499,D000045504
8298,NCT01130506,D000045504
7428,NCT02216812,D000045504
3474,NCT00050856,D000045504
4722,NCT02094898,D000045504
1771,NCT01561950,D000045504
4725,NCT00062556,D000045504
6488,NCT04365270,D000045504
9901,NCT03829566,D000045504
8813,NCT01671332,D000045504
4233,NCT02068937,D000045504
2442,NCT00004727,D000045504
3368,NCT00112047,D000045504
112,NCT00796315,D000045504
3744,NCT00330369,D000045504
6525,NCT03848806,D000045504
7819,NCT00742859,D000045504
9673,NCT04002440,D000045504
4082,NCT00071266,D000045504
3743,NCT04461353,D000045504
2028,NCT03973489,D000045504
2439,NCT02517996,D000045504
7533,NCT00702637,D000045504
8015,NCT00004048,D000045504
8558,NCT04401904,D000045504
7441,NCT02832778,D000045504
4328,NCT03172741,D000045504
1322,NCT00121316,D000045504
1969,NCT00929071,D000045504
8618,NCT02538614,D000045504
7057,NCT01243060,D000045504
4721,NCT00517270,D000045504
5221,NCT02257372,D000045504
5533,NCT00223080,D000045504
2446,NCT00115830,D000045504
2023,NCT02161458,D000045504
6473,NCT00847912,D000045504
7387,NCT01312922,D000045504
8016,NCT02293824,D000045504
5531,NCT02362425,D000045504
8386,NCT01537887,D000045504
2445,NCT01862536,D000045504
7535,NCT00627250,D000045504
6847,NCT03947216,D000045504
9549,NCT04092101,D000045504
9068,NCT04534322,D000045504
8143,NCT03246113,D000045504
8548,NCT04231851,D000045504
4236,NCT00332709,D000045504
4914,NCT00688298,D000045504
5683,NCT00923936,D000045504
7972,NCT00087399,D000045504
7894,NCT00002074,D000045504
1774,NCT01329939,D000045504
4228,NCT02755818,D000045504
7974,NCT01641809,D000045504
1968,NCT03009019,D000045504
9727,NCT03962725,D000045504
3679,NCT00084136,D000045504
7768,NCT01597518,D000045504
3462,NCT00581061,D000045504
114,NCT03382418,D000045504
1784,NCT01321944,D000045504
8793,NCT01992341,D000045504
8276,NCT02929485,D000045504
5307,NCT04570293,D000045504
9903,NCT03828682,D000045504
6524,NCT01969903,D000045504
5677,NCT00681993,D000045504
1786,NCT02015546,D000045504
4227,NCT04132557,D000045504
4085,NCT00945906,D000045504
3216,NCT03654365,D000045504
4906,NCT00940784,D000045504
6843,NCT00711087,D000045504
4699,NCT04478357,D000045504
2420,NCT00123578,D000045504
6885,NCT02985255,D000045504
6491,NCT01697267,D000045504
2032,NCT01354613,D000045504
4910,NCT04570449,D000045504
5224,NCT04047251,D000045504
8110,NCT01858311,D000045504
9018,NCT04577001,D000045504
8273,NCT03069352,D000045504
6508,NCT04419948,D000045504
2428,NCT03737370,D000045504
2030,NCT03269721,D000045504
3469,NCT00324155,D000045504
3209,NCT01719367,D000045504
7973,NCT00085501,D000045504
1244,NCT02418702,D000045504
1245,NCT02415309,D000045504
2425,NCT01330810,D000045504
4084,NCT00000641,D000045504
6845,NCT00119106,D000045504
5450,NCT02234011,D000045504
3740,NCT02253550,D000045504
1028,NCT00809627,D000045504
8363,NCT01046214,D000045504
9268,NCT04341311,D000045504
3746,NCT02987257,D000045504
4700,NCT02274012,D000045504
4238,NCT03713320,D000045504
6447,NCT01786603,D000045504
1995,NCT03311646,D000045504
4713,NCT04542005,D000045504
9380,NCT04246996,D000045504
6448,NCT00451867,D000045504
5709,NCT00326495,D000045504
4063,NCT00180479,D000045504
1980,NCT03005639,D000045504
3382,NCT01901276,D000045504
1039,NCT03306602,D000045504
3674,NCT00613730,D000045504
9706,NCT03980769,D000045504
7760,NCT02927249,D000045504
2463,NCT03742258,D000045504
4616,NCT00027404,D000045504
9895,NCT03833921,D000045504
5447,NCT02194088,D000045504
3676,NCT03790137,D000045504
5318,NCT00341250,D000045504
8720,NCT00006018,D000045504
5220,NCT02417506,D000045504
9266,NCT04341727,D000045504
3185,NCT00986310,D000045504
4241,NCT01717287,D000045504
8129,NCT00537043,D000045504
7067,NCT00572884,D000045504
6430,NCT00642057,D000045504
7069,NCT00393874,D000045504
6879,NCT03582176,D000045504
3485,NCT02880540,D000045504
9893,NCT03837353,D000045504
2471,NCT00590161,D000045504
3757,NCT00219557,D000045504
4242,NCT00000173,D000045504
4480,NCT03602118,D000045504
8394,NCT00002381,D000045504
1226,NCT00713739,D000045504
8302,NCT01017640,D000045504
8787,NCT01457339,D000045504
6880,NCT01498458,D000045504
2467,NCT03426137,D000045504
7862,NCT03828201,D000045504
8390,NCT00496483,D000045504
111,NCT01306266,D000045504
6445,NCT01678495,D000045504
4610,NCT03640312,D000045504
6446,NCT00481689,D000045504
4925,NCT01846182,D000045504
5535,NCT01466088,D000045504
2448,NCT00734344,D000045504
1326,NCT00232011,D000045504
4240,NCT00120471,D000045504
2011,NCT02500836,D000045504
4074,NCT01321346,D000045504
5284,NCT02429375,D000045504
1403,NCT00006604,D000045504
6472,NCT00000152,D000045504
8685,NCT00002940,D000045504
2449,NCT00274417,D000045504
4720,NCT04049045,D000045504
6882,NCT01019798,D000045504
9389,NCT04240756,D000045504
1323,NCT02387203,D000045504
6852,NCT00859781,D000045504
8721,NCT00004930,D000045504
8686,NCT00310895,D000045504
9443,NCT04203225,D000045504
4920,NCT00159458,D000045504
4331,NCT03315442,D000045504
1973,NCT03006276,D000045504
1400,NCT00652574,D000045504
3369,NCT02213068,D000045504
8566,NCT02187055,D000045504
6856,NCT01353209,D000045504
7062,NCT00862095,D000045504
2452,NCT02861131,D000045504
6864,NCT01126697,D000045504
7437,NCT00823212,D000045504
2005,NCT01750294,D000045504
6466,NCT01850940,D000045504
8547,NCT01588457,D000045504
4337,NCT02578641,D000045504
6860,NCT02792114,D000045504
5541,NCT01402674,D000045504
7895,NCT00002306,D000045504
8733,NCT00831766,D000045504
1762,NCT02995915,D000045504
3187,NCT01553318,D000045504
9025,NCT04569747,D000045504
4249,NCT02752035,D000045504
2454,NCT03333109,D000045504
6881,NCT04360044,D000045504
1979,NCT04571697,D000045504
1034,NCT03719391,D000045504
4626,NCT03709888,D000045504
63,NCT04229212,D000045504
4073,NCT00359723,D000045504
7868,NCT00337467,D000045504
3210,NCT01428713,D000045504
1027,NCT00701259,D000045504
7810,NCT03136484,D000045504
3365,NCT00319839,D000045504
4898,NCT02684071,D000045504
1965,NCT03072511,D000045504
3729,NCT02191137,D000045504
4732,NCT01556191,D000045504
3682,NCT00389675,D000045504
6558,NCT00424294,D000045504
7809,NCT01495923,D000045504
9432,NCT04210180,D000045504
2047,NCT03341078,D000045504
9282,NCT04330183,D000045504
2393,NCT02219321,D000045504
3598,NCT02511054,D000045504
1252,NCT01668069,D000045504
5658,NCT01365819,D000045504
7976,NCT00880191,D000045504
9058,NCT04542304,D000045504
6827,NCT01903330,D000045504
7771,NCT02336048,D000045504
9708,NCT03980561,D000045504
8135,NCT01223404,D000045504
6889,NCT00693121,D000045504
8719,NCT00006264,D000045504
4225,NCT03474029,D000045504
101,NCT04552535,D000045504
4096,NCT00000720,D000045504
9369,NCT04256317,D000045504
1796,NCT02269514,D000045504
1391,NCT01702857,D000045504
1313,NCT04017624,D000045504
72,NCT00800267,D000045504
8360,NCT00074802,D000045504
5663,NCT01873131,D000045504
3733,NCT00353574,D000045504
9625,NCT04039087,D000045504
3391,NCT04070573,D000045504
1966,NCT00278772,D000045504
1797,NCT01603342,D000045504
7027,NCT01500434,D000045504
8929,NCT01128621,D000045504
6834,NCT03417388,D000045504
5662,NCT02287428,D000045504
2040,NCT02572505,D000045504
6553,NCT04392557,D000045504
3732,NCT03059004,D000045504
3229,NCT00395304,D000045504
2380,NCT01333917,D000045504
2370,NCT00271011,D000045504
1327,NCT00231998,D000045504
3362,NCT00459992,D000045504
6571,NCT02049151,D000045504
1388,NCT02940717,D000045504
3687,NCT00347412,D000045504
6572,NCT00813943,D000045504
2352,NCT00856830,D000045504
4222,NCT01074151,D000045504
7893,NCT00002305,D000045504
8005,NCT01431573,D000045504
4737,NCT01859026,D000045504
2055,NCT02859142,D000045504
8821,NCT03137082,D000045504
8624,NCT04207060,D000045504
9548,NCT04092387,D000045504
6575,NCT02083679,D000045504
2056,NCT00916539,D000045504
3253,NCT03671746,D000045504
6820,NCT04215445,D000045504
6576,NCT00689221,D000045504
6577,NCT03828019,D000045504
8555,NCT03560232,D000045504
3358,NCT02460991,D000045504
2338,NCT03240068,D000045504
6890,NCT03200886,D000045504
8919,NCT00595231,D000045504
4098,NCT02887183,D000045504
8941,NCT01511107,D000045504
9283,NCT04329832,D000045504
7389,NCT00130312,D000045504
5657,NCT02792426,D000045504
1959,NCT02748889,D000045504
3728,NCT00249405,D000045504
3393,NCT02116712,D000045504
6562,NCT04562779,D000045504
8355,NCT00002251,D000045504
9284,NCT04328467,D000045504
8689,NCT02520115,D000045504
5271,NCT01609348,D000045504
4099,NCT02512926,D000045504
7390,NCT00130208,D000045504
7020,NCT02033538,D000045504
4298,NCT00098748,D000045504
2052,NCT03999099,D000045504
8551,NCT01711359,D000045504
6569,NCT00525837,D000045504
7431,NCT02706873,D000045504
6822,NCT03459846,D000045504
2354,NCT03219372,D000045504
5664,NCT01744782,D000045504
6942,NCT01491763,D000045504
4902,NCT00848523,D000045504
1248,NCT02378415,D000045504
1392,NCT03713918,D000045504
9275,NCT04334382,D000045504
3735,NCT00101673,D000045504
5227,NCT01968694,D000045504
8061,NCT02272998,D000045504
3367,NCT00811057,D000045504
4087,NCT00472303,D000045504
8916,NCT03771586,D000045504
6539,NCT00648544,D000045504
3222,NCT01775865,D000045504
5667,NCT02836288,D000045504
8182,NCT02422940,D000045504
8795,NCT00183339,D000045504
9977,NCT03778294,D000045504
2409,NCT01364805,D000045504
7442,NCT02236078,D000045504
8309,NCT04188106,D000045504
1026,NCT03326596,D000045504
2036,NCT03342196,D000045504
1789,NCT01932996,D000045504
6526,NCT03069144,D000045504
9434,NCT04209790,D000045504
6536,NCT01746979,D000045504
4629,NCT03982576,D000045504
4313,NCT04609514,D000045504
7769,NCT00876889,D000045504
8127,NCT01276600,D000045504
9538,NCT04103385,D000045504
6540,NCT00382057,D000045504
6888,NCT00253643,D000045504
8583,NCT04454424,D000045504
9614,NCT04047836,D000045504
2399,NCT02840097,D000045504
4308,NCT04597437,D000045504
8280,NCT01910402,D000045504
2033,NCT01511640,D000045504
5291,NCT03050814,D000045504
5673,NCT04296942,D000045504
2035,NCT03978234,D000045504
7523,NCT00164281,D000045504
3670,NCT00232115,D000045504
8652,NCT04305457,D000045462
3141,NCT00585013,D000045462
2949,NCT02151877,D000045462
8224,NCT00759733,D000045283
3174,NCT01309828,D000045283
4788,NCT04334824,D000045283
6794,NCT02855294,D000045283
2005,NCT01750294,D000045283
2010,NCT00282126,D000045283
7822,NCT00094302,D000045283
3047,NCT02800486,D000045283
4410,NCT00806910,D000045283
4458,NCT00292942,D000045283
8415,NCT03806751,D000045283
7075,NCT02733614,D000045283
6466,NCT01850940,D000045283
4942,NCT02165644,D000045283
6129,NCT01111682,D000045283
6372,NCT00996281,D000045283
3857,NCT00007592,D000045283
9845,NCT03867682,D000045283
4155,NCT02299726,D000045283
3074,NCT01167920,D000045283
9546,NCT04093050,D000045283
5687,NCT00722800,D000045283
4233,NCT02068937,D000045283
1264,NCT03525561,D000045283
8490,NCT00846872,D000045283
9700,NCT03984409,D000045283
4467,NCT01954290,D000045283
5679,NCT00722761,D000045283
9149,NCT04463394,D000045283
6783,NCT01611935,D000045283
2645,NCT01228214,D000045283
2819,NCT03418649,D000045283
1091,NCT02817841,D000045283
3410,NCT02861898,D000045283
1902,NCT02579057,D000045283
9058,NCT04542304,D000045283
2857,NCT01231165,D000045283
2619,NCT02841280,D000045283
9128,NCT04481919,D000045283
1751,NCT03576755,D000045283
5891,NCT00811954,D000044966
8131,NCT00481182,D000044966
9595,NCT04058145,D000044966
8394,NCT00002381,D000044966
9358,NCT04263831,D000044966
7740,NCT00441298,D000044966
6620,NCT00342355,D000044966
7974,NCT01641809,D000044966
1086,NCT00936715,D000044966
2336,NCT03984838,D000044966
3679,NCT00084136,D000044966
1179,NCT01769456,D000044966
4204,NCT03945981,D000044966
3069,NCT00000693,D000044966
7516,NCT01386294,D000044966
2195,NCT00346580,D000044966
8488,NCT00063804,D000044966
4160,NCT00100581,D000044966
9988,NCT03771638,D000044966
8719,NCT00006264,D000044966
5001,NCT00489151,D000044966
9601,NCT04055623,D000044966
1178,NCT01772823,D000044966
5866,NCT00004025,D000044966
8848,NCT01033942,D000044966
9891,NCT03838367,D000044966
1141,NCT00414518,D000044966
3510,NCT01425099,D000044966
3834,NCT02519777,D000044966
7877,NCT00823979,D000044966
1656,NCT01363037,D000044966
8164,NCT00482963,D000044966
1403,NCT00006604,D000044966
1908,NCT00118898,D000044966
3368,NCT00112047,D000044966
7441,NCT02832778,D000044966
1709,NCT01632995,D000044966
4150,NCT00000861,D000044966
2864,NCT00736190,D000044966
3008,NCT01227590,D000044966
3474,NCT00050856,D000044966
7473,NCT00446979,D000044966
8184,NCT02022657,D000044966
4956,NCT01762995,D000044966
6681,NCT03043326,D000044966
7868,NCT00337467,D000044966
4096,NCT00000720,D000044966
2968,NCT00266058,D000044966
6845,NCT00119106,D000044966
7082,NCT02904369,D000044966
2448,NCT00734344,D000044966
