,NCTId,ConditionBrowseBranchAbbrev
3044,NCT00391352,BC20
5246,NCT01893112,BC20
9880,NCT03845465,BC20
9879,NCT03847194,BC20
9833,NCT03876028,BC20
3110,NCT00001909,BC20
5269,NCT04250779,BC20
8848,NCT01033942,BC20
8718,NCT00058045,BC20
3172,NCT02176213,BC20
2916,NCT02302950,BC20
6489,NCT02294318,BC20
6504,NCT00840658,BC20
2859,NCT01966094,BC20
16,NCT00724867,BC20
8572,NCT02189876,BC20
6840,NCT01260727,BC20
1719,NCT01464099,BC20
6650,NCT03593187,BC20
5047,NCT01500083,BC20
7712,NCT01910493,BC20
2870,NCT01248208,BC20
7713,NCT01569191,BC20
2879,NCT00340548,BC20
1656,NCT01363037,BC20
5161,NCT03201406,BC20
5191,NCT01616537,BC20
8456,NCT01280500,BC20
5167,NCT03808545,BC20
7716,NCT04044235,BC20
2927,NCT03600103,BC20
2707,NCT02939287,BC20
9995,NCT03768310,BC20
2583,NCT04562649,BC20
8841,NCT02117336,BC20
6491,NCT01697267,BC20
6501,NCT02260778,BC20
7761,NCT02870205,BC20
12,NCT02663219,BC20
7653,NCT04113135,BC20
8711,NCT02973399,BC20
6641,NCT02382822,BC20
8695,NCT03705325,BC20
6845,NCT00119106,BC20
5170,NCT00129662,BC20
2918,NCT01377857,BC20
9233,NCT04372641,BC20
8683,NCT02086604,BC20
14,NCT01861210,BC20
1657,NCT04550455,BC20
5346,NCT00396812,BC20
21,NCT03995745,BC20
8685,NCT00002940,BC20
131,NCT02939131,BC20
4949,NCT01479582,BC20
7656,NCT03272074,BC20
8566,NCT02187055,BC20
6856,NCT01353209,BC20
1714,NCT01846312,BC20
3193,NCT00582270,BC20
9988,NCT03771638,BC20
3178,NCT04077164,BC20
3182,NCT03462966,BC20
1772,NCT00137670,BC20
2871,NCT01378546,BC20
5168,NCT02787486,BC20
7033,NCT00282516,BC20
3445,NCT01764685,BC20
6640,NCT03869671,BC20
2912,NCT00381992,BC20
1715,NCT01682902,BC20
1767,NCT01900834,BC20
8700,NCT01454284,BC20
1659,NCT01966718,BC20
5160,NCT01351805,BC20
5991,NCT04024878,BC19
8093,NCT02952352,BC19
5670,NCT02262832,BC19
2860,NCT00333151,BC19
9649,NCT04021602,BC19
3900,NCT03305016,BC19
3139,NCT02722278,BC19
5168,NCT02787486,BC19
1491,NCT02223065,BC19
8287,NCT00605189,BC19
9828,NCT03878758,BC19
9650,NCT04020822,BC19
3430,NCT01375686,BC19
9152,NCT04460872,BC19
9342,NCT04279587,BC19
9925,NCT03812614,BC19
15,NCT02911155,BC19
3233,NCT01005654,BC19
1195,NCT01308437,BC19
1151,NCT00170742,BC19
8739,NCT02496780,BC19
4843,NCT01581307,BC19
6481,NCT02875535,BC19
2691,NCT00850135,BC19
2194,NCT02762370,BC19
5473,NCT03944616,BC19
4008,NCT02061579,BC19
6553,NCT04392557,BC19
2739,NCT02330042,BC19
3314,NCT01856907,BC19
69,NCT02857764,BC19
6612,NCT02144441,BC19
8972,NCT00886821,BC19
7278,NCT02949037,BC19
6765,NCT04387227,BC19
9644,NCT04024631,BC19
5926,NCT01750203,BC19
4731,NCT02812030,BC19
3478,NCT00013910,BC19
8636,NCT00779363,BC19
1725,NCT01473953,BC19
3994,NCT01196429,BC19
3003,NCT01419652,BC19
3826,NCT00732147,BC19
9494,NCT04142229,BC19
2200,NCT00121355,BC19
4170,NCT00822367,BC19
2713,NCT00634842,BC19
5929,NCT00270439,BC19
7990,NCT00122447,BC19
4840,NCT03940209,BC19
3644,NCT00518882,BC19
4763,NCT00820378,BC19
7034,NCT00867425,BC19
2555,NCT01364428,BC19
2453,NCT02187913,BC19
5925,NCT01881815,BC19
8651,NCT03229057,BC19
7960,NCT00075686,BC19
7810,NCT03136484,BC19
4983,NCT02720484,BC19
8741,NCT02395341,BC19
4010,NCT02781727,BC19
3645,NCT00318422,BC19
2643,NCT01135992,BC19
4226,NCT00475202,BC19
9034,NCT04564443,BC19
8216,NCT03202277,BC19
3674,NCT00613730,BC19
3332,NCT02974764,BC19
4844,NCT02811666,BC19
5247,NCT04421755,BC19
7079,NCT00955201,BC19
4714,NCT00850824,BC19
8165,NCT00320749,BC19
3324,NCT00469339,BC19
1358,NCT01857973,BC19
4044,NCT02757937,BC19
4484,NCT02963441,BC19
9037,NCT04561362,BC19
8858,NCT02206607,BC19
1837,NCT01554644,BC19
7536,NCT00368095,BC19
3011,NCT02634216,BC19
2286,NCT03640286,BC19
1524,NCT00159471,BC19
3840,NCT02750930,BC19
1017,NCT02200055,BC19
1210,NCT00410475,BC19
3658,NCT00260156,BC19
3833,NCT00099957,BC19
2469,NCT02298192,BC19
4210,NCT01701349,BC19
103,NCT01235260,BC19
8149,NCT00017199,BC19
2912,NCT00381992,BC19
8737,NCT03126981,BC19
8689,NCT02520115,BC19
4209,NCT03356340,BC19
6314,NCT01674049,BC19
3915,NCT00972283,BC19
6602,NCT01480804,BC19
3328,NCT01714102,BC19
5995,NCT03921658,BC19
1111,NCT02917057,BC19
3013,NCT01326026,BC19
1637,NCT03334175,BC19
6838,NCT02224365,BC19
2464,NCT00071448,BC19
8648,NCT01468987,BC19
4045,NCT00300287,BC19
8736,NCT03315663,BC19
2567,NCT00004992,BC19
2460,NCT04016584,BC19
3022,NCT01168297,BC19
3232,NCT04502212,BC19
2807,NCT04052815,BC19
3023,NCT00962806,BC19
5075,NCT03662412,BC19
5019,NCT00324675,BC19
6541,NCT01420016,BC19
1635,NCT00001853,BC19
6757,NCT00074633,BC19
2378,NCT02470260,BC19
5736,NCT02147522,BC19
9580,NCT04073914,BC19
8996,NCT04593693,BC19
9040,NCT04558567,BC19
2409,NCT01364805,BC19
9081,NCT04523155,BC19
7266,NCT01399138,BC19
9496,NCT04137536,BC19
8584,NCT01481779,BC19
8738,NCT02896010,BC19
6545,NCT02634879,BC19
1715,NCT01682902,BC19
5129,NCT01341587,BC19
4218,NCT04315311,BC19
4199,NCT02137512,BC19
3995,NCT02262806,BC19
9449,NCT04195477,BC19
6546,NCT00513643,BC19
6457,NCT02473926,BC19
7035,NCT00409786,BC19
2628,NCT00099723,BC19
1750,NCT04136951,BC19
4587,NCT03613623,BC19
7861,NCT03862963,BC19
4834,NCT01881828,BC19
8106,NCT00302055,BC19
9612,NCT04049227,BC19
2743,NCT00097552,BC19
2228,NCT00572052,BC19
5082,NCT04300699,BC19
3242,NCT01175629,BC19
1168,NCT02032459,BC19
8213,NCT01880372,BC19
3436,NCT02775461,BC19
4814,NCT00166569,BC19
2778,NCT02593032,BC19
5362,NCT03451630,BC19
4029,NCT00101712,BC19
4117,NCT01271023,BC19
3811,NCT01823341,BC19
1127,NCT03073343,BC19
9611,NCT04049331,BC19
6578,NCT02917798,BC19
4728,NCT04119206,BC19
3285,NCT00375960,BC19
9001,NCT04588025,BC19
3244,NCT02713321,BC19
7306,NCT01683409,BC19
5715,NCT02000739,BC19
8946,NCT01743976,BC19
1716,NCT00873223,BC19
7815,NCT02849080,BC19
5285,NCT03207711,BC19
4041,NCT03117998,BC19
1920,NCT00380445,BC19
2049,NCT00379652,BC19
2780,NCT03076216,BC19
3289,NCT00855374,BC19
1407,NCT03430310,BC19
2223,NCT02179788,BC19
4129,NCT00385697,BC19
2390,NCT00680706,BC19
8433,NCT01552213,BC19
1468,NCT00938405,BC19
9024,NCT04570839,BC19
1003,NCT03363464,BC19
7541,NCT01396187,BC19
7040,NCT01884545,BC19
6932,NCT03767699,BC19
3735,NCT00101673,BC19
1951,NCT00127296,BC19
6579,NCT02043158,BC19
8136,NCT02566317,BC19
3476,NCT01831765,BC19
8212,NCT01297062,BC19
2887,NCT00097279,BC19
9251,NCT04354246,BC19
9961,NCT03792477,BC19
2770,NCT02034513,BC19
1335,NCT04215328,BC19
9087,NCT04515576,BC19
1854,NCT02608853,BC19
6581,NCT01684748,BC19
1161,NCT03202680,BC19
2565,NCT00411892,BC19
3463,NCT00493051,BC19
2774,NCT00612040,BC19
5183,NCT04276051,BC19
1412,NCT02280733,BC19
5241,NCT02019524,BC19
3075,NCT02000778,BC19
2747,NCT02825251,BC19
5449,NCT02352480,BC19
9519,NCT04118153,BC19
2327,NCT01627210,BC19
9800,NCT03902600,BC19
2419,NCT00102817,BC19
7818,NCT03208686,BC19
6580,NCT00157586,BC19
1687,NCT01401244,BC19
3079,NCT00909480,BC19
8622,NCT03616171,BC19
4110,NCT04009291,BC19
8929,NCT01128621,BC19
1778,NCT00101751,BC19
1947,NCT00344136,BC19
2661,NCT00537303,BC19
8747,NCT04374630,BC19
3281,NCT00411762,BC19
2235,NCT00323349,BC19
157,NCT04281290,BC19
9157,NCT04452331,BC19
1478,NCT02040025,BC19
4035,NCT00555217,BC19
8700,NCT01454284,BC19
1410,NCT02156336,BC19
4107,NCT02804750,BC19
2414,NCT00436865,BC19
9122,NCT04485013,BC19
8126,NCT01017523,BC19
1684,NCT01487811,BC19
8170,NCT00417976,BC19
1940,NCT03596203,BC19
1651,NCT01043510,BC19
2280,NCT02807155,BC19
8210,NCT00271739,BC19
1634,NCT02443090,BC19
6609,NCT04045938,BC19
7146,NCT03830840,BC19
4154,NCT00857376,BC19
2441,NCT01416766,BC19
9880,NCT03845465,BC19
3914,NCT00325117,BC19
5532,NCT00441077,BC19
7005,NCT03532139,BC19
8998,NCT04592601,BC19
1353,NCT00673465,BC19
1701,NCT01950572,BC19
2053,NCT01050205,BC19
3712,NCT01272232,BC19
2213,NCT00344903,BC19
2708,NCT01502124,BC19
139,NCT01368549,BC19
3041,NCT00399711,BC19
9879,NCT03847194,BC19
5218,NCT02138838,BC19
6188,NCT00962637,BC19
4415,NCT01563887,BC19
7965,NCT02865187,BC19
3697,NCT00368134,BC19
5434,NCT04217902,BC19
4474,NCT02302612,BC19
3699,NCT00110240,BC19
6239,NCT02305186,BC19
2556,NCT00262249,BC19
8317,NCT03717233,BC19
2789,NCT03087253,BC19
5934,NCT03121027,BC19
1911,NCT01545570,BC19
1958,NCT00313001,BC19
5588,NCT00001536,BC19
7232,NCT03288233,BC19
3704,NCT00102388,BC19
7731,NCT00901979,BC19
1466,NCT00880035,BC19
6643,NCT00342992,BC19
9016,NCT04577976,BC19
3714,NCT00294723,BC19
2896,NCT03252223,BC19
9633,NCT04038125,BC19
7656,NCT03272074,BC19
3722,NCT01346527,BC19
8565,NCT01307137,BC19
8850,NCT01435603,BC19
2050,NCT00729560,BC19
5498,NCT03451773,BC19
6680,NCT00837239,BC19
4141,NCT00164658,BC19
1405,NCT02496221,BC19
1719,NCT01464099,BC19
5952,NCT00480779,BC19
3715,NCT00539175,BC19
8432,NCT01698112,BC19
6115,NCT01339208,BC19
5364,NCT01702311,BC19
3052,NCT00879840,BC19
5572,NCT02440061,BC19
8289,NCT00308386,BC19
4023,NCT00138593,BC19
7628,NCT03527641,BC19
3931,NCT00507936,BC19
5951,NCT01652079,BC19
3050,NCT01950650,BC19
4022,NCT00819169,BC19
2741,NCT00523042,BC19
4611,NCT03183401,BC19
5675,NCT00958061,BC19
2438,NCT00797615,BC19
8269,NCT04117022,BC19
2786,NCT00818896,BC19
8866,NCT01104701,BC19
4020,NCT01016483,BC19
3471,NCT02985801,BC19
9788,NCT03912363,BC19
9279,NCT04330716,BC19
6241,NCT04573920,BC19
4678,NCT00364234,BC19
7440,NCT02215200,BC19
2277,NCT00387166,BC19
1745,NCT01569841,BC19
7691,NCT02052037,BC19
5947,NCT00542204,BC19
3049,NCT01051284,BC19
1730,NCT01511393,BC19
8424,NCT01729299,BC19
2719,NCT00775216,BC19
8349,NCT01435616,BC19
6386,NCT03205865,BC19
3786,NCT00097071,BC19
6821,NCT02222532,BC19
2955,NCT03633708,BC19
3963,NCT03495284,BC19
3406,NCT01923389,BC19
2114,NCT00218179,BC19
9368,NCT04257045,BC19
2083,NCT02455011,BC19
9253,NCT04351880,BC19
8467,NCT01582451,BC19
2848,NCT02030600,BC19
5766,NCT04028960,BC19
8484,NCT01790438,BC19
1597,NCT00320970,BC19
2835,NCT01850615,BC19
9215,NCT04386057,BC19
2510,NCT01744821,BC19
9831,NCT03877003,BC19
5290,NCT00237952,BC19
2118,NCT00158145,BC19
9732,NCT03956797,BC19
3509,NCT00380380,BC19
5833,NCT04132739,BC19
2928,NCT00106366,BC19
3550,NCT01941277,BC19
5153,NCT03283657,BC19
3958,NCT02059564,BC19
129,NCT03699709,BC19
3552,NCT03736486,BC19
3165,NCT02144051,BC19
7848,NCT02131272,BC19
2111,NCT02364570,BC19
2952,NCT02580032,BC19
5399,NCT00178802,BC19
1714,NCT01846312,BC19
1710,NCT01125553,BC19
2329,NCT00548639,BC19
3879,NCT00312364,BC19
5806,NCT03980808,BC19
3448,NCT00238472,BC19
1670,NCT03789721,BC19
8673,NCT00944060,BC19
9733,NCT03956056,BC19
8840,NCT00960765,BC19
3566,NCT02021604,BC19
2538,NCT01015820,BC19
9148,NCT04463719,BC19
5830,NCT04316429,BC19
6378,NCT02634502,BC19
2966,NCT01996072,BC19
3503,NCT00579150,BC19
8560,NCT02656212,BC19
6519,NCT03820921,BC19
8035,NCT01112709,BC19
7792,NCT04023487,BC19
2124,NCT02482675,BC19
7616,NCT04075513,BC19
6480,NCT04373967,BC19
3103,NCT04087889,BC19
5057,NCT04313998,BC19
2967,NCT00322257,BC19
9372,NCT04254653,BC19
3782,NCT03969329,BC19
2289,NCT00531570,BC19
8989,NCT04598321,BC19
3502,NCT01276782,BC19
7793,NCT02963922,BC19
3871,NCT00351767,BC19
9313,NCT04305587,BC19
2718,NCT01829256,BC19
4702,NCT02045290,BC19
7258,NCT02010684,BC19
2834,NCT02305381,BC19
8893,NCT01664624,BC19
2727,NCT03029702,BC19
7370,NCT02123251,BC19
1505,NCT01047735,BC19
7647,NCT00785577,BC19
5764,NCT00923247,BC19
6152,NCT00720096,BC19
7643,NCT00386100,BC19
3966,NCT03344458,BC19
7025,NCT02558829,BC19
2595,NCT02648204,BC19
5635,NCT00823381,BC19
8283,NCT00783172,BC19
1,NCT04474496,BC19
5147,NCT01827826,BC19
3573,NCT01045707,BC19
2754,NCT02205528,BC19
9425,NCT04216732,BC19
1697,NCT01605773,BC19
3386,NCT01392573,BC19
1794,NCT00065130,BC19
2100,NCT01009905,BC19
6508,NCT04419948,BC19
2935,NCT00283751,BC19
3790,NCT00351832,BC19
2349,NCT00728377,BC19
9139,NCT04472026,BC19
2937,NCT01128374,BC19
6813,NCT03366532,BC19
5161,NCT03201406,BC19
3395,NCT03643783,BC19
7756,NCT01413126,BC19
3789,NCT01591681,BC19
7389,NCT00130312,BC19
4056,NCT01682746,BC19
6408,NCT03516773,BC19
1890,NCT00366301,BC19
9413,NCT04226027,BC19
4055,NCT01816633,BC19
2315,NCT02781844,BC19
8983,NCT04605549,BC19
3261,NCT01864460,BC19
8281,NCT02551640,BC19
7390,NCT00130208,BC19
5158,NCT00341094,BC19
1903,NCT00753480,BC19
4950,NCT01722474,BC19
9916,NCT03819387,BC19
4350,NCT02702479,BC19
9484,NCT04150848,BC19
6651,NCT01706211,BC19
1510,NCT00183846,BC19
5196,NCT03758742,BC19
8802,NCT01647438,BC19
1720,NCT01121276,BC19
5488,NCT00595504,BC19
4506,NCT03543891,BC19
3517,NCT00982228,BC19
7394,NCT01121406,BC19
4346,NCT02925156,BC19
3791,NCT00069446,BC19
9756,NCT03937453,BC19
6820,NCT04215445,BC19
3169,NCT00711490,BC19
8838,NCT03235219,BC19
2524,NCT01079234,BC19
3534,NCT00115973,BC19
5510,NCT00340600,BC19
4059,NCT01587638,BC19
4329,NCT00683085,BC19
6633,NCT01630980,BC19
3788,NCT00325429,BC19
2534,NCT01142908,BC19
2703,NCT03826290,BC19
2946,NCT00598793,BC19
6511,NCT02597881,BC19
3167,NCT00323414,BC19
6806,NCT04029298,BC19
3388,NCT04461405,BC19
9105,NCT04498520,BC19
9811,NCT03891784,BC19
2948,NCT01713530,BC19
3880,NCT00001479,BC19
8395,NCT03921242,BC19
9534,NCT04104321,BC19
4501,NCT00097292,BC19
5154,NCT02166294,BC19
3956,NCT00982644,BC19
1268,NCT00328926,BC19
4705,NCT00006162,BC19
5691,NCT02244463,BC19
3513,NCT03560271,BC19
4888,NCT01633177,BC19
29,NCT00646438,BC19
30,NCT00341588,BC19
3952,NCT00102466,BC19
2602,NCT00169806,BC19
2002,NCT01705288,BC19
3201,NCT01570751,BC19
8013,NCT02193984,BC19
6510,NCT02691247,BC19
1363,NCT00965302,BC19
6420,NCT02977039,BC19
5647,NCT02442739,BC19
8412,NCT03832933,BC19
2842,NCT03748420,BC19
8015,NCT00004048,BC19
5796,NCT00299481,BC19
3538,NCT00238498,BC19
2575,NCT00869609,BC19
2942,NCT00022750,BC19
8200,NCT00542113,BC19
9138,NCT04473430,BC19
1757,NCT00264901,BC19
3757,NCT00219557,BC19
4967,NCT00793390,BC19
6346,NCT02635971,BC19
3453,NCT01045447,BC19
9852,NCT03865381,BC19
9433,NCT04210024,BC19
8564,NCT02835495,BC19
2735,NCT04559191,BC19
4554,NCT01684722,BC19
3991,NCT00005131,BC19
6344,NCT02932475,BC19
3186,NCT01618162,BC19
2365,NCT00421850,BC19
3349,NCT01620489,BC19
1706,NCT00245882,BC19
6668,NCT01768546,BC19
8654,NCT01222689,BC19
7916,NCT01006018,BC19
4791,NCT04335331,BC19
5506,NCT03487692,BC19
2486,NCT00203996,BC19
9047,NCT04553133,BC19
4256,NCT00391664,BC19
2988,NCT00496145,BC19
5753,NCT00237094,BC19
1675,NCT02005198,BC19
1823,NCT01809288,BC19
5034,NCT03372018,BC19
1984,NCT01999322,BC19
1755,NCT00620282,BC19
3941,NCT03060538,BC19
6500,NCT03924674,BC19
3610,NCT00035100,BC19
1694,NCT00342927,BC19
6230,NCT00321932,BC19
8559,NCT04051229,BC19
9917,NCT03819088,BC19
4486,NCT00788879,BC19
8877,NCT02734667,BC19
5861,NCT01241253,BC19
8162,NCT04390243,BC19
8362,NCT01783327,BC19
2150,NCT02600845,BC19
1894,NCT01339390,BC19
1638,NCT03338803,BC19
9829,NCT03878745,BC19
7654,NCT02268292,BC19
5614,NCT01591733,BC19
6332,NCT04414904,BC19
6536,NCT01746979,BC19
1360,NCT00191282,BC19
9439,NCT04205084,BC19
9678,NCT04000880,BC19
7588,NCT01673178,BC19
7264,NCT02075307,BC19
9201,NCT04400903,BC19
1660,NCT01490658,BC19
2545,NCT04277780,BC19
2162,NCT02482610,BC19
3632,NCT00978627,BC19
4076,NCT01295229,BC19
8185,NCT02266576,BC19
2481,NCT02529150,BC19
8353,NCT00704912,BC19
2163,NCT03508739,BC19
1735,NCT01511185,BC19
1829,NCT01516255,BC19
9112,NCT04494945,BC19
8186,NCT01343056,BC19
5208,NCT03989063,BC19
5616,NCT01602913,BC19
7503,NCT01637324,BC19
2915,NCT01680341,BC19
6622,NCT04261738,BC19
2544,NCT01513473,BC19
1023,NCT02755831,BC19
9512,NCT04123574,BC19
1228,NCT03940300,BC19
2854,NCT01029288,BC19
3344,NCT01323114,BC19
2997,NCT00097877,BC19
3148,NCT00943501,BC19
1443,NCT03876665,BC19
1385,NCT02989103,BC19
5085,NCT01247753,BC19
3899,NCT02312050,BC19
5352,NCT01786850,BC19
7827,NCT02607865,BC19
9699,NCT03984929,BC19
3607,NCT00339703,BC19
2985,NCT01316783,BC19
8962,NCT04066894,BC19
1731,NCT01497600,BC19
3992,NCT00884013,BC19
2973,NCT00342446,BC19
7946,NCT01376349,BC19
3867,NCT00005137,BC19
3976,NCT02813161,BC19
3590,NCT00773279,BC19
3639,NCT04274894,BC19
8603,NCT01237106,BC19
4538,NCT01524705,BC19
2615,NCT03689530,BC19
9093,NCT04508751,BC19
2827,NCT00791895,BC19
8044,NCT00358254,BC19
1767,NCT01900834,BC19
6649,NCT01265381,BC19
4655,NCT01371266,BC19
1925,NCT00703508,BC19
2826,NCT01511198,BC19
9504,NCT04128995,BC19
5628,NCT03746769,BC19
2851,NCT04313088,BC19
6898,NCT03545217,BC19
8039,NCT03771417,BC19
4690,NCT02545010,BC19
40,NCT02959827,BC19
2478,NCT00135109,BC19
8563,NCT03398902,BC19
1098,NCT02974244,BC19
2503,NCT02308735,BC19
4289,NCT03165591,BC19
2165,NCT04040894,BC19
2878,NCT01676116,BC19
8233,NCT03130699,BC19
2253,NCT03406975,BC19
5056,NCT00568854,BC19
3158,NCT01736930,BC19
2972,NCT00624767,BC19
7671,NCT03865901,BC19
8749,NCT01982435,BC19
2502,NCT02404896,BC19
8045,NCT00061906,BC19
2593,NCT00427154,BC19
6783,NCT01611935,BC19
3978,NCT02322554,BC19
1647,NCT01489644,BC19
9850,NCT03866005,BC19
1756,NCT00095446,BC19
1707,NCT00160472,BC19
5477,NCT02926040,BC19
3355,NCT01445327,BC19
1378,NCT02178462,BC19
1554,NCT02955238,BC19
58,NCT02987335,BC19
8991,NCT04597957,BC19
6110,NCT01373489,BC19
7347,NCT02877680,BC19
8581,NCT00266864,BC19
1822,NCT00833716,BC19
4966,NCT02091323,BC19
45,NCT04263311,BC19
9400,NCT04234581,BC19
8052,NCT02864160,BC19
4904,NCT03111810,BC19
1348,NCT00001723,BC19
5288,NCT01836237,BC19
8533,NCT02605200,BC19
7844,NCT02229851,BC19
5688,NCT00302042,BC19
8048,NCT02763150,BC19
2823,NCT00095082,BC19
3780,NCT00094055,BC19
2822,NCT00097084,BC19
4964,NCT00672204,BC19
3977,NCT02467998,BC19
8558,NCT04401904,BC19
8367,NCT03774186,BC19
4543,NCT01864564,BC19
5410,NCT03542084,BC19
7991,NCT00872989,BC19
7828,NCT01374906,BC19
5248,NCT01889446,BC19
8800,NCT00589459,BC19
2820,NCT00104182,BC19
6169,NCT00419510,BC19
3118,NCT01785615,BC18
5240,NCT00948597,BC18
5051,NCT01059240,BC18
2749,NCT03990350,BC18
4042,NCT02924051,BC18
7503,NCT01637324,BC18
5266,NCT00724438,BC18
5085,NCT01247753,BC18
4054,NCT03196375,BC18
2268,NCT02054624,BC18
8213,NCT01880372,BC18
113,NCT00005463,BC18
8760,NCT01513343,BC18
2264,NCT02458313,BC18
4045,NCT00300287,BC18
5546,NCT04492592,BC18
4041,NCT03117998,BC18
3121,NCT03882957,BC18
4661,NCT04579120,BC18
2329,NCT00548639,BC18
4044,NCT02757937,BC18
1614,NCT04540081,BC18
5542,NCT02346162,BC18
1716,NCT00873223,BC18
1697,NCT01605773,BC18
4714,NCT00850824,BC18
2327,NCT01627210,BC18
8991,NCT04597957,BC18
9253,NCT04351880,BC18
4697,NCT03168490,BC18
3156,NCT00328744,BC18
7869,NCT01687153,BC18
3977,NCT02467998,BC18
8207,NCT03313375,BC18
7706,NCT01746264,BC18
5057,NCT04313998,BC18
3158,NCT01736930,BC18
9504,NCT04128995,BC18
9138,NCT04473430,BC18
6067,NCT02025179,BC18
3976,NCT02813161,BC18
1432,NCT03140488,BC18
3978,NCT02322554,BC18
9502,NCT04131647,BC18
8992,NCT04596241,BC18
4695,NCT03239782,BC18
3941,NCT03060538,BC18
2735,NCT04559191,BC18
6668,NCT01768546,BC18
5056,NCT00568854,BC18
4055,NCT01816633,BC18
9500,NCT04132869,BC18
1106,NCT03174769,BC18
3148,NCT00943501,BC18
8584,NCT01481779,BC18
5525,NCT01443728,BC18
5249,NCT00473317,BC18
7264,NCT02075307,BC18
8186,NCT01343056,BC18
2301,NCT01631747,BC18
1098,NCT02974244,BC18
9519,NCT04118153,BC18
6966,NCT01119001,BC18
4708,NCT01810731,BC18
8200,NCT00542113,BC18
8985,NCT04604275,BC18
3952,NCT00102466,BC18
1090,NCT00005483,BC18
2719,NCT00775216,BC18
7866,NCT03823898,BC18
8774,NCT01127633,BC18
7513,NCT01924546,BC18
5259,NCT01624389,BC18
3169,NCT00711490,BC18
1714,NCT01846312,BC18
2312,NCT02069379,BC18
6651,NCT01706211,BC18
4705,NCT00006162,BC18
3167,NCT00323414,BC18
3956,NCT00982644,BC18
2310,NCT00976443,BC18
3958,NCT02059564,BC18
5518,NCT01110005,BC18
3961,NCT03260920,BC18
3963,NCT03495284,BC18
1710,NCT01125553,BC18
7865,NCT02476253,BC18
2727,NCT03029702,BC18
8768,NCT02559869,BC18
5255,NCT03856320,BC18
7258,NCT02010684,BC18
4702,NCT02045290,BC18
8579,NCT01428258,BC18
2718,NCT01829256,BC18
8185,NCT02266576,BC18
3991,NCT00005131,BC18
1911,NCT01545570,BC18
9493,NCT04142983,BC18
4023,NCT00138593,BC18
2277,NCT00387166,BC18
1442,NCT01613001,BC18
3931,NCT00507936,BC18
4678,NCT00364234,BC18
6643,NCT00342992,BC18
7505,NCT00337428,BC18
3992,NCT00884013,BC18
2741,NCT00523042,BC18
8998,NCT04592601,BC18
2280,NCT02807155,BC18
9494,NCT04142229,BC18
8210,NCT00271739,BC18
1603,NCT02963935,BC18
1920,NCT00380445,BC18
4674,NCT03683589,BC18
2713,NCT00634842,BC18
4029,NCT00101712,BC18
1127,NCT03073343,BC18
7697,NCT04016909,BC18
2272,NCT01894581,BC18
7630,NCT03432715,BC18
7240,NCT02191267,BC18
4035,NCT00555217,BC18
2270,NCT04203238,BC18
7278,NCT02949037,BC18
8212,NCT01297062,BC18
2269,NCT03416738,BC18
2746,NCT01334554,BC18
2747,NCT02825251,BC18
5541,NCT01402674,BC18
7628,NCT03527641,BC18
5532,NCT00441077,BC18
8588,NCT02360644,BC18
3935,NCT00481715,BC18
5248,NCT01889446,BC18
3995,NCT02262806,BC18
8183,NCT00125580,BC18
5506,NCT03487692,BC18
2716,NCT04364074,BC18
3998,NCT03903146,BC18
1111,NCT02917057,BC18
3143,NCT00634764,BC18
1715,NCT01682902,BC18
8585,NCT02700698,BC18
9133,NCT04478708,BC18
2738,NCT03338114,BC18
5074,NCT04247087,BC18
9516,NCT04121312,BC18
2286,NCT03640286,BC18
7506,NCT04579328,BC18
7266,NCT01399138,BC18
4687,NCT00746083,BC18
7507,NCT04096521,BC18
4685,NCT04075903,BC18
7861,NCT03862963,BC18
4008,NCT02061579,BC18
3140,NCT00061165,BC18
8996,NCT04593693,BC18
2739,NCT02330042,BC18
5530,NCT04036006,BC18
1916,NCT02248688,BC18
5247,NCT04421755,BC18
1702,NCT04201028,BC18
6677,NCT01911390,BC18
1706,NCT00245882,BC18
2197,NCT01357551,BC18
1136,NCT03906006,BC18
8022,NCT02160847,BC18
6804,NCT02113228,BC18
2953,NCT00074685,BC18
8673,NCT00944060,BC18
2113,NCT03597516,BC18
4311,NCT01625442,BC18
4310,NCT00173823,BC18
2957,NCT01125397,BC18
1671,NCT01904500,BC18
36,NCT03683134,BC18
2835,NCT01850615,BC18
4306,NCT02881684,BC18
5820,NCT01395914,BC18
6798,NCT03030703,BC18
5821,NCT01387282,BC18
2834,NCT02305381,BC18
7370,NCT02123251,BC18
5824,NCT01387269,BC18
6895,NCT01257581,BC18
5635,NCT00823381,BC18
5825,NCT00219817,BC18
5147,NCT01827826,BC18
2122,NCT03337217,BC18
6897,NCT00999453,BC18
1672,NCT03536676,BC18
6791,NCT02205450,BC18
4522,NCT02765945,BC18
5806,NCT03980808,BC18
8035,NCT01112709,BC18
1994,NCT00542672,BC18
29,NCT00646438,BC18
2102,NCT00525083,BC18
8013,NCT02193984,BC18
1279,NCT01124903,BC18
2942,NCT00022750,BC18
5199,NCT04334278,BC18
7459,NCT00007722,BC18
2842,NCT03748420,BC18
1270,NCT01890850,BC18
9063,NCT04539158,BC18
31,NCT04562636,BC18
2946,NCT00598793,BC18
1997,NCT04461184,BC18
2948,NCT01713530,BC18
4325,NCT00728455,BC18
6806,NCT04029298,BC18
4323,NCT02317250,BC18
2109,NCT04256265,BC18
5154,NCT02166294,BC18
8019,NCT00043745,BC18
8723,NCT02189889,BC18
1670,NCT03789721,BC18
